event	target	icon	instant_open	located	persistent	primary_detail	target_criteria	ignore_instant_open_filters
faction_ancillary_gained_stolen	event_feed_target_faction	event_char_activity_positive.png	true	event_feed_none	true	wh_event_feed_string_character_ancillary_all_primary_detail	event_feed_none	false
faction_ancillary_gained	event_feed_target_faction	event_char_activity_positive.png	true	event_feed_none	true	wh_event_feed_string_character_ancillary_all_primary_detail	event_feed_none	false
faction_bankruptcy	event_feed_target_faction	event_region_neutral.png	true	event_feed_location_faction	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
faction_campaign_chapter_objective_complete	event_feed_target_mission_faction	event_mission_positive.png	true	event_feed_location_mission_faction	true	wh_event_feed_string_faction_campaign_chapter_objective_complete_primary_detail	event_feed_none	false
faction_campaign_lost	event_feed_target_mission_faction	event_region_neutral.png	false	event_feed_location_mission_faction	true	wh_event_feed_string_all_null	event_feed_none	false
faction_campaign_victory_objective_complete	event_feed_target_mission_faction	event_mission_positive.png	true	event_feed_location_mission_faction	true	wh_event_feed_string_all_null	event_feed_none	false
faction_character_tag_added	event_feed_target_character_faction	event_char_activity_negative.png	true	event_feed_context_location_character	true	wh_event_feed_string_character_all_primary_detail	event_feed_none	false
faction_character_tag_added	event_feed_target_faction	event_char_activity_positive.png	true	event_feed_context_location_character	true	wh3_main_event_feed_string_character_all_primary_detail_faction	event_feed_none	false
faction_character_tag_removed	event_feed_target_character_faction	event_char_activity_positive.png	true	event_feed_context_location_character	true	wh_event_feed_string_character_all_primary_detail	event_feed_none	false
faction_character_tag_removed	event_feed_target_faction	event_char_activity_negative.png	true	event_feed_context_location_character	true	wh3_main_event_feed_string_character_all_primary_detail_faction	event_feed_none	false
faction_civil_war_character	event_feed_target_faction_instigator_faction	event_commander_activity_negative.png	true	event_feed_location_instigator	true	wh2_event_feed_string_faction_civil_war_character_primary_detail	event_feed_none	false
faction_event_character_incident	event_feed_target_incident_faction	event_commander_activity_neutral.png	true	event_feed_context_location_character	true	wh_event_feed_string_faction_event_character_incident_primary_detail	event_feed_none	false
faction_event_dilemma	event_feed_target_dilemma_faction	event_commander_activity_neutral.png	true	event_feed_none	true	wh_event_feed_string_faction_event_dilemma_primary_detail	event_feed_none	true
faction_event_faction_incident	event_feed_target_incident_faction	event_commander_activity_neutral.png	true	event_feed_target_ritual_target_faction	true	wh_event_feed_string_faction_event_faction_incident_primary_detail	event_feed_none	true
faction_event_incident	event_feed_target_incident_faction	event_commander_activity_neutral.png	true	event_feed_none	true	wh_event_feed_string_faction_event_incident_primary_detail	event_feed_none	true
faction_event_mission_aborted	event_feed_target_mission_faction	event_mission_neutral.png	true	event_feed_none	true	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_none	false
faction_event_mission_failed	event_feed_target_mission_faction	event_mission_negative.png	true	event_feed_none	true	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_none	false
faction_event_mission_issued	event_feed_target_mission_faction	event_mission_neutral.png	true	event_feed_none	true	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_none	false
faction_event_mission_success	event_feed_target_mission_faction	event_mission_positive.png	true	event_feed_none	true	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_none	false
faction_event_region_incident	event_feed_target_incident_faction	event_commander_activity_neutral.png	true	event_feed_location_region	true	wh_event_feed_string_faction_event_region_incident_primary_detail	event_feed_none	false
faction_horde_ends	event_feed_target_capital_faction	event_region_neutral.png	false	event_feed_none	true	wh_event_feed_string_all_null	event_feed_none	false
faction_ignores_trespass_warning	event_feed_target_owner	event_diplomacy_negative.png	true	event_feed_location_trespasser	true	wh3_main_event_feed_string_faction_ignores_trespass_warning_primary_detail	event_feed_none	false
faction_infects_force	event_feed_target_from	event_military_positive.png	true	event_feed_location_to_general	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
faction_infects_force	event_feed_target_to_faction	event_military_negative.png	true	event_feed_location_to_general	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
faction_infects_region	event_feed_target_from	event_region_positive.png	true	event_feed_location_to	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
faction_infects_region	event_feed_target_to_faction	event_region_negative.png	true	event_feed_location_to	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
faction_joins_confederation	event_feed_target_confederation_known_to	event_diplomacy_neutral.png	true	event_feed_location_confederation_province	true	wh_event_feed_string_faction_joins_confederation_primary_detail	event_feed_target_criteria_confederation_culture	false
faction_resource_gained	event_feed_target_settlement_faction	event_money_positive.png	false	event_feed_location_settlement	true	wh_event_feed_string_faction_resource_all_primary_detail	event_feed_target_criteria_resource	false
faction_resource_lost	event_feed_target_settlement_faction	event_money_negative.png	false	event_feed_location_settlement	true	wh_event_feed_string_faction_resource_all_primary_detail	event_feed_target_criteria_resource	false
faction_technology_researched	event_feed_target_faction	event_technology_positive.png	true	event_feed_none	true	wh_event_feed_string_faction_technology_researched_primary_detail	event_feed_none	false
foreign_slot_building_constructed	event_feed_target_building_faction	event_buildings_positive.png	false	event_feed_location_building	true	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_none	false
foreign_slot_building_demolished	event_feed_target_building_faction	event_buildings_neutral.png	false	event_feed_location_building	true	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_none	false
hidden_settlement_exposed	event_feed_target_faction	event_diplomacy_neutral.png	true	event_feed_location_settlement	true	wh2_event_feed_string_hidden_settlement_exposed_primary_detail	event_feed_none	false
horde_building_constructed	event_feed_target_building_faction	event_buildings_positive.png	false	event_feed_none	true	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_none	false
horde_building_demolished	event_feed_target_building_faction	event_buildings_neutral.png	false	event_feed_none	true	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_none	false
horde_food_shortage_ends	event_feed_target_military_force_faction	event_population_positive.png	false	event_feed_none	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
horde_food_shortage	event_feed_target_military_force_faction	event_population_negative.png	false	event_feed_none	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
horde_unrest_imminent_disband	event_feed_target_force_parent_army_faction	event_military_negative.png	true	event_feed_location_military_force_general	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
loaned_army_returned_after_alliance_broke	event_feed_target_agent_faction	event_region_neutral.png	false	event_feed_context_location_agent	true	wh3_main_event_feed_string_loaned_army_returned_after_alliance_broke_primary_detail	event_feed_none	false
loaned_army_returned_after_general_died	event_feed_target_agent_faction	event_region_neutral.png	false	event_feed_context_location_agent	true	wh3_main_event_feed_string_loaned_army_returned_after_alliance_broke_primary_detail	event_feed_none	false
mercenary_unit_character_level_restriction_lifted	event_feed_target_faction	event_military_positive.png	true	event_feed_none	false	wh_event_feed_string_all_null	event_feed_none	false
military_ambusher_discovered_yours	event_feed_target_ambusher_faction	event_military_negative.png	true	event_feed_location_ambusher_general	false	wh_event_feed_string_military_ambusher_primary_detail	event_feed_none	false
military_ambusher_discovered	event_feed_target_discovered_by	event_military_neutral.png	true	event_feed_location_ambusher_general	false	wh_event_feed_string_military_ambusher_primary_detail	event_feed_none	false
military_army_destroyed	event_feed_target_military_force_faction	event_military_negative.png	false	event_feed_none	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
military_army_disbanded	event_feed_target_military_force_faction	event_military_neutral.png	false	event_feed_none	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
military_army_founded	event_feed_target_military_force_faction	event_military_positive.png	false	event_feed_location_military_force_general	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
military_army_raised	event_feed_target_military_force_faction	event_military_positive.png	false	event_feed_none	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
military_army_withdraws	event_feed_target_military_force_faction	event_military_neutral.png	false	event_feed_none	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
military_attrition	event_feed_target_military_force_faction	event_military_negative.png	false	event_feed_location_military_force_general	true	wh_event_feed_string_military_attrition_primary_detail	event_feed_target_criteria_attrition	false
military_companion_army_destroyed	event_feed_target_parent_faction	event_military_negative.png	true	event_feed_none	true	wh_event_feed_string_military_companion_army_primary_detail	event_feed_none	false
military_companion_army_dispands	event_feed_target_parent_faction	event_military_negative.png	true	event_feed_location_parent_general	true	wh_event_feed_string_military_companion_army_primary_detail	event_feed_none	false
military_companion_army_ours	event_feed_target_parent_faction	event_military_positive.png	true	event_feed_location_companion_general	true	wh_event_feed_string_military_companion_army_ours_primary_detail	event_feed_none	false
military_companion_army	event_feed_target_parent_faction_known_to	event_military_neutral.png	true	event_feed_location_companion_general	true	wh_event_feed_string_military_companion_army_primary_detail	event_feed_target_companion_culture	false
military_unit_recruited	event_feed_target_military_unit_faction	event_military_positive.png	false	event_feed_none	true	wh_event_feed_string_military_unit_recruited_primary_detail	event_feed_none	false
plague_spreads_force_to_force	event_feed_target_to_faction	event_military_neutral.png	true	event_feed_location_to_general	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
plague_spreads_force_to_region	event_feed_target_to_faction	event_region_neutral.png	true	event_feed_location_to	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
plague_spreads_region_to_force	event_feed_target_to_faction	event_military_neutral.png	true	event_feed_location_to_general	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
plague_spreads_region_to_region	event_feed_target_to_faction	event_region_neutral.png	true	event_feed_location_to	true	wh3_main_event_feed_string_provinces_plague_spreads_force_to_force_primary_detail	event_feed_none	false
provinces_building_constructed	event_feed_target_building_faction	event_buildings_positive.png	false	event_feed_location_building	true	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_none	false
provinces_building_demolished	event_feed_target_building_faction	event_buildings_neutral.png	false	event_feed_location_building	true	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_none	false
provinces_development_points_available	event_feed_target_province_faction	event_province_positive.png	false	event_feed_location_province_capital	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
provinces_food_shortage_ends	event_feed_target_province_faction	event_province_positive.png	false	event_feed_location_province	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
provinces_food_shortage	event_feed_target_province_faction	event_province_negative.png	false	event_feed_location_province	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
provinces_governor_slot_available	event_feed_target_faction	event_province_positive.png	false	event_feed_none	true	wh_event_feed_string_all_null	event_feed_none	false
provinces_settlement_abandoned	event_feed_target_settlement_faction	event_region_negative.png	false	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
provinces_settlement_establish_foreign_slot	event_feed_target_character_faction	event_region_positive.png	true	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
provinces_settlement_looted	event_feed_target_attacked_by_faction	event_city_positive.png	false	event_feed_location_settlement	true	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_none	false
provinces_settlement_looted	event_feed_target_settlement_faction	event_city_negative.png	true	event_feed_location_settlement	true	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_none	false
provinces_settlement_razed	event_feed_target_attacked_by_faction	event_city_neutral.png	false	event_feed_location_settlement	true	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_none	false
provinces_settlement_razed	event_feed_target_settlement_faction	event_city_negative.png	true	event_feed_location_settlement	true	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_none	false
provinces_settlement_remove_foreign_slot	event_feed_target_faction	event_region_negative.png	true	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
provinces_settlement_remove_foreign_slot	event_feed_target_settlement_faction	event_region_negative.png	true	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
provinces_settlement_sacked	event_feed_target_attacked_by_faction	event_city_positive.png	false	event_feed_location_settlement	true	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_none	false
provinces_settlement_sacked	event_feed_target_settlement_faction	event_city_negative.png	true	event_feed_location_settlement	true	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_none	false
provinces_slums	event_feed_target_settlement_faction	event_province_neutral.png	false	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
provinces_unrest_imminent_rebellion	event_feed_target_province_faction	event_population_negative.png	true	event_feed_location_province	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
provinces_unrest_rebellion	event_feed_target_province_faction	event_population_negative.png	true	event_feed_location_province	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
provinces_unseasonal_conditions	event_feed_target_province_faction	event_province_neutral.png	false	event_feed_location_province_capital	false	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
scripted_persistent_event	event_feed_target_faction	event_commander_activity_neutral.png	true	event_feed_none	true	wh_event_feed_string_scripted_event_primary_detail	event_feed_scripted_event_target	false
scripted_persistent_located_event	event_feed_target_faction	event_commander_activity_neutral.png	true	event_feed_location_position	true	wh_event_feed_string_scripted_event_primary_detail	event_feed_scripted_event_target	false
scripted_transient_event	event_feed_target_faction	event_commander_activity_neutral.png	true	event_feed_none	false	wh_event_feed_string_scripted_event_primary_detail	event_feed_scripted_event_target	false
scripted_transient_located_event	event_feed_target_faction	event_commander_activity_neutral.png	true	event_feed_location_position	false	wh_event_feed_string_scripted_event_primary_detail	event_feed_scripted_event_target	false
spawnable_force_spawned_from_parent_to_foreign_territory	event_feed_target_territory_owner	event_military_positive.png	false	event_feed_location_spawned_force_general	true	wh3_main_event_feed_string_spawnable_force_spawned_from_parent_theirs_primary_detail	event_feed_target_criteria_faction_culture	false
spawnable_force_spawned_from_parent	event_feed_target_faction	event_military_positive.png	true	event_feed_location_spawned_force_general	true	wh3_main_event_feed_string_spawnable_force_spawned_from_parent_primary_detail	event_feed_none	false
win_streak_lost	event_feed_target_military_force_faction	event_military_negative.png	false	event_feed_location_military_force_general	true	wh_event_feed_string_military_all_force_primary_detail	event_feed_none	false
