key	character_for_vo
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_pt_01	kroqgar
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_pt_02	kroqgar
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_pt_03	kroqgar
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_pt_04	kroqgar
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_pt_01	lord_mazdamundi
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_pt_02	lord_mazdamundi
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_pt_03	lord_mazdamundi
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_pt_01	lord_mazdamundi
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_pt_02	lord_mazdamundi
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_pt_03	lord_mazdamundi
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_pt_04	lord_mazdamundi
wh2_main_qb_skv_queek_headtaker_dwarfgouger_stage_4_gouger_gully_pt_01	queek_headtaker
wh2_main_qb_skv_queek_headtaker_dwarfgouger_stage_4_gouger_gully_pt_02	queek_headtaker
wh2_main_qb_skv_queek_headtaker_dwarfgouger_stage_4_gouger_gully_pt_03	queek_headtaker
wh2_main_qb_skv_queek_headtaker_dwarfgouger_stage_4_gouger_gully_pt_04	queek_headtaker
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_pt_01	queek_headtaker
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_pt_02	queek_headtaker
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_pt_03	queek_headtaker
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_pt_01	lord_skrolk
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_pt_02	lord_skrolk
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_pt_03	lord_skrolk
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_pt_04	lord_skrolk
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_pt_01	lord_skrolk
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_pt_02	lord_skrolk
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_pt_03	lord_skrolk
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_pt_04	lord_skrolk
wh2_twa03_Rakarth_QB_Whip_Of_Agony_pt_01	
wh2_twa03_Rakarth_QB_Whip_Of_Agony_pt_02	
wh2_twa03_Rakarth_QB_Whip_Of_Agony_pt_03	
wh2_twa03_Rakarth_QB_Whip_Of_Agony_pt_04	
wh2_twa03_Rakarth_QB_Whip_Of_Agony_pt_05	
wh2_twa03_def_Rakarth_final_battle_pt_01	
wh2_twa03_def_Rakarth_final_battle_pt_02	
wh2_twa03_def_Rakarth_final_battle_pt_03	
wh2_twa03_def_Rakarth_final_battle_pt_04	
wh3_belakor_final_survival_01	
wh3_belakor_final_survival_02	
wh3_belakor_final_survival_03	
wh3_belakor_final_survival_04	
wh3_dlc20_qb_all_altar_of_battle_reveal_01	
wh3_dlc20_qb_all_altar_of_battle_reveal_02	
wh3_dlc20_qb_all_altar_of_battle_reveal_03	
wh3_dlc20_qb_azazel_altar_of_battle_intro_01	azazel
wh3_dlc20_qb_azazel_altar_of_battle_intro_02	azazel
wh3_dlc20_qb_azazel_altar_of_battle_intro_03	azazel
wh3_dlc20_qb_azazel_altar_of_battle_intro_04	azazel
wh3_dlc20_qb_azazel_altar_of_battle_intro_05	azazel
wh3_dlc20_qb_azazel_altar_of_battle_intro_06	azazel
wh3_dlc20_qb_azazel_altar_of_battle_reveal_04	azazel
wh3_dlc20_qb_azazel_altar_of_battle_wave_01	azazel
wh3_dlc20_qb_azazel_altar_of_battle_wave_02	azazel
wh3_dlc20_qb_azazel_altar_of_battle_wave_03	azazel
wh3_dlc20_qb_festus_altar_of_battle_intro_01	festus
wh3_dlc20_qb_festus_altar_of_battle_intro_02	festus
wh3_dlc20_qb_festus_altar_of_battle_intro_03	festus
wh3_dlc20_qb_festus_altar_of_battle_intro_04	festus
wh3_dlc20_qb_festus_altar_of_battle_intro_05	festus
wh3_dlc20_qb_festus_altar_of_battle_intro_06	festus
wh3_dlc20_qb_festus_altar_of_battle_reveal_04	festus
wh3_dlc20_qb_festus_altar_of_battle_wave_01	festus
wh3_dlc20_qb_festus_altar_of_battle_wave_02	festus
wh3_dlc20_qb_festus_altar_of_battle_wave_03	festus
wh3_dlc20_qb_kor_valkia_spear_slaupnir_pt_01	valkia
wh3_dlc20_qb_kor_valkia_spear_slaupnir_pt_02	valkia
wh3_dlc20_qb_kor_valkia_spear_slaupnir_pt_03	valkia
wh3_dlc20_qb_kor_valkia_spear_slaupnir_pt_04	valkia
wh3_dlc20_qb_nur_festus_pestilent_potions_pt_01	festus
wh3_dlc20_qb_nur_festus_pestilent_potions_pt_02	festus
wh3_dlc20_qb_nur_festus_pestilent_potions_pt_03	festus
wh3_dlc20_qb_nur_festus_pestilent_potions_pt_04	festus
wh3_dlc20_qb_nur_festus_pestilent_potions_pt_05	festus
wh3_dlc20_qb_sla_azazel_daemonblade_01	azazel
wh3_dlc20_qb_sla_azazel_daemonblade_02	azazel
wh3_dlc20_qb_sla_azazel_daemonblade_03	azazel
wh3_dlc20_qb_sla_azazel_daemonblade_04	azazel
wh3_dlc20_qb_sla_azazel_daemonblade_05	azazel
wh3_dlc20_qb_tze_vilitch_vessel_of_chaos_01	vilitch
wh3_dlc20_qb_tze_vilitch_vessel_of_chaos_02	vilitch
wh3_dlc20_qb_tze_vilitch_vessel_of_chaos_03	vilitch
wh3_dlc20_qb_tze_vilitch_vessel_of_chaos_04	vilitch
wh3_dlc20_qb_tze_vilitch_vessel_of_chaos_05	vilitch
wh3_dlc20_qb_valkia_altar_of_battle_intro_01	valkia
wh3_dlc20_qb_valkia_altar_of_battle_intro_02	valkia
wh3_dlc20_qb_valkia_altar_of_battle_intro_03	valkia
wh3_dlc20_qb_valkia_altar_of_battle_intro_05	valkia
wh3_dlc20_qb_valkia_altar_of_battle_intro_06	valkia
wh3_dlc20_qb_valkia_altar_of_battle_reveal_04	valkia
wh3_dlc20_qb_valkia_altar_of_battle_wave_01	valkia
wh3_dlc20_qb_valkia_altar_of_battle_wave_02	valkia
wh3_dlc20_qb_valkia_altar_of_battle_wave_03	valkia
wh3_dlc20_qb_vilitch_altar_of_battle_intro_01	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_intro_02	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_intro_03	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_intro_04	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_intro_05	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_intro_06	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_reveal_04	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_thomin	
wh3_dlc20_qb_vilitch_altar_of_battle_wave_01	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_wave_02	vilitch
wh3_dlc20_qb_vilitch_altar_of_battle_wave_03	vilitch
wh3_dlc23_chd_drazhoath_hellshard_amulet_pt_01	
wh3_dlc23_chd_drazhoath_hellshard_amulet_pt_02	
wh3_dlc23_chd_drazhoath_hellshard_amulet_pt_03	
wh3_dlc23_chd_intro_final_battle_01	
wh3_dlc23_chd_intro_final_battle_02	
wh3_dlc23_chd_intro_final_battle_03	
wh3_dlc23_chd_intro_final_battle_04	
wh3_dlc23_chd_intro_final_battle_05	
wh3_dlc23_chd_intro_final_battle_06	
wh3_dlc23_chd_intro_final_battle_07	
wh3_dlc23_chd_intro_final_battle_astragoth	
wh3_dlc23_chd_intro_final_battle_drazhoath	
wh3_dlc23_chd_intro_final_battle_zhatan	
wh3_dlc23_chd_mid_final_battle_01	
wh3_dlc23_chd_mid_final_battle_02	
wh3_dlc23_chd_mid_final_battle_03	
wh3_dlc23_chd_mid_final_battle_04	
wh3_dlc23_chd_outro_final_battle_01	
wh3_dlc23_chd_outro_final_battle_02	
wh3_dlc23_chd_thorgrim_final_battle_01	
wh3_dlc23_chd_thorgrim_final_battle_02	
wh3_dlc23_chd_thorgrim_final_battle_03	
wh3_dlc23_chd_zhatan_chaos_runeshield_pt_01	
wh3_dlc23_chd_zhatan_chaos_runeshield_pt_02	
wh3_dlc23_chd_zhatan_chaos_runeshield_pt_03	
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_pt_01	
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_pt_02	
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_pt_03	
wh3_dlc24_qb_cth_yuan_bo_dragons_fang_pt_01	
wh3_dlc24_qb_cth_yuan_bo_dragons_fang_pt_02	
wh3_dlc24_qb_cth_yuan_bo_dragons_fang_pt_03	
wh3_dlc24_qb_cth_yuan_bo_dragons_fang_pt_04	
wh3_dlc24_qb_cth_yuan_bo_dragons_fang_pt_05	
wh3_dlc24_qb_ksl_mother_ostankya_crown_of_claws_pt_01	
wh3_dlc24_qb_ksl_mother_ostankya_crown_of_claws_pt_02	
wh3_dlc24_qb_ksl_mother_ostankya_crown_of_claws_pt_03	
wh3_dlc24_qb_ksl_mother_ostankya_crown_of_claws_pt_04	
wh3_dlc24_qb_ksl_mother_ostankya_crown_of_claws_pt_05	
wh3_dlc24_qb_ksl_mother_ostankya_crown_of_claws_pt_06	
wh3_dlc24_qb_tze_the_changeling_the_tricksters_staff_pt_01	
wh3_dlc24_qb_tze_the_changeling_the_tricksters_staff_pt_02	
wh3_dlc24_qb_tze_the_changeling_the_tricksters_staff_pt_03	
wh3_dlc24_qb_tze_the_changeling_the_tricksters_staff_pt_04	
wh3_dlc24_qb_tze_the_changeling_the_tricksters_staff_pt_05	
wh3_dlc24_qb_tze_the_changeling_the_tricksters_staff_pt_06	
wh3_khorne_demo_intro_survival_01	katarin
wh3_khorne_demo_intro_survival_02	katarin
wh3_khorne_demo_intro_survival_03	katarin
wh3_khorne_demo_intro_survival_04	katarin
wh3_khorne_demo_outro_survival_01	katarin
wh3_khorne_demo_reveal_survival_01	katarin
wh3_khorne_demo_reveal_survival_02	katarin
wh3_khorne_demo_reveal_survival_03	katarin
wh3_khorne_demo_reveal_survival_04	katarin
wh3_khorne_demo_reveal_survival_05	katarin
wh3_khorne_demo_reveal_survival_06	katarin
wh3_khorne_demo_reveal_survival_07	
wh3_khorne_demo_reveal_survival_08	
wh3_khorne_demo_reveal_survival_09	
wh3_khorne_demo_reveal_survival_10	
wh3_main_camp_narrative_chs_khorne_battle_intro_01	advisor
wh3_main_camp_narrative_chs_khorne_battle_intro_02	advisor
wh3_main_camp_narrative_chs_khorne_battle_intro_03	advisor
wh3_main_camp_narrative_chs_khorne_battle_intro_04	advisor
wh3_main_camp_narrative_chs_khorne_battle_intro_05	advisor
wh3_main_camp_narrative_chs_khorne_battle_intro_06	advisor
wh3_main_camp_narrative_chs_nurgle_battle_intro_01	advisor
wh3_main_camp_narrative_chs_nurgle_battle_intro_02	advisor
wh3_main_camp_narrative_chs_nurgle_battle_intro_03	advisor
wh3_main_camp_narrative_chs_nurgle_battle_intro_04	advisor
wh3_main_camp_narrative_chs_nurgle_battle_intro_05	advisor
wh3_main_camp_narrative_chs_nurgle_battle_intro_06	advisor
wh3_main_camp_narrative_chs_slaanesh_battle_intro_01	advisor
wh3_main_camp_narrative_chs_slaanesh_battle_intro_02	advisor
wh3_main_camp_narrative_chs_slaanesh_battle_intro_03	advisor
wh3_main_camp_narrative_chs_slaanesh_battle_intro_04	advisor
wh3_main_camp_narrative_chs_slaanesh_battle_intro_05	advisor
wh3_main_camp_narrative_chs_slaanesh_battle_intro_06	advisor
wh3_main_camp_narrative_chs_tzeentch_battle_intro_01	advisor
wh3_main_camp_narrative_chs_tzeentch_battle_intro_02	advisor
wh3_main_camp_narrative_chs_tzeentch_battle_intro_03	advisor
wh3_main_camp_narrative_chs_tzeentch_battle_intro_04	advisor
wh3_main_camp_narrative_chs_tzeentch_battle_intro_05	advisor
wh3_main_camp_narrative_chs_tzeentch_battle_intro_06	advisor
wh3_main_prologue_battle_1_001	
wh3_main_prologue_battle_2_001	
wh3_main_prologue_qb_brazen_altar_001	
wh3_main_prologue_qb_brazen_altar_002	
wh3_main_prologue_qb_brazen_altar_003	
wh3_main_prologue_qb_brazen_altar_004	
wh3_main_prologue_qb_frost_maiden_001	
wh3_main_prologue_qb_frost_maiden_002	
wh3_main_prologue_qb_howling_citadel_001	
wh3_main_prologue_qb_howling_citadel_002	
wh3_main_prologue_qb_howling_citadel_003	
wh3_main_qb_belakor_final_battle_01	
wh3_main_qb_belakor_final_battle_02	
wh3_main_qb_belakor_final_battle_03	
wh3_main_qb_kho_skarbrand_the_brazen_altar_01	skarbrand
wh3_main_qb_kho_skarbrand_the_brazen_altar_02	skarbrand
wh3_main_qb_kho_skarbrand_the_brazen_altar_03	skarbrand
wh3_main_qb_kho_skarbrand_the_brazen_altar_04	skarbrand
wh3_main_qb_kho_skarbrand_the_brazen_altar_05	skarbrand
wh3_main_qb_kho_skarbrand_the_brazen_altar_06	skarbrand
wh3_main_qb_ksl_katarin_the_fractal_maze_01	katarin
wh3_main_qb_ksl_katarin_the_fractal_maze_02	katarin
wh3_main_qb_ksl_katarin_the_frozen_falls_01	katarin
wh3_main_qb_ksl_katarin_the_frozen_falls_02	katarin
wh3_main_qb_ksl_kostaltyn_shrine_of_ursun_01	kostaltyn
wh3_main_qb_ksl_kostaltyn_shrine_of_ursun_02	kostaltyn
wh3_main_qb_ksl_kostaltyn_the_frozen_falls_01	kostaltyn
wh3_main_qb_nur_kugarth_the_fetid_underway_01	kugarth
wh3_main_qb_nur_kugarth_the_fetid_underway_02	kugarth
wh3_main_qb_nur_kugarth_the_fetid_underway_03	kugarth
wh3_main_qb_ogr_greasus_the_fire_mouth_01	greasus
wh3_main_qb_ogr_greasus_the_fire_mouth_02	greasus
wh3_main_qb_ogr_greasus_the_fire_mouth_03	greasus
wh3_main_qb_ogr_skrag_ice_caverns_of_ymirdrak_01	skrag
wh3_main_qb_ogr_skrag_ice_caverns_of_ymirdrak_02	skrag
wh3_main_qb_ogr_skrag_ice_caverns_of_ymirdrak_03	skrag
wh3_main_qb_ogr_skrag_ice_caverns_of_ymirdrak_04	skrag
wh3_main_qb_sla_nkari_the_sea_of_dreams_01	nkari
wh3_main_qb_sla_nkari_the_sea_of_dreams_02	nkari
wh3_main_qb_sla_nkari_the_sea_of_dreams_03	nkari
wh3_main_qb_tze_kairos_ilses_of_time_01	kairos
wh3_main_qb_tze_kairos_ilses_of_time_02	kairos
wh3_main_qb_tze_kairos_ilses_of_time_03	kairos
wh3_main_qb_tze_kairos_ilses_of_time_04	kairos
wh3_main_st_battle_fundamentals_intro_0001	Advisor
wh3_main_st_battle_fundamentals_mid_0001	Advisor
wh3_mom_intro_altar_of_ultimate_darkness_01	
wh3_mom_intro_altar_of_ultimate_darkness_02	
wh3_mom_intro_altar_of_ultimate_darkness_03	
wh3_mom_intro_altar_of_ultimate_darkness_04	
wh3_mom_intro_black_fire_pass_01	
wh3_mom_intro_black_fire_pass_02	
wh3_mom_intro_black_fire_pass_03	
wh3_mom_intro_black_fire_pass_04	
wh3_mom_intro_fallen_gates_01	
wh3_mom_intro_fallen_gates_02	
wh3_mom_intro_fallen_gates_03	
wh3_mom_intro_fallen_gates_04	
wh3_mom_intro_hel_fenn_01	
wh3_mom_intro_hel_fenn_02	
wh3_mom_intro_hel_fenn_03	
wh3_mom_intro_hel_fenn_04	
wh3_mom_intro_realm_of_tzeentch_01	
wh3_mom_intro_realm_of_tzeentch_02	
wh3_mom_intro_realm_of_tzeentch_03	
wh3_mom_intro_realm_of_tzeentch_04	
wh3_scenario_01_prologue_intro_01	yuri
wh3_scenario_01_prologue_intro_02	yuri
wh3_scenario_01_prologue_urson_01	urson
wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_pt_01	
wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_pt_02	
wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_pt_03	
wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_pt_04	
wh_dlc01_qb_chs_archaon_crown_of_domination_stage_2_pt_01	
wh_dlc01_qb_chs_archaon_crown_of_domination_stage_2_pt_02	
wh_dlc01_qb_chs_archaon_crown_of_domination_stage_2_pt_03	
wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_pt_01	
wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_pt_02	
wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_pt_01	
wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_pt_02	
wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_pt_03	
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_pt_01	
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_pt_02	
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_pt_03	
wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_pt_01	
wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_pt_02	
wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_pt_03	
wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_pt_04	
wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_pt_05	
wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_pt_01	
wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_pt_02	
wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_pt_03	
wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_pt_04	
wh_dlc03_qb_bst_Morghur_battle_spirit_chaos_pt_01	
wh_dlc03_qb_bst_Morghur_battle_spirit_chaos_pt_02	
wh_dlc03_qb_bst_Morghur_battle_spirit_chaos_pt_03	
wh_dlc03_qb_bst_Morghur_battle_spirit_chaos_pt_04	
wh_dlc03_qb_bst_khazrak_dark_mail_stage_5_pt_01	khazrak
wh_dlc03_qb_bst_khazrak_one_eye_scourge_stage_4_slaughter_at_grimminhagen_pt_01	khazrak
wh_dlc03_qb_bst_khazrak_one_eye_scourge_stage_4_slaughter_at_grimminhagen_pt_02	khazrak
wh_dlc03_qb_bst_khazrak_one_eye_scourge_stage_4_slaughter_at_grimminhagen_pt_03	khazrak
wh_dlc03_qb_bst_khazrak_one_eye_the_dark_mail_stage_5_ashes_of_kelp_and_koldust_pt_01	khazrak
wh_dlc03_qb_bst_khazrak_one_eye_the_dark_mail_stage_5_ashes_of_kelp_and_koldust_pt_02	khazrak
wh_dlc03_qb_bst_khazrak_one_eye_the_dark_mail_stage_5_ashes_of_kelp_and_koldust_pt_03	khazrak
wh_dlc03_qb_bst_khazrak_scourge_stage_5_pt_01	khazrak
wh_dlc03_qb_bst_khazrak_the_fall_of_man_pt_01	
wh_dlc03_qb_bst_malagor_icons_of_vilification_stage_7_pt_01	malagor
wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_6_the_stir_river_pt_01	malagor
wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_6_the_stir_river_pt_02	malagor
wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_6_the_stir_river_pt_03	
wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_6_the_stir_river_pt_04	malagor
wh_dlc03_qb_bst_the_final_battle_pt_01	khazrak
wh_dlc03_qb_bst_the_final_battle_pt_02	khazrak
wh_dlc03_qb_bst_the_final_battle_pt_03	khazrak
wh_dlc04_qb_emp_volkmar_the_grim_jade_griffon_stage_5_pt_01	
wh_dlc04_qb_emp_volkmar_the_grim_jade_griffon_stage_5_pt_02	
wh_dlc04_qb_emp_volkmar_the_grim_jade_griffon_stage_5_pt_03	
wh_dlc04_qb_emp_volkmar_the_grim_staff_of_command_stage_6_pt_01	
wh_dlc04_qb_emp_volkmar_the_grim_staff_of_command_stage_6_pt_02	
wh_dlc04_qb_emp_volkmar_the_grim_staff_of_command_stage_6_pt_03	
wh_dlc04_qb_emp_volkmar_the_grim_staff_of_command_stage_6_pt_04	
wh_dlc04_qb_vmp_helman_ghorst_liber_noctus_stage_6_pt_01	
wh_dlc04_qb_vmp_helman_ghorst_liber_noctus_stage_6_pt_02	
wh_dlc04_qb_vmp_helman_ghorst_liber_noctus_stage_6_pt_03	
wh_dlc04_qb_vmp_vlad_von_carstein_blood_drinker_stage_4_pt_01	
wh_dlc04_qb_vmp_vlad_von_carstein_blood_drinker_stage_4_pt_02	
wh_dlc04_qb_vmp_vlad_von_carstein_blood_drinker_stage_4_pt_03	
wh_dlc04_qb_vmp_vlad_von_carstein_the_carstein_ring_stage_5_pt_01	
wh_dlc04_qb_vmp_vlad_von_carstein_the_carstein_ring_stage_5_pt_02	
wh_dlc04_qb_vmp_vlad_von_carstein_the_carstein_ring_stage_5_pt_03	
wh_dlc04_qb_vmp_vlad_von_carstein_the_carstein_ring_stage_5_pt_04	
wh_dlc05_qb_wef_durthu_daiths_sword_stage_4_pt_01	
wh_dlc05_qb_wef_durthu_daiths_sword_stage_4_pt_02	
wh_dlc05_qb_wef_durthu_daiths_sword_stage_4_pt_03	
wh_dlc05_qb_wef_orion_cloak_of_isha_pt_01	
wh_dlc05_qb_wef_orion_cloak_of_isha_pt_02	
wh_dlc05_qb_wef_orion_cloak_of_isha_pt_03	
wh_dlc05_qb_wef_orion_cloak_of_isha_pt_04	
wh_dlc05_qb_wef_orion_horn_of_the_wild_hunt_pt_01	
wh_dlc05_qb_wef_orion_horn_of_the_wild_hunt_pt_02	
wh_dlc05_qb_wef_orion_horn_of_the_wild_hunt_pt_03	
wh_dlc05_qb_wef_orion_spear_of_kurnous_pt_01	
wh_dlc05_qb_wef_orion_spear_of_kurnous_pt_02	
wh_dlc05_qb_wef_orion_spear_of_kurnous_pt_03	
wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_anground_stage_4_pt_01	
wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_anground_stage_4_pt_02	
wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_anground_stage_4_pt_03	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_pt_01	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_pt_02	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_pt_03	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_pt_01	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_pt_02	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_pt_03	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_pt_01	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_pt_02	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_pt_03	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_4_pt_01	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_4_pt_02	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_4_pt_03	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_4_pt_01	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_4_pt_02	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_4_pt_03	
wh_dlc07_qb_brt_alberic_trident_of_manann_pt_01	
wh_dlc07_qb_brt_alberic_trident_of_manann_pt_02	
wh_dlc07_qb_brt_alberic_trident_of_manann_pt_03	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_pt_01	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_pt_02	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_pt_03	
wh_dlc07_qb_brt_louen_sword_of_couronne_pt_01	
wh_dlc07_qb_brt_louen_sword_of_couronne_pt_02	
wh_dlc07_qb_brt_louen_sword_of_couronne_pt_03	
wh_main_prelude_grimgor_ironhide_pt_01	
wh_main_prelude_grimgor_ironhide_pt_02	
wh_main_prelude_karl_franz_pt_01	
wh_main_prelude_karl_franz_pt_02	
wh_main_prelude_mannfred_von_carstein_pt_01	
wh_main_prelude_mannfred_von_carstein_pt_02	
wh_main_prelude_thorgrim_grudgebearer_pt_01	
wh_main_prelude_thorgrim_grudgebearer_pt_02	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_pt_01	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_pt_02	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_pt_03	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_pt_04	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_pt_05	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_pt_06	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_01	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_02	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_03	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_04	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_05	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_06	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_07	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_pt_01	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_pt_02	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_pt_03	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_pt_04	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_pt_05	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_pt_06	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_pt_01	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_pt_02	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_pt_03	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_pt_04	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_pt_01	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_pt_02	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_pt_03	
