key	agent_distribution_profile_key	agent_recruitment_profile_key	budget_policy_key	military_aggressiveness_policy	military_behaviour_policy	reliability_policy_key	technology_manager_key	allowed_for_random_selection	diplomatic_component	strategic_component	cultural_component	deal_generation_component	construction_system_policy	task_management_system_task_generation_profile	negotiation_component	income_allocation_policy	occupation_decision_component	empire_rivalry_component	trespassing_component	agent_embed_profile	character_skill_selection_policy	military_generator_config_override	tms_variables_profile	financial_context_control	ritual_policy	personality_variables_profile	displayed_trait_set	gds_occupation_decision_profile	gds_cultural_occupation_decision_profile	deal_evaluation_profile	strategic_profile	region_group_profile
wh3_combi_chaos_dwarf_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos_dwarfs	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_chaos	dislikes_chaos_dwarfs	wh3_deal_generation_chaos_dwarfs_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_dwarf_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_elite_armies	wh3_dlc23_personality_displayed_trait_set_chaos_dwarf_minor	occupation_decision_profile_chaos_dwarfs		wh3_deal_eval_profile_chaos_dwarf_unfriendly	wh3_strategic_profile_chaos	default
wh3_combi_chaos_dwarf_zhatan	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos_dwarfs	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_chaos_dwarfs	default_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_dwarf_zhatan	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_elite_armies	wh3_dlc23_personality_displayed_trait_set_chaos_dwarf_zhatan	occupation_decision_profile_chaos_dwarfs		wh3_deal_eval_profile_chaos_dwarf_major	wh3_strategic_profile_chaos_aggressive	wh3_combi_region_hint_profile_chaos_dwarf_zhatan
wh3_combi_chaos_settled_archaon	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_archaon	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_chaos_settled	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_chaos_settled_archaon
wh3_combi_chaos_settled_azazel	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_azazel	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_dlc20_personality_displayed_trait_set_azazel	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_chaos_settled_azazel
wh3_combi_chaos_settled_belakor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	woc_dislike_chaos	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_belakor	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_chaos_settled	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos	default
wh3_combi_chaos_settled_festus	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_nurgle	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_festus	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_dlc20_personality_displayed_trait_set_festus	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_nurgle	wh3_combi_region_hint_profile_chaos_settled_festus
wh3_combi_chaos_settled_kholek	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_kholek	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_chaos_settled	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_chaos_settled_kholek
wh3_combi_chaos_settled_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_minor	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_chaos_settled	occupation_decision_profile_chaos		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_chaos	default
wh3_combi_chaos_settled_sigvald	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_sigvald	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_chaos_settled	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_chaos_settled_sigvald
wh3_combi_chaos_settled_valkia	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_valkia	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_brutal	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_dlc20_personality_displayed_trait_set_valkia	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos_aggressive	wh3_combi_region_hint_profile_chaos_settled_valkia
wh3_combi_chaos_settled_vilitch	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	coc_construction_system_policy	wh3_combi_tms_generator_profiles_chaos_settled_vilitch	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_dlc20_personality_displayed_trait_set_vilitch	occupation_decision_profile_chaos		wh3_deal_eval_profile_woc	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_chaos_settled_vilitch
wh3_combi_conclave_of_sorcerers	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos_dwarfs	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_holds_grudges	wh3_strategic_component_sentinel	default	wh3_deal_generation_passive	default_construction_system_policy	wh3_combi_tms_generator_profiles_conclave_of_sorcerers	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_elite_armies	wh3_dlc23_personality_displayed_trait_set_chaos_dwarf_conclave_of_sorcerers	occupation_decision_profile_chaos_dwarfs		wh3_deal_eval_profile_conclave_of_sorcerers	wh3_strategic_profile_sentinel	default
wh3_combi_daemon_prince_khorne_tzeentch	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_daemonprince	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_daemon_prince	occupation_decision_profile_chaos_daemon_prince_khorne_tzeentch		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_daemon_prince
wh3_combi_daemon_prince_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_vengeful	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_daemonprince	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_daemon_prince	occupation_decision_profile_chaos_daemon_prince_khorne_tzeentch		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos_vengeful	wh3_combi_region_hint_profile_daemon_prince
wh3_combi_daemon_prince_nurgle_slaanesh	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_daemonprince	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_daemon_prince	occupation_decision_profile_chaos_daemon_prince_nurgle_slaanesh		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	wh3_combi_region_hint_profile_daemon_prince
wh3_combi_darkelf_blood_voyage	cai_adp_standard	cai_arp_standard	wh3_budget_policy_rogue	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_war_only	default_construction_system_policy	wh3_combi_tms_generator_profiles_rogue	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_blood_voyage	occupation_decision_profile_raider		wh3_deal_eval_profile_rogue	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_darkelf_hellebron	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_hellebron	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_darkelf_hellebron
wh3_combi_darkelf_lokhir	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_lokhir	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_major	wh3_strategic_profile_aggressive	default
wh3_combi_darkelf_malekith	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_malekith	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_darkelf_malekith
wh3_combi_darkelf_malus	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_malus	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_darkelf_malus
wh3_combi_darkelf_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_dark_elves_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_minor	wh3_strategic_profile_aggressive	default
wh3_combi_darkelf_morathi	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_morathi	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_darkelf_morathi
wh3_combi_darkelf_rakarth	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic_naval	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_darkelf_rakarth	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_darkelf_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_darkelf_major	wh3_strategic_profile_aggressive	default
wh3_combi_default	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_default	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_default		wh3_deal_eval_profile_default	wh3_strategic_profile_default	default
wh3_combi_dwarf_belegar	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_dwarf_belegar	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_major	wh3_strategic_profile_defensive_holds_grudges	wh3_combi_region_hint_profile_dwarf_belegar
wh3_combi_dwarf_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_holds_grudges	wh3_strategic_component_aggressive	default	wh3_deal_generation_dwarfs	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_endgame	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_major	wh3_strategic_profile_aggressive	default
wh3_combi_dwarf_grombrindal	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	dislikes_elves	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_dwarf_grombrindal	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_major	wh3_strategic_profile_defensive_holds_grudges	wh3_combi_region_hint_profile_dwarf_grombrindal
wh3_combi_dwarf_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	default	wh3_deal_generation_dwarfs_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_dwarf_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_minor	wh3_strategic_profile_defensive_holds_grudges	default
wh3_combi_dwarf_thorek	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_dwarf_thorek	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_major	wh3_strategic_profile_defensive_holds_grudges	wh3_combi_region_hint_profile_dwarf_thorek
wh3_combi_dwarf_thorgrim	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_dwarf_thorgrim	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_major	wh3_strategic_profile_defensive_holds_grudges	wh3_combi_region_hint_profile_dwarf_thorgrim
wh3_combi_dwarf_ungrim	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_dwarf_ungrim	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_ungrim	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_major	wh3_strategic_profile_defensive_holds_grudges	wh3_combi_region_hint_profile_dwarf_ungrim
wh3_combi_empire_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_empire	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_empire_endgame	occupation_decision_profile_default		wh3_deal_eval_profile_empire_major	wh3_strategic_profile_aggressive	default
wh3_combi_empire_franz	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_empire	default_construction_system_policy	wh3_combi_tms_generator_profiles_empire_franz	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_empire_minor	occupation_decision_profile_default		wh3_deal_eval_profile_empire_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_empire_franz
wh3_combi_empire_gelt	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_empire	default_construction_system_policy	wh3_combi_tms_generator_profiles_empire_gelt	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_empire_minor	occupation_decision_profile_default		wh3_deal_eval_profile_empire_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_empire_gelt
wh3_combi_empire_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_empire_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_empire_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_empire_minor	occupation_decision_profile_default		wh3_deal_eval_profile_empire_minor	wh3_strategic_profile_default	wh3_combi_region_hint_profile_empire_minor
wh3_combi_empire_volkmar	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	empire_dislikes_undead	wh3_deal_generation_empire	default_construction_system_policy	wh3_combi_tms_generator_profiles_empire_volkmar	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_empire_volkmar	occupation_decision_profile_default		wh3_deal_eval_profile_empire_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_empire_volkmar
wh3_combi_empire_wulfhart	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_empire	default_construction_system_policy	wh3_combi_tms_generator_profiles_empire_wulfhart	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_empire_minor	occupation_decision_profile_default		wh3_deal_eval_profile_empire_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_empire_wulfhart
wh3_combi_forest_dweller	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_forest_dweller	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_forest_dweller	occupation_decision_profile_default		wh3_deal_eval_profile_passive	wh3_strategic_profile_defensive	default
wh3_combi_greenskin_azhag	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin	default_construction_system_policy	wh3_combi_tms_generator_profiles_greenskin_azhag	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_greenskin_azhag
wh3_combi_greenskin_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_endgame	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_major	wh3_strategic_profile_aggressive	default
