key	event	max_time	min_time	use_reverb	use_obstruction	limitation_scale	min_probability	max_probability
wh2_hef_elf_male_default_idle	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_hef_elf_male_default_running	Battle_Individual_Vocalisation_Elf_Male_High_Default_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_male_default_walking	Battle_Individual_Vocalisation_Elf_Male_High_Default_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_male_dlc15_Eltharion_fatigue_stop	Battle_Individual_Vocalisation_HEF_Eltharion_Fatigue_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_hef_elf_male_dlc15_Eltharion_idle	Battle_Individual_Vocalisation_HEF_Eltharion_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_hef_elf_male_dlc15_Eltharion_running	Battle_Individual_Vocalisation_HEF_Eltharion_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_male_dlc15_Eltharion_walking	Battle_Individual_Vocalisation_HEF_Eltharion_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_male_dlc15_Imrik_fatigue_stop	Battle_Individual_Vocalisation_HEF_Imrik_Fatigue_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_hef_elf_male_dlc15_Imrik_idle	Battle_Individual_Vocalisation_HEF_Imrik_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_hef_elf_male_dlc15_Imrik_running	Battle_Individual_Vocalisation_HEF_Imrik_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_male_dlc15_Imrik_walking	Battle_Individual_Vocalisation_HEF_Imrik_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hydra_idle	Battle_Individual_Vocalisation_Hydra_Idle	4.0000	2.0000	true	false	0.0500	100.0000	0.0000
wh2_hydra_running	Battle_Individual_Vocalisation_Hydra_Idle	3.0000	2.0000	true	false	0.1000	80.0000	0.0000
wh2_hydra_walking	Battle_Individual_Vocalisation_Hydra_Idle	3.0000	2.0000	true	false	0.1000	80.0000	0.0000
wh2_kroxigor_idle	Battle_Individual_Vocalisation_Kroxigor_Idle	25.0000	20.0000	true	false	0.1000	100.0000	100.0000
wh2_kroxigor_running	Battle_Individual_Vocalisation_Kroxigor_Running	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh2_kroxigor_walking	Battle_Individual_Vocalisation_Kroxigor_Walking	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh2_necrosphinx_idle	Battle_Individual_Vocalisation_Necrosphinx_Idle	20.0000	10.0000	true	false	0.0500	100.0000	0.0000
wh2_necrosphinx_running	Battle_Individual_Vocalisation_Necrosphinx_Walking	20.0000	10.0000	true	false	0.2000	100.0000	20.0000
wh2_necrosphinx_walking	Battle_Individual_Vocalisation_Necrosphinx_Walking	20.0000	10.0000	true	false	0.1000	80.0000	0.0000
wh2_phoenix_flamespyre_idle	Battle_Individual_Vocalisation_pheonix_flamespyre_Idle	20.0000	8.0000	true	false	0.0500	100.0000	100.0000
wh2_phoenix_flamespyre_running	Battle_Individual_Vocalisation_pheonix_flamespyre_Running	20.0000	10.0000	true	false	0.1000	80.0000	0.0000
wh2_phoenix_flamespyre_walking	Battle_Individual_Vocalisation_pheonix_flamespyre_Walking	20.0000	10.0000	true	false	0.1000	80.0000	0.0000
wh2_pro08_neu_felix_fatigue	Battle_Individual_Vocalisation_Felix_Breathing_To_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_pro08_neu_felix_idle	Battle_Individual_Vocalisation_Felix_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_pro08_neu_felix_running	Battle_Individual_Vocalisation_Felix_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_pro08_neu_felix_walking	Battle_Individual_Vocalisation_Felix_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_pro08_neu_gotrek_fatigue	Battle_Individual_Vocalisation_Gotrek_Breathing_To_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_pro08_neu_gotrek_idle	Battle_Individual_Vocalisation_Gotrek_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_pro08_neu_gotrek_walking	Battle_Individual_Vocalisation_Gotrek_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_rat_ogre_LH_running	Battle_Individual_Vocalisation_Bonebreaker_Running	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_rat_ogre_LH_walking	Battle_Individual_Vocalisation_Bonebreaker_Walking	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_rat_ogre_running	Battle_Individual_Vocalisation_Rat_Ogre_Running	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_rat_ogre_walking	Battle_Individual_Vocalisation_Rat_Ogre_Walking	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_salamander_running	Battle_Individual_Vocalisation_Salamander_Running	20.0000	10.0000	true	false	0.1000	100.0000	20.0000
wh2_salamander_walking	Battle_Individual_Vocalisation_Salamander_Walking	20.0000	10.0000	true	false	0.2000	100.0000	20.0000
wh2_saurus_idle	Battle_Individual_Vocalisation_Saurus_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_saurus_running	Battle_Individual_Vocalisation_Saurus_Running	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_saurus_walking	Battle_Individual_Vocalisation_Saurus_Walking	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_skaven_assassin_idle	Battle_Individual_Vocalisation_Skaven_Assassin_Idle	10.0000	4.0000	false	false	0.0500	100.0000	25.0000
wh2_skaven_assassin_running	Battle_Individual_Vocalisation_Skaven_Assassin_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_assassin_walking	Battle_Individual_Vocalisation_Skaven_Assassin_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_default_idle	Battle_Individual_Vocalisation_Skaven_Default_Idle	10.0000	4.0000	false	false	0.0500	100.0000	25.0000
wh2_skaven_default_running	Battle_Individual_Vocalisation_Skaven_Default_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_default_walking	Battle_Individual_Vocalisation_Skaven_Default_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_globadiers_idle	Battle_Individual_Vocalisation_Skaven_Default_Idle	8.0000	3.0000	false	false	1.0000	100.0000	25.0000
wh2_skaven_grey_seer_running	Battle_Individual_Vocalisation_Skaven_Grey_Seer_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_grey_seer_walking	Battle_Individual_Vocalisation_Skaven_Grey_Seer_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_lord_skrolk_running	Battle_Individual_Vocalisation_Skaven_Lord_Skrolk_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_lord_skrolk_walking	Battle_Individual_Vocalisation_Skaven_Lord_Skrolk_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_plague_priests_idle	Battle_Individual_Vocalisation_Skaven_Default_Idle	10.0000	4.0000	false	false	0.0500	100.0000	25.0000
wh2_skaven_plague_priests_running	Battle_Individual_Vocalisation_Skaven_Default_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_plague_priests_walking	Battle_Individual_Vocalisation_Skaven_Default_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_queek_headtaker_walking	Battle_Individual_Vocalisation_Skaven_Queek_Headtaker_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_warlock_idle	Battle_Individual_Vocalisation_Skaven_Warlock_Idle	10.0000	4.0000	false	false	0.0500	100.0000	25.0000
wh2_skaven_warlock_master_running	Battle_Individual_Vocalisation_Skaven_Warlock_Master_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_warlock_master_walking	Battle_Individual_Vocalisation_Skaven_Warlock_Master_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_warlock_running	Battle_Individual_Vocalisation_Skaven_Warlock_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_warlock_walking	Battle_Individual_Vocalisation_Skaven_Warlock_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_warlord_running	Battle_Individual_Vocalisation_Skaven_Warlord_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skaven_warlord_walking	Battle_Individual_Vocalisation_Skaven_Warlord_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_skinks_idle	Battle_Individual_Vocalisation_Skinks_Idle	10.0000	4.0000	false	false	0.0500	100.0000	25.0000
wh2_skinks_running	Battle_Individual_Vocalisation_Skinks_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_skinks_walking	Battle_Individual_Vocalisation_Skinks_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_terradon_idle	Battle_Individual_Vocalisation_Terradon_Idle	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_terradon_running	Battle_Individual_Vocalisation_Terradon_Running	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_terradon_walking	Battle_Individual_Vocalisation_Terradon_Walking	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_tmb_carrion_idles	Battle_Individual_Vocalisation_tmb_Carrion_Idle	30.0000	20.0000	true	false	0.1000	80.0000	0.0000
wh2_tmb_carrion_running	Battle_Individual_Vocalisation_tmb_Carrion_Running	30.0000	20.0000	true	false	0.1000	80.0000	0.0000
wh2_tmb_carrion_walking	Battle_Individual_Vocalisation_tmb_Carrion_Walking	30.0000	20.0000	true	false	0.1000	80.0000	0.0000
wh2_tmb_necro_serpent_idle	Battle_Individual_Vocalisation_Tomb_Necro_Serpent_Idle	10.0000	5.0000	true	false	0.1000	100.0000	20.0000
wh2_tmb_necro_serpent_running	Battle_Individual_Vocalisation_Tomb_Necro_Serpent_Running	10.0000	5.0000	true	false	0.3000	100.0000	50.0000
wh2_tmb_necro_serpent_walking	Battle_Individual_Vocalisation_Tomb_Necro_Serpent_Walking	10.0000	5.0000	true	false	0.3000	100.0000	50.0000
wh2_tmb_skeleton_idle	Battle_Individual_Vocalisation_tmb_Skeleton_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_tmb_skeleton_running	Battle_Individual_Vocalisation_tmb_Skeleton_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_tmb_skeleton_walking	Battle_Individual_Vocalisation_tmb_Skeleton_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_tmb_tomb_scorpion_running	Battle_Individual_Vocalisation_Tomb_Scorpion_Running	3.0000	2.0000	true	false	0.1000	80.0000	0.0000
wh2_tmb_tomb_scorpion_walking	Battle_Individual_Vocalisation_Tomb_Scorpion_Walking	3.0000	2.0000	true	false	0.1000	80.0000	0.0000
wh2_tmb_ushabti_running	Battle_Individual_Vocalisation_tmb_Ushabti_Running	30.0000	15.0000	false	false	0.1000	100.0000	100.0000
wh2_tmb_ushabti_walking	Battle_Individual_Vocalisation_tmb_Ushabti_Walking	30.0000	15.0000	false	false	0.1000	100.0000	100.0000
wh2_twa03_def_rakarth_fatigue	Battle_Individual_Vocalisation_DEF_Rakarth_breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_twa03_def_rakarth_idle	Battle_Individual_Vocalisation_DEF_Rakarth_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_twa03_def_rakarth_running	Battle_Individual_Vocalisation_DEF_Rakarth_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_twa05_mournfang_running	Battle_Individual_Vocalisation_Mournfang_Running	20.0000	10.0000	true	false	0.1000	100.0000	20.0000
wh2_twa05_mournfang_walking	Battle_Individual_Vocalisation_Mournfang_Walking	20.0000	10.0000	true	false	0.2000	100.0000	20.0000
wh2_twa05_ogre_merc_fatigue	Battle_Individual_Vocalisation_Ogre_Mercenary_Breathing_to_stop	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_twa05_ogre_merc_idle	Battle_Individual_Vocalisation_Ogre_Mercenary_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_twa05_ogre_merc_running	Battle_Individual_Vocalisation_Ogre_Mercenary_Breathing	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_twa05_ogre_merc_walking	Battle_Individual_Vocalisation_Ogre_Mercenary_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_warsphinx_idle	Battle_Individual_Vocalisation_Warsphinx_Idle	20.0000	10.0000	true	false	0.0500	100.0000	0.0000
wh2_warsphinx_running	Battle_Individual_Vocalisation_Warsphinx_Walking	20.0000	10.0000	true	false	0.2000	100.0000	20.0000
wh2_warsphinx_walking	Battle_Individual_Vocalisation_Warsphinx_Walking	20.0000	10.0000	true	false	0.1000	80.0000	0.0000
wh3_cth_alchemist_fatigue	Battle_Individual_Vocalisation_Alchemist_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_alchemist_idle	Battle_Individual_Vocalisation_Alchemist_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_alchemist_running	Battle_Individual_Vocalisation_Alchemist_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_alchemist_walking	Battle_Individual_Vocalisation_Alchemist_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_astromancer_fatigue	Battle_Individual_Vocalisation_Astromancer_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_astromancer_idle	Battle_Individual_Vocalisation_Astromancer_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_astromancer_running	Battle_Individual_Vocalisation_Astromancer_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_astromancer_walking	Battle_Individual_Vocalisation_Astromancer_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_dragon_zhao_ming_locomotion	Battle_Individual_Vocalisation_Dragon_Zhao_Ming_Snarl	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh3_cth_lord_magistrate_fatigue	Battle_Individual_Vocalisation_Lord_Magistrate_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_lord_magistrate_idle	Battle_Individual_Vocalisation_Lord_Magistrate_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_lord_magistrate_running	Battle_Individual_Vocalisation_Lord_Magistrate_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_lord_magistrate_walking	Battle_Individual_Vocalisation_Lord_Magistrate_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_miao_ying_fatigue	Battle_Individual_Vocalisation_miao_ying_breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_miao_ying_idle	Battle_Individual_Vocalisation_miao_ying_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_miao_ying_running	Battle_Individual_Vocalisation_miao_ying_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_miao_ying_walking	Battle_Individual_Vocalisation_miao_ying_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_shugengan_lord_fatigue	Battle_Individual_Vocalisation_Shugengan_Lord_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_shugengan_lord_idle	Battle_Individual_Vocalisation_Shugengan_Lord_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_shugengan_lord_running	Battle_Individual_Vocalisation_Shugengan_Lord_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_shugengan_lord_walking	Battle_Individual_Vocalisation_Shugengan_Lord_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_zhao_ming_fatigue	Battle_Individual_Vocalisation_zhao_ming_breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_zhao_ming_idle	Battle_Individual_Vocalisation_zhao_ming_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_zhao_ming_running	Battle_Individual_Vocalisation_zhao_ming_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_cth_zhao_ming_walking	Battle_Individual_Vocalisation_zhao_ming_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dae_belakor_fatigue	Battle_Individual_Vocalisation_Belakor_breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_belakor_idle	Battle_Individual_Vocalisation_Belakor_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_belakor_running	Battle_Individual_Vocalisation_Belakor_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_belakor_walking	Battle_Individual_Vocalisation_Belakor_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_daemonprince_fatigue	Battle_Individual_Vocalisation_daemonprince_breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_daemonprince_idle	Battle_Individual_Vocalisation_daemonprince_idle	40.0000	30.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_daemonprince_running	Battle_Individual_Vocalisation_daemonprince_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_daemonprince_walking	Battle_Individual_Vocalisation_daemonprince_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_generic_daemonprince_fatigue	Battle_Individual_Vocalisation_Generic_Daemon_Prince_breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_generic_daemonprince_idle	Battle_Individual_Vocalisation_Generic_Daemon_Prince_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_generic_daemonprince_running	Battle_Individual_Vocalisation_Generic_Daemon_Prince_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dae_generic_daemonprince_walking	Battle_Individual_Vocalisation_Generic_Daemon_Prince_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_dlc20_chs_warshrine_locomotion	Battle_Individual_Vocalisation_Warshrine_Locomotion	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh3_dlc20_kho_chaos_exalted_hero_fatigue	Battle_Individual_Vocalisation_Exalted_Hero_of_Khorne_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_kho_chaos_exalted_hero_idle	Battle_Individual_Vocalisation_Exalted_Hero_of_Khorne_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_kho_chaos_exalted_hero_walking	Battle_Individual_Vocalisation_Exalted_Hero_of_Khorne_Breathing	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_kho_chaos_lord_fatigue	Battle_Individual_Vocalisation_Lord_of_Khorne_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_kho_chaos_lord_idle	Battle_Individual_Vocalisation_Lord_of_Khorne_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_kho_chaos_lord_running	Battle_Individual_Vocalisation_Lord_of_Khorne_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_kho_chaos_lord_walking	Battle_Individual_Vocalisation_Lord_of_Khorne_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_kho_valkia_fatigue	Battle_Individual_Vocalisation_Valkia_breathing_to_stop	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_kho_valkia_idle	Battle_Individual_Vocalisation_Valkia_idle	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_kho_valkia_walking	Battle_Individual_Vocalisation_Valkia_idle	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_nur_chaos_exalted_hero_fatigue	Battle_Individual_Vocalisation_Exalted_Hero_of_Nurgle_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_nur_chaos_exalted_hero_idle	Battle_Individual_Vocalisation_Exalted_Hero_of_Nurgle_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_nur_chaos_exalted_hero_running	Battle_Individual_Vocalisation_Exalted_Hero_of_Nurgle_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_nur_chaos_sorcerer_lord_fatigue	Battle_Individual_Vocalisation_Lord_of_Nurgle_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_nur_chaos_sorcerer_lord_idle	Battle_Individual_Vocalisation_Lord_of_Nurgle_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_nur_chaos_sorcerer_lord_running	Battle_Individual_Vocalisation_Lord_of_Nurgle_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_nur_chaos_sorcerer_lord_walking	Battle_Individual_Vocalisation_Lord_of_Nurgle_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_sla_azazel_fatigue	Battle_Individual_Vocalisation_Azazel_breathing_to_stop	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_sla_azazel_idle	Battle_Individual_Vocalisation_Azazel_idle	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_sla_azazel_walking	Battle_Individual_Vocalisation_Azazel_idle	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_sla_chaos_lord_fatigue	Battle_Individual_Vocalisation_Lord_of_Slaanesh_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_sla_chaos_lord_idle	Battle_Individual_Vocalisation_Lord_of_Slaanesh_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_sla_chaos_lord_running	Battle_Individual_Vocalisation_Lord_of_Slaanesh_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_sla_chaos_lord_walking	Battle_Individual_Vocalisation_Lord_of_Slaanesh_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_sla_sorcerer_fatigue	Battle_Individual_Vocalisation_Sorcerer_of_Slaanesh_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_sla_sorcerer_idle	Battle_Individual_Vocalisation_Sorcerer_of_Slaanesh_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_sla_sorcerer_walking	Battle_Individual_Vocalisation_Sorcerer_of_Slaanesh_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_fatigue	Battle_Individual_Vocalisation_Sorcerer_of_Tzeentch_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_idle	Battle_Individual_Vocalisation_Sorcerer_of_Tzeentch_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_lord_fatigue	Battle_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_lord_idle	Battle_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_lord_running	Battle_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_lord_walking	Battle_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_running	Battle_Individual_Vocalisation_Sorcerer_of_Tzeentch_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc20_tze_chaos_sorcerer_walking	Battle_Individual_Vocalisation_Sorcerer_of_Tzeentch_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc20_tze_vilitch_fatigue	Battle_Individual_Vocalisation_Vilitch_breathing_to_stop	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_tze_vilitch_idle	Battle_Individual_Vocalisation_Vilitch_idle	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc20_tze_vilitch_walking	Battle_Individual_Vocalisation_Vilitch_idle	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh3_dlc21_cst_shadewraith_gunners_idle	Battle_Individual_Vocalisation_DLC21_CST_Shadewraith_Gunners_Idle	14.0000	7.0000	false	false	0.4000	100.0000	100.0000
wh3_dlc21_cst_shadewraith_gunners_running	Battle_Individual_Vocalisation_DLC21_CST_Shadewraith_Gunners_Moving	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc21_cst_shadewraith_gunners_walking	Battle_Individual_Vocalisation_DLC21_CST_Shadewraith_Gunners_Moving	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_astragoth_ironhand_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Astragoth_Ironhand_Breathing_to_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_astragoth_ironhand_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Astragoth_Ironhand_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_astragoth_ironhand_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Astragoth_Ironhand_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_astragoth_ironhand_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Astragoth_Ironhand_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_bull_centaur_taurruk_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Taurruk_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	50.0000	10.0000
wh3_dlc23_chaos_dwarf_bull_centaur_taurruk_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Taurruk_Idle	20.0000	10.0000	false	false	0.0500	50.0000	10.0000
wh3_dlc23_chaos_dwarf_bull_centaur_taurruk_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Taurruk_Breathing	20.0000	10.0000	false	false	0.1000	50.0000	10.0000
wh3_dlc23_chaos_dwarf_bull_centaur_taurruk_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Taurruk_Idle	20.0000	10.0000	false	false	0.1000	30.0000	10.0000
