token	token_set	weight	amount
wh3_dlc29_economy_red_alarm_warpstone_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_yellow_select_resource_speed	wh3_dlc29_economy_action_select_resource	1	1
wh3_dlc29_economy_yellow_select_resource_treasury	wh3_dlc29_economy_action_select_resource	1	1
wh3_dlc29_economy_yellow_select_resource_warpstone	wh3_dlc29_economy_action_select_resource	1	1
wh3_dlc29_green_economic_dangerous_treasury_generated	wh3_dlc29_action_economic_dangerous_treasury	1	1
wh3_dlc29_green_economic_dangerous_warpstone_generated	wh3_dlc29_action_economic_dangerous_warpstone	1	1
wh3_dlc29_green_military_lab_1_generated	wh3_dlc29_green_military_lab	1	1
wh3_dlc29_green_military_lab_1_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_green_military_lab_2_generated	wh3_dlc29_green_military_lab	1	1
wh3_dlc29_green_military_lab_2_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_green_military_lab_3_generated	wh3_dlc29_green_military_lab	1	1
wh3_dlc29_green_military_lab_3_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_green_military_mercenaries_1_generated	wh3_dlc29_green_military_mercenaries	1	1
wh3_dlc29_green_military_mercenaries_2_generated	wh3_dlc29_green_military_mercenaries	1	1
wh3_dlc29_green_military_mercenaries_3_generated	wh3_dlc29_green_military_mercenaries	1	1
wh3_dlc29_green_military_reinforcements_generated	wh3_dlc29_action_military_reinforcements	1	1
wh3_dlc29_green_military_warp_doom_magma_cannon	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_magic_create_undercity_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_create_undercity_filler_token_assassins	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_create_undercity_filler_token_assassins	wh3_dlc29_magic_create_undercity_combo_pieces_base	1	1
wh3_dlc29_magic_create_undercity_filler_token_crafting	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_create_undercity_filler_token_crafting	wh3_dlc29_magic_create_undercity_combo_pieces_base	1	1
wh3_dlc29_magic_create_undercity_filler_token_kidnappers	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_create_undercity_filler_token_kidnappers	wh3_dlc29_magic_create_undercity_combo_pieces_base	1	1
wh3_dlc29_magic_create_undercity_filler_token_refinery	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_create_undercity_filler_token_refinery	wh3_dlc29_magic_create_undercity_combo_pieces_base	1	1
wh3_dlc29_magic_create_undercity_filler_token_treasury	wh3_dlc29_magic_create_undercity_filler_tokens	1	1
wh3_dlc29_magic_pull_moon_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_pull_moon_filler_token_warpstone	wh3_dlc29_magic_pull_moon_filler_tokens	1	1
wh3_dlc29_magic_pull_moon_piece_a_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_pull_moon_piece_a_1	wh3_dlc29_magic_pull_moon_combo_pieces_base	1	1
wh3_dlc29_magic_pull_moon_piece_b_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_pull_moon_piece_b_1	wh3_dlc29_magic_pull_moon_combo_pieces_base	1	1
wh3_dlc29_magic_pull_moon_piece_c_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_pull_moon_piece_c_1	wh3_dlc29_magic_pull_moon_combo_pieces_base	1	1
wh3_dlc29_magic_pull_moon_piece_d_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_pull_moon_piece_d_1	wh3_dlc29_magic_pull_moon_combo_pieces_base	1	1
wh3_dlc29_magic_red_chaos_corruption_1	wh3_dlc29_red_purple_chaos	1	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_magic_red_elite_chaos_corruption_1	wh3_dlc29_red_purple_chaos	1	1
wh3_dlc29_magic_red_elite_khorne_corruption_1	wh3_dlc29_red_purple_khorne	1	1
wh3_dlc29_magic_red_elite_nurgle_corruption_1	wh3_dlc29_red_purple_nurgle	1	1
wh3_dlc29_magic_red_elite_slaanesh_corruption_1	wh3_dlc29_red_purple_slaanesh	1	1
wh3_dlc29_magic_red_elite_tzeentch_corruption_1	wh3_dlc29_red_purple_tzeentch	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_magic_draw_combo_piece_negative	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_magic_draw_combo_piece_negative	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_magic_draw_combo_piece_negative	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_magic_draw_combo_piece_negative	1	1
wh3_dlc29_magic_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_khorne_corruption_1	wh3_dlc29_red_purple_khorne	1	1
wh3_dlc29_magic_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_nurgle_corruption_1	wh3_dlc29_red_purple_nurgle	1	1
wh3_dlc29_magic_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_magic_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_magic_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_magic_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_magic_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_magic_red_slaanesh_corruption_1	wh3_dlc29_red_purple_slaanesh	1	1
wh3_dlc29_magic_red_tzeentch_corruption_1	wh3_dlc29_red_purple_tzeentch	1	1
wh3_dlc29_magic_res_activated_negative_daemon_khorne	wh3_dlc29_red_purple_khorne	1	1
wh3_dlc29_magic_res_activated_negative_daemon_nurgle	wh3_dlc29_red_purple_nurgle	1	1
wh3_dlc29_magic_res_activated_negative_daemon_slaanesh	wh3_dlc29_red_purple_slaanesh	1	1
wh3_dlc29_magic_res_activated_negative_daemon_tzeentch	wh3_dlc29_red_purple_tzeentch	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_corruptor_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_deceiver_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces_base	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces_base	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces_base	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces_base	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warbringer_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_1	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_1	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_2	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_2	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_3	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_3	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_4	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_4	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_5	wh3_dlc29_magic_all_combo_pieces	1	1
wh3_dlc29_magic_summon_verminlord_warpseer_5	wh3_dlc29_magic_ritual_verminlord_combo_pieces	1	1
wh3_dlc29_magic_verminlord_rank_up	wh3_dlc29_magic_ritual_verminlord_filler_tokens	1	1
wh3_dlc29_military_action_skill_grey_seer_censer_bearers	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_1	wh3_dlc29_skill_innate_skv_schemer_grey_seer_1	1	1
wh3_dlc29_military_action_skill_grey_seer_stormfiend	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_grey_seer_stormvermin_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_cauldron_poxes_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_death_globe_bombadiers_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_poisoned_wind_mortars_dlc_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_stormvermin_rank_9_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon_generated	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_assassin	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_infantry_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_assassin	1	1
wh3_dlc29_military_green_basic_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_grey_seer	1	1
wh3_dlc29_military_green_basic_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlock	1	1
wh3_dlc29_military_green_basic_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlord	1	1
wh3_dlc29_military_green_basic_infantry_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_infantry_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	1	1
wh3_dlc29_military_green_basic_infantry_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	1	1
wh3_dlc29_military_green_basic_infantry_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	1	1
wh3_dlc29_military_green_basic_infantry_grey_seer_3_generated	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_infantry_grey_seer_3	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_infantry_spears_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_infantry_spears_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	1	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_military_green_basic	4	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_assassin	8	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_grey_seer	4	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlock	4	1
wh3_dlc29_military_green_basic_missile_infantry_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlord	5	1
wh3_dlc29_military_green_basic_missile_infantry_slingers_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_military_green_basic	4	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_assassin	1	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_grey_seer	4	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlock	6	1
wh3_dlc29_military_green_basic_monsters_1	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlord	5	1
wh3_dlc29_military_green_basic_pusbags_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_pusbags_1	wh3_dlc29_skv_cauldron_action_draw	1	1
wh3_dlc29_military_green_basic_pusbags_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_skavenslaves_lower_chance	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_skavenslaves	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_basic_skavenslaves	wh3_dlc29_skv_starting_green_tokens_military_schemer_assassin	2	1
wh3_dlc29_military_green_basic_skavenslaves	wh3_dlc29_skv_starting_green_tokens_military_schemer_grey_seer	3	1
wh3_dlc29_military_green_basic_skavenslaves	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlock	2	1
wh3_dlc29_military_green_basic_skavenslaves	wh3_dlc29_skv_starting_green_tokens_military_schemer_warlord	1	1
wh3_dlc29_military_green_brood_horror_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_brood_horror_dlc_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_chieftain_0	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_chieftain_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_death_globe_bombadiers_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_death_globe_bombadiers_1	wh3_dlc29_military_green_death_globe_bombadiers_1	1	1
wh3_dlc29_military_green_death_globe_bombadiers_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_death_runners_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_death_runners_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_death_runners_3	wh3_dlc29_military_action_draw_assassin	1	1
