bonus_value_id	effect	unit_set_ability
enable	wh3_dlc23_effect_ability_enable_hungering_blades_chd_melee_inf	hungering_blades_chd_melee_inf
enable	wh3_dlc23_effect_ability_enable_hungering_blades_chd_warmachines_arty	hungering_blades_chd_warmachines_arty
enable	wh3_dlc23_effect_ability_enable_murderous_charge_chd_centaur_taurus	murderous_charge_chd_bull_centaur
enable	wh3_dlc23_effect_ability_enable_murderous_charge_chd_flying_beasts	murderous_charge_chd_flying_beasts
enable	wh3_dlc23_effect_ability_enable_murderous_charge_chd_kdaai	murderous_charge_chd_kdaai
enable	wh3_dlc23_effect_ability_enable_murderous_charge_chd_warmachines	murderous_charge_chd_warmachines
enable	wh3_dlc23_effect_ability_enable_rage_chd_melee_inf	rage_chd_melee_inf
enable	wh3_dlc23_effect_ability_enable_restock_for_infernal_castellan	wh3_dlc23_effect_ability_enable_restock_for_infernal_castellan
enable	wh3_dlc23_effect_ability_enable_strength_from_flesh_chd_bull_centaurs	strength_from_flesh_chd_bull_centaurs
enable	wh3_dlc23_effect_ability_enable_strength_from_flesh_chd_flying_beasts	strength_from_flesh_chd_flying_beasts
recharge_mod	wh3_dlc23_effect_ability_mod_amount_of_uses_bale_taurus_bound_spells	flaming_breath_chd_bale_taurus
uses_mod	wh3_dlc23_effect_ability_mod_amount_of_uses_lammasu_bale_taurus	wh3_dlc23_effect_ability_mod_amount_of_uses_lammasu_bale_taurus
disable	wh3_dlc23_effect_ability_replace_burning_bright_upgraded_chd_kdaai	burning_bright_chd_kdaai
enable	wh3_dlc23_effect_enable_bound_spell_flaming_breath_chd_great_taurus	flaming_breath_chd_great_taurus
enable	wh3_dlc23_final_battle_final_boss_belegar	wh3_dlc23_final_battle_final_boss_belegar
enable	wh3_dlc23_final_battle_final_boss_slaughtermaster	wh3_dlc23_final_battle_final_boss_slaughtermaster
enable	wh3_dlc23_final_battle_final_boss_thorek	wh3_dlc23_final_battle_final_boss_thorek
enable	wh3_dlc23_final_battle_final_boss_thorgrim	wh3_dlc23_final_battle_final_boss_thorgrim
recharge_mod	wh3_dlc24_effect_ability_cooldown_dragons_fang	wh3_dlc24_effect_ability_cooldown_dragons_fang_dragon_form
recharge_mod	wh3_dlc24_effect_ability_cooldown_dragons_fang	wh3_dlc24_effect_ability_cooldown_dragons_fang_human
enable	wh3_dlc24_effect_ability_enable_blood_shield_kho_shrine	wh3_main_kho_veh_blood_shrine_0_blood_shield
enable	wh3_dlc24_effect_ability_enable_garrison_heroes_bastion	wh3_dlc24_cth_cha_gate_master_garrison_1
enable	wh3_dlc24_effect_ability_enable_garrison_heroes_bastion	wh3_dlc24_cth_cha_gate_master_garrison_2
enable	wh3_dlc24_effect_ability_enable_glean_magic_changeling	wh3_dlc24_effect_ability_enable_glean_magic_changeling
enable	wh3_dlc24_effect_ability_enable_guardian_ice_tzar_guards	wh3_dlc24_guardian_tzar_guards
enable	wh3_dlc24_effect_ability_enable_guardian_marauder_champions	dlc08_nor_marauders_champions_guardian
enable	wh3_dlc24_effect_ability_enable_infernal_gateway_changeling	wh3_dlc24_effect_ability_enable_infernal_gateway_changeling
enable	wh3_dlc24_effect_ability_enable_regeneration_fell_bats	wh3_dlc24_vmp_unit_fell_bats_regeneration
enable	wh3_dlc24_effect_ability_enable_shield_of_thorns_passive_chs_knights_chosen_aspiring	wh3_dlc24_effect_ability_enable_shield_of_thorns_passive_chs_knights_chosen_2
enable	wh3_dlc24_effect_ability_enable_shield_of_thorns_passive_chs_knights_chosen_aspiring	wh3_dlc24_effect_ability_enable_shield_of_thorns_passive_chs_knights_chosen_4
enable	wh3_dlc24_effect_ability_enable_tzeentch_treason_of_tzeentch_changeling	wh3_dlc24_effect_ability_enable_tzeentch_treason_of_tzeentch_changeling
enable	wh3_dlc24_effect_ability_enable_tzeentch_tzeentchs_firestorm_changeling	wh3_dlc24_effect_ability_enable_tzeentch_tzeentchs_firestorm_changeling
enable	wh3_dlc24_effect_ability_enable_yuan_human_blossom_wind	wh3_dlc24_effect_ability_enable_yuan_human_blossom_wind
enable	wh3_dlc24_effect_ability_enable_yuan_human_net_of_amyntok	wh3_dlc24_effect_ability_enable_yuan_human_net_of_amyntok
enable	wh3_dlc24_effect_ability_enable_yuan_human_talons_of_night	wh3_dlc24_effect_ability_enable_yuan_human_talons_of_night
uses_mod	wh3_dlc24_effect_ability_num_uses_war_compass	wh3_dlc24_effect_ability_num_uses_war_compass
uses_mod	wh3_dlc24_effect_ability_num_uses_war_compass	wh3_dlc24_effect_ability_num_uses_war_compass_2
enable	wh3_dlc24_effect_ability_overcast_blue_fire_of_tzeentch_changeling	wh3_dlc24_effect_ability_overcast_blue_fire_of_tzeentch_changeling
enable	wh3_dlc24_effect_ability_overcast_glean_magic_changeling	wh3_dlc24_effect_ability_overcast_glean_magic_changeling
enable	wh3_dlc24_effect_ability_overcast_infernal_gateway_changeling	wh3_dlc24_effect_ability_overcast_infernal_gateway_changeling
enable	wh3_dlc24_effect_ability_overcast_pink_fire_of_tzeentch_changeling	wh3_dlc24_effect_ability_overcast_pink_fire_of_tzeentch_changeling
enable	wh3_dlc24_effect_ability_overcast_treason_of_tzeentch_changeling	wh3_dlc24_effect_ability_overcast_treason_of_tzeentch_changeling
enable	wh3_dlc24_effect_ability_overcast_tzeentchs_firestorm_changeling	wh3_dlc24_effect_ability_overcast_tzeentchs_firestorm_changeling
enable_overchage	wh3_dlc24_effect_ability_overcast_yuan_human_blossom_wind	wh3_dlc24_effect_ability_enable_yuan_human_blossom_wind
enable	wh3_dlc24_effect_ability_overcast_yuan_human_blossom_wind	wh3_dlc24_effect_ability_enable_yuan_human_blossom_wind
enable_overchage	wh3_dlc24_effect_ability_overcast_yuan_human_jade_shield	wh3_dlc24_effect_ability_overcast_yuan_human_jade_shield
enable	wh3_dlc24_effect_ability_overcast_yuan_human_jade_shield	wh3_dlc24_effect_ability_overcast_yuan_human_jade_shield
enable_overchage	wh3_dlc24_effect_ability_overcast_yuan_human_net_of_amyntok	wh3_dlc24_effect_ability_overcast_yuan_human_net_of_amyntok
enable	wh3_dlc24_effect_ability_overcast_yuan_human_net_of_amyntok	wh3_dlc24_effect_ability_overcast_yuan_human_net_of_amyntok
enable_overchage	wh3_dlc24_effect_ability_overcast_yuan_human_shems_burning_gaze	wh3_dlc24_effect_ability_overcast_yuan_human_shems_burning_gaze
enable	wh3_dlc24_effect_ability_overcast_yuan_human_shems_burning_gaze	wh3_dlc24_effect_ability_overcast_yuan_human_shems_burning_gaze
enable_overchage	wh3_dlc24_effect_ability_overcast_yuan_human_talons_of_night	wh3_dlc24_effect_ability_overcast_yuan_human_talons_of_night
enable	wh3_dlc24_effect_ability_overcast_yuan_human_talons_of_night	wh3_dlc24_effect_ability_overcast_yuan_human_talons_of_night
enable	wh3_dlc24_effect_ability_regeneration_hag_witches	wh3_dlc24_ksl_regen_hag_witches
enable	wh3_dlc25_ability_enable_greater_gate_nur_garrisons	wh3_dlc25_ability_enable_greater_gate_nur_garrisons
enable	wh3_dlc25_ability_grim_resolve_characters_hidden	wh3_dlc25_grim_resolve_characters
enable	wh3_dlc25_ability_grim_resolve_characters	wh3_dlc25_grim_resolve_characters
enable	wh3_dlc25_effect_ability_enable_ahes_and_steam_amethyst_landship	wh3_dlc25_effect_ability_enable_ahes_and_steam_amethyst_landship
disable	wh3_dlc25_effect_ability_enable_daring_deathblow_for_doomseekers	deathblow_doomseekers
disable	wh3_dlc25_effect_ability_enable_daring_deathblow_for_doomseekers	determined_deathblow_doomseekers
enable	wh3_dlc25_effect_ability_enable_daring_deathblow_for_doomseekers	daring_deathblow_doomseekers
disable	wh3_dlc25_effect_ability_enable_determined_deathblow_for_slayers	deathblow_slayers
enable	wh3_dlc25_effect_ability_enable_determined_deathblow_for_slayers	determined_deathblow_slayers
enable	wh3_dlc25_effect_ability_enable_dig_in_dwf_flame_cannons	dig_in_dwf_flame_cannons
enable	wh3_dlc25_effect_ability_enable_dig_in_dwf_irondrakes	dig_in_dwf_irondrakes
enable	wh3_dlc25_effect_ability_enable_dig_in_dwf_organ_guns	dig_in_dwf_organ_guns
enable	wh3_dlc25_effect_ability_enable_dig_in_for_engineers	:wh3_dlc25_effect_ability_enable_dig_in_for_engineers
enable	wh3_dlc25_effect_ability_enable_emergency_repairs_dwf_thunderbarge	emergency_repairs_dwf_thunderbarge
enable	wh3_dlc25_effect_ability_enable_emergency_repairs	emergency_repairs_dwf_gyros
disable	wh3_dlc25_effect_ability_enable_fire_bombs_dwf_gyrobombers	gyrobomber_bomb_gyrobomber
enable	wh3_dlc25_effect_ability_enable_fire_bombs_dwf_gyrobombers	fire_bomb_gyrobomber
disable	wh3_dlc25_effect_ability_enable_fire_bombs_dwf_skyhammer	skyhammer_bomb
enable	wh3_dlc25_effect_ability_enable_fire_bombs_dwf_skyhammer	skyhammer_fire_bomb
enable	wh3_dlc25_effect_ability_enable_frenzy_dwf_hammerers	frenzy_dwf_hammerers
enable	wh3_dlc25_effect_ability_enable_frenzy_dwf_longbeards	frenzy_dwf_longbeards
enable	wh3_dlc25_effect_ability_enable_frenzy_dwf_slayers	frenzy_dwf_slayers
enable	wh3_dlc25_effect_ability_enable_iron_resolve_amethyst_ironsides	wh3_dlc25_effect_ability_enable_iron_resolve_amethyst_ironsides
enable	wh3_dlc25_effect_ability_enable_journeys_end_upgraded	wh3_dlc25_effect_ability_enable_journeys_end_upgraded
enable	wh3_dlc25_effect_ability_enable_last_rites_amethyst_rocket_battery	wh3_dlc25_effect_ability_enable_last_rites_amethyst_rocket_battery
enable	wh3_dlc25_effect_ability_enable_murderous_charge_amethyst_outrider	wh3_dlc25_amethyst_outrider_murderous_charge
enable	wh3_dlc25_effect_ability_enable_regeneration_nur_nurglings_rank7	wh3_dlc25_effect_ability_enable_regeneration_nur_nurglings_rank7
enable	wh3_dlc25_effect_ability_enable_regeneration_nur_nurglings_rank7	wh3_dlc25_effect_ability_enable_regeneration_nur_nurglings_ror
enable	wh3_dlc25_effect_ability_enable_restock_gun_cav	gun_cav_restock
enable	wh3_dlc25_effect_ability_enable_shield_wall_dwf_warriors_longbeards	shield_wall_dwf_warriors_longbeards
enable	wh3_dlc25_effect_ability_enable_shield_wall_ironbreakers	shield_wall_upgraded_dwf_ironbreaker_rank_7
enable	wh3_dlc25_effect_ability_enable_shield_wall_ironbreakers	shield_wall_upgraded_dwf_ironbreaker_ror_rank_7
enable	wh3_dlc25_effect_ability_enable_shield_wall_upgraded_ironbreakers	shield_wall_upgraded_dwf_ironbreaker
enable	wh3_dlc25_effect_ability_enable_starmetal_plate_dwf_hammerers	wh3_dlc25_starmetal_plate_dwf_hammerers
disable	wh3_dlc25_effect_ability_enable_thunderburner_upgraded	thunderburner_dwf_spirit_of_grungni
enable	wh3_dlc25_effect_ability_enable_thunderburner_upgraded	thunderburner_upgraded_dwf_spirit_of_grungni
enable	wh3_dlc25_effect_ability_enable_weapons_of_malice_army	wh3_dlc25_effect_ability_enable_weapons_of_malice_army
uses_mod	wh3_dlc25_effect_ability_mod_amount_of_uses_unspeakable_foulness_road_dragons	wh3_dlc25_effect_ability_mod_amount_of_uses_unspeakable_foulness_toad_dragons
uses_mod	wh3_dlc25_effect_ability_uses_restock_gun_cav	gun_cav_restock
disable	wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers	wh3_dlc25_effect_ability_whirlwind_of_death_doomseekers_disable
disable	wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers	wh3_dlc25_effect_ability_whirlwind_of_death_doomseekers_ror_disable
enable	wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers	wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers
enable	wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers	wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers_ror
disable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon_2	spirit_of_grungni_summon_unbinding
disable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon_2	spirit_of_grungni_summon_unbinding_upgraded
enable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon_2	spirit_of_grungni_summon_unbinding_upgraded_2
disable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon_3	spirit_of_grungni_summon_unbinding
disable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon_3	spirit_of_grungni_summon_unbinding_upgraded
disable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon_3	spirit_of_grungni_summon_unbinding_upgraded_2
disable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon	spirit_of_grungni_summon_unbinding
enable	wh3_dlc25_effect_army_ability_unbinding_duration_spirit_of_grungni_summon	spirit_of_grungni_summon_unbinding_upgraded
disable	wh3_dlc25_effect_enable_improved_aura_of_protection_luminark	wh3_dlc25_effect_ability_aura_of_protection
enable	wh3_dlc25_effect_enable_improved_aura_of_protection_luminark	wh3_dlc25_effect_ability_aura_of_protection_upgraded
enable	wh3_dlc25_effect_force_ability_iron_resolve_emp_black_rose_knights	emp_black_rose_knights_iron_resolve
enable	wh3_dlc25_effect_ritual_amethyst_ironsides_upgrade_refuse_to_die	wh3_dlc25_emp_amethyst_ironsides_refuse_to_die
enable	wh3_dlc25_effect_ritual_amethyst_land_ship_upgrade_doom_and_despair	wh3_dlc25_emp_veh_land_ship_morr_doom_and_despair
enable	wh3_dlc25_effect_ritual_amethyst_land_ship_upgrade_doom_darkness	wh3_doom_and_darkness_amethsyt_land_ship
enable	wh3_dlc25_effect_ritual_amethyst_land_ship_upgrade_fate_of_bjuna	wh3_dlc25_emp_veh_land_ship_morr_fate_of_bjuna
enable	wh3_dlc25_effect_ritual_amethyst_land_ship_upgrade_spirit_leech	wh3_dlc25_emp_veh_land_ship_morr_spirit_leech
enable	wh3_dlc25_effect_ritual_gunnery_school_belblasters_wayfarer	wayfarer_helblasters
enable	wh3_dlc25_effect_ritual_gunnery_school_cav_guns_upgrade_extra_reload	wh3_dlc25_gunnery_cavalry_extra_reload
enable	wh3_dlc25_effect_ritual_gunnery_school_land_ship_mines	wh3_dlc25_effect_ritual_gunnery_school_land_ship_mines
enable	wh3_dlc25_effect_ritual_gunnery_school_land_ship_spearports	wh3_dlc25_emp_land_ship_spearports
enable	wh3_dlc25_effect_ritual_gunnery_school_steamtank_more_power	emp_steam_tank_more_power
enable	wh3_dlc25_effect_ritual_gunnery_school_steamtank_repair	emp_steam_tank_repair
enable	wh3_dlc25_nur_effect_chieftains_enable_ability_horrible_regeneration_beasts	wh3_dlc25_nur_chieftains_fimir_trolls_ogres_enable_horrible_regeneration
enable	wh3_dlc25_nur_effect_chieftains_enable_ability_regen_dragon_ogre_frost_wyrm	wh3_main_effect_ability_enable_regen_dragon_ogre_frost_wyrm
enable	wh3_dlc25_sog_effect_enable_awe_inspiring_sight	awe_inspiring_sight_dwf_spirit_of_grungni
recharge_mod	wh3_dlc26_effect_ability_cooldown_pump_harder	grn_pump_wagon_pump_harder_ladz
recharge_mod	wh3_dlc26_effect_ability_cooldown_spinning_loons	grn_fanatics_spinning_loons
enable	wh3_dlc26_effect_ability_enable_alpha_hammer	grn_wolf_rider_alpha_ammers
enable	wh3_dlc26_effect_ability_enable_arrer_catcha	grn_goblins_arrer_catchers
enable	wh3_dlc26_effect_ability_enable_backstabbers_gnoblars	gnoblar_backstabbers
enable	wh3_dlc26_effect_ability_enable_berserk_kho_mortals	wh3_dlc26_effect_ability_enable_berserk_kho_mortals
enable	wh3_dlc26_effect_ability_enable_block_and_smash_orc	grn_orc_inf_blockerz
enable	wh3_dlc26_effect_ability_enable_block_and_smash_troll	grn_trolls_smasherz
enable	wh3_dlc26_effect_ability_enable_broodmothers	grn_arachnarok_broodmothers
enable	wh3_dlc26_effect_ability_enable_cheerleadaz	grn_characters_cheerleaderz
enable	wh3_dlc26_effect_ability_enable_dig_in_grn_ranged_units_rank7	dig_in_grn_ranged_rank7
enable	wh3_dlc26_effect_ability_enable_earthquake	grn_large_monsters_earthquake
enable	wh3_dlc26_effect_ability_enable_eat_da_runts	grn_giant_eat_da_runts
enable	wh3_dlc26_effect_ability_enable_erd_mantality	squig_herd_erd_mentality
enable	wh3_dlc26_effect_ability_enable_extra_powder_leadbelchers	wh3_dlc26_effect_ability_enable_extra_powder_leadbelchers
enable	wh3_dlc26_effect_ability_enable_feeding_frenzy_grn_spiders	wh3_dlc26_effect_ability_enable_feeding_frenzy_spider_riders
enable	wh3_dlc26_effect_ability_enable_frenzy_bloodletters	wh3_dlc26_ability_enable_frenzy_bloodletters
enable	wh3_dlc26_effect_ability_enable_frenzy_ogr_hunters_beasts	wh3_dlc26_effect_ability_enable_frenzy_sabretusk_vulture_stonehorn_thundertusk
enable	wh3_dlc26_effect_ability_enable_frenzy_scyla_focus_units_norsca	wh3_dlc26_effect_ability_enable_frenzy_scyla_focus_units_norsca
enable	wh3_dlc26_effect_ability_enable_frenzy_squig_hoppers_mangler	wh3_dlc26_effect_ability_enable_frenzy_squig_hoppers_mangler
enable	wh3_dlc26_effect_ability_enable_frenzy_waaagh_units	wh3_dlc26_ability_enable_frenzy_waaagh_units
enable	wh3_dlc26_effect_ability_enable_goblin_nets	grn_goblin_net_dem_up
enable	wh3_dlc26_effect_ability_enable_goin_commando	grn_characters_commando
enable	wh3_dlc26_effect_ability_enable_gorbads_boyz	gorbads_boyz_cav
enable	wh3_dlc26_effect_ability_enable_gorbads_boyz	gorbads_boyz_inf
enable	wh3_dlc26_effect_ability_enable_gorbads_boyz	gorbads_boyz_inf_spears
enable	wh3_dlc26_effect_ability_enable_horrible_regeneration_spawn_of_khorne_flesh_hounds	wh3_dlc26_effect_ability_enable_horrible_regeneration_spawn_of_khorne_flesh_hounds
enable	wh3_dlc26_effect_ability_enable_hungering_blades_scyla_focus_units_norsca	wh3_dlc26_effect_ability_enable_hungering_blades_scyla_focus_units_norsca
enable	wh3_dlc26_effect_ability_enable_immovable_bulwark	grn_orc_infantry_immovable_bulwark
enable	wh3_dlc26_effect_ability_enable_keep_em_ungry	kee_em_ungry_squigs
enable	wh3_dlc26_effect_ability_enable_keep_em_ungry	keep_em_ungry_boar_wolf
enable	wh3_dlc26_effect_ability_enable_lead_da_charge	grn_cha_black_orc_big_boss_lead_da_charge
enable	wh3_dlc26_effect_ability_enable_load_yerself	grn_rogue_idol_load_yerself
enable	wh3_dlc26_effect_ability_enable_loner_squig_herd_colossal_squig	wh3_dlc26_effect_ability_enable_loner_squig_herd_colossal_squig
enable	wh3_dlc26_effect_ability_enable_murderous_charge_crushers	wh3_dlc26_effect_ability_enable_murderous_charge_crushers
enable	wh3_dlc26_effect_ability_enable_opportunist_murderer_grn_spider_riders_all	wh3_dlc26_effect_ability_enable_opportunist_murderer_grn_spider_riders_all
disable	wh3_dlc26_effect_ability_enable_overwhelming_odour_upgraded	river_trolls_overwhelming_odour
disable	wh3_dlc26_effect_ability_enable_overwhelming_odour_upgraded	river_trolls_ror_overwhelming_odour
enable	wh3_dlc26_effect_ability_enable_overwhelming_odour_upgraded	river_trolls_overwhelming_odour_upgraded
enable	wh3_dlc26_effect_ability_enable_overwhelming_odour_upgraded	river_trolls_ror_overwhelming_odour_upgraded
enable	wh3_dlc26_effect_ability_enable_primal_rage_waaagh_units	wh3_dlc26_ability_enable_primal_rage_waaagh_units
enable	wh3_dlc26_effect_ability_enable_rage_kho_marauders	wh3_dlc26_effect_ability_enable_rage_kho_marauders
enable	wh3_dlc26_effect_ability_enable_rage_khorne_marauders_skullreapers_wrathmongers	wh3_dlc26_effect_ability_enable_rage_khorne_marauders_skullreapers_wrathmongers
enable	wh3_dlc26_effect_ability_enable_shoot_da_runts	shoot_da_runts_archers
enable	wh3_dlc26_effect_ability_enable_shoot_da_runts	shoot_da_runts_rocklobber
enable	wh3_dlc26_effect_ability_enable_shot_in_da_dark	grn_night_goblin_shaman_shot_in_the_dark
enable	wh3_dlc26_effect_ability_enable_smoke_bomb	grn_characters_smoke_bomb
enable	wh3_dlc26_effect_ability_enable_splode_da_big_one	grn_colossal_squig_splode_da_big_one
enable	wh3_dlc26_effect_ability_enable_suprise_savagry	grn_savage_orcs_suprise_savagery
enable	wh3_dlc26_effect_ability_enable_unstoppable_choppas	grn_orc_infantry__unstoppable_choppas
enable	wh3_dlc26_effect_ability_enable_webweavin	grn_spider_webweavin
enable	wh3_dlc26_effect_ability_gorefeast_kho_bloodthirster_soul_grinder	wh3_dlc26_effect_ability_gorefeast_bloodthirster_soul_grinders
enable	wh3_dlc26_effect_ability_gorgefeast_gorgers	wh3_dlc26_unit_passive_gorgefeast_gorgers
enable	wh3_dlc26_effect_ability_hellblade_chs_cultist_of_khorne	wh3_dlc26_hellblade_cultist_of_khorne
enable	wh3_dlc26_effect_ability_hellblade_chs_warriors_chosen_chaos_knights_skullcrushers	wh3_dlc26_hellblade_chs_warriors_chosen_chaos_knights_skullcrushers
uses_mod	wh3_dlc26_effect_ability_uses_spinning_loons	grn_fanatics_spinning_loons
enable	wh3_dlc26_effect_enable_frenzy_grn_wolf	grn_wolf_rider_frenzy
enable	wh3_dlc26_effect_passive_ability_enable_keep_bossin	grn_trolls_keep_bossin
enable	wh3_dlc26_effect_passive_ability_enable_stick_em_like_pigs	grn_spear_infantry_stick_em_like_pigs
disable	wh3_dlc26_effect_remove_rampage_grn_feral_wyvern	feral_rage_1_feral_wyvern
disable	wh3_dlc26_effect_remove_rampage_grn_feral_wyvern	feral_rage_2_feral_wyvern
disable	wh3_dlc26_effect_remove_rampage_ogr_sabretusks	wh3_dlc26_feral_rage_1_sabretusks
disable	wh3_dlc26_effect_remove_rampage_ogr_sabretusks	wh3_dlc26_feral_rage_2_sabretusks
enable	wh3_main_effect_ability_combat_regen_ghouls_crypt_horrors	wh3_main_ravenous_dead_crypt_horrors
enable	wh3_main_effect_ability_combat_regen_ghouls_crypt_horrors	wh3_main_ravenous_dead_ghouls
recharge_mod	wh3_main_effect_ability_cooldown_wrath_of_the_storm	wh3_main_effect_ability_cooldown_wrath_of_the_storm
disable	wh3_main_effect_ability_disable_master_of_alchemy	wh3_main_effect_ability_disable_master_of_alchemy_iron_dragon
enable	wh3_main_effect_ability_enable_acquiescence_sla_keeper_of_secrets	wh3_main_effect_ability_enable_acquiescence_keeper_of_secrets
enable	wh3_main_effect_ability_enable_arcane_mirth_tze_horrors	wh3_main_effect_ability_enable_arcane_mirth_tze_horrors
enable	wh3_main_effect_ability_enable_aura_of_majesty	wh3_main_effect_ability_enable_aura_of_majesty
enable	wh3_main_effect_ability_enable_blight_boil_nur_great_unclean_one	wh3_main_effect_ability_enable_nurgle_pestilent_pustule
enable	wh3_main_effect_ability_enable_blue_fire_of_tzeentch_lord_of_change	wh3_main_effect_ability_enable_blue_fire_of_tzeentch_lord_of_change
enable	wh3_main_effect_ability_enable_by_our_blood_upgrade	wh3_main_effect_ability_enable_by_our_blood_upgrade
enable	wh3_main_effect_ability_enable_caravan_heroes	wh3_dlc25_dwf_cha_dragon_slayer_caravan_1
enable	wh3_main_effect_ability_enable_caravan_heroes	wh3_main_cth_cha_alchemist_0_caravan_1
enable	wh3_main_effect_ability_enable_caravan_heroes	wh3_main_cth_cha_alchemist_0_caravan_2
enable	wh3_main_effect_ability_enable_caravan_heroes	wh3_main_cth_cha_alchemist_0_caravan_3
enable	wh3_main_effect_ability_enable_constellation_of_the_dragon_iron_dragon	wh3_main_effect_ability_enable_constellation_of_the_dragon_iron_dragon
enable	wh3_main_effect_ability_enable_curse_of_the_leper_nur_great_unclean_one	wh3_main_effect_ability_enable_nurgle_curse_of_the_leper
enable	wh3_main_effect_ability_enable_deadly_onslaught_dragon	wh3_main_effect_ability_enable_deadly_onslaught_iron_dragon
enable	wh3_main_effect_ability_enable_deadly_onslaught_dragon	wh3_main_effect_ability_enable_deadly_onslaught_storm_dragon
enable	wh3_main_effect_ability_enable_disdain_of_the_dragons	wh3_main_effect_ability_enable_disdain_of_the_dragons
enable	wh3_main_effect_ability_enable_earth_blood_dragon	wh3_main_effect_ability_enable_earth_blood_storm_dragon
enable	wh3_main_effect_ability_enable_eye_of_the_storm	wh3_main_effect_ability_enable_eye_of_the_storm
enable	wh3_main_effect_ability_enable_final_transmutation_dragon	wh3_main_effect_ability_enable_final_transmutation_iron_dragon
enable	wh3_main_effect_ability_enable_flesh_to_stone_dragon	wh3_main_effect_ability_enable_flesh_to_stone_storm_dragon
enable	wh3_main_effect_ability_enable_fleshy_abundance_nur_great_unclean_one	wh3_main_effect_ability_enable_nurgle_fleshy_abundance
enable	wh3_main_effect_ability_enable_foe-seeker_dragon	wh3_main_effect_ability_enable_foe_seeker_iron_dragon
enable	wh3_main_effect_ability_enable_foe-seeker_dragon	wh3_main_effect_ability_enable_foe_seeker_storm_dragon
enable	wh3_main_effect_ability_enable_frenzy_kho_flesh_hounds_minotaurs	wh3_main_effect_ability_enable_frenzy_flesh_hounds_minotaurs
enable	wh3_main_effect_ability_enable_frenzy_ksl_bear_riders_sleds	wh3_main_ksl_bear_riders_frenzy
enable	wh3_main_effect_ability_enable_frenzy_ksl_bear_riders_sleds	wh3_main_ksl_bear_riders_frenzy_2
enable	wh3_main_effect_ability_enable_frenzy_ksl_bear_riders_sleds	wh3_main_ksl_bear_riders_frenzy_3
enable	wh3_main_effect_ability_enable_frenzy_ogr_sabretusks	wh3_main_effect_ability_enable_frenzy_for_sabretusks
enable	wh3_main_effect_ability_enable_glean_magic_lord_of_change	wh3_main_effect_ability_enable_glean_magic_lord_of_change
enable	wh3_main_effect_ability_enable_glittering_robe_dragon	wh3_main_effect_ability_enable_glittering_robe_iron_dragon
enable	wh3_main_effect_ability_enable_guardian_ice_guards	wh3_main_effect_ability_enable_guardian_ice_guards
enable	wh3_main_effect_ability_enable_guardian_reiksguard	guardian_greatswords
enable	wh3_main_effect_ability_enable_guardian_reiksguard	guardian_reiksguard
enable	wh3_main_effect_ability_enable_hysterical_frenzy_keeper_of_secrets	wh3_main_effect_ability_enable_hysterical_frenzy_keeper_of_secrets
enable	wh3_main_effect_ability_enable_infernal_gateway_lord_of_change	wh3_main_effect_ability_enable_infernal_gateway_lord_of_change
enable	wh3_main_effect_ability_enable_into_the_fray_ksl_hybrids	wh3_main_effect_ability_enable_into_the_fray_ksl_hybrids
enable	wh3_main_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets	wh3_main_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets
enable	wh3_main_effect_ability_enable_master_of_alchemy_flaming	wh3_main_effect_ability_enable_master_of_alchemy_flaming_iron_dragon
enable	wh3_main_effect_ability_enable_master_of_alchemy_piercing	wh3_main_effect_ability_enable_master_of_alchemy_piercing_iron_dragon
enable	wh3_main_effect_ability_enable_master_of_alchemy_poison	wh3_main_effect_ability_enable_master_of_alchemy_poison_iron_dragon
enable	wh3_main_effect_ability_enable_master_of_alchemy	wh3_main_effect_ability_enable_master_of_alchemy_iron_dragon
enable	wh3_main_effect_ability_enable_miasma_of_pestilence_nur_great_unclean_one	wh3_main_effect_ability_enable_nurgle_miasma_of_pestilence
enable	wh3_main_effect_ability_enable_mimic_battle_harmony_elf	wh3_main_effect_ability_enable_mimic_battle_harmony_elf
enable	wh3_main_effect_ability_enable_mimic_brutish_charge	wh3_main_effect_ability_enable_mimic_brutish_charge
enable	wh3_main_effect_ability_enable_mimic_by_our_blood	wh3_main_effect_ability_enable_mimic_by_our_blood
enable	wh3_main_effect_ability_enable_missile_mirror_dragon	wh3_main_effect_ability_enable_missile_mirror_storm_dragon
