battle_set_piece	bmd	environment
wh3_main_survival_tzeentch_wh3_main_ogr_greasus_goldtooth_easy	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_ogr_greasus_goldtooth_hard	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_ogr_skrag_the_slaughterer	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_ogr_skrag_the_slaughterer_easy	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_ogr_skrag_the_slaughterer_hard	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_sla_nkari	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_sla_nkari_easy	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_sla_nkari_hard	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_tze_kairos	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_tze_kairos_easy	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_main_survival_tzeentch_wh3_main_tze_kairos_hard	prefabs/campaign/tze_final_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/tzeentch.environment
wh3_prologue_howling_citadel	prefabs/campaign/howling_citadel_final_battle.bmd	terrain/campaigns/wh3_main_prologue_map/lighting/prologue_snow_tze.environment
wh3_survival_forge_of_souls_fe	prefabs/campaign/forge_of_souls_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/khorne.environment
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_battle_of_high_pass	prefabs/campaign/forge_of_souls_battle.bmd	terrain/campaigns/wh3_main_chaos_map_1/lighting/khorne.environment
