effect_bundle	payload	duration
wh3_main_ritual_sla_pleasure_hunt	wh3_main_ritual_sla_pleasure_hunt	5
wh3_main_ritual_sla_pleasure_party	wh3_main_ritual_sla_pleasure_party	5
wh3_main_ritual_tze_gg_1_start	wh3_main_ritual_tze_gg_1_start	2
wh3_main_ritual_tze_gg_2_upgraded	wh3_main_ritual_tze_gg_2_upgraded	1
wh3_main_ritual_tze_gg_2	wh3_main_ritual_tze_gg_2	1
wh3_main_ritual_tze_gg_3_upgraded	wh3_main_ritual_tze_gg_3_upgraded	3
wh3_main_ritual_tze_gg_3	wh3_main_ritual_tze_gg_3	3
wh3_main_ritual_tze_gg_4_start	wh3_main_ritual_tze_gg_4_start	3
wh3_main_ritual_tze_gg_4_upgraded	wh3_main_ritual_tze_gg_4_upgraded	5
wh3_main_ritual_tze_gg_4	wh3_main_ritual_tze_gg_4	5
