unit_record	height_offset	campaign_height_offset
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_cultist_msla_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_daemon_prince	2.0000	-1.2000
wh3_dlc20_chs_cha_daemon_prince_mkho	2.0000	-1.2000
wh3_dlc20_chs_cha_daemon_prince_mnur	2.0000	-1.2000
wh3_dlc20_chs_cha_daemon_prince_msla	2.0000	-1.2000
wh3_dlc20_chs_cha_daemon_prince_mtze	2.0000	-1.2000
wh3_dlc20_chs_cha_exalted_hero_mkho	1.0000	0.0000
wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	3.0000	0.0000
wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	2.0000	0.0000
wh3_dlc20_chs_cha_exalted_hero_mnur	1.0000	0.0000
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	3.0000	0.0000
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_inf_aspiring_champions_mtze_ror	1.0000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_mkho	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_mkho_dualweapons	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_mnur	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_msla	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_mtze	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_marauders_mtze_spears	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_warriors_mnur	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_warriors_msla	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_warriors_mtze	0.5000	0.0000
wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_mkho	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_mkho_dualweapons	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_mnur	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_mnur_greatweapons	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_msla	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_msla_hellscourges	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_mtze	0.5000	0.0000
wh3_dlc20_chs_inf_chosen_mtze_halberds	0.5000	0.0000
wh3_dlc20_chs_mon_giant_mnur_ror	1.0000	0.0000
wh3_dlc20_chs_mon_warshrine	4.0000	0.0000
wh3_dlc20_chs_mon_warshrine_mkho	4.0000	0.0000
wh3_dlc20_chs_mon_warshrine_mnur	4.0000	0.0000
wh3_dlc20_chs_mon_warshrine_msla	4.0000	0.0000
wh3_dlc20_chs_mon_warshrine_mtze	4.0000	0.0000
wh3_dlc20_kho_cav_skullcrushers_mkho_ror	1.0000	0.0000
wh3_dlc20_kho_cha_cultist_mkho_warshrine	4.0000	0.0000
wh3_dlc20_kho_cha_valkia	3.0000	0.0000
wh3_dlc20_nur_cha_cultist_mnur_warshrine	4.0000	0.0000
wh3_dlc20_nur_cha_festus	1.0000	0.0000
wh3_dlc20_sla_cha_azazel	2.0000	0.0000
wh3_dlc20_tze_cha_cultist_mtze_warshrine	4.0000	0.0000
wh3_dlc20_tze_cha_vilitch	1.0000	0.0000
wh3_main_cth_art_fire_rain_rocket_battery_0	0.5000	0.0000
wh3_main_cth_art_grand_cannon_0	0.7000	0.0000
wh3_main_cth_cav_jade_lancers_0	1.5000	0.0000
wh3_main_cth_cav_peasant_horsemen_0	1.2000	0.0000
wh3_main_cth_cha_iron_dragon_0	1.0000	0.0000
wh3_main_cth_cha_iron_dragon_1	4.0000	0.0000
wh3_main_cth_cha_lord_magistrate_2	0.0000	2.0000
wh3_main_cth_cha_storm_dragon_0	1.0000	0.0000
wh3_main_cth_cha_storm_dragon_1	4.0000	0.0000
wh3_main_cth_inf_crane_gunners_0	0.5000	0.0000
wh3_main_cth_inf_dragon_guard_0	0.8000	0.0000
wh3_main_cth_inf_dragon_guard_crossbowmen_0	0.8000	0.0000
wh3_main_cth_inf_iron_hail_gunners_0	0.5000	0.0000
wh3_main_cth_inf_jade_warrior_crossbowmen_0	0.8000	0.0000
wh3_main_cth_inf_jade_warrior_crossbowmen_1	0.8000	0.0000
wh3_main_cth_inf_jade_warriors_0	0.8000	0.0000
wh3_main_cth_inf_jade_warriors_1	0.8000	0.0000
wh3_main_cth_inf_peasant_archers_0	0.5000	0.0000
wh3_main_cth_inf_peasant_spearmen_1	0.5000	0.0000
wh3_main_cth_mon_terracotta_sentinel_0	0.5000	0.0000
wh3_main_dae_cha_be_lakor_0	2.0000	0.0000
wh3_main_dae_cha_daemon_prince_0	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_MP	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_khorne	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_khorne_MP	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_nurgle	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_nurgle_MP	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_slaanesh	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_slaanesh_MP	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_tzeentch	2.0000	-1.2000
wh3_main_dae_cha_daemon_prince_tzeentch_MP	2.0000	-1.2000
wh3_main_ie_nor_cha_exalted_great_unclean_one_burplesmirk_spewpit	2.0000	0.0000
wh3_main_ie_nor_cha_exalted_hero_mkho_killgore_slaymaim	2.0000	0.0000
wh3_main_kho_cav_bloodcrushers_0	1.0000	0.0000
wh3_main_kho_cav_gorebeast_chariot	3.0000	0.0000
wh3_main_kho_cav_skullcrushers_0	1.0000	0.0000
wh3_main_kho_cha_cultist_1	1.0000	0.0000
wh3_main_kho_cha_exalted_bloodthirster_0	2.0000	0.0000
wh3_main_kho_cha_skarbrand_0	2.0000	-1.5000
wh3_main_kho_inf_chaos_warhounds_0	0.5000	0.0000
wh3_main_kho_inf_chaos_warriors_0	0.5000	0.0000
wh3_main_kho_inf_chaos_warriors_1	0.5000	0.0000
wh3_main_kho_inf_chaos_warriors_2	0.5000	0.0000
wh3_main_kho_mon_bloodthirster_0	2.0000	0.0000
wh3_main_kho_mon_bloodthirster_summoned_0	2.0000	0.0000
wh3_main_kho_mon_soul_grinder_0	2.0000	0.0000
wh3_main_ksl_mon_elemental_bear_0	2.0000	0.0000
wh3_main_monster_feral_bears	1.0000	0.0000
wh3_main_monster_feral_ice_bears	1.0000	0.0000
wh3_main_nur_cha_exalted_great_unclean_one_death_0	2.0000	0.0000
wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0	2.0000	0.0000
wh3_main_nur_cha_ku_gath_plaguefather_0	2.0000	0.0000
wh3_main_nur_mon_great_unclean_one_0	2.0000	0.0000
wh3_main_nur_mon_great_unclean_one_summoned_0	2.0000	0.0000
wh3_main_nur_mon_soul_grinder_0	2.0000	0.0000
wh3_main_ogr_cav_crushers_0	2.0000	0.0000
wh3_main_ogr_cav_crushers_1	2.0000	0.0000
wh3_main_ogr_cav_mournfang_cavalry_0	2.0000	0.0000
wh3_main_ogr_cav_mournfang_cavalry_1	2.0000	0.0000
wh3_main_ogr_cav_mournfang_cavalry_2	2.0000	0.0000
wh3_main_ogr_cha_greasus_goldtooth_0	0.0000	-0.5000
wh3_main_ogr_cha_hunter_1	5.0000	0.0000
wh3_main_ogr_cha_skrag_the_slaughterer_0	0.0000	-0.5000
wh3_main_ogr_feral_manticore_summoned	2.0000	0.0000
wh3_main_ogr_mon_stonehorn_0	5.0000	0.0000
wh3_main_ogr_mon_stonehorn_1	5.0000	0.0000
wh3_main_ogr_veh_gnoblar_scraplauncher_0	2.0000	0.0000
wh3_main_ogr_veh_ironblaster_0	2.0000	0.0000
wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_1	2.0000	0.0000
wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_2	2.0000	0.0000
wh3_main_sla_cha_alluress_shadow_2	2.0000	0.0000
wh3_main_sla_cha_alluress_shadow_3	2.0000	0.0000
wh3_main_sla_cha_alluress_slaanesh_2	2.0000	0.0000
wh3_main_sla_cha_alluress_slaanesh_3	2.0000	0.0000
wh3_main_sla_cha_exalted_keeper_of_secrets_shadow_0	2.0000	0.0000
wh3_main_sla_cha_exalted_keeper_of_secrets_slaanesh_0	2.0000	0.0000
wh3_main_sla_cha_herald_of_slaanesh_shadow_3	2.0000	0.0000
wh3_main_sla_cha_herald_of_slaanesh_slaanesh_3	2.0000	0.0000
wh3_main_sla_cha_nkari_0	2.0000	0.0000
wh3_main_sla_mon_keeper_of_secrets_0	2.0000	0.0000
wh3_main_sla_mon_keeper_of_secrets_summoned_0	2.0000	0.0000
wh3_main_sla_mon_soul_grinder_0	2.0000	0.0000
wh3_main_sla_veh_exalted_seeker_chariot_0	2.0000	0.0000
wh3_main_sla_veh_hellflayer_0	2.0000	0.0000
wh3_main_tze_cav_chaos_knights_0	1.5000	0.0000
wh3_main_tze_cav_doom_knights_0	2.0000	0.0000
wh3_main_tze_cha_exalted_lord_of_change_metal_0	2.0000	0.0000
wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0	2.0000	0.0000
wh3_main_tze_cha_herald_of_tzeentch_metal_1	2.0000	0.0000
wh3_main_tze_cha_herald_of_tzeentch_metal_2	2.0000	0.0000
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1	2.0000	0.0000
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2	2.0000	0.0000
wh3_main_tze_cha_kairos_fateweaver_0	2.0000	-1.0000
wh3_main_tze_cha_kairos_fateweaver_custom_battle_0	2.0000	0.0000
wh3_main_tze_mon_lord_of_change_0	2.0000	0.0000
wh3_main_tze_mon_lord_of_change_summoned_0	2.0000	0.0000
wh3_main_tze_mon_soul_grinder_0	2.0000	0.0000
wh3_main_tze_veh_burning_chariot_0	2.0000	0.0000
wh3_survival_dae_cha_be_lakor_01	2.0000	0.0000
wh3_survival_dae_cha_be_lakor_02	2.0000	0.0000
wh3_twa06_cth_inf_dragon_guard_ror_0	0.8000	0.0000
wh3_twa08_cth_mon_terracotta_sentinel_0_ror	0.5000	0.0000
wh3_twa08_kho_mon_bloodthirster_0_ror	2.0000	0.0000
wh3_twa08_ksl_mon_elemental_bear_0_ror	2.0000	0.0000
wh3_twa08_nur_mon_great_unclean_one_0_ror	2.0000	0.0000
wh3_twa08_ogr_mon_stonehorn_0_ror	5.0000	0.0000
wh3_twa08_sla_mon_keeper_of_secrets_0_ror	2.0000	0.0000
wh3_twa08_tze_mon_lord_of_change_0_ror	2.0000	0.0000
wh_dlc01_chs_cav_gorebeast_chariot	3.0000	0.0000
wh_dlc01_chs_cha_chaos_lord_10	2.0000	0.0000
wh_dlc01_chs_cha_chaos_lord_2	3.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	3.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	2.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	3.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	2.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	3.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	2.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	2.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	3.0000	0.0000
wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	2.0000	0.0000
wh_dlc01_chs_cha_exalted_hero_10	2.0000	0.0000
wh_dlc01_chs_inf_chosen_2	0.5000	0.0000
wh_dlc01_chs_inf_forsaken_0	0.5000	0.0000
wh_dlc01_chs_mon_dragon_ogre	1.0000	0.0000
wh_dlc01_chs_mon_dragon_ogre_shaggoth	1.0000	0.0000
wh_dlc01_chs_mon_trolls_1	1.0000	0.0000
wh_dlc02_vmp_cav_blood_knights_0	1.0000	0.0000
wh_dlc03_bst_cav_razorgor_chariot_0	2.0000	0.0000
wh_dlc03_bst_feral_manticore	2.0000	0.0000
wh_dlc03_bst_inf_bestigor_herd_0	1.0000	0.0000
wh_dlc03_bst_inf_chaos_warhounds_0	1.0000	0.0000
wh_dlc03_bst_inf_chaos_warhounds_1	1.0000	0.0000
wh_dlc03_bst_inf_gor_herd_0	1.0000	0.0000
wh_dlc03_bst_inf_gor_herd_1	1.0000	0.0000
wh_dlc03_bst_inf_minotaurs_0	1.0000	0.0000
wh_dlc03_bst_inf_minotaurs_1	1.0000	0.0000
wh_dlc03_bst_inf_minotaurs_2	1.0000	0.0000
wh_dlc03_bst_inf_razorgor_herd_0	1.5000	0.0000
wh_dlc03_bst_inf_ungor_herd_1	1.0000	0.0000
wh_dlc03_bst_inf_ungor_raiders_0	1.0000	0.0000
wh_dlc03_bst_inf_ungor_spearmen_0	1.0000	0.0000
wh_dlc03_bst_inf_ungor_spearmen_1	1.0000	0.0000
wh_dlc03_bst_mon_chaos_spawn_0	1.0000	0.0000
wh_dlc03_bst_mon_chaos_spawn_0_summoned	1.0000	0.0000
wh_dlc04_emp_art_hammer_of_the_witches_0	0.5000	0.0000
wh_dlc04_emp_art_sunmaker_0	0.5000	0.0000
wh_dlc04_emp_cav_knights_blazing_sun_0	1.2000	0.0000
wh_dlc04_emp_cav_royal_altdorf_gryphites_0	0.5000	0.0000
wh_dlc04_emp_cav_zintlers_reiksguard_0	1.0000	0.0000
wh_dlc04_emp_inf_flagellants_0	1.0000	0.0000
wh_dlc04_emp_inf_free_company_militia_0	1.0000	0.0000
wh_dlc04_emp_inf_sigmars_sons_0	1.0000	0.0000
wh_dlc04_emp_inf_silver_bullets_0	1.0000	0.0000
wh_dlc04_emp_inf_stirlands_revenge_0	1.0000	0.0000
wh_dlc04_emp_inf_tattersouls_0	1.0000	0.0000
wh_dlc04_vmp_cav_chillgheists_0	1.0000	0.0000
wh_dlc04_vmp_cav_vereks_reavers_0	1.0000	0.0000
wh_dlc04_vmp_cha_master_necromancer_1	0.5000	0.0000
wh_dlc04_vmp_cha_master_necromancer_2	0.5000	0.0000
wh_dlc04_vmp_cha_master_necromancer_3	0.5000	0.0000
wh_dlc04_vmp_cha_strigoi_ghoul_king_1	3.0000	0.0000
wh_dlc04_vmp_inf_sternsmen_0	0.5000	0.0000
wh_dlc04_vmp_mon_devils_swartzhafen_0	1.0000	0.0000
wh_dlc04_vmp_mon_direpack_0	0.5000	0.0000
wh_dlc05_bst_mon_harpies_0	1.0000	0.0000
wh_dlc05_vmp_cha_red_duke_3	3.0000	0.0000
wh_dlc05_wef_cav_glade_riders_0	1.0000	0.0000
wh_dlc05_wef_cav_glade_riders_1	1.0000	0.0000
wh_dlc05_wef_cav_sisters_thorn_0	1.0000	0.0000
wh_dlc05_wef_cav_wild_riders_0	1.0000	0.0000
wh_dlc05_wef_cav_wild_riders_1	1.0000	0.0000
wh_dlc05_wef_cha_female_glade_lord_2	2.0000	0.0000
wh_dlc05_wef_cha_female_glade_lord_2_qb	2.0000	0.0000
wh_dlc05_wef_cha_female_glade_lord_3	3.0000	0.0000
wh_dlc05_wef_cha_glade_lord_2	2.0000	0.0000
wh_dlc05_wef_cha_glade_lord_3	3.0000	0.0000
wh_dlc05_wef_cha_spellsinger_beasts_2	2.0000	0.0000
wh_dlc05_wef_cha_spellsinger_life_2	2.0000	0.0000
wh_dlc05_wef_cha_spellsinger_shadows_2	2.0000	0.0000
wh_dlc05_wef_forest_dragon_0	3.0000	0.0000
wh_dlc05_wef_inf_deepwood_scouts_0	0.5000	0.0000
wh_dlc05_wef_inf_deepwood_scouts_1	0.5000	0.0000
wh_dlc05_wef_inf_dryads_0	0.5000	0.0000
wh_dlc05_wef_inf_eternal_guard_0	0.5000	0.0000
wh_dlc05_wef_inf_eternal_guard_1	0.5000	0.0000
wh_dlc05_wef_inf_glade_guard_0	0.5000	0.0000
wh_dlc05_wef_inf_glade_guard_1	0.5000	0.0000
wh_dlc05_wef_inf_glade_guard_2	0.5000	0.0000
wh_dlc05_wef_inf_wardancers_0	0.5000	0.0000
wh_dlc05_wef_inf_wardancers_1	0.5000	0.0000
wh_dlc05_wef_inf_waywatchers_0	0.5000	0.0000
wh_dlc05_wef_inf_wildwood_rangers_0	0.5000	0.0000
wh_dlc05_wef_mon_great_eagle_0	2.0000	0.0000
wh_dlc06_chs_cav_marauder_horsemasters_0	1.5000	0.0000
wh_dlc06_chs_feral_manticore	2.0000	0.0000
wh_dlc06_chs_inf_aspiring_champions_0	1.0000	0.0000
wh_dlc06_dwf_art_bolt_thrower_0	0.5000	0.0000
wh_dlc06_dwf_art_gob_lobber_0	1.0000	0.0000
wh_dlc06_dwf_cha_belegar_ironhammer_0	1.2000	0.0000
wh_dlc06_dwf_cha_master_engineer_ghost_0	1.0000	0.0000
wh_dlc06_dwf_cha_runelord_0	1.0000	0.0000
wh_dlc06_dwf_cha_runelord_1	1.0000	0.0000
wh_dlc06_dwf_cha_runesmith_ghost_0	1.0000	0.0000
wh_dlc06_dwf_cha_thane_ghost_0	1.0000	0.0000
wh_dlc06_dwf_cha_thane_ghost_1	1.0000	0.0000
wh_dlc06_dwf_inf_bugmans_rangers_0	0.5000	0.0000
wh_dlc06_dwf_inf_dragonback_slayers_0	0.5000	0.0000
wh_dlc06_dwf_inf_ekrund_miners_0	0.5000	0.0000
wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	0.5000	0.0000
wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	0.5000	0.0000
wh_dlc06_dwf_inf_old_grumblers_0	0.5000	0.0000
wh_dlc06_dwf_inf_peak_gate_guard_0	0.5000	0.0000
wh_dlc06_dwf_inf_rangers_0	0.5000	0.0000
wh_dlc06_dwf_inf_rangers_1	0.5000	0.0000
wh_dlc06_dwf_inf_ulthars_raiders_0	0.5000	0.0000
wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	0.5000	0.0000
wh_dlc06_dwf_veh_skyhammer_0	1.0000	0.0000
wh_dlc06_grn_cav_broken_tusks_mob_0	1.0000	0.0000
wh_dlc06_grn_cav_mogrubbs_marauders_0	1.0000	0.0000
wh_dlc06_grn_cav_moon_howlers_0	1.0000	0.0000
wh_dlc06_grn_cav_teef_robbers_0	1.0000	0.0000
wh_dlc06_grn_inf_da_eight_peaks_loonies_0	0.5000	0.0000
wh_dlc06_grn_inf_da_rusty_arrers_0	0.5000	0.0000
wh_dlc06_grn_inf_da_warlords_boyz_0	0.5000	0.0000
wh_dlc07_brt_art_blessed_field_trebuchet_0	1.0000	0.0000
wh_dlc07_brt_cav_grail_guardians_0	1.0000	0.0000
wh_dlc07_brt_cav_knights_errant_0	1.0000	0.0000
wh_dlc07_brt_cav_questing_knights_0	1.0000	0.0000
wh_dlc07_brt_inf_battle_pilgrims_0	0.5000	0.0000
wh_dlc07_brt_inf_foot_squires_0	0.5000	0.0000
wh_dlc07_brt_inf_men_at_arms_1	0.5000	0.0000
wh_dlc07_brt_inf_men_at_arms_2	0.5000	0.0000
wh_dlc07_brt_inf_peasant_bowmen_1	0.5000	0.0000
wh_dlc07_brt_inf_peasant_bowmen_2	0.5000	0.0000
wh_dlc07_brt_inf_spearmen_at_arms_1	0.5000	0.0000
wh_dlc07_brt_peasant_mob_0	0.5000	0.0000
wh_dlc08_chs_cha_chaos_lord_2_qb	3.0000	0.0000
wh_dlc08_nor_art_hellcannon_battery	0.5000	0.0000
wh_dlc08_nor_cav_marauder_horsemasters_0	1.0000	0.0000
wh_dlc08_nor_cha_arzik_0	1.0000	0.0000
wh_dlc08_nor_cha_kihar_0	3.0000	0.0000
wh_dlc08_nor_cha_shaman_sorcerer_death_2	1.5000	0.0000
wh_dlc08_nor_cha_shaman_sorcerer_fire_2	1.5000	0.0000
wh_dlc08_nor_cha_shaman_sorcerer_metal_2	1.5000	0.0000
wh_dlc08_nor_cha_wulfrik_1	0.5000	0.0000
wh_dlc08_nor_cha_wulfrik_2	1.7000	0.0000
wh_dlc08_nor_cha_wulfrik_3	1.0000	0.0000
wh_dlc08_nor_feral_manticore	2.0000	0.0000
wh_dlc08_nor_inf_marauder_berserkers_0	0.5000	0.0000
wh_dlc08_nor_inf_marauder_champions_0	0.5000	0.0000
wh_dlc08_nor_inf_marauder_champions_1	0.5000	0.0000
wh_dlc08_nor_inf_marauder_hunters_0	0.5000	0.0000
wh_dlc08_nor_inf_marauder_hunters_1	0.5000	0.0000
wh_dlc08_nor_inf_marauder_spearman_0	0.5000	0.0000
wh_dlc08_nor_mon_frost_wyrm_0	3.0000	0.0000
wh_dlc08_nor_mon_frost_wyrm_boss	4.0000	0.0000
wh_dlc08_nor_mon_frost_wyrm_ror_0	2.0000	0.0000
wh_dlc08_nor_mon_norscan_ice_trolls_0	1.0000	0.0000
wh_dlc08_nor_veh_marauder_warwolves_chariot_0	1.7000	0.0000
wh_dlc08_wef_forest_dragon_boss	6.0000	0.0000
wh_main_brt_art_field_trebuchet	0.5000	0.0000
wh_main_brt_cav_grail_knights	1.0000	0.0000
wh_main_brt_cav_knights_of_the_realm	1.0000	0.0000
wh_main_brt_cav_mounted_yeomen_0	1.0000	0.0000
wh_main_brt_cav_mounted_yeomen_1	1.0000	0.0000
wh_main_brt_inf_men_at_arms	0.5000	0.0000
wh_main_brt_inf_peasant_bowmen	0.5000	0.0000
wh_main_brt_inf_spearmen_at_arms	0.5000	0.0000
wh_main_bst_feral_manticore_summoned	2.0000	0.0000
wh_main_chs_cav_chaos_chariot	3.0000	0.0000
wh_main_chs_cav_chaos_knights_0	1.5000	0.0000
wh_main_chs_cav_chaos_knights_1	1.5000	0.0000
wh_main_chs_cav_marauder_horsemen_0	1.0000	0.0000
wh_main_chs_cav_marauder_horsemen_1	1.0000	0.0000
wh_main_chs_cha_archaon_the_everchosen_1	2.0000	0.0000
wh_main_chs_cha_chaos_sorcerer_death_9	2.0000	0.0000
wh_main_chs_cha_chaos_sorcerer_fire_9	2.0000	0.0000
wh_main_chs_cha_chaos_sorcerer_metal_9	2.0000	0.0000
wh_main_chs_cha_exalted_hero_0	1.0000	0.0000
wh_main_chs_cha_exalted_hero_12	2.0000	0.0000
wh_main_chs_cha_exalted_hero_7	3.0000	0.0000
wh_main_chs_inf_chaos_marauders_0	0.5000	0.0000
wh_main_chs_inf_chaos_marauders_1	0.5000	0.0000
wh_main_chs_inf_chaos_warriors_0	0.5000	0.0000
wh_main_chs_inf_chaos_warriors_1	0.5000	0.0000
wh_main_chs_inf_chosen_0	0.5000	0.0000
wh_main_chs_inf_chosen_1	0.5000	0.0000
wh_main_chs_mon_chaos_spawn	1.0000	0.0000
wh_main_chs_mon_chaos_warhounds_0	1.0000	0.0000
wh_main_chs_mon_chaos_warhounds_1	1.0000	0.0000
wh_main_chs_mon_trolls	0.5000	0.0000
wh_main_dwf_art_cannon	0.5000	0.0000
wh_main_dwf_art_flame_cannon	0.5000	0.0000
wh_main_dwf_art_grudge_thrower	0.5000	0.0000
wh_main_dwf_art_organ_gun	0.5000	0.0000
wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1	1.0000	0.0000
wh_main_dwf_cha_lord_0	1.0000	0.0000
wh_main_dwf_cha_master_engineer_0	0.5000	0.0000
wh_main_dwf_cha_rune_smith_0	1.0000	0.0000
wh_main_dwf_cha_thane	1.0000	0.0000
wh_main_dwf_cha_ungrim_ironfist	1.0000	0.0000
wh_main_dwf_inf_dwarf_warrior_0	0.5000	0.0000
wh_main_dwf_inf_dwarf_warrior_1	0.5000	0.0000
wh_main_dwf_inf_hammerers	0.5000	0.0000
wh_main_dwf_inf_ironbreakers	0.5000	0.0000
wh_main_dwf_inf_irondrakes_0	0.5000	0.0000
wh_main_dwf_inf_irondrakes_2	0.5000	0.0000
wh_main_dwf_inf_longbeards	0.5000	0.0000
wh_main_dwf_inf_longbeards_1	0.5000	0.0000
wh_main_dwf_inf_miners_0	0.5000	0.0000
wh_main_dwf_inf_miners_1	0.5000	0.0000
wh_main_dwf_inf_quarrellers_0	0.5000	0.0000
wh_main_dwf_inf_quarrellers_1	0.5000	0.0000
wh_main_dwf_inf_slayers	0.5000	0.0000
wh_main_dwf_inf_thunderers_0	0.5000	0.0000
wh_main_dwf_veh_gyrobomber	1.0000	0.0000
wh_main_dwf_veh_gyrocopter_0	1.0000	0.0000
wh_main_dwf_veh_gyrocopter_1	1.0000	0.0000
wh_main_emp_art_great_cannon	0.5000	0.0000
wh_main_emp_art_helblaster_volley_gun	0.5000	0.0000
wh_main_emp_art_helstorm_rocket_battery	0.5000	0.0000
