decision_item	decision_policy	query	query_variable_set	query_invert_result	query_weight
nurgle_plague_recipe_target_own_army_ague_5	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_army_ague_5	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_ague_5	nurgle_plague_create_plague_default	resource_mobile_search_strongest_force_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_ague_5	nurgle_plague_create_plague_default	resource_mobile_search_strongest_force_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_ague_5	nurgle_plague_create_plague_default	resource_mobile_search_strongest_force_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_army_rot_0	nurgle_plague_create_plague_default	always_true		false	1.0000
nurgle_plague_recipe_target_own_army_rot_0	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_0	nurgle_plague_create_plague_default	always_true		false	1.0000
nurgle_plague_recipe_target_own_army_shakes_0	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_0	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_0	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_0	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_1	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_army_shakes_1	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_1	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_1	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_1	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_2	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_army_shakes_2	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_2	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_2	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_2	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_3	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_army_shakes_3	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_3	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_3	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_3	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_4	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_army_shakes_4	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_4	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_4	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_4	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_5	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_army_shakes_5	nurgle_plague_create_plague_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_5	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_1	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_5	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_2	false	1.0000
nurgle_plague_recipe_target_own_army_shakes_5	nurgle_plague_create_plague_default	resource_mobile_check_enemy_army_nearby	enemy_army_present_range_3	false	1.0000
nurgle_plague_recipe_target_own_settlement_pox_0	nurgle_plague_create_plague_default	always_true		false	2.0000
nurgle_plague_recipe_target_own_settlement_pox_1	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_settlement_pox_2	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_settlement_pox_3	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_settlement_pox_4	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_settlement_pox_5	nurgle_plague_create_plague_default	always_true		false	5.0000
nurgle_plague_recipe_target_own_settlement_rot_0	nurgle_plague_create_plague_default	always_true		false	2.0000
	nurgle_plague_old_default	decision_item_rounds_ago_that_any_was_chosen	basic_random_bounds	false	-10.0000
nurgle_plague_bowelsteep	nurgle_plague_old_default	always_true		false	1.0000
nurgle_plague_bowelsteep	nurgle_plague_old_default	decision_item_this_was_chosen_last_time		false	3.0000
nurgle_plague_grey_fever	nurgle_plague_old_default	always_true		false	1.0000
nurgle_plague_grey_fever	nurgle_plague_old_default	decision_item_this_was_chosen_last_time		false	3.0000
nurgle_plague_ochre_pox	nurgle_plague_old_default	always_true		false	1.0000
nurgle_plague_ochre_pox	nurgle_plague_old_default	decision_item_this_was_chosen_last_time		false	3.0000
nurgle_plague_the_red_ague	nurgle_plague_old_default	always_true		false	1.0000
nurgle_plague_the_red_ague	nurgle_plague_old_default	decision_item_this_was_chosen_last_time		false	3.0000
occupation_decision_colonise	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_establish_foreign_slot	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_gift_to_another_faction	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_liberate	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_loot	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_occupy	occupation_decision_anti_chaos	always_true		false	100.0000
occupation_decision_occupy	occupation_decision_anti_chaos	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	100.0000
occupation_decision_raze_without_occupy	occupation_decision_anti_chaos	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	5.0000
occupation_decision_raze_without_occupy	occupation_decision_anti_chaos	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	100.0000
occupation_decision_raze_without_occupy	occupation_decision_anti_chaos	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	100.0000
occupation_decision_raze_without_occupy	occupation_decision_anti_chaos	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	100.0000
occupation_decision_raze_without_occupy	occupation_decision_anti_chaos	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	100.0000
occupation_decision_raze_without_occupy	occupation_decision_anti_chaos	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	100.0000
occupation_decision_raze	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_resettle	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_sack	occupation_decision_anti_chaos	always_true		false	5.0000
occupation_decision_sack	occupation_decision_anti_chaos	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	35.0000
occupation_decision_sack	occupation_decision_anti_chaos	world_check_round_number	bounds_min_14	true	-100.0000
occupation_decision_treasure_hunt	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_vassal	occupation_decision_anti_chaos	always_true		false	1.0000
occupation_decision_colonise_and_vassal	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_colonise	occupation_decision_beastmen	always_true		false	1000.0000
occupation_decision_establish_foreign_slot	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_gift_to_another_faction	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_liberate	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_loot	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_occupy_and_vassal	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_occupy	occupation_decision_beastmen	always_true		false	1000.0000
occupation_decision_raze_and_advance	occupation_decision_beastmen	always_true		false	5.0000
occupation_decision_raze_and_advance	occupation_decision_beastmen	resource_mobile_check_average_unit_health_percentage	source_bounds_max_0.5	false	5.0000
occupation_decision_raze_and_loot	occupation_decision_beastmen	always_true		false	5.0000
occupation_decision_raze_and_loot	occupation_decision_beastmen	faction_check_treasury	source_treasury_below_10000	false	5.0000
occupation_decision_raze_without_occupy	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_raze	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_resettle_and_vassal	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_resettle	occupation_decision_beastmen	always_true		false	1000.0000
occupation_decision_sack	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_treasure_hunt	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_vassal	occupation_decision_beastmen	always_true		false	1.0000
occupation_decision_colonise_and_vassal	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_colonise	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_establish_foreign_slot	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_gift_to_another_faction	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_liberate	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_loot	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_occupy_and_vassal	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_occupy	occupation_decision_brettonia	always_true		false	1000.0000
occupation_decision_occupy	occupation_decision_brettonia	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	1000.0000
occupation_decision_raze_evil_brettonia	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_raze_evil_brettonia	occupation_decision_brettonia	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	100.0000
occupation_decision_raze_friend_brettonia	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_raze_neutral_brettonia	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_raze_neutral_brettonia	occupation_decision_brettonia	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	20.0000
occupation_decision_raze_without_occupy	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_raze	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_resettle_and_vassal	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_resettle	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_sack_evil_brettonia	occupation_decision_brettonia	always_true		false	10.0000
occupation_decision_sack_evil_brettonia	occupation_decision_brettonia	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	300.0000
occupation_decision_sack_evil_brettonia	occupation_decision_brettonia	world_check_round_number	bounds_min_14	true	-100.0000
occupation_decision_sack_friend_brettonia	occupation_decision_brettonia	always_true		false	10.0000
occupation_decision_sack_friend_brettonia	occupation_decision_brettonia	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	30.0000
occupation_decision_sack_friend_brettonia	occupation_decision_brettonia	world_check_round_number	bounds_min_14	true	-100.0000
occupation_decision_sack	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_treasure_hunt	occupation_decision_brettonia	always_true		false	1.0000
occupation_decision_vassal	occupation_decision_brettonia	always_true		false	100.0000
occupation_decision_colonise_and_vassal	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_colonise	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_establish_foreign_slot	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_gift_to_another_faction	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_liberate	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_loot	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_occupy_and_vassal	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_occupy	occupation_decision_cathay	always_true		false	1000.0000
occupation_decision_occupy	occupation_decision_cathay	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	1000.0000
occupation_decision_occupy	occupation_decision_cathay	region_check_if_in_campaign_region_group	queried_domain_target_in_region_group_cathay_shouldnt_enter	false	-2000.0000
occupation_decision_raze_without_occupy	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_raze_without_occupy	occupation_decision_cathay	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	20.0000
occupation_decision_raze_without_occupy	occupation_decision_cathay	region_check_if_in_campaign_region_group	queried_domain_target_in_region_group_cathay_shouldnt_enter	false	2000.0000
occupation_decision_raze	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_resettle_and_vassal	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_resettle	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_sack	occupation_decision_cathay	always_true		false	10.0000
occupation_decision_sack	occupation_decision_cathay	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	200.0000
occupation_decision_sack	occupation_decision_cathay	world_check_round_number	bounds_min_14	true	-100.0000
occupation_decision_treasure_hunt	occupation_decision_cathay	always_true		false	1.0000
occupation_decision_vassal	occupation_decision_cathay	always_true		false	100.0000
occupation_decision_colonise_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	5.0000
occupation_decision_colonise_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_colonise_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_colonise_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	5.0000
occupation_decision_establish_foreign_slot	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_gift_to_another_faction	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_liberate	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_loot	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	5.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	50.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	50.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	50.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	50.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	50.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	50.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	50.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	50.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	50.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	50.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	50.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	50.0000
occupation_decision_raze_without_occupy	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	30.0000
occupation_decision_raze_without_occupy	occupation_decision_chaos_daemon_prince_khorne_tzeentch	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	30.0000
occupation_decision_raze	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	30.0000
occupation_decision_resettle_dae_khorne	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	5.0000
occupation_decision_resettle_dae_nurgle	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_resettle_dae_slaanesh	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_resettle_dae_tzeentch	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	5.0000
occupation_decision_sack	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_sack	occupation_decision_chaos_daemon_prince_khorne_tzeentch	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	10.0000
occupation_decision_treasure_hunt	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_vassal	occupation_decision_chaos_daemon_prince_khorne_tzeentch	always_true		false	1.0000
occupation_decision_colonise_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_colonise_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	5.0000
occupation_decision_colonise_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	5.0000
occupation_decision_colonise_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_establish_foreign_slot	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_gift_to_another_faction	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_liberate	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_loot	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	5.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	5.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	5.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	5.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	5.0000
occupation_decision_occupy_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	5.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	50.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	50.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	50.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	50.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	50.0000
occupation_decision_occupy_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	50.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	5.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	50.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	50.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	50.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	50.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	50.0000
occupation_decision_occupy_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	50.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	faction_check_regions	queried_domain_source_value_between_0_5_scaled	true	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_chaos	false	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_khorne	false	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_nurgle	false	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_slaanesh	false	5.0000
occupation_decision_occupy_dae_tzeentch	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	province_check_pooled_resource	most_specific_value_between_25_100_scaled_province_corruption_tzeentch	false	5.0000
occupation_decision_raze_without_occupy	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_raze_without_occupy	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	faction_to_region_check_climate_preference	queried_domain_source_to_target	true	30.0000
occupation_decision_raze	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_resettle_dae_khorne	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	1.0000
occupation_decision_resettle_dae_nurgle	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	5.0000
occupation_decision_resettle_dae_slaanesh	occupation_decision_chaos_daemon_prince_nurgle_slaanesh	always_true		false	5.0000
