key	description_text	faction	header_text	image_path	priority_index
wh3_main_cth_the_northern_provinces_3	war.camp.hp.cathay.008	wh3_main_cth_the_northern_provinces	war.camp.hp.cathay.007		3
wh3_main_cth_the_northern_provinces_4	war.camp.hp.cathay.010	wh3_main_cth_the_northern_provinces	war.camp.hp.cathay.009		4
wh3_main_cth_the_western_provinces_1	war.camp.hp.cathay.004	wh3_main_cth_the_western_provinces	war.camp.hp.cathay.003	UI/help_images/cathay.png	1
wh3_main_cth_the_western_provinces_2	war.camp.hp.cathay.006	wh3_main_cth_the_western_provinces	war.camp.hp.cathay.005		2
wh3_main_cth_the_western_provinces_3	war.camp.hp.cathay.008	wh3_main_cth_the_western_provinces	war.camp.hp.cathay.007		3
wh3_main_cth_the_western_provinces_4	war.camp.hp.cathay.010	wh3_main_cth_the_western_provinces	war.camp.hp.cathay.009		4
wh3_main_dae_daemon_prince_1	war.camp.hp.daemons_of_chaos.005	wh3_main_dae_daemon_prince	war.camp.hp.daemons_of_chaos.004	UI/help_images/daemons_of_chaos.png	1
wh3_main_dae_daemon_prince_2	war.camp.hp.daemons_of_chaos.008	wh3_main_dae_daemon_prince	war.camp.hp.daemons_of_chaos.007		2
wh3_main_dwf_the_ancestral_throng_1	war.camp.hp.grudges.002	wh3_main_dwf_the_ancestral_throng	war.camp.hp.grudges.001	UI/help_images/dwarfs.png	1
wh3_main_dwf_the_ancestral_throng_2	war.camp.hp.forging_magic_items.002	wh3_main_dwf_the_ancestral_throng	war.camp.hp.forging_magic_items.001		2
wh3_main_dwf_the_ancestral_throng_3	war.camp.hp.oathgold.002	wh3_main_dwf_the_ancestral_throng	war.camp.hp.oathgold.001		3
wh3_main_emp_cult_of_sigmar_1	war.camp.hp.books_of_nagash.002	wh3_main_emp_cult_of_sigmar	war.camp.hp.books_of_nagash.001		1
wh3_main_kho_exiles_of_khorne_1	war.camp.hp.khorne.005	wh3_main_kho_exiles_of_khorne	war.camp.hp.khorne.004	UI/help_images/khorne.png	1
wh3_main_kho_exiles_of_khorne_2	war.camp.hp.khorne.008	wh3_main_kho_exiles_of_khorne	war.camp.hp.khorne.007		2
wh3_main_kho_exiles_of_khorne_3	war.camp.hp.khorne.012	wh3_main_kho_exiles_of_khorne	war.camp.hp.khorne.011		3
wh3_main_kho_exiles_of_khorne_4	war.camp.hp.khorne.014	wh3_main_kho_exiles_of_khorne	war.camp.hp.khorne.013		4
wh3_main_ksl_the_great_orthodoxy_1	war.camp.hp.kislev.005	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.kislev.004	UI/help_images/kislev.png	1
wh3_main_ksl_the_great_orthodoxy_2	war.camp.hp.kislev.007	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.kislev.006		2
wh3_main_ksl_the_great_orthodoxy_3	war.camp.hp.kislev.009	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.kislev.008		4
wh3_main_ksl_the_great_orthodoxy_4	war.camp.hp.motherland.002	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.motherland.001	UI/help_images/motherland.png	3
wh3_main_ksl_the_ice_court_1	war.camp.hp.kislev.005	wh3_main_ksl_the_ice_court	war.camp.hp.kislev.004	UI/help_images/kislev.png	1
wh3_main_ksl_the_ice_court_2	war.camp.hp.kislev.007	wh3_main_ksl_the_ice_court	war.camp.hp.kislev.006		2
wh3_main_ksl_the_ice_court_3	war.camp.hp.kislev.009	wh3_main_ksl_the_ice_court	war.camp.hp.kislev.008		4
wh3_main_ksl_the_ice_court_4	war.camp.hp.motherland.002	wh3_main_ksl_the_ice_court	war.camp.hp.motherland.001	UI/help_images/motherland.png	3
wh3_main_ksl_ursun_revivalists_1	war.camp.hp.kislev.005	wh3_main_ksl_ursun_revivalists	war.camp.hp.kislev.004	UI/help_images/kislev.png	1
wh3_main_ksl_ursun_revivalists_2	war.camp.hp.kislev.007	wh3_main_ksl_ursun_revivalists	war.camp.hp.kislev.006		2
wh3_main_ksl_ursun_revivalists_3	war.camp.hp.kislev.009	wh3_main_ksl_ursun_revivalists	war.camp.hp.kislev.008		4
wh3_main_ksl_ursun_revivalists_4	war.camp.hp.motherland.002	wh3_main_ksl_ursun_revivalists	war.camp.hp.motherland.001	UI/help_images/motherland.png	3
wh3_main_nur_poxmakers_of_nurgle_1	war.camp.hp.nurgle.005	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.nurgle.004	UI/help_images/nurgle.png	1
wh3_main_nur_poxmakers_of_nurgle_2	war.camp.hp.nurgle.007	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.nurgle.006		2
wh3_main_nur_poxmakers_of_nurgle_3	war.camp.hp.nurgle.010	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.nurgle.009		3
wh3_main_nur_poxmakers_of_nurgle_4	war.camp.hp.nurgle.012	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.nurgle.011		4
wh3_main_ogr_disciples_of_the_maw_1	war.camp.hp.ogre_kingdoms.004	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.ogre_kingdoms.003	UI/help_images/ogre_kingdoms.png	1
wh3_main_ogr_disciples_of_the_maw_2	war.camp.hp.ogre_kingdoms.006	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.ogre_kingdoms.005		2
wh3_main_ogr_disciples_of_the_maw_3	war.camp.hp.ogre_kingdoms.009	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.ogre_kingdoms.008		3
wh3_main_ogr_disciples_of_the_maw_4	war.camp.hp.ogre_kingdoms.011	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.ogre_kingdoms.010		4
wh3_main_ogr_goldtooth_1	war.camp.hp.ogre_kingdoms.004	wh3_main_ogr_goldtooth	war.camp.hp.ogre_kingdoms.003	UI/help_images/ogre_kingdoms.png	1
wh3_main_ogr_goldtooth_2	war.camp.hp.ogre_kingdoms.006	wh3_main_ogr_goldtooth	war.camp.hp.ogre_kingdoms.005		2
wh3_main_ogr_goldtooth_3	war.camp.hp.ogre_kingdoms.009	wh3_main_ogr_goldtooth	war.camp.hp.ogre_kingdoms.008		3
wh3_main_ogr_goldtooth_4	war.camp.hp.ogre_kingdoms.011	wh3_main_ogr_goldtooth	war.camp.hp.ogre_kingdoms.010		4
wh3_main_sla_seducers_of_slaanesh_1	war.camp.hp.slaanesh.004	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.slaanesh.003	UI/help_images/slaanesh.png	1
wh3_main_sla_seducers_of_slaanesh_2	war.camp.hp.slaanesh.006	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.slaanesh.005	UI/help_images/devotees.png	2
wh3_main_sla_seducers_of_slaanesh_3	war.camp.hp.slaanesh.008	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.slaanesh.007	UI/help_images/seduction.png	3
wh3_main_sla_seducers_of_slaanesh_4	war.camp.hp.slaanesh.014	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.slaanesh.013		4
wh3_main_tze_oracles_of_tzeentch_1	war.camp.hp.tzeentch.005	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.tzeentch.004	UI/help_images/tzeentch.png	1
wh3_main_tze_oracles_of_tzeentch_2	war.camp.hp.tzeentch.008	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.tzeentch.007		2
wh3_main_tze_oracles_of_tzeentch_3	war.camp.hp.tzeentch.010	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.tzeentch.009		3
wh3_main_tze_oracles_of_tzeentch_4	war.camp.hp.tzeentch.012	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.tzeentch.011		4
wh3_main_vmp_caravan_of_blue_roses_1	war.camp.hp.bloodlines.002	wh3_main_vmp_caravan_of_blue_roses	war.camp.hp.bloodlines.001		1
wh3_main_vmp_caravan_of_blue_roses_2	war.camp.hp.raising_dead.002	wh3_main_vmp_caravan_of_blue_roses	war.camp.hp.raising_dead.001		2
wh3_main_vmp_caravan_of_blue_roses_3	war.camp.hp.vampiric_corruption.002	wh3_main_vmp_caravan_of_blue_roses	war.camp.hp.vampiric_corruption.001		3
wh3_prologue_cheatsheet_item_001	wh3_main_prologue_campaign_item_001	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_start		1
wh3_prologue_cheatsheet_item_002	wh3_main_prologue_campaign_item_002	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_income		2
wh3_prologue_cheatsheet_item_003	wh3_main_prologue_campaign_item_003	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_features		3
wh3_prologue_cheatsheet_item_004	wh3_main_prologue_campaign_item_004	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_prepare_for_battle		4
wh_dlc03_bst_beastmen_1	war.camp.hp.hordes.002	wh_dlc03_bst_beastmen	war.camp.hp.hordes.001		1
wh_dlc03_bst_beastmen_2	war.camp.hp.bloodgrounds.002	wh_dlc03_bst_beastmen	war.camp.hp.bloodgrounds.001		2
wh_dlc03_bst_beastmen_3	war.camp.hp.dread_panel.002	wh_dlc03_bst_beastmen	war.camp.hp.dread_panel.001		3
wh_dlc03_bst_beastmen_4	war.camp.hp.beast_paths.002	wh_dlc03_bst_beastmen	war.camp.hp.beast_paths.001		4
wh_dlc05_bst_morghur_herd_1	war.camp.hp.hordes.002	wh_dlc05_bst_morghur_herd	war.camp.hp.hordes.001		1
wh_dlc05_bst_morghur_herd_2	war.camp.hp.bloodgrounds.002	wh_dlc05_bst_morghur_herd	war.camp.hp.bloodgrounds.001		2
wh_dlc05_bst_morghur_herd_3	war.camp.hp.dread_panel.002	wh_dlc05_bst_morghur_herd	war.camp.hp.dread_panel.001		3
wh_dlc05_bst_morghur_herd_4	war.camp.hp.beast_paths.002	wh_dlc05_bst_morghur_herd	war.camp.hp.beast_paths.001		4
wh_dlc05_wef_argwylon_1	war.camp.hp.wood_elves_new_worldroots.002	wh_dlc05_wef_argwylon	war.camp.hp.wood_elves_new_worldroots.001		1
wh_dlc05_wef_argwylon_2	war.camp.hp.oak_of_ages.002	wh_dlc05_wef_argwylon	war.camp.hp.oak_of_ages.001		2
wh_dlc05_wef_argwylon_3	war.camp.advice.offices.info_002	wh_dlc05_wef_argwylon	war.camp.advice.offices.info_001		3
wh_dlc05_wef_wood_elves_1	war.camp.hp.wood_elves_new_worldroots.002	wh_dlc05_wef_wood_elves	war.camp.hp.wood_elves_new_worldroots.001		1
wh_dlc05_wef_wood_elves_2	war.camp.hp.oak_of_ages.002	wh_dlc05_wef_wood_elves	war.camp.hp.oak_of_ages.001		2
wh_dlc05_wef_wood_elves_3	war.camp.advice.offices.info_002	wh_dlc05_wef_wood_elves	war.camp.advice.offices.info_001		3
wh_dlc08_nor_norsca_1	war.camp.hp.gods.002	wh_dlc08_nor_norsca	war.camp.hp.gods.001		1
wh_dlc08_nor_norsca_2	war.camp.hp.monsters.002	wh_dlc08_nor_norsca	war.camp.hp.monsters.001		2
wh_dlc08_nor_norsca_3	war.camp.hp.tribal_confederation.002	wh_dlc08_nor_norsca	war.camp.hp.tribal_confederation.001		3
wh_dlc08_nor_wintertooth_1	war.camp.hp.gods.002	wh_dlc08_nor_wintertooth	war.camp.hp.gods.001		1
wh_dlc08_nor_wintertooth_2	war.camp.hp.monsters.002	wh_dlc08_nor_wintertooth	war.camp.hp.monsters.001		2
wh_dlc08_nor_wintertooth_3	war.camp.hp.tribal_confederation.002	wh_dlc08_nor_wintertooth	war.camp.hp.tribal_confederation.001		3
wh_main_brt_bordeleaux_1	war.camp.hp.bretonnian_vows.002	wh_main_brt_bordeleaux	war.camp.hp.bretonnian_vows.001		1
wh_main_brt_bordeleaux_2	war.camp.hp.chivalry.002	wh_main_brt_bordeleaux	war.camp.hp.chivalry.001		2
wh_main_brt_bordeleaux_3	war.camp.hp.green_knight.002	wh_main_brt_bordeleaux	war.camp.hp.green_knight.001		3
wh_main_brt_bordeleaux_4	war.camp.hp.peasants.002	wh_main_brt_bordeleaux	war.camp.hp.peasants.001		4
wh_main_brt_bretonnia_1	war.camp.hp.bretonnian_vows.002	wh_main_brt_bretonnia	war.camp.hp.bretonnian_vows.001		1
wh_main_brt_bretonnia_2	war.camp.hp.chivalry.002	wh_main_brt_bretonnia	war.camp.hp.chivalry.001		2
wh_main_brt_bretonnia_3	war.camp.hp.green_knight.002	wh_main_brt_bretonnia	war.camp.hp.green_knight.001		3
wh_main_brt_bretonnia_4	war.camp.hp.peasants.002	wh_main_brt_bretonnia	war.camp.hp.peasants.001		4
wh_main_brt_carcassonne_1	war.camp.hp.bretonnian_vows.002	wh_main_brt_carcassonne	war.camp.hp.bretonnian_vows.001		1
wh_main_brt_carcassonne_2	war.camp.hp.chivalry.002	wh_main_brt_carcassonne	war.camp.hp.chivalry.001		2
wh_main_brt_carcassonne_3	war.camp.hp.green_knight.002	wh_main_brt_carcassonne	war.camp.hp.green_knight.001		3
wh_main_brt_carcassonne_4	war.camp.hp.peasants.002	wh_main_brt_carcassonne	war.camp.hp.peasants.001		4
wh_main_chs_chaos_1	war.camp.hp.chaos_warbands_text	wh_main_chs_chaos	war.camp.hp.chaos_warbands_header		1
wh_main_chs_chaos_2	war.camp.hp.chaos_souls_text	wh_main_chs_chaos	war.camp.hp.chaos_souls_header		2
wh_main_chs_chaos_3	war.camp.hp.chaos_dark_fortresses_text	wh_main_chs_chaos	war.camp.hp.chaos_dark_fortresses_header		3
wh_main_chs_chaos_4	war.camp.hp.chaos_path_to_glory_text	wh_main_chs_chaos	war.camp.hp.chaos_path_to_glory_header		4
wh_main_dwf_dwarfs_1	war.camp.hp.grudges.002	wh_main_dwf_dwarfs	war.camp.hp.grudges.001	UI/help_images/dwarfs.png	1
wh_main_dwf_dwarfs_2	war.camp.hp.forging_magic_items.002	wh_main_dwf_dwarfs	war.camp.hp.forging_magic_items.001		2
wh_main_dwf_dwarfs_3	war.camp.hp.oathgold.002	wh_main_dwf_dwarfs	war.camp.hp.oathgold.001		3
wh_main_dwf_karak_izor_1	war.camp.hp.grudges.002	wh_main_dwf_karak_izor	war.camp.hp.grudges.001	UI/help_images/dwarfs.png	1
wh_main_dwf_karak_izor_2	war.camp.hp.forging_magic_items.002	wh_main_dwf_karak_izor	war.camp.hp.forging_magic_items.001		2
wh_main_dwf_karak_izor_3	war.camp.hp.oathgold.002	wh_main_dwf_karak_izor	war.camp.hp.oathgold.001		3
wh_main_dwf_karak_kadrin_1	war.camp.hp.grudges.002	wh_main_dwf_karak_kadrin	war.camp.hp.grudges.001	UI/help_images/dwarfs.png	1
wh_main_dwf_karak_kadrin_2	war.camp.hp.forging_magic_items.002	wh_main_dwf_karak_kadrin	war.camp.hp.forging_magic_items.001		2
wh_main_dwf_karak_kadrin_3	war.camp.hp.oathgold.002	wh_main_dwf_karak_kadrin	war.camp.hp.oathgold.001		3
wh_main_emp_empire_1	war.camp.hp.empire_imperial_authority.002	wh_main_emp_empire	war.camp.hp.empire_imperial_authority.001		1
wh_main_emp_empire_2	war.camp.hp.empire_summon_elector_counts.002	wh_main_emp_empire	war.camp.hp.empire_summon_elector_counts.001		2
wh_main_grn_crooked_moon_1	war.camp.hp.waaagh.002	wh_main_grn_crooked_moon	war.camp.hp.waaagh.001		1
wh_main_grn_crooked_moon_2	war.camp.hp.underway.002	wh_main_grn_crooked_moon	war.camp.hp.underway.001		2
wh_main_grn_crooked_moon_3	wh2_dlc15.camp.advice.scrap.info_002	wh_main_grn_crooked_moon	wh2_dlc15.camp.advice.scrap.info_001		3
wh_main_grn_greenskins_1	war.camp.hp.waaagh.002	wh_main_grn_greenskins	war.camp.hp.waaagh.001		1
wh_main_grn_greenskins_2	war.camp.hp.underway.002	wh_main_grn_greenskins	war.camp.hp.underway.001		2
wh_main_grn_greenskins_3	wh2_dlc15.camp.advice.scrap.info_002	wh_main_grn_greenskins	wh2_dlc15.camp.advice.scrap.info_001		3
wh_main_grn_orcs_of_the_bloody_hand_1	war.camp.hp.waaagh.002	wh_main_grn_orcs_of_the_bloody_hand	war.camp.hp.waaagh.001		1
wh_main_grn_orcs_of_the_bloody_hand_2	war.camp.hp.underway.002	wh_main_grn_orcs_of_the_bloody_hand	war.camp.hp.underway.001		2
wh_main_grn_orcs_of_the_bloody_hand_3	wh2_dlc15.camp.advice.scrap.info_002	wh_main_grn_orcs_of_the_bloody_hand	wh2_dlc15.camp.advice.scrap.info_001		3
wh_main_vmp_schwartzhafen_1	war.camp.hp.bloodlines.002	wh_main_vmp_schwartzhafen	war.camp.hp.bloodlines.001		1
wh_main_vmp_schwartzhafen_2	war.camp.hp.raising_dead.002	wh_main_vmp_schwartzhafen	war.camp.hp.raising_dead.001		2
wh_main_vmp_schwartzhafen_3	war.camp.hp.vampiric_corruption.002	wh_main_vmp_schwartzhafen	war.camp.hp.vampiric_corruption.001		3
wh_main_vmp_vampire_counts_1	war.camp.hp.bloodlines.002	wh_main_vmp_vampire_counts	war.camp.hp.bloodlines.001		1
wh_main_vmp_vampire_counts_2	war.camp.hp.raising_dead.002	wh_main_vmp_vampire_counts	war.camp.hp.raising_dead.001		2
wh_main_vmp_vampire_counts_3	war.camp.hp.vampiric_corruption.002	wh_main_vmp_vampire_counts	war.camp.hp.vampiric_corruption.001		3
