ability	effect
wh2_dlc13_army_abilities_storm_of_xholankha	wh2_main_all_good_against_armour
wh2_dlc13_army_abilities_storm_of_xholankha	wh_main_all_strong_against_units
wh2_dlc13_character_abilities_big_boom	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_character_abilities_big_boom	wh_main_all_direct_damage
wh2_dlc13_character_abilities_patch_up	wh_main_all_replenish
wh2_dlc13_character_ability_ishas_rain	wh2_dlc13_reduce_speed_contact_effect
wh2_dlc13_character_ability_ishas_rain	wh2_main_all_magical_damage_moderate
wh2_dlc13_character_ability_ishas_rain	wh2_main_bombardment_medium_strike_aoe
wh2_dlc13_character_ability_ishas_rain	wh_main_all_strong_against_multiple
wh2_dlc13_character_ability_ishas_rain	wh_main_all_weak_against_single
wh2_dlc13_character_ability_shatter	wh_main_all_direct_damage_high
wh2_dlc13_character_ability_shatter	wh_main_all_strong_against_units
wh2_dlc13_character_ability_shatter	wh_main_all_weak_against_single
wh2_dlc13_final_battle_character_abilities_jorek_ammo_replenishment	wh2_dlc11_all_replenish_ammo
wh2_dlc13_item_passive_resilient_spirit	wh_main_all_replenish_burst
wh2_dlc13_lord_abilities_arrows_of_aqshy	wh2_main_all_flaming
wh2_dlc13_lord_abilities_arrows_of_aqshy	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_lord_abilities_arrows_of_aqshy	wh_main_all_strong_against_multiple
wh2_dlc13_lord_abilities_arrows_of_aqshy	wh_main_projectile_powerful_explosion
wh2_dlc13_lord_abilities_executioner	wh2_dlc13_scaling_damage
wh2_dlc13_lord_abilities_executioner	wh2_main_all_good_against_armour
wh2_dlc13_lord_abilities_executioner	wh2_main_all_magical_damage_moderate
wh2_dlc13_lord_abilities_executioner	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_lord_abilities_executioner	wh_main_all_good_vs_large
wh2_dlc13_lord_abilities_fire_arrow	wh2_main_all_flaming
wh2_dlc13_lord_abilities_fire_arrow	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_lord_abilities_fire_arrow	wh_main_all_strong_against_multiple
wh2_dlc13_lord_abilities_fire_arrow	wh_main_projectile_powerful_explosion
wh2_dlc13_lord_abilities_kill_shot	wh2_dlc13_scaling_damage
wh2_dlc13_lord_abilities_kill_shot	wh2_main_all_good_against_armour
wh2_dlc13_lord_abilities_kill_shot	wh2_main_all_magical_damage_moderate
wh2_dlc13_lord_abilities_kill_shot	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_lord_abilities_kill_shot	wh_main_all_good_vs_large
wh2_dlc13_lord_abilities_oil_flask	wh2_dlc13_oil_flask
wh2_dlc13_lord_abilities_oil_flask	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_unit_abilities_emergency_vent	wh2_main_all_flaming
wh2_dlc13_unit_abilities_emergency_vent	wh2_main_all_good_against_armour
wh2_dlc13_unit_abilities_emergency_vent	wh_main_all_strong_against_unit
wh2_dlc13_unit_passive_kaboom	wh2_main_all_flaming
wh2_dlc13_unit_passive_kaboom	wh2_main_all_good_against_armour
wh2_dlc13_unit_passive_kaboom	wh_main_all_strong_against_unit
wh2_dlc13_weapon_abilities_amber_bow	wh2_main_all_magical_damage_major
wh2_dlc13_weapon_abilities_amber_bow	wh3_main_projectile_requires_line_of_sight
wh2_dlc13_weapon_abilities_amber_bow	wh_main_all_good_vs_large
wh2_dlc13_weapon_abilities_amber_bow	wh_main_all_strong_against_single
wh2_dlc13_weapon_abilities_amber_bow	wh_main_projectile_effective_long_range
wh2_dlc13_weapon_abilities_nordland_runefang	wh_dlc08_direct_damage_medium_unit
wh2_dlc13_weapon_abilities_nordland_runefang	wh_main_all_direct_damage
wh2_dlc13_weapon_abilities_nordland_runefang	wh_main_all_strong_against_multiple
wh2_dlc13_weapon_abilities_nordland_runefang	wh_main_all_weak_against_single
wh2_dlc14_character_abilities_cracklebomb	wh3_main_projectile_requires_line_of_sight
wh2_dlc14_character_abilities_cracklebomb	wh_main_all_magical_and_flaming
wh2_dlc14_character_abilities_cracklebomb	wh_main_projectile_powerful_explosion
wh2_dlc14_lord_abilities_bloodstorm	wh2_main_spell_friendly_fire_explosion
wh2_dlc14_lord_abilities_bloodstorm	wh_main_all_poor_vs_large
wh2_dlc14_lord_abilities_deathmasters_sigil	wh2_main_all_good_against_armour
wh2_dlc14_lord_abilities_halo_of_maidenly_wrath	wh2_main_spell_friendly_fire_explosion
wh2_dlc14_lord_abilities_halo_of_maidenly_wrath	wh_main_all_poor_vs_large
wh2_dlc14_lord_abilities_reaper_of_souls	wh2_main_spell_absorb_hp
wh2_dlc14_lord_abilities_reaper_of_souls	wh_dlc08_direct_damage_character_unit
wh2_dlc14_lord_abilities_reaper_of_souls	wh_main_all_direct_damage
wh2_dlc14_lord_abilities_reaper_of_souls	wh_main_all_strong_against_single
wh2_dlc14_lord_abilities_reaper_of_souls	wh_main_all_weak_against_multiple
wh2_dlc14_lord_abilities_the_blood_price	wh2_dlc14_direct_damage_self_low
wh2_dlc14_lord_abilities_the_daemons_curse	wh2_dlc14_direct_damage_self_low
wh2_dlc14_lord_abilities_tzarkan_mp	wh2_dlc14_abilities_tzarkan
wh2_dlc14_lord_abilities_tzarkan_mp	wh2_dlc14_damage_tzarkan
wh2_dlc14_lord_abilities_tzarkan_mp	wh2_dlc14_health_tzarkan
wh2_dlc14_lord_abilities_tzarkan_mp	wh2_dlc14_transform_tzarkan
wh2_dlc14_lord_abilities_tzarkan_snikch	wh2_dlc14_abilities_tzarkan
wh2_dlc14_lord_abilities_tzarkan_snikch	wh2_dlc14_damage_tzarkan
wh2_dlc14_lord_abilities_tzarkan_snikch	wh2_dlc14_health_tzarkan
wh2_dlc14_lord_abilities_tzarkan_snikch	wh2_dlc14_transform_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite_mp	wh2_dlc14_abilities_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite_mp	wh2_dlc14_damage_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite_mp	wh2_dlc14_health_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite_mp	wh2_dlc14_transform_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite	wh2_dlc14_abilities_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite	wh2_dlc14_damage_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite	wh2_dlc14_health_tzarkan
wh2_dlc14_lord_abilities_tzarkan_spite	wh2_dlc14_transform_tzarkan
wh2_dlc14_lord_abilities_tzarkan	wh2_dlc14_abilities_tzarkan
wh2_dlc14_lord_abilities_tzarkan	wh2_dlc14_damage_tzarkan
wh2_dlc14_lord_abilities_tzarkan	wh2_dlc14_health_tzarkan
wh2_dlc14_lord_abilities_tzarkan	wh2_dlc14_transform_tzarkan
wh2_dlc14_lore_passive_toxic_rain	wh_dlc05_spell_trigger_when_casting
wh2_dlc14_spell_bound_warpfireball	wh2_main_all_magical_and_flaming_medium
wh2_dlc14_spell_bound_warpfireball	wh3_main_projectile_requires_line_of_sight
wh2_dlc14_spell_bound_warpfireball	wh_main_all_strong_against_multiple
wh2_dlc14_spell_bound_warpfireball	wh_main_projectile_effective_long_range
wh2_dlc14_spell_bound_warpfireball	wh_main_projectile_powerful_explosion
wh2_dlc14_spell_grey_seer_the_dreaded_thirteenth_spell_upgraded	wh2_dlc14_all_summon_stormvermin_sword
wh2_dlc14_spell_grey_seer_the_dreaded_thirteenth_spell_upgraded	wh2_main_all_huge_static_aoe
wh2_dlc14_spell_grey_seer_the_dreaded_thirteenth_spell_upgraded	wh_main_all_direct_damage_unbinding
wh2_dlc14_spell_grey_seer_the_dreaded_thirteenth_spell_upgraded	wh_main_all_strong_against_units
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh_dlc08_direct_damage_character_unit
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh_main_all_direct_damage
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh_main_all_strong_against_single
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh_main_all_weak_against_unit
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh_main_spell_upgraded_duration
wh2_dlc14_spell_ruin_flensing_ruin	wh_dlc08_direct_damage_character_unit
wh2_dlc14_spell_ruin_flensing_ruin	wh_main_all_direct_damage
wh2_dlc14_spell_ruin_flensing_ruin	wh_main_all_strong_against_single
wh2_dlc14_spell_ruin_flensing_ruin	wh_main_all_weak_against_unit
wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	wh_main_spell_upgraded_area
wh2_dlc14_spell_stealth_black_whirlwind_upgraded	wh2_main_all_good_against_armour
wh2_dlc14_spell_stealth_black_whirlwind_upgraded	wh2_main_spell_stationary_aoe
wh2_dlc14_spell_stealth_black_whirlwind_upgraded	wh_main_all_strong_against_units
wh2_dlc14_spell_stealth_black_whirlwind	wh2_main_all_good_against_armour
wh2_dlc14_spell_stealth_black_whirlwind	wh2_main_spell_stationary_aoe
wh2_dlc14_spell_stealth_black_whirlwind	wh_main_all_strong_against_units
wh2_dlc14_spell_stealth_brittle_bone_upgraded	wh_main_spell_upgraded_area
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	wh2_dlc12_spell_friendly_fire_aoe
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	wh2_dlc14_spell_no_damage
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	wh2_main_spell_stationary_aoe
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	wh_main_spell_upgraded_added_contact_effect
wh2_dlc14_spell_stealth_veil_of_shadows	wh2_dlc12_spell_friendly_fire_aoe
wh2_dlc14_spell_stealth_veil_of_shadows	wh2_dlc14_spell_no_damage
wh2_dlc14_spell_stealth_veil_of_shadows	wh2_main_spell_stationary_aoe
wh2_dlc14_spell_stealth_warp_stars_upgraded	wh2_main_all_good_against_armour
wh2_dlc14_spell_stealth_warp_stars_upgraded	wh2_main_all_magical_damage_moderate
wh2_dlc14_spell_stealth_warp_stars_upgraded	wh3_main_projectile_requires_line_of_sight
wh2_dlc14_spell_stealth_warp_stars_upgraded	wh_main_all_strong_against_unit
wh2_dlc14_spell_stealth_warp_stars_upgraded	wh_main_spell_upgraded_projectiles
wh2_dlc14_spell_stealth_warp_stars	wh2_main_all_good_against_armour
wh2_dlc14_spell_stealth_warp_stars	wh2_main_all_magical_damage_moderate
wh2_dlc14_spell_stealth_warp_stars	wh3_main_projectile_requires_line_of_sight
wh2_dlc14_spell_stealth_warp_stars	wh_main_all_strong_against_unit
wh2_dlc14_unit_abilities_doppelgang	wh2_dlc10_all_summon_no_damage
wh2_dlc14_unit_abilities_doppelgang	wh2_dlc14_all_summon_eshin_triads_ror_mirror
wh2_dlc14_unit_abilities_doppelgang	wh2_dlc14_miscast_eshin_triads_ror_unspottable
wh2_dlc14_unit_abilities_wail_of_malice	wh_main_all_direct_damage
wh2_dlc14_unit_abilities_wail_of_malice	wh_main_all_strong_against_multiple
wh2_dlc14_unit_abilities_wail_of_malice	wh_main_all_weak_against_single
wh2_dlc14_unit_abilities_warp_quake	wh_main_all_direct_damage
wh2_dlc14_unit_abilities_warp_quake	wh_main_all_strong_against_multiple
wh2_dlc14_unit_abilities_warp_quake	wh_main_all_weak_against_single
wh2_dlc14_unit_passive_crowfeast	wh_main_all_replenish
wh2_dlc14_unit_passive_unbinding_eshin_triads_ror	wh_main_all_direct_damage_unbinding
wh2_dlc14_unit_passive_unbinding_stormvermin_0	wh_main_all_direct_damage_unbinding
wh2_dlc14_unit_passive_unbinding_stormvermin_1	wh_main_all_direct_damage_unbinding
wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	wh2_main_all_good_against_armour
wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	wh2_main_spell_stationary_aoe
wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	wh_main_all_strong_against_units
wh2_dlc14_weapon_passive_warpsword_of_khaine	wh_main_all_replenish
wh2_dlc15_army_abilities_doom_diver_strike_enhanced	wh2_main_bombardment_medium_strike_aoe
wh2_dlc15_army_abilities_doom_diver_strike_enhanced	wh_main_all_strong_against_unit
wh2_dlc15_army_abilities_doom_diver_strike_enhanced	wh_main_all_weak_against_single
wh2_dlc15_army_abilities_doom_diver_strike	wh2_main_bombardment_medium_strike_aoe
wh2_dlc15_army_abilities_doom_diver_strike	wh_main_all_strong_against_unit
wh2_dlc15_army_abilities_doom_diver_strike	wh_main_all_weak_against_single
wh2_dlc15_army_abilities_invocation_of_ending	wh2_main_spell_friendly_fire_explosion
wh2_dlc15_army_abilities_invocation_of_ending	wh_main_all_strong_against_unit
wh2_dlc15_army_abilities_invocation_of_ending	wh_main_vortex_large_static_aoe
wh2_dlc15_army_abilities_oath_of_replenishment_upgraded	wh2_dlc11_all_replenish_ammo
wh2_dlc15_army_abilities_oath_of_replenishment	wh2_dlc11_all_replenish_ammo
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	wh2_dlc12_spell_friendly_fire_aoe
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	wh2_dlc15_all_summon_mistwalkers
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	wh_main_all_strong_against_units
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	wh_main_vortex_large_breath_short
wh2_dlc15_army_abilities_summon_the_sentinels	wh2_dlc12_spell_friendly_fire_aoe
wh2_dlc15_army_abilities_summon_the_sentinels	wh2_dlc14_spell_no_damage
wh2_dlc15_army_abilities_summon_the_sentinels	wh2_dlc15_all_summon_mistwalkers
wh2_dlc15_army_abilities_summon_the_sentinels	wh_main_vortex_large_breath_short
wh2_dlc15_army_abilities_unleash_the_winds	wh2_dlc15_generic_also_affects_enemies
wh2_dlc15_banner_passive_da_immortulz	wh2_dlc12_refuse_to_die
wh2_dlc15_character_abilities_fishy_breathe	wh_main_all_strong_against_units
wh2_dlc15_character_abilities_fishy_breathe	wh_main_vortex_large_breath
wh2_dlc15_character_abilities_goggly_glare	wh2_main_all_magical_damage_moderate
wh2_dlc15_character_abilities_goggly_glare	wh3_main_projectile_requires_line_of_sight
wh2_dlc15_character_abilities_goggly_glare	wh_main_all_good_vs_large
wh2_dlc15_character_abilities_goggly_glare	wh_main_all_strong_against_single
wh2_dlc15_character_abilities_slimy_smoothie	wh2_main_spell_friendly_fire_explosion
wh2_dlc15_character_abilities_slimy_smoothie	wh2_main_spell_shrapnel_magical_healing
wh2_dlc15_character_abilities_slimy_smoothie	wh_main_projectile_powerful_explosion
wh2_dlc15_character_abilities_wardens_cage	wh2_dlc15_captures_after_battle
wh2_dlc15_character_abilities_wardens_cage	wh_dlc08_direct_damage_character_unit
wh2_dlc15_character_abilities_wardens_cage	wh_main_all_direct_damage
wh2_dlc15_hero_abilities_swamp_breath	wh2_main_all_good_against_armour
wh2_dlc15_hero_abilities_swamp_breath	wh_main_all_strong_against_unit
wh2_dlc15_hero_abilities_swamp_breath	wh_main_projectile_powerful_explosion
wh2_dlc15_item_abilities_blacktoofs_conjuration	wh2_dlc15_all_summon_rogue_idol
wh2_dlc15_item_abilities_blacktoofs_conjuration	wh_main_all_direct_damage_unbinding
wh2_dlc15_item_abilities_blood_forged_armour	wh2_main_spell_friendly_fire_explosion
wh2_dlc15_item_abilities_blood_forged_armour	wh_main_all_poor_vs_large
wh2_dlc15_item_abilities_helm_of_yvresse	wh2_dlc12_refuse_to_die
wh2_dlc15_lord_abilities_da_boss_loons	wh_main_all_armour_piercing
wh2_dlc15_lord_abilities_da_boss_loons	wh_main_all_small_aoe
wh2_dlc15_lord_abilities_da_boss_loons	wh_main_all_strong_against_units
wh2_dlc15_lord_abilities_da_boss_loons	wh_main_all_weak_against_single
wh2_dlc15_lord_abilities_da_boss_loons	wh_main_vortex_unpredictable
wh2_dlc15_lord_abilities_dont_even_try_it	wh_dlc08_direct_damage_character_unit
wh2_dlc15_lord_abilities_dont_even_try_it	wh_main_all_direct_damage
wh2_dlc15_lord_abilities_dont_even_try_it	wh_main_all_strong_against_single
wh2_dlc15_lord_abilities_dont_even_try_it	wh_main_all_weak_against_multiple
wh2_dlc15_lord_passive_mistwalkers_barrage	wh2_dlc15_bombardment_passive_melee
wh2_dlc15_lord_passive_mistwalkers_barrage	wh_main_all_strong_against_multiple
wh2_dlc15_spell_beasts_transformation_of_kadon	wh2_main_all_summon_eagle
wh2_dlc15_spell_beasts_transformation_of_kadon	wh_main_all_direct_damage_unbinding
wh2_dlc15_spell_beasts_transformation_of_kadon	wh_main_all_summoned_unit
wh2_dlc15_spell_beasts_transformation_of_kadon	wh_main_all_summoned_unit_single_use
wh2_dlc15_spell_bound_chain_lightning	wh2_main_all_good_against_armour
wh2_dlc15_spell_bound_chain_lightning	wh2_main_spell_large_vortex
wh2_dlc15_spell_bound_chain_lightning	wh_main_all_strong_against_units
wh2_dlc15_spell_bound_chain_lightning	wh_main_all_weak_against_single
wh2_dlc15_spell_bound_gaze_of_nagash	wh2_main_all_good_against_armour
wh2_dlc15_spell_bound_gaze_of_nagash	wh2_main_all_magical_damage_moderate
wh2_dlc15_spell_bound_gaze_of_nagash	wh_main_all_good_vs_large
wh2_dlc15_spell_bound_gaze_of_nagash	wh_main_all_strong_against_single
wh2_dlc15_spell_bound_wind_of_death	wh2_main_all_good_against_armour
wh2_dlc15_spell_bound_wind_of_death	wh2_main_spell_medium_wind
wh2_dlc15_spell_bound_wind_of_death	wh_main_all_strong_against_units
wh2_dlc15_spell_bound_wind_of_death	wh_main_all_weak_against_single
wh2_dlc15_unit_abilities_arachneruption	wh2_dlc15_self_bombard
wh2_dlc15_unit_abilities_arachneruption	wh2_dlc15_tip_ignores_armour
wh2_dlc15_unit_abilities_arachneruption	wh2_dlc15_tip_when_surrounded
wh2_dlc15_unit_abilities_emberstorm	wh2_dlc15_spell_medium_stationary_aoe
wh2_dlc15_unit_abilities_emberstorm	wh2_main_all_magical_and_flaming_major
wh2_dlc15_unit_abilities_noxious_breath_imrik	wh2_dlc11_reduce_morale
wh2_dlc15_unit_abilities_noxious_breath_imrik	wh_main_all_strong_against_unit
wh2_dlc15_unit_abilities_noxious_breath_imrik	wh_main_projectile_powerful_explosion
wh2_dlc15_unit_abilities_rock_bottom	wh2_dlc11_all_replenish_ammo
wh2_dlc15_unit_abilities_rock_bottom	wh_main_all_direct_damage_self
wh2_dlc15_unit_abilities_sun_dragon_breath_imrik	wh2_main_all_flaming
wh2_dlc15_unit_abilities_sun_dragon_breath_imrik	wh_main_all_strong_against_unit
wh2_dlc15_unit_abilities_sun_dragon_breath_imrik	wh_main_all_weak_against_single
wh2_dlc15_unit_abilities_sun_dragon_breath_imrik	wh_main_projectile_powerful_explosion
wh2_dlc15_unit_abilities_unending_volley	wh2_dlc11_all_replenish_ammo
wh2_dlc15_unit_passive_fiery_rebirth	wh2_dlc15_spell_medium_stationary_aoe
wh2_dlc15_unit_passive_fiery_rebirth	wh2_main_all_magical_and_flaming_major
wh2_dlc15_unit_passive_fiery_rebirth	wh2_main_all_rebirth_buff_chance
wh2_dlc15_unit_passive_fiery_rebirth	wh2_main_all_rebirth_debuff_chance
wh2_dlc15_unit_passive_giant_explodin_spores	wh2_dlc12_spell_damage_moderate
wh2_dlc15_unit_passive_giant_explodin_spores	wh_main_vortex_large_static_aoe
wh2_dlc15_unit_passive_journeys_end	wh2_dlc12_refuse_to_die
wh2_dlc15_unit_passive_mimic_berserk	wh3_dlc20_ability_intensity_time_in_melee
wh2_dlc15_unit_passive_mimic_realm_of_souls_1	wh_main_all_resurrect_hp
wh2_dlc15_unit_passive_mimic_realm_of_souls_2	wh_main_all_resurrect_hp
wh2_dlc15_unit_passive_mimic_realm_of_souls_3	wh_main_all_resurrect_hp
wh2_dlc15_unit_passive_pump_harder_ladz	wh2_dlc15_all_increased_knockback
wh2_dlc15_unit_passive_rubble_and_ruin_tier_1	wh2_dlc15_self_bombard_allies
wh2_dlc15_unit_passive_rubble_and_ruin_tier_1	wh2_dlc15_self_bombard_unit
wh2_dlc15_unit_passive_rubble_and_ruin_tier_2	wh2_dlc15_self_bombard_allies
wh2_dlc15_unit_passive_rubble_and_ruin_tier_2	wh2_dlc15_self_bombard_unit
wh2_dlc15_unit_passive_rubble_and_ruin_tier_3	wh2_dlc15_self_bombard_allies
wh2_dlc15_unit_passive_rubble_and_ruin_tier_3	wh2_dlc15_self_bombard_unit
wh2_dlc15_unit_passive_thermal_thorax	wh_main_all_direct_damage
wh2_dlc15_unit_passive_thermal_thorax	wh_main_all_strong_against_multiple
wh2_dlc15_unit_passive_thermal_thorax	wh_main_all_weak_against_single
wh2_dlc16_army_abilities_call_to_ceithin_har	wh2_dlc16_all_summon_ceithin_har
wh2_dlc16_army_abilities_transformation_of_kadon	wh_dlc03_all_summon_manticore
wh2_dlc16_army_abilities_transformation_of_kadon	wh_main_all_direct_damage_unbinding
wh2_dlc16_army_abilities_transformation_of_kadon	wh_main_all_summoned_unit
wh2_dlc16_army_abilities_transformation_of_kadon	wh_main_all_summoned_unit_single_use
wh2_dlc16_character_abilities_muster_of_malevolents	wh_dlc08_direct_damage_character_unit
wh2_dlc16_character_abilities_muster_of_malevolents	wh_main_all_direct_damage
wh2_dlc16_character_abilities_muster_of_malevolents	wh_main_all_strong_against_single
wh2_dlc16_character_abilities_muster_of_malevolents	wh_main_all_weak_against_multiple
wh2_dlc16_character_abilities_pageant_of_shrikes	wh2_dlc16_all_deplete_ammo_high
wh2_dlc16_character_passive_murder_of_spites	wh_main_all_direct_damage
wh2_dlc16_hero_abilities_evisceration	wh2_main_all_good_against_armour
wh2_dlc16_hero_abilities_evisceration	wh2_main_spell_stationary_aoe
wh2_dlc16_hero_abilities_evisceration	wh_main_all_strong_against_units
wh2_dlc16_hero_abilities_tide_of_death	wh2_dlc16_all_summon_wolf_rats
wh2_dlc16_hero_abilities_tide_of_death	wh_main_all_direct_damage_unbinding
wh2_dlc16_hero_abilities_tide_of_pox	wh2_dlc16_all_summon_wolf_rats_poison
wh2_dlc16_hero_abilities_tide_of_pox	wh_main_all_direct_damage_unbinding
wh2_dlc16_item_abilities_acorns_of_the_oak_of_ages	wh_main_all_armour_piercing
wh2_dlc16_item_abilities_acorns_of_the_oak_of_ages	wh_main_vortex_large_static_aoe
wh2_dlc16_item_abilities_dart_of_doom	wh2_dlc16_all_added_contact_effect_weakened
wh2_dlc16_item_abilities_dart_of_doom	wh_main_all_magical
wh2_dlc16_item_abilities_dart_of_doom	wh_main_projectile_poor_penetration
wh2_dlc16_item_abilities_dreaming_cloak_iii	wh2_dlc16_all_summon_waywatchers
wh2_dlc16_item_abilities_dreaming_cloak_ii	wh2_dlc16_all_summon_deepwood_scouts
wh2_dlc16_item_abilities_dreaming_cloak_i	wh2_dlc16_all_summon_glade_guard
wh2_dlc16_item_abilities_eagle_quiver	wh_main_all_armour_piercing
wh2_dlc16_item_abilities_eagle_quiver	wh_main_projectile_effective_long_range
wh2_dlc16_item_abilities_eagle_quiver	wh_main_projectile_high_penetration
wh2_dlc16_lord_abilities_beast_pack	wh2_dlc16_all_summon_rat_ogres
wh2_dlc16_lord_abilities_beast_pack	wh_main_all_direct_damage_unbinding
wh2_dlc16_lord_abilities_call_to_ceithin_har	wh2_dlc16_all_summon_ceithin_har
wh2_dlc16_lord_abilities_call_to_gwindalor	wh2_dlc16_all_summon_gwindalor
wh2_dlc16_lord_abilities_roused_to_wrath_2	wh2_dlc16_all_summon_dryads
wh2_dlc16_lord_abilities_roused_to_wrath_3	wh2_dlc16_all_summon_dryads
wh2_dlc16_lord_abilities_roused_to_wrath	wh2_dlc16_all_summon_dryads
wh2_dlc16_lord_abilities_roused_to_wrath	wh_main_all_direct_damage_unbinding
wh2_dlc16_lord_passive_conjoined_destiny	wh2_dlc16_sisters_heal_timer
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	wh_main_all_defend_vs_charge
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	wh_main_all_direct_damage_unbinding
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	wh_main_all_summon_zombies
wh2_dlc16_unit_abilities_acidic_musk_glands	wh_main_all_direct_damage
wh2_dlc16_unit_abilities_acidic_musk_glands	wh_main_all_strong_against_multiple
wh2_dlc16_unit_abilities_acidic_musk_glands	wh_main_all_weak_against_single
wh2_dlc16_unit_abilities_cellular_instability	wh_main_projectile_powerful_explosion
wh2_dlc16_unit_abilities_neuroparasites	wh_main_all_resurrect
wh2_dlc16_unit_abilities_neuroparasites	wh_main_all_resurrect_hp
wh2_dlc16_unit_abilities_volley_of_kurnous	wh_main_all_armour_piercing
wh2_dlc16_unit_abilities_volley_of_kurnous	wh_main_projectile_effective_long_range
wh2_dlc16_unit_abilities_volley_of_kurnous	wh_main_projectile_poor_penetration
wh2_dlc16_unit_abilities_warp_lightning_rod	wh2_dlc15_self_bombard_allies
wh2_dlc16_unit_abilities_warp_lightning_rod	wh2_dlc15_self_bombard_unit
wh2_dlc16_unit_abilities_warp_lightning_rod	wh2_main_all_good_against_armour
wh2_dlc16_unit_abilities_warp_lightning_rod	wh2_main_all_magical_damage_moderate
wh2_dlc16_unit_abilities_warp_lightning_rod	wh2_main_bombardment_medium_strike_aoe
wh2_dlc16_unit_abilities_warp_lightning_rod	wh_main_all_strong_against_multiple
wh2_dlc16_unit_abilities_warp_lightning_rod	wh_main_all_weak_against_single
wh2_dlc16_unit_passive_instability_1	wh_main_all_direct_damage_self_high
wh2_dlc16_unit_passive_instability_2	wh_main_all_direct_damage_self_high
wh2_dlc16_unit_passive_instability_3	wh_main_all_direct_damage_self_high
wh2_dlc16_unit_passive_instability_4	wh_main_all_direct_damage_self_high
wh2_dlc16_unit_passive_instability_4	wh_main_projectile_powerful_explosion
wh2_dlc16_unit_passive_unbinding_forest_dragon	wh_main_all_direct_damage_unbinding
wh2_dlc16_unit_passive_warp_discharge	wh2_dlc16_vortex_passive_melee
wh2_dlc16_unit_passive_warp_discharge	wh_main_all_strong_against_multiple
wh2_dlc17_army_abilities_ancestral_rune_of_grimnir	wh2_main_all_good_against_armour
wh2_dlc17_army_abilities_ancestral_rune_of_grimnir	wh_main_all_strong_against_units
wh2_dlc17_army_abilities_ancestral_rune_of_grimnir	wh_main_bombardment_large_strike_aoe
wh2_dlc17_army_abilities_ancestral_rune_of_grungni	wh2_dlc13_invulnerability
wh2_dlc17_army_abilities_shatterstone	wh2_main_all_allows_siege_assaults
wh2_dlc17_army_abilities_shatterstone	wh2_main_all_building_equipment_target
wh2_dlc17_army_abilities_shatterstone	wh_main_projectile_powerful_explosion
wh2_dlc17_army_abilities_soteks_sanctum	wh2_dlc12_spell_friendly_fire_aoe
wh2_dlc17_army_abilities_soteks_sanctum	wh_dlc08_direct_damage_medium_unit
wh2_dlc17_army_abilities_soteks_sanctum	wh_main_all_large_aoe
wh2_dlc17_army_abilities_touched_by_the_moon	wh2_dlc17_kills_unit_on_expiry
wh2_dlc17_army_abilities_tzcatlis_sanctum	wh2_dlc17_all_summon_chameleon_stalkers
wh2_dlc17_army_abilities_vile_entropy	wh2_dlc16_all_deplete_ammo_high
wh2_dlc17_army_abilities_viletide	wh_main_all_strong_against_unit
wh2_dlc17_army_abilities_viletide	wh_main_vortex_large_static_aoe
wh2_dlc17_army_abilities_xapatis_sanctum	wh_main_all_strong_against_single
wh2_dlc17_army_abilities_xapatis_sanctum	wh_main_all_weak_against_unit
wh2_dlc17_army_abilities_xapatis_sanctum	wh_main_bombardment_small_strike_aoe
wh2_dlc17_army_abilities_zhufbar_42_pounders_engineer	wh2_main_all_good_against_armour
wh2_dlc17_army_abilities_zhufbar_42_pounders_engineer	wh2_main_spell_small_wind
wh2_dlc17_hero_abilities_cinderblast_shell	wh2_main_all_flaming
