mercenary_set	province
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_forest_of_gloom
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_forest_of_gloom
wh3_dlc20_chs_province_pool	wh3_main_combi_province_forest_of_gloom
wh_main_vmp_province_pool	wh3_main_combi_province_forest_of_gloom
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_forests_of_the_moon
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_forests_of_the_moon
wh3_dlc20_chs_province_pool	wh3_main_combi_province_forests_of_the_moon
wh_main_vmp_province_pool	wh3_main_combi_province_forests_of_the_moon
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_gash_kadrak
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_gash_kadrak
wh3_dlc20_chs_province_pool	wh3_main_combi_province_gash_kadrak
wh_main_vmp_province_pool	wh3_main_combi_province_gash_kadrak
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_gianthome_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_gianthome_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_gianthome_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_gianthome_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_gisoreux_gap
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_gisoreux_gap
wh3_dlc20_chs_province_pool	wh3_main_combi_province_gisoreux_gap
wh_main_vmp_province_pool	wh3_main_combi_province_gisoreux_gap
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_gnoblar_country
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_gnoblar_country
wh3_dlc20_chs_province_pool	wh3_main_combi_province_gnoblar_country
wh_main_vmp_province_pool	wh3_main_combi_province_gnoblar_country
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_goromadny_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_goromadny_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_goromadny_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_goromadny_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_granite_hills
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_granite_hills
wh3_dlc20_chs_province_pool	wh3_main_combi_province_granite_hills
wh_main_vmp_province_pool	wh3_main_combi_province_granite_hills
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_great_desert_of_araby
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_great_desert_of_araby
wh3_dlc20_chs_province_pool	wh3_main_combi_province_great_desert_of_araby
wh_main_vmp_province_pool	wh3_main_combi_province_great_desert_of_araby
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_great_mortis_delta
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_great_mortis_delta
wh3_dlc20_chs_province_pool	wh3_main_combi_province_great_mortis_delta
wh_main_vmp_province_pool	wh3_main_combi_province_great_mortis_delta
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_griffon_gate
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_griffon_gate
wh3_dlc20_chs_province_pool	wh3_main_combi_province_griffon_gate
wh_main_vmp_province_pool	wh3_main_combi_province_griffon_gate
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_gryphon_wood
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_gryphon_wood
wh3_dlc20_chs_province_pool	wh3_main_combi_province_gryphon_wood
wh_main_vmp_province_pool	wh3_main_combi_province_gryphon_wood
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_gunpowder_road
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_gunpowder_road
wh3_dlc20_chs_province_pool	wh3_main_combi_province_gunpowder_road
wh_main_vmp_province_pool	wh3_main_combi_province_gunpowder_road
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_headhunters_jungle
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_headhunters_jungle
wh3_dlc20_chs_province_pool	wh3_main_combi_province_headhunters_jungle
wh_main_vmp_province_pool	wh3_main_combi_province_headhunters_jungle
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_heart_of_the_jungle
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_heart_of_the_jungle
wh3_dlc20_chs_province_pool	wh3_main_combi_province_heart_of_the_jungle
wh_main_vmp_province_pool	wh3_main_combi_province_heart_of_the_jungle
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_helspire_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_helspire_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_helspire_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_helspire_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_hochland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_hochland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_hochland
wh_main_vmp_province_pool	wh3_main_combi_province_hochland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_ice_tooth_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_ice_tooth_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_ice_tooth_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_ice_tooth_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_imperial_road
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_imperial_road
wh3_dlc20_chs_province_pool	wh3_main_combi_province_imperial_road
wh_main_vmp_province_pool	wh3_main_combi_province_imperial_road
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_iron_coast
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_iron_coast
wh3_dlc20_chs_province_pool	wh3_main_combi_province_iron_coast
wh_main_vmp_province_pool	wh3_main_combi_province_iron_coast
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_iron_foothills
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_iron_foothills
wh3_dlc20_chs_province_pool	wh3_main_combi_province_iron_foothills
wh_main_vmp_province_pool	wh3_main_combi_province_iron_foothills
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_iron_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_iron_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_iron_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_iron_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_ironfrost_glacier
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_ironfrost_glacier
wh3_dlc20_chs_province_pool	wh3_main_combi_province_ironfrost_glacier
wh_main_vmp_province_pool	wh3_main_combi_province_ironfrost_glacier
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_ironsand_desert
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_ironsand_desert
wh3_dlc20_chs_province_pool	wh3_main_combi_province_ironsand_desert
wh_main_vmp_province_pool	wh3_main_combi_province_ironsand_desert
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_irrana_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_irrana_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_irrana_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_irrana_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_isthmus_of_lustria
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_isthmus_of_lustria
wh3_dlc20_chs_province_pool	wh3_main_combi_province_isthmus_of_lustria
wh_main_vmp_province_pool	wh3_main_combi_province_isthmus_of_lustria
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_ivory_road
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_ivory_road
wh3_dlc20_chs_province_pool	wh3_main_combi_province_ivory_road
wh_main_vmp_province_pool	wh3_main_combi_province_ivory_road
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_jade_river_delta
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_jade_river_delta
wh3_dlc20_chs_province_pool	wh3_main_combi_province_jade_river_delta
wh_main_vmp_province_pool	wh3_main_combi_province_jade_river_delta
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_jungles_of_chian
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_jungles_of_chian
wh3_dlc20_chs_province_pool	wh3_main_combi_province_jungles_of_chian
wh_main_vmp_province_pool	wh3_main_combi_province_jungles_of_chian
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_jungles_of_green_mist
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_jungles_of_green_mist
wh3_dlc20_chs_province_pool	wh3_main_combi_province_jungles_of_green_mist
wh_main_vmp_province_pool	wh3_main_combi_province_jungles_of_green_mist
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_jungles_of_pahualaxa
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_jungles_of_pahualaxa
wh3_dlc20_chs_province_pool	wh3_main_combi_province_jungles_of_pahualaxa
wh_main_vmp_province_pool	wh3_main_combi_province_jungles_of_pahualaxa
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_kdatha
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_kdatha
wh3_dlc20_chs_province_pool	wh3_main_combi_province_kdatha
wh_main_vmp_province_pool	wh3_main_combi_province_kdatha
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_kingdom_of_beasts
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_kingdom_of_beasts
wh3_dlc20_chs_province_pool	wh3_main_combi_province_kingdom_of_beasts
wh_main_vmp_province_pool	wh3_main_combi_province_kingdom_of_beasts
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_land_of_assassins
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_land_of_assassins
wh3_dlc20_chs_province_pool	wh3_main_combi_province_land_of_assassins
wh_main_vmp_province_pool	wh3_main_combi_province_land_of_assassins
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_land_of_the_dead
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_land_of_the_dead
wh3_dlc20_chs_province_pool	wh3_main_combi_province_land_of_the_dead
wh_main_vmp_province_pool	wh3_main_combi_province_land_of_the_dead
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_land_of_the_dervishes
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_land_of_the_dervishes
wh3_dlc20_chs_province_pool	wh3_main_combi_province_land_of_the_dervishes
wh_main_vmp_province_pool	wh3_main_combi_province_land_of_the_dervishes
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_lands_of_stone_and_steel
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_lands_of_stone_and_steel
wh3_dlc20_chs_province_pool	wh3_main_combi_province_lands_of_stone_and_steel
wh_main_vmp_province_pool	wh3_main_combi_province_lands_of_stone_and_steel
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_marches_of_couronne
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_marches_of_couronne
wh3_dlc20_chs_province_pool	wh3_main_combi_province_marches_of_couronne
wh_main_vmp_province_pool	wh3_main_combi_province_marches_of_couronne
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_marshes_of_madness
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_marshes_of_madness
wh3_dlc20_chs_province_pool	wh3_main_combi_province_marshes_of_madness
wh_main_vmp_province_pool	wh3_main_combi_province_marshes_of_madness
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_middenland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_middenland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_middenland
wh_main_vmp_province_pool	wh3_main_combi_province_middenland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mootland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mootland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mootland
wh_main_vmp_province_pool	wh3_main_combi_province_mootland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mosquito_swamps
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mosquito_swamps
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mosquito_swamps
wh_main_vmp_province_pool	wh3_main_combi_province_mosquito_swamps
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mount_li
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mount_li
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mount_li
wh_main_vmp_province_pool	wh3_main_combi_province_mount_li
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mountains_of_hel
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mountains_of_hel
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mountains_of_hel
wh_main_vmp_province_pool	wh3_main_combi_province_mountains_of_hel
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mountains_of_mourn
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mountains_of_mourn
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mountains_of_mourn
wh_main_vmp_province_pool	wh3_main_combi_province_mountains_of_mourn
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mountains_of_naglfari
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mountains_of_naglfari
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mountains_of_naglfari
wh_main_vmp_province_pool	wh3_main_combi_province_mountains_of_naglfari
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_mouth_of_ruin
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_mouth_of_ruin
wh3_dlc20_chs_province_pool	wh3_main_combi_province_mouth_of_ruin
wh_main_vmp_province_pool	wh3_main_combi_province_mouth_of_ruin
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_nagarythe
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_nagarythe
wh3_dlc20_chs_province_pool	wh3_main_combi_province_nagarythe
wh_main_vmp_province_pool	wh3_main_combi_province_nagarythe
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_nongchang_basin
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_nongchang_basin
wh3_dlc20_chs_province_pool	wh3_main_combi_province_nongchang_basin
wh_main_vmp_province_pool	wh3_main_combi_province_nongchang_basin
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_nordland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_nordland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_nordland
wh_main_vmp_province_pool	wh3_main_combi_province_nordland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_northern_grey_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_northern_grey_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_northern_grey_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_northern_grey_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_northern_sylvania
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_northern_sylvania
wh3_dlc20_chs_province_pool	wh3_main_combi_province_northern_sylvania
wh_main_vmp_province_pool	wh3_main_combi_province_northern_sylvania
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_northern_wastes
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_northern_wastes
wh3_dlc20_chs_province_pool	wh3_main_combi_province_northern_wastes
wh_main_vmp_province_pool	wh3_main_combi_province_northern_wastes
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_northern_worlds_edge_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_northern_worlds_edge_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_northern_worlds_edge_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_northern_worlds_edge_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_northern_yvresse
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_northern_yvresse
wh3_dlc20_chs_province_pool	wh3_main_combi_province_northern_yvresse
wh_main_vmp_province_pool	wh3_main_combi_province_northern_yvresse
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_obsidian_peaks
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_obsidian_peaks
wh3_dlc20_chs_province_pool	wh3_main_combi_province_obsidian_peaks
wh_main_vmp_province_pool	wh3_main_combi_province_obsidian_peaks
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_ostermark
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_ostermark
wh3_dlc20_chs_province_pool	wh3_main_combi_province_ostermark
wh_main_vmp_province_pool	wh3_main_combi_province_ostermark
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_ostland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_ostland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_ostland
wh_main_vmp_province_pool	wh3_main_combi_province_ostland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_path_to_the_east
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_path_to_the_east
wh3_dlc20_chs_province_pool	wh3_main_combi_province_path_to_the_east
wh_main_vmp_province_pool	wh3_main_combi_province_path_to_the_east
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_peak_pass
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_peak_pass
wh3_dlc20_chs_province_pool	wh3_main_combi_province_peak_pass
wh_main_vmp_province_pool	wh3_main_combi_province_peak_pass
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_phoenix_gate
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_phoenix_gate
wh3_dlc20_chs_province_pool	wh3_main_combi_province_phoenix_gate
wh_main_vmp_province_pool	wh3_main_combi_province_phoenix_gate
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_pirates_current
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_pirates_current
wh3_dlc20_chs_province_pool	wh3_main_combi_province_pirates_current
wh_main_vmp_province_pool	wh3_main_combi_province_pirates_current
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_plain_of_illusions
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_plain_of_illusions
wh3_dlc20_chs_province_pool	wh3_main_combi_province_plain_of_illusions
wh_main_vmp_province_pool	wh3_main_combi_province_plain_of_illusions
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_plains_of_xen
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_plains_of_xen
wh3_dlc20_chs_province_pool	wh3_main_combi_province_plains_of_xen
wh_main_vmp_province_pool	wh3_main_combi_province_plains_of_xen
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_red_desert
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_red_desert
wh3_dlc20_chs_province_pool	wh3_main_combi_province_red_desert
wh_main_vmp_province_pool	wh3_main_combi_province_red_desert
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_reikland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_reikland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_reikland
wh_main_vmp_province_pool	wh3_main_combi_province_reikland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_rib_peaks
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_rib_peaks
wh3_dlc20_chs_province_pool	wh3_main_combi_province_rib_peaks
wh_main_vmp_province_pool	wh3_main_combi_province_rib_peaks
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_river_brienne
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_river_brienne
wh3_dlc20_chs_province_pool	wh3_main_combi_province_river_brienne
wh_main_vmp_province_pool	wh3_main_combi_province_river_brienne
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_river_lynsk
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_river_lynsk
wh3_dlc20_chs_province_pool	wh3_main_combi_province_river_lynsk
wh_main_vmp_province_pool	wh3_main_combi_province_river_lynsk
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_river_qurveza
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_river_qurveza
wh3_dlc20_chs_province_pool	wh3_main_combi_province_river_qurveza
wh_main_vmp_province_pool	wh3_main_combi_province_river_qurveza
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_river_urskoy
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_river_urskoy
wh3_dlc20_chs_province_pool	wh3_main_combi_province_river_urskoy
wh_main_vmp_province_pool	wh3_main_combi_province_river_urskoy
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_saphery
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_saphery
wh3_dlc20_chs_province_pool	wh3_main_combi_province_saphery
wh_main_vmp_province_pool	wh3_main_combi_province_saphery
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_scorpion_coast
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_scorpion_coast
wh3_dlc20_chs_province_pool	wh3_main_combi_province_scorpion_coast
wh_main_vmp_province_pool	wh3_main_combi_province_scorpion_coast
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_serpent_estuary
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_serpent_estuary
wh3_dlc20_chs_province_pool	wh3_main_combi_province_serpent_estuary
wh_main_vmp_province_pool	wh3_main_combi_province_serpent_estuary
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_shifting_sands
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_shifting_sands
wh3_dlc20_chs_province_pool	wh3_main_combi_province_shifting_sands
wh_main_vmp_province_pool	wh3_main_combi_province_shifting_sands
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_solland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_solland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_solland
wh_main_vmp_province_pool	wh3_main_combi_province_solland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_badlands
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_badlands
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_badlands
wh_main_vmp_province_pool	wh3_main_combi_province_southern_badlands
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_grey_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_grey_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_grey_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_southern_grey_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_jungles
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_jungles
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_jungles
wh_main_vmp_province_pool	wh3_main_combi_province_southern_jungles
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_oblast
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_oblast
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_oblast
wh_main_vmp_province_pool	wh3_main_combi_province_southern_oblast
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_sylvania
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_sylvania
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_sylvania
wh_main_vmp_province_pool	wh3_main_combi_province_southern_sylvania
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_worlds_edge_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_worlds_edge_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_worlds_edge_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_southern_worlds_edge_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southern_yvresse
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southern_yvresse
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southern_yvresse
wh_main_vmp_province_pool	wh3_main_combi_province_southern_yvresse
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_southlands_worlds_edge_mountains
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_southlands_worlds_edge_mountains
wh3_dlc20_chs_province_pool	wh3_main_combi_province_southlands_worlds_edge_mountains
wh_main_vmp_province_pool	wh3_main_combi_province_southlands_worlds_edge_mountains
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_spine_of_sotek
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_spine_of_sotek
wh3_dlc20_chs_province_pool	wh3_main_combi_province_spine_of_sotek
wh_main_vmp_province_pool	wh3_main_combi_province_spine_of_sotek
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_spiteful_peaks
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_spiteful_peaks
wh3_dlc20_chs_province_pool	wh3_main_combi_province_spiteful_peaks
wh_main_vmp_province_pool	wh3_main_combi_province_spiteful_peaks
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_stirland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_stirland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_stirland
wh_main_vmp_province_pool	wh3_main_combi_province_stirland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_stonesky_foothills
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_stonesky_foothills
wh3_dlc20_chs_province_pool	wh3_main_combi_province_stonesky_foothills
wh_main_vmp_province_pool	wh3_main_combi_province_stonesky_foothills
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_talabecland
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_talabecland
wh3_dlc20_chs_province_pool	wh3_main_combi_province_talabecland
wh_main_vmp_province_pool	wh3_main_combi_province_talabecland
wh2_dlc11_cst_vampire_pirate_province_pool	wh3_main_combi_province_talsyn
wh2_dlc16_wef_drycha_province_merc_pool	wh3_main_combi_province_talsyn
