army_name	unit_name	script_name	number_of_unit
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy	wh2_main_skv_mon_rat_ogres	enemy_main	1
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua_tier_4	player_army	2
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua_tier_4	player_army	3
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_main_lzd_cav_cold_ones_1_rank_4	player_army	2
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_main_lzd_inf_chameleon_skinks_0	player_army	2
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_main_lzd_inf_saurus_warriors_1_tier_3	player_army	4
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_main_lzd_inf_temple_guards	player_army	1
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_main_lzd_mon_bastiladon_1	player_army	1
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_main_lzd_mon_kroxigors	player_army	2
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	wh2_dlc12_lzd_cav_ripperdactyl_riders_0_tier_3	enemy_reinforcements	2
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	wh2_dlc12_lzd_mon_stegadon_1_tier_4	enemy_reinforcements	1
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	wh2_main_lzd_inf_chameleon_skinks_0_tier_3	enemy_reinforcements	2
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	wh2_main_lzd_inf_temple_guards_tier_3	enemy_reinforcements	3
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_dlc12_lzd_inf_skink_red_crested_tier_4	enemy_army	3
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_dlc12_lzd_mon_ancient_salamander_0_tier_2	enemy_army	1
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_dlc12_lzd_mon_salamander_pack_tier_4	enemy_army	3
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_main_lzd_inf_skink_cohort_0_tier_4	enemy_army	2
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_main_lzd_inf_skink_skirmishers_0_tier_3	enemy_army	3
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_dlc12_skv_inf_ratling_gun_0_tier_3	player_army	2
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_dlc12_skv_inf_warplock_jezzails_0_tier_3	player_army	2
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_dlc12_skv_veh_doomflayer_tier_4	player_army	2
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_main_skv_art_warp_lightning_cannon	player_army	1
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_main_skv_inf_stormvermin_0_tier_4	player_army	5
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_main_skv_inf_stormvermin_1_tier_3	player_army	4
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_main_skv_inf_warpfire_thrower_tier_4	player_army	2
wh2_dlc13_emp_final_battle_gorrok_enemy	wh2_dlc12_lzd_cav_ripperdactyl_riders_0_tier_3	gorrok	1
wh2_dlc13_emp_final_battle_gorrok_enemy	wh2_main_lzd_cav_terradon_riders_1_tier_4	gorrok	2
wh2_dlc13_emp_final_battle_gorrok_enemy	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	gorrok	4
wh2_dlc13_emp_final_battle_gorrok_enemy	wh2_main_lzd_inf_saurus_warriors_1_tier_3	gorrok	4
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_dlc13_lzd_mon_dread_saurian_0	nakai	1
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_dlc13_lzd_mon_razordon_pack_0	nakai	2
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_dlc13_lzd_mon_sacred_kroxigors_0	nakai	1
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_main_lzd_cav_cold_ones_0	nakai	2
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_main_lzd_inf_skink_cohort_0	nakai	2
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_main_lzd_inf_skink_cohort_1	nakai	2
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_main_lzd_mon_bastiladon_1	nakai	1
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_main_lzd_mon_bastiladon_blessed_2_tier_4	nakai	1
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_main_lzd_mon_kroxigors_blessed_tier_4	nakai	2
wh2_dlc13_emp_final_battle_summoner_1_enemy	wh2_main_lzd_inf_temple_guards	summoner1	2
wh2_dlc13_emp_final_battle_summoner_2_enemy	wh2_main_lzd_inf_temple_guards	summoner2	2
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_emp_inf_huntsmen_0_rank_7	wulfhart	4
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_emp_veh_war_wagon_1_rank_7	wulfhart	2
wh2_dlc13_emp_final_battle_wulfhart_player	wh_main_emp_cav_demigryph_knights_1_rank_6_tier_4	wulfhart	2
wh2_dlc13_emp_final_battle_wulfhart_player	wh_main_emp_inf_greatswords_rank_6_tier_3	wulfhart	3
wh2_dlc13_emp_final_battle_wulfhart_player	wh_main_emp_inf_halberdiers_rank_9_tier_3	wulfhart	3
wh2_dlc13_emp_final_battle_wulfhart_player	wh_main_emp_veh_luminark_of_hysh_0_rank_6	wulfhart	1
wh2_dlc13_emp_final_battle_wulfhart_reinf_player	wh2_dlc13_emp_inf_huntsmen_0_rank_4	reinforcements	4
wh2_dlc13_emp_final_battle_wulfhart_reinf_player	wh2_dlc13_emp_veh_war_wagon_1_rank_4	reinforcements	1
wh2_dlc13_emp_final_battle_wulfhart_reinf_player	wh_main_emp_inf_greatswords_rank_3_tier_3	reinforcements	3
wh2_dlc13_emp_final_battle_wulfhart_reinf_player	wh_main_emp_inf_halberdiers_rank_3_tier_3	reinforcements	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	enemy_main	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	enemy_main	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_main_lzd_cav_terradon_riders_0	enemy_main	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_main_lzd_inf_saurus_spearmen_0	enemy_main	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_main_lzd_inf_saurus_warriors_1	enemy_main	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_main_lzd_inf_temple_guards	enemy_main	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_main_lzd_mon_ancient_stegadon	enemy_main	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_main_lzd_cav_cold_ones_1	enemy_walls	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_main_lzd_inf_saurus_spearmen_0	enemy_walls	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_main_lzd_inf_saurus_warriors_0	enemy_walls	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_main_lzd_inf_saurus_warriors_1	enemy_walls	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_main_lzd_mon_stegadon_0	enemy_walls	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_dlc12_lzd_inf_skink_red_crested	enemy_port	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	enemy_port	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	enemy_port	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_main_lzd_inf_skink_cohort_0	enemy_port	3
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_main_lzd_inf_skink_skirmishers_0	enemy_port	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_main_lzd_mon_bastiladon_0	enemy_port	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1	wh2_dlc13_emp_inf_archers_0_tier_4	empire_ally	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1	wh_main_emp_inf_spearmen_0_tier_1	empire_ally	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1	wh_main_emp_inf_swordsmen_tier_1	empire_ally	3
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2	wh_main_emp_inf_crossbowmen_tier_2	empire_reinforcements	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2	wh_main_emp_inf_greatswords_tier_3	empire_reinforcements	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2	wh_main_emp_inf_halberdiers_tier_3	empire_reinforcements	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2	wh_main_emp_inf_swordsmen_tier_1	empire_reinforcements	3
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_cav_empire_knights_ror_1_rank_4	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_inf_archers_0_tier_4	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_inf_greatswords_ror_0_rank_4	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_inf_huntsmen_0_rank_4	player_army	3
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_veh_war_wagon_0_rank_4	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_veh_war_wagon_1_rank_4	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh_main_emp_cav_reiksguard_rank_3_tier_4	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh_main_emp_inf_greatswords_rank_3_tier_3	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh_main_emp_inf_halberdiers_rank_3_tier_3	player_army	2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh_main_emp_inf_spearmen_rank_4_tier_1	player_army	1
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh_main_emp_inf_swordsmen_rank_4_tier_1	player_army	2
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	player_army	5
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_main_lzd_inf_saurus_warriors_1_tier_3	player_army	5
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_main_lzd_inf_temple_guards_tier_3	player_army	4
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_main_lzd_mon_bastiladon_2_tier_3	player_army	1
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_main_lzd_mon_carnosaur_0	player_army	1
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_main_lzd_mon_kroxigors_tier_4	player_army	2
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_dlc13_lzd_mon_dread_saurian_0_rank_4	player_army	1
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	player_army	3
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	player_army	3
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_main_lzd_cav_terradon_riders_blessed_1_tier_4	player_army	3
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	player_army	2
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_main_lzd_inf_saurus_warriors_1_tier_3	player_army	2
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_main_lzd_mon_bastiladon_2_tier_3	player_army	1
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_main_lzd_mon_kroxigors_blessed_tier_4	player_army	3
wh2_dlc13_lzd_final_battle_emp_harass	wh2_dlc13_emp_inf_huntsmen_0_rank_4	emp_harass_1	2
wh2_dlc13_lzd_final_battle_emp_harass	wh2_dlc13_emp_inf_huntsmen_0_rank_4	emp_harass_2	3
wh2_dlc13_lzd_final_battle_emp_harass	wh_main_emp_cav_outriders_1_rank_6_tier_3	emp_harass_1	2
wh2_dlc13_lzd_final_battle_emp_harass	wh_main_emp_cav_outriders_1_rank_6_tier_3	emp_harass_2	2
wh2_dlc13_lzd_final_battle_gorrok_ally	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	gorrok	2
wh2_dlc13_lzd_final_battle_gorrok_ally	wh2_main_lzd_inf_saurus_warriors_1_tier_3	gorrok	2
wh2_dlc13_lzd_final_battle_gorrok_ally	wh2_main_lzd_inf_temple_guards_tier_3	gorrok	2
wh2_dlc13_lzd_final_battle_gorrok_ally	wh2_main_lzd_mon_bastiladon_1	gorrok	2
wh2_dlc13_lzd_final_battle_nakai_player	wh2_dlc13_lzd_mon_dread_saurian_1_rank_4	nakai	1
wh2_dlc13_lzd_final_battle_nakai_player	wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	nakai	2
wh2_dlc13_lzd_final_battle_nakai_player	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	nakai	3
wh2_dlc13_lzd_final_battle_nakai_player	wh2_main_lzd_cav_horned_ones_tier_4	nakai	3
wh2_dlc13_lzd_final_battle_nakai_player	wh2_main_lzd_inf_temple_guards_tier_3	nakai	3
wh2_dlc13_lzd_final_battle_nakai_player	wh2_main_lzd_mon_bastiladon_1	nakai	2
wh2_dlc13_lzd_final_battle_nakai_player	wh2_main_lzd_mon_kroxigors_tier_4	nakai	3
wh2_dlc13_lzd_final_battle_summoner_1_ally	wh2_main_lzd_inf_temple_guards	summoner1	1
wh2_dlc13_lzd_final_battle_summoner_2_ally	wh2_main_lzd_inf_temple_guards	summoner2	1
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_emp_veh_war_wagon_1_rank_4	wulfhart	2
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh_main_emp_art_great_cannon_rank_6_tier_3	wulfhart	1
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh_main_emp_cav_demigryph_knights_0_rank_6_tier_4	wulfhart	2
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh_main_emp_cav_reiksguard_rank_6_tier_4	wulfhart	2
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh_main_emp_inf_halberdiers_rank_6_tier_3	wulfhart	3
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh_main_emp_inf_handgunners_tier_3	wulfhart	3
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh_main_emp_veh_luminark_of_hysh_0_tier_5	wulfhart	1
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh2_dlc13_emp_inf_huntsmen_0_rank_4	reinforcements	3
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh_main_emp_cav_demigryph_knights_1_rank_6_tier_4	reinforcements	3
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh_main_emp_inf_greatswords_rank_6_tier_3	reinforcements	3
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh_main_emp_inf_halberdiers_rank_3_tier_3	reinforcements	3
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh_main_emp_inf_handgunners_tier_3	reinforcements	3
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh_main_emp_veh_steam_tank_rank_9_tier_5	reinforcements	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_dlc13_lzd_mon_dread_saurian_1_rank_4	ally_nakai	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	ally_nakai	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	ally_nakai	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_main_lzd_cav_horned_ones_tier_4	ally_nakai	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_main_lzd_cav_terradon_riders_1_tier_4	ally_nakai	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_main_lzd_mon_bastiladon_1	ally_nakai	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_main_lzd_mon_kroxigors_tier_4	ally_nakai	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh3_main_pro_tze_inf_pink_horrors_0		1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_dlc12_skv_inf_ratling_gun_0	enemy_skaven_east	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_dlc12_skv_inf_warplock_jezzails_0	enemy_skaven_east	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_main_skv_art_warp_lightning_cannon	enemy_skaven_east	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_main_skv_inf_clanrat_spearmen_1	enemy_skaven_east	3
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_main_skv_inf_clanrats_1	enemy_skaven_east	3
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_main_skv_inf_stormvermin_1	enemy_skaven_east	3
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_main_skv_mon_hell_pit_abomination	enemy_skaven_east	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_main_skv_mon_rat_ogres	enemy_skaven_east	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_art_mortar	enemy_vampirates_west	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_inf_depth_guard_0_tier_4	enemy_vampirates_west	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_inf_depth_guard_1_tier_4	enemy_vampirates_west	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	enemy_vampirates_west	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_inf_zombie_gunnery_mob_1_tier3	enemy_vampirates_west	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_mon_rotting_leviathan_0	enemy_vampirates_west	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	enemy_vampirates_west	2
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	player_army	7
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_main_lzd_inf_saurus_warriors_1_tier_3	player_army	8
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_main_lzd_mon_bastiladon_1	player_army	1
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_main_lzd_mon_bastiladon_2	player_army	1
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_dlc01_chs_inf_chaos_warriors_2_rank_3_tier_3	enemy_army	1
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_dlc01_chs_inf_chosen_2_rank_3_tier_4	enemy_army	2
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_dlc01_chs_mon_dragon_ogre_tier_4	enemy_army	1
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_dlc06_chs_inf_aspiring_champions_0	enemy_army	2
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_main_chs_art_hellcannon_rank_3_tier_4	enemy_army	1
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_main_chs_cav_chaos_knights_1_rank_3_tier_5	enemy_army	2
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh_main_chs_mon_chaos_spawn_rank_3_tier_4	enemy_army	3
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_2	wh_dlc01_chs_inf_chosen_2_rank_3_tier_4	enemy_reinforcements	3
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_2	wh_main_chs_cav_chaos_knights_1_rank_3_tier_5	enemy_reinforcements	4
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_2	wh_main_chs_mon_chaos_warhounds_1_rank_3_tier_2	enemy_reinforcements	2
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	player_army	3
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_main_lzd_cav_horned_ones_tier_4	player_army	2
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_main_lzd_cav_terradon_riders_blessed_1_tier_4	player_army	3
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	player_army	3
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_main_lzd_inf_saurus_warriors_1_tier_3	player_army	3
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_main_lzd_mon_bastiladon_1	player_army	1
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_main_lzd_mon_kroxigors_blessed_tier_4	player_army	3
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_dlc12_lzd_inf_skink_red_crested	ally_cinematic	1
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_dlc12_lzd_mon_stegadon_1_tier_4	ally_cinematic	2
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_main_lzd_inf_skink_cohort_1	ally_cinematic	1
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_main_lzd_inf_temple_guards_tier_3	ally_cinematic	2
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_main_lzd_inf_saurus_spearmen_1_tier_3	ally_gor_rok	2
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_main_lzd_inf_saurus_warriors_1_tier_3	ally_gor_rok	2
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_main_lzd_inf_temple_guards_tier_3	ally_gor_rok	2
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_main_lzd_mon_bastiladon_1	ally_gor_rok	2
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_main_lzd_mon_bastiladon_2	ally_gor_rok	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_1_vampirates	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	enemy_cinematic	7
wh2_dlc13_qb_nakai_golden_tributes_enemy_1_vampirates	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	enemy_cinematic	3
wh2_dlc13_qb_nakai_golden_tributes_enemy_1_vampirates	wh2_dlc11_cst_mon_scurvy_dogs_4	enemy_cinematic	4
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_dlc12_skv_inf_ratling_gun_0	enemy_skaven_east	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_dlc12_skv_inf_warplock_jezzails_0	enemy_skaven_east	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_main_skv_inf_clanrat_spearmen_1	enemy_skaven_east	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_main_skv_inf_clanrats_1	enemy_skaven_east	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_main_skv_inf_stormvermin_1	enemy_skaven_east	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_main_skv_mon_hell_pit_abomination	enemy_skaven_east	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_main_skv_mon_rat_ogres	enemy_skaven_east	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_art_mortar	enemy_vampirates_west	3
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_inf_depth_guard_0_tier_4	enemy_vampirates_west	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_inf_depth_guard_1_tier_4	enemy_vampirates_west	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	enemy_vampirates_west	3
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_inf_zombie_gunnery_mob_1_tier3	enemy_vampirates_west	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_mon_rotting_leviathan_0	enemy_vampirates_west	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	enemy_vampirates_west	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_art_carronade	enemy_harkon_boss	1
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_art_mortar	enemy_harkon_boss	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_cav_deck_droppers_2	enemy_harkon_boss	3
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_inf_deck_gunners_0	enemy_harkon_boss	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_inf_depth_guard_0	enemy_harkon_boss	3
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_inf_depth_guard_1	enemy_harkon_boss	4
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_mon_necrofex_colossus_0	enemy_harkon_boss	2
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_cst_mon_rotting_leviathan_0	enemy_harkon_boss	1
wh2_dlc13_qb_nakai_golden_tributes_player	wh2_dlc13_lzd_mon_dread_saurian_1_rank_4	player_army	1
wh2_dlc13_qb_nakai_golden_tributes_player	wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	player_army	2
wh2_dlc13_qb_nakai_golden_tributes_player	wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	player_army	3
