unit_set	subculture	cap
mp_cap_unit_nur_mon_plague_toads_0		4
mp_cap_unit_nur_mon_rot_flies_0		4
mp_cap_unit_nur_mon_soul_grinder_0		2
mp_cap_unit_ogr_cav_crushers_0		3
mp_cap_unit_ogr_cav_crushers_1		3
mp_cap_unit_ogr_cav_crushers_ror_0		1
mp_cap_unit_ogr_cav_mournfang_cavalry_0		3
mp_cap_unit_ogr_cav_mournfang_cavalry_1		3
mp_cap_unit_ogr_cav_mournfang_cavalry_2		3
mp_cap_unit_ogr_inf_gnoblars_0		5
mp_cap_unit_ogr_inf_gnoblars_1		5
mp_cap_unit_ogr_inf_ironguts_0		4
mp_cap_unit_ogr_inf_leadbelchers_0		4
mp_cap_unit_ogr_inf_maneaters_0		3
mp_cap_unit_ogr_inf_maneaters_1		3
mp_cap_unit_ogr_inf_maneaters_2		3
mp_cap_unit_ogr_inf_maneaters_3		3
mp_cap_unit_ogr_inf_maneaters_ror_0		1
mp_cap_unit_ogr_inf_ogres_0		4
mp_cap_unit_ogr_inf_ogres_1		4
mp_cap_unit_ogr_inf_ogres_2		4
mp_cap_unit_ogr_mon_giant_0		2
mp_cap_unit_ogr_mon_gorgers_0		4
mp_cap_unit_ogr_mon_sabretusk_pack_0		4
mp_cap_unit_ogr_mon_stonehorn_0		2
mp_cap_unit_ogr_mon_stonehorn_1		2
mp_cap_unit_ogr_veh_gnoblar_scraplauncher_0		3
mp_cap_unit_ogr_veh_ironblaster_0		2
mp_cap_unit_skv_art_warp_lightning_cannon_ror_0		1
mp_cap_unit_skv_inf_clanrat_spearmen_0		5
mp_cap_unit_skv_inf_clanrat_spearmen_1		5
mp_cap_unit_skv_inf_clanrats_0		5
mp_cap_unit_skv_inf_clanrats_1		5
mp_cap_unit_skv_inf_clanrats_ror_0		1
mp_cap_unit_skv_inf_death_globe_bombardiers		5
mp_cap_unit_skv_inf_death_runners		5
mp_cap_unit_skv_inf_death_runners_ror		1
mp_cap_unit_skv_inf_eshin_triads		5
mp_cap_unit_skv_inf_eshin_triads_ror		1
mp_cap_unit_skv_inf_gutter_runner_slingers_0		5
mp_cap_unit_skv_inf_gutter_runner_slingers_1		5
mp_cap_unit_skv_inf_gutter_runners_0		5
mp_cap_unit_skv_inf_gutter_runners_1		5
mp_cap_unit_skv_inf_night_runner_slingers_0		5
mp_cap_unit_skv_inf_night_runners		5
mp_cap_unit_skv_inf_plague_monk_censer_bearer_ror_0		1
mp_cap_unit_skv_inf_plague_monk_censer_bearers		4
mp_cap_unit_skv_inf_plague_monks		5
mp_cap_unit_skv_inf_poison_wind_globadiers		5
mp_cap_unit_skv_inf_poison_wind_mortar		4
mp_cap_unit_skv_inf_poison_wind_mortar_ror		1
mp_cap_unit_skv_inf_ratling_gun_ror_0		1
mp_cap_unit_skv_inf_ratling_guns		4
mp_cap_unit_skv_inf_skavenslave_slingers		5
mp_cap_unit_skv_inf_skavenslave_spears		5
mp_cap_unit_skv_inf_skavenslaves		5
mp_cap_unit_skv_inf_stormvermin_0		4
mp_cap_unit_skv_inf_stormvermin_1		4
mp_cap_unit_skv_inf_stormvermin_ror_0		1
mp_cap_unit_skv_inf_warp_grinder		1
mp_cap_unit_skv_inf_warpfire_throwers		5
mp_cap_unit_skv_inf_warplock_jezzails		4
mp_cap_unit_skv_inf_warplock_jezzails_ror_0		1
mp_cap_unit_skv_mon_art_plagueclaw_catapult		4
mp_cap_unit_skv_mon_art_warp_lightning_cannon		4
mp_cap_unit_skv_mon_brood_horror_0		2
mp_cap_unit_skv_mon_hell_pit_abomination		2
mp_cap_unit_skv_mon_hell_pit_abomination_ror_0		1
mp_cap_unit_skv_mon_rat_ogre_mutant		2
mp_cap_unit_skv_mon_rat_ogre_mutant_ror_0		1
mp_cap_unit_skv_mon_rat_ogres		4
mp_cap_unit_skv_mon_rat_ogres_ror_0		1
mp_cap_unit_skv_mon_veh_doom_flayers		4
mp_cap_unit_skv_mon_veh_doomwheel		2
mp_cap_unit_skv_mon_wolf_rats_0		4
mp_cap_unit_skv_mon_wolf_rats_1		4
mp_cap_unit_skv_veh_doom_flayer_ror_0		1
mp_cap_unit_skv_veh_doomwheel_ror_0		1
mp_cap_unit_sla_cav_heartseekers_of_slaanesh_0		3
mp_cap_unit_sla_cav_heartseekers_of_slaanesh_ror_0		1
mp_cap_unit_sla_cav_hellstriders_0		4
mp_cap_unit_sla_cav_hellstriders_1		4
mp_cap_unit_sla_cav_seekers_of_slaanesh_0		4
mp_cap_unit_sla_inf_chaos_furies_0		4
mp_cap_unit_sla_inf_daemonette_0		5
mp_cap_unit_sla_inf_daemonette_1		3
mp_cap_unit_sla_inf_daemonette_ror_0		1
mp_cap_unit_sla_inf_marauders_0		5
mp_cap_unit_sla_inf_marauders_1		5
mp_cap_unit_sla_inf_marauders_2		5
mp_cap_unit_sla_mon_fiends_of_slaanesh_0		3
mp_cap_unit_sla_mon_keeper_of_secrets_0		2
mp_cap_unit_sla_mon_soul_grinder_0		2
mp_cap_unit_sla_veh_exalted_seeker_chariot_0		2
mp_cap_unit_sla_veh_hellflayer_0		4
mp_cap_unit_sla_veh_seeker_chariot_0		4
mp_cap_unit_tmb_art_casket_of_souls		2
mp_cap_unit_tmb_art_screaming_skull_catapult		4
mp_cap_unit_tmb_cav_necropolis_knights_0		3
mp_cap_unit_tmb_cav_necropolis_knights_1		3
mp_cap_unit_tmb_cav_nehekhara_horsemen		4
mp_cap_unit_tmb_cav_skeleton_horsemen		4
mp_cap_unit_tmb_cav_skeleton_horsemen_archers		4
mp_cap_unit_tmb_inf_nehekhara_warriors		5
mp_cap_unit_tmb_inf_skeleton_archers		5
mp_cap_unit_tmb_inf_skeleton_archers_ror		1
mp_cap_unit_tmb_inf_skeleton_spearmen		5
mp_cap_unit_tmb_inf_skeleton_spearmen_ror		1
mp_cap_unit_tmb_inf_skeleton_warriors		5
mp_cap_unit_tmb_inf_tomb_guard_0		5
mp_cap_unit_tmb_inf_tomb_guard_1		5
mp_cap_unit_tmb_inf_tomb_guard_ror		1
mp_cap_unit_tmb_mon_bone_giant		2
mp_cap_unit_tmb_mon_carrion		4
mp_cap_unit_tmb_mon_hierotitan		1
mp_cap_unit_tmb_mon_khemrian_warsphinx		2
mp_cap_unit_tmb_mon_necrosphinx		2
mp_cap_unit_tmb_mon_necrosphinx_ror		1
mp_cap_unit_tmb_mon_sepulchral_stalkers		4
mp_cap_unit_tmb_mon_sepulchral_stalkers_ror		1
mp_cap_unit_tmb_mon_tomb_scorpion		2
mp_cap_unit_tmb_mon_ushabti_0		4
mp_cap_unit_tmb_mon_ushabti_1		4
mp_cap_unit_tmb_mon_ushabti_ror		1
mp_cap_unit_tmb_veh_skeleton_archer_chariots		4
mp_cap_unit_tmb_veh_skeleton_chariots		4
mp_cap_unit_tze_cav_doom_knights_0		3
mp_cap_unit_tze_cav_doom_knights_ror_0		1
mp_cap_unit_tze_inf_blue_horrors_0		5
mp_cap_unit_tze_inf_chaos_furies_0		4
mp_cap_unit_tze_inf_pink_horrors_0		5
mp_cap_unit_tze_inf_pink_horrors_1		3
mp_cap_unit_tze_inf_pink_horrors_ror_0		1
mp_cap_unit_tze_mon_exalted_flamers_0		2
mp_cap_unit_tze_mon_flamers_0		4
mp_cap_unit_tze_mon_lord_of_change_0		2
mp_cap_unit_tze_mon_screamers_0		4
mp_cap_unit_tze_mon_soul_grinder_0		2
mp_cap_unit_tze_veh_burning_chariot_0		2
mp_cap_unit_vmp_cav_black_knights_0		4
mp_cap_unit_vmp_cav_black_knights_3		4
mp_cap_unit_vmp_cav_blood_knights		3
mp_cap_unit_vmp_cav_chillgheists_0		1
mp_cap_unit_vmp_cav_hexwraiths		3
mp_cap_unit_vmp_cav_vereks_reavers_0		1
mp_cap_unit_vmp_inf_cairn_wraiths		5
mp_cap_unit_vmp_inf_crypt_ghouls		5
mp_cap_unit_vmp_inf_dire_wolves		4
mp_cap_unit_vmp_inf_feasters_in_the_dusk_0		1
mp_cap_unit_vmp_inf_fell_bats		4
mp_cap_unit_vmp_inf_grave_guard_0		5
mp_cap_unit_vmp_inf_grave_guard_1		4
mp_cap_unit_vmp_inf_konigstein_stalkers_0		1
mp_cap_unit_vmp_inf_skeleton_spearmen		5
mp_cap_unit_vmp_inf_skeleton_warriors		5
mp_cap_unit_vmp_inf_sternsmen_0		1
mp_cap_unit_vmp_inf_tithe_0		1
mp_cap_unit_vmp_inf_zombies		5
mp_cap_unit_vmp_mon_crypt_horrors		4
mp_cap_unit_vmp_mon_devils_swartzhafen_0		1
mp_cap_unit_vmp_mon_direpack_0		1
mp_cap_unit_vmp_mon_terrorgheist		2
mp_cap_unit_vmp_mon_vargheists		4
mp_cap_unit_vmp_mon_varghulf		2
mp_cap_unit_vmp_veh_black_coach		2
mp_cap_unit_vmp_veh_claw_of_nagash_0		1
mp_cap_unit_vmp_veh_corpse_cart		2
mp_cap_unit_vmp_veh_corpse_cart_balefire		2
mp_cap_unit_vmp_veh_corpse_cart_lodestone		2
mp_cap_unit_vmp_veh_mortis_engine		1
mp_cap_unit_wef_cav_glade_riders_0		4
mp_cap_unit_wef_cav_glade_riders_1		4
mp_cap_unit_wef_cav_glade_riders_2		4
mp_cap_unit_wef_cav_great_stag_knights_0		3
mp_cap_unit_wef_cav_great_stag_knights_ror_0		1
mp_cap_unit_wef_cav_hawk_riders		4
mp_cap_unit_wef_cav_sisters_of_the_thorn		4
mp_cap_unit_wef_cav_wild_riders_0		4
mp_cap_unit_wef_cav_wild_riders_1		4
mp_cap_unit_wef_cav_wild_riders_ror_0		1
mp_cap_unit_wef_inf_bladesingers_0		4
mp_cap_unit_wef_inf_deepwood_scouts_0		5
mp_cap_unit_wef_inf_deepwood_scouts_1		5
mp_cap_unit_wef_inf_dryads		5
mp_cap_unit_wef_inf_dryads_ror_0		1
mp_cap_unit_wef_inf_eternal_guard_0		5
mp_cap_unit_wef_inf_eternal_guard_1		5
mp_cap_unit_wef_inf_eternal_guard_ror_0		1
mp_cap_unit_wef_inf_glade_guard_0		5
mp_cap_unit_wef_inf_glade_guard_1		5
mp_cap_unit_wef_inf_glade_guard_2		5
mp_cap_unit_wef_inf_wardancers_0		5
mp_cap_unit_wef_inf_wardancers_1		4
mp_cap_unit_wef_inf_wardancers_ror_0		1
mp_cap_unit_wef_inf_waywatchers		4
mp_cap_unit_wef_inf_waywatchers_ror_0		1
mp_cap_unit_wef_inf_wildwood_rangers		5
mp_cap_unit_wef_inf_wildwood_rangers_ror_0		1
mp_cap_unit_wef_mon_eagle		2
mp_cap_unit_wef_mon_forest_dragon		2
mp_cap_unit_wef_mon_griffon		2
mp_cap_unit_wef_mon_treekin		4
mp_cap_unit_wef_mon_treekin_ror_0		1
mp_cap_unit_wef_mon_treemen		2
mp_cap_unit_wef_mon_zoats		3
mp_cap_unit_wef_mon_zoats_ror_0		1
