key	distance	fov	phi	theta	target_x	target_y	target_z	environment_file
tze_spawn	5.6	28.0	190.0	190.0	-0.2	2.75	0.0	Porthole/advisor/default_porthole.lighting
vamp_banshee	1.1	28.0	180.0	170.0	0.07000001	1.8	0.0	Porthole/advisor/default_porthole.lighting
vamp_black_coach	12.0	28.0	150.0	230.0	0.0	1.0	0.0	Porthole/advisor/default_porthole.lighting
vamp_cairn_wraith	1.2	28.0	180.0	195.0	-0.050000004	1.8	0.0	Porthole/advisor/default_porthole.lighting
vamp_crypt_horror	1.6	28.0	180.0	190.0	0.0	1.8	0.0	Porthole/advisor/default_porthole.lighting
vamp_dire_wolf	2.6	28.0	190.0	220.0	-0.95	0.85	0.0	Porthole/advisor/default_porthole.lighting
vamp_fell_bat	10.0	28.0	190.0	200.0	-0.5	6.0	0.0	Porthole/advisor/default_porthole.lighting
vamp_ghoul	1.3	28.0	180.0	200.0	-0.15	0.95	0.0	Porthole/advisor/default_porthole.lighting
vamp_grave_guard	1.0	28.0	180.0	210.0	0.0	1.5499998	0.0	Porthole/advisor/default_porthole.lighting
vamp_hex_wraith	3.5	28.0	200.0	200.0	-0.45	2.3	0.0	Porthole/advisor/default_porthole.lighting
vamp_lord	0.8	28.0	190.0	195.0	0.02	1.5499998	0.0	Porthole/advisor/default_porthole.lighting
vamp_skeleton	1.0	28.0	180.0	200.0	-0.050000004	1.4299998	0.0	Porthole/advisor/default_porthole.lighting
vamp_terrorgheist	7.0	28.0	180.0	200.0	-1.5	1.0	0.0	Porthole/advisor/default_porthole.lighting
vamp_vargheist	3.8	28.0	180.0	190.0	-0.4	1.4499999	0.0	Porthole/advisor/default_porthole.lighting
vamp_zombie	1.0	28.0	180.0	200.0	-0.15	1.4499999	0.0	Porthole/advisor/default_porthole.lighting
wef_ariel	2.0	28.0	200.0	200.0	-0.1	4.8	0.0	Porthole/advisor/default_porthole.lighting
wef_dryad	1.1	28.0	180.0	195.0	-0.1	1.4199998	0.0	Porthole/advisor/default_porthole.lighting
wef_drycha	0.1	28.0	200.0	200.0	0.2	1.2	1.0	Porthole/advisor/default_porthole.lighting
wef_forest_dragon	11.0	28.0	200.0	210.0	-2.7	6.5	0.0	Porthole/advisor/default_porthole.lighting
wef_general_foot	1.0	28.0	190.0	195.0	0.0	1.62	0.0	Porthole/advisor/default_porthole.lighting
wef_great_eagle	3.8	28.0	200.0	212.0	-0.7	2.2	0.0	Porthole/advisor/default_porthole.lighting
wef_great_stag_riders	3.5	28.0	200.0	230.0	-1.0	2.4	0.0	Porthole/advisor/default_porthole.lighting
wef_hawk_riders	5.0	28.0	200.0	212.0	-0.4	2.4	0.0	Porthole/advisor/default_porthole.lighting
wef_infantry_15_degrees	1.0	28.0	180.0	195.0	0.0	1.62	0.0	Porthole/advisor/default_porthole.lighting
wef_infantry_30_degrees	1.0	28.0	180.0	218.0	0.0	1.62	0.0	Porthole/advisor/default_porthole.lighting
wef_infantry_45_degrees	1.0	28.0	180.0	225.0	0.0	1.62	0.0	Porthole/advisor/default_porthole.lighting
wef_orion	2.0	28.0	190.0	195.0	-0.050000004	3.1	0.0	Porthole/advisor/default_porthole.lighting
wef_spellsinger	0.95	28.0	190.0	195.0	-0.09	1.52	0.0	Porthole/advisor/default_porthole.lighting
wef_tree_kin	3.1	28.0	180.0	195.0	-0.25	2.7	0.0	Porthole/advisor/default_porthole.lighting
wef_treeman	4.0	28.0	190.0	195.0	-0.25	7.0	0.0	Porthole/advisor/default_porthole.lighting
wef_wild_riders	3.5	28.0	200.0	212.0	-0.7	2.4	0.0	Porthole/advisor/default_porthole.lighting
