from	to
wh2_dlc17_bst_special_settlement_black_crag_3	wh2_dlc17_bst_special_settlement_black_crag_4
wh2_dlc17_bst_special_settlement_black_crag_4	wh2_dlc17_bst_special_settlement_black_crag_5
wh2_dlc17_bst_special_settlement_black_crag_ruin	wh2_dlc17_bst_special_settlement_black_crag_1
wh2_dlc17_bst_special_settlement_castle_drakenhof_1	wh2_dlc17_bst_special_settlement_castle_drakenhof_2
wh2_dlc17_bst_special_settlement_castle_drakenhof_2	wh2_dlc17_bst_special_settlement_castle_drakenhof_3
wh2_dlc17_bst_special_settlement_castle_drakenhof_3	wh2_dlc17_bst_special_settlement_castle_drakenhof_4
wh2_dlc17_bst_special_settlement_castle_drakenhof_4	wh2_dlc17_bst_special_settlement_castle_drakenhof_5
wh2_dlc17_bst_special_settlement_castle_drakenhof_ruin	wh2_dlc17_bst_special_settlement_castle_drakenhof_1
wh2_dlc17_bst_special_settlement_couronne_1	wh2_dlc17_bst_special_settlement_couronne_2
wh2_dlc17_bst_special_settlement_couronne_2	wh2_dlc17_bst_special_settlement_couronne_3
wh2_dlc17_bst_special_settlement_couronne_3	wh2_dlc17_bst_special_settlement_couronne_4
wh2_dlc17_bst_special_settlement_couronne_4	wh2_dlc17_bst_special_settlement_couronne_5
wh2_dlc17_bst_special_settlement_couronne_ruin	wh2_dlc17_bst_special_settlement_couronne_1
wh2_dlc17_bst_special_settlement_hexoatl_1	wh2_dlc17_bst_special_settlement_hexoatl_2
wh2_dlc17_bst_special_settlement_hexoatl_2	wh2_dlc17_bst_special_settlement_hexoatl_3
wh2_dlc17_bst_special_settlement_hexoatl_3	wh2_dlc17_bst_special_settlement_hexoatl_4
wh2_dlc17_bst_special_settlement_hexoatl_4	wh2_dlc17_bst_special_settlement_hexoatl_5
wh2_dlc17_bst_special_settlement_hexoatl_ruin	wh2_dlc17_bst_special_settlement_hexoatl_1
wh2_dlc17_bst_special_settlement_karaz_a_karak_1	wh2_dlc17_bst_special_settlement_karaz_a_karak_2
wh2_dlc17_bst_special_settlement_karaz_a_karak_2	wh2_dlc17_bst_special_settlement_karaz_a_karak_3
wh2_dlc17_bst_special_settlement_karaz_a_karak_3	wh2_dlc17_bst_special_settlement_karaz_a_karak_4
wh2_dlc17_bst_special_settlement_karaz_a_karak_4	wh2_dlc17_bst_special_settlement_karaz_a_karak_5
wh2_dlc17_bst_special_settlement_karaz_a_karak_ruin	wh2_dlc17_bst_special_settlement_karaz_a_karak_1
wh2_dlc17_bst_special_settlement_lothern_1	wh2_dlc17_bst_special_settlement_lothern_2
wh2_dlc17_bst_special_settlement_lothern_2	wh2_dlc17_bst_special_settlement_lothern_3
wh2_dlc17_bst_special_settlement_lothern_3	wh2_dlc17_bst_special_settlement_lothern_4
wh2_dlc17_bst_special_settlement_lothern_4	wh2_dlc17_bst_special_settlement_lothern_5
wh2_dlc17_bst_special_settlement_lothern_ruin	wh2_dlc17_bst_special_settlement_lothern_1
wh2_dlc17_bst_special_settlement_naggarond_1	wh2_dlc17_bst_special_settlement_naggarond_2
wh2_dlc17_bst_special_settlement_naggarond_2	wh2_dlc17_bst_special_settlement_naggarond_3
wh2_dlc17_bst_special_settlement_naggarond_3	wh2_dlc17_bst_special_settlement_naggarond_4
wh2_dlc17_bst_special_settlement_naggarond_4	wh2_dlc17_bst_special_settlement_naggarond_5
wh2_dlc17_bst_special_settlement_naggarond_ruin	wh2_dlc17_bst_special_settlement_naggarond_1
wh2_dlc17_bst_special_settlement_oak_of_ages_1	wh2_dlc17_bst_special_settlement_oak_of_ages_2
wh2_dlc17_bst_special_settlement_oak_of_ages_2	wh2_dlc17_bst_special_settlement_oak_of_ages_3
wh2_dlc17_bst_special_settlement_oak_of_ages_3	wh2_dlc17_bst_special_settlement_oak_of_ages_4
wh2_dlc17_bst_special_settlement_oak_of_ages_4	wh2_dlc17_bst_special_settlement_oak_of_ages_5
wh2_dlc17_bst_special_settlement_oak_of_ages_ruin	wh2_dlc17_bst_special_settlement_oak_of_ages_1
wh2_dlc17_horde_beastmen_army_buffs_arcane_1	wh2_dlc17_horde_beastmen_army_buffs_arcane_2
wh2_dlc17_horde_beastmen_army_buffs_arcane_2	wh2_dlc17_horde_beastmen_army_buffs_arcane_3
wh2_dlc17_horde_beastmen_army_buffs_terror_1	wh2_dlc17_horde_beastmen_army_buffs_terror_2
wh2_dlc17_horde_beastmen_army_buffs_terror_2	wh2_dlc17_horde_beastmen_army_buffs_terror_3
wh2_dlc17_silent_sanctum_ambush_0	wh2_dlc17_silent_sanctum_ambush_1
wh2_dlc17_silent_sanctum_core_0	wh2_dlc17_silent_sanctum_core_1
wh2_dlc17_silent_sanctum_def_boost_0	wh2_dlc17_silent_sanctum_def_boost_1
wh2_dlc17_silent_sanctum_melee_boost_0	wh2_dlc17_silent_sanctum_melee_boost_1
wh2_dlc17_silent_sanctum_ranged_boost_0	wh2_dlc17_silent_sanctum_ranged_boost_1
wh2_dlc17_silent_sanctum_recruitment_0	wh2_dlc17_silent_sanctum_recruitment_1
wh2_dlc17_silent_sanctum_replenishment_0	wh2_dlc17_silent_sanctum_replenishment_1
wh2_dlc17_silent_sanctum_replenishment_1	wh2_dlc17_silent_sanctum_replenishment_2
wh2_dlc17_silent_sanctum_upkeep_0	wh2_dlc17_silent_sanctum_upkeep_1
wh2_dlc17_special_marienburg_port_beastmen_ruin	wh2_dlc17_special_marienburg_port_beastmen_1
wh2_main_brt_resource_animals_1	wh2_main_brt_resource_animals_2
wh2_main_brt_resource_animals_2	wh2_main_brt_resource_animals_3
wh2_main_brt_resource_dyes_1	wh2_main_brt_resource_dyes_2
wh2_main_brt_resource_dyes_2	wh2_main_brt_resource_dyes_3
wh2_main_brt_resource_furs_1	wh2_main_brt_resource_furs_2
wh2_main_brt_resource_furs_2	wh2_main_brt_resource_furs_3
wh2_main_brt_resource_gemstones_1	wh2_main_brt_resource_gemstones_2
wh2_main_brt_resource_gemstones_2	wh2_main_brt_resource_gemstones_3
wh2_main_brt_resource_gold_1	wh2_main_brt_resource_gold_2
wh2_main_brt_resource_gold_2	wh2_main_brt_resource_gold_3
wh2_main_brt_resource_iron_1	wh2_main_brt_resource_iron_2
wh2_main_brt_resource_iron_2	wh2_main_brt_resource_iron_3
wh2_main_brt_resource_marble_1	wh2_main_brt_resource_marble_2
wh2_main_brt_resource_marble_2	wh2_main_brt_resource_marble_3
wh2_main_brt_resource_medicine_1	wh2_main_brt_resource_medicine_2
wh2_main_brt_resource_medicine_2	wh2_main_brt_resource_medicine_3
wh2_main_brt_resource_obsidian_1	wh2_main_brt_resource_obsidian_2
wh2_main_brt_resource_obsidian_2	wh2_main_brt_resource_obsidian_3
wh2_main_brt_resource_pastures_1	wh2_main_brt_resource_pastures_2
wh2_main_brt_resource_pastures_2	wh2_main_brt_resource_pastures_3
wh2_main_brt_resource_pottery_1	wh2_main_brt_resource_pottery_2
wh2_main_brt_resource_pottery_2	wh2_main_brt_resource_pottery_3
wh2_main_brt_resource_salt_1	wh2_main_brt_resource_salt_2
wh2_main_brt_resource_salt_2	wh2_main_brt_resource_salt_3
wh2_main_brt_resource_spices_1	wh2_main_brt_resource_spices_2
wh2_main_brt_resource_spices_2	wh2_main_brt_resource_spices_3
wh2_main_brt_resource_timber_1	wh2_main_brt_resource_timber_2
wh2_main_brt_resource_timber_2	wh2_main_brt_resource_timber_3
wh2_main_brt_resource_wine_1	wh2_main_brt_resource_wine_2
wh2_main_brt_resource_wine_2	wh2_main_brt_resource_wine_3
wh2_main_def_barracks_1	wh2_main_def_barracks_2
wh2_main_def_barracks_2	wh2_main_def_barracks_3
wh2_main_def_beasts_1	wh2_main_def_beasts_2
wh2_main_def_beasts_2	wh2_main_def_beasts_3
wh2_main_def_coldones_1	wh2_main_def_coldones_2
wh2_main_def_defence_major_1	wh2_main_def_defence_major_2
wh2_main_def_defence_major_2	wh2_main_def_defence_major_3
wh2_main_def_defence_minor_1	wh2_main_def_defence_minor_2
wh2_main_def_exiles_1	wh2_main_def_exiles_2
wh2_main_def_farm_1	wh2_main_def_farm_2
wh2_main_def_farm_2	wh2_main_def_farm_3
wh2_main_def_industry_1	wh2_main_def_industry_2
wh2_main_def_industry_2	wh2_main_def_industry_3
wh2_main_def_murder_1	wh2_main_def_murder_2
wh2_main_def_order_1	wh2_main_def_order_2
wh2_main_def_order_2	wh2_main_def_order_3
wh2_main_def_pleasure_cult_1	wh2_main_def_pleasure_cult_2
wh2_main_def_pleasure_cult_2	wh2_main_def_pleasure_cult_3
wh2_main_def_pleasure_cult_3	wh2_main_def_pleasure_cult_4
wh2_main_def_pleasure_cult_4	wh2_main_def_pleasure_cult_5
wh2_main_def_port_1	wh2_main_def_port_2
wh2_main_def_port_2	wh2_main_def_port_3
wh2_main_def_port_ruin	wh2_main_def_port_1
wh2_main_def_resource_animals_1	wh2_main_def_resource_animals_2
wh2_main_def_resource_animals_2	wh2_main_def_resource_animals_3
wh2_main_def_resource_dyes_1	wh2_main_def_resource_dyes_2
wh2_main_def_resource_dyes_2	wh2_main_def_resource_dyes_3
wh2_main_def_resource_furs_1	wh2_main_def_resource_furs_2
wh2_main_def_resource_furs_2	wh2_main_def_resource_furs_3
wh2_main_def_resource_gems_1	wh2_main_def_resource_gems_2
wh2_main_def_resource_gems_2	wh2_main_def_resource_gems_3
wh2_main_def_resource_gold_1	wh2_main_def_resource_gold_2
wh2_main_def_resource_gold_2	wh2_main_def_resource_gold_3
wh2_main_def_resource_iron_1	wh2_main_def_resource_iron_2
wh2_main_def_resource_iron_2	wh2_main_def_resource_iron_3
wh2_main_def_resource_marble_1	wh2_main_def_resource_marble_2
wh2_main_def_resource_marble_2	wh2_main_def_resource_marble_3
wh2_main_def_resource_medicine_1	wh2_main_def_resource_medicine_2
wh2_main_def_resource_medicine_2	wh2_main_def_resource_medicine_3
wh2_main_def_resource_obsidian_1	wh2_main_def_resource_obsidian_2
wh2_main_def_resource_obsidian_2	wh2_main_def_resource_obsidian_3
wh2_main_def_resource_pasture_1	wh2_main_def_resource_pasture_2
wh2_main_def_resource_pasture_2	wh2_main_def_resource_pasture_3
wh2_main_def_resource_pottery_1	wh2_main_def_resource_pottery_2
wh2_main_def_resource_pottery_2	wh2_main_def_resource_pottery_3
wh2_main_def_resource_salt_1	wh2_main_def_resource_salt_2
wh2_main_def_resource_salt_2	wh2_main_def_resource_salt_3
wh2_main_def_resource_spices_1	wh2_main_def_resource_spices_2
wh2_main_def_resource_spices_2	wh2_main_def_resource_spices_3
wh2_main_def_resource_wine_1	wh2_main_def_resource_wine_2
wh2_main_def_resource_wine_2	wh2_main_def_resource_wine_3
wh2_main_def_resource_wood_1	wh2_main_def_resource_wood_2
wh2_main_def_resource_wood_2	wh2_main_def_resource_wood_3
wh2_main_def_riders_1	wh2_main_def_riders_2
wh2_main_def_settlement_major_1	wh2_main_def_settlement_major_2
wh2_main_def_settlement_major_2	wh2_main_def_settlement_major_3
wh2_main_def_settlement_major_3	wh2_main_def_settlement_major_4
wh2_main_def_settlement_major_4	wh2_main_def_settlement_major_5
wh2_main_def_settlement_major_ruin	wh2_main_def_settlement_major_1
wh2_main_def_settlement_minor_1	wh2_main_def_settlement_minor_2
wh2_main_def_settlement_minor_2	wh2_main_def_settlement_minor_3
wh2_main_def_settlement_minor_ruin	wh2_main_def_settlement_minor_1
wh2_main_def_slaves_1	wh2_main_def_slaves_2
wh2_main_def_sorcery_1	wh2_main_def_sorcery_2
wh2_main_def_worship_1	wh2_main_def_worship_2
wh2_main_def_worship_2	wh2_main_def_worship_3
wh2_main_dwf_resource_animals_1	wh2_main_dwf_resource_animals_2
wh2_main_dwf_resource_animals_2	wh2_main_dwf_resource_animals_3
wh2_main_dwf_resource_animals_3	wh2_main_dwf_resource_animals_4
wh2_main_dwf_resource_medicine_1	wh2_main_dwf_resource_medicine_2
wh2_main_dwf_resource_medicine_2	wh2_main_dwf_resource_medicine_3
wh2_main_dwf_resource_medicine_3	wh2_main_dwf_resource_medicine_4
wh2_main_dwf_resource_obsidian_1	wh2_main_dwf_resource_obsidian_2
wh2_main_dwf_resource_obsidian_2	wh2_main_dwf_resource_obsidian_3
wh2_main_dwf_resource_obsidian_3	wh2_main_dwf_resource_obsidian_4
wh2_main_dwf_resource_pottery_1	wh2_main_dwf_resource_pottery_2
wh2_main_dwf_resource_pottery_2	wh2_main_dwf_resource_pottery_3
wh2_main_dwf_resource_pottery_3	wh2_main_dwf_resource_pottery_4
wh2_main_dwf_resource_spices_1	wh2_main_dwf_resource_spices_2
wh2_main_dwf_resource_spices_2	wh2_main_dwf_resource_spices_3
wh2_main_dwf_resource_spices_3	wh2_main_dwf_resource_spices_4
wh2_main_dwf_resource_wine_1	wh2_main_dwf_resource_wine_2
wh2_main_dwf_resource_wine_2	wh2_main_dwf_resource_wine_3
wh2_main_dwf_resource_wine_3	wh2_main_dwf_resource_wine_4
wh2_main_emp_resource_animals_1	wh2_main_emp_resource_animals_2
wh2_main_emp_resource_animals_2	wh2_main_emp_resource_animals_3
wh2_main_emp_resource_gemstones_1	wh2_main_emp_resource_gemstones_2
wh2_main_emp_resource_gemstones_2	wh2_main_emp_resource_gemstones_3
wh2_main_emp_resource_medicine_1	wh2_main_emp_resource_medicine_2
wh2_main_emp_resource_medicine_2	wh2_main_emp_resource_medicine_3
wh2_main_emp_resource_obsidian_1	wh2_main_emp_resource_obsidian_2
wh2_main_emp_resource_obsidian_2	wh2_main_emp_resource_obsidian_3
wh2_main_emp_resource_spices_1	wh2_main_emp_resource_spices_2
wh2_main_emp_resource_spices_2	wh2_main_emp_resource_spices_3
wh2_main_emp_roads_1	wh2_main_emp_roads_2
wh2_main_foreign_slot_discovery_brt_1	wh2_main_foreign_slot_discovery_brt_2
wh2_main_foreign_slot_discovery_brt_2	wh2_main_foreign_slot_discovery_brt_3
wh2_main_foreign_slot_discovery_cst_1	wh2_main_foreign_slot_discovery_cst_2
wh2_main_foreign_slot_discovery_cst_2	wh2_main_foreign_slot_discovery_cst_3
wh2_main_foreign_slot_discovery_def_1	wh2_main_foreign_slot_discovery_def_2
wh2_main_foreign_slot_discovery_def_2	wh2_main_foreign_slot_discovery_def_3
wh2_main_foreign_slot_discovery_dwf_1	wh2_main_foreign_slot_discovery_dwf_2
wh2_main_foreign_slot_discovery_dwf_2	wh2_main_foreign_slot_discovery_dwf_3
wh2_main_foreign_slot_discovery_emp_1	wh2_main_foreign_slot_discovery_emp_2
wh2_main_foreign_slot_discovery_emp_2	wh2_main_foreign_slot_discovery_emp_3
wh2_main_foreign_slot_discovery_grn_1	wh2_main_foreign_slot_discovery_grn_2
wh2_main_foreign_slot_discovery_grn_2	wh2_main_foreign_slot_discovery_grn_3
wh2_main_foreign_slot_discovery_hef_1	wh2_main_foreign_slot_discovery_hef_2
wh2_main_foreign_slot_discovery_hef_2	wh2_main_foreign_slot_discovery_hef_3
wh2_main_foreign_slot_discovery_lzd_1	wh2_main_foreign_slot_discovery_lzd_2
wh2_main_foreign_slot_discovery_lzd_2	wh2_main_foreign_slot_discovery_lzd_3
wh2_main_foreign_slot_discovery_nor_1	wh2_main_foreign_slot_discovery_nor_2
wh2_main_foreign_slot_discovery_nor_2	wh2_main_foreign_slot_discovery_nor_3
wh2_main_foreign_slot_discovery_skv_1	wh2_main_foreign_slot_discovery_skv_2
wh2_main_foreign_slot_discovery_skv_2	wh2_main_foreign_slot_discovery_skv_3
wh2_main_foreign_slot_discovery_tmb_1	wh2_main_foreign_slot_discovery_tmb_2
wh2_main_foreign_slot_discovery_tmb_2	wh2_main_foreign_slot_discovery_tmb_3
wh2_main_foreign_slot_discovery_vmp_1	wh2_main_foreign_slot_discovery_vmp_2
wh2_main_foreign_slot_discovery_vmp_2	wh2_main_foreign_slot_discovery_vmp_3
wh2_main_foreign_slot_discovery_wef_1	wh2_main_foreign_slot_discovery_wef_2
wh2_main_foreign_slot_discovery_wef_2	wh2_main_foreign_slot_discovery_wef_3
wh2_main_hef_barracks_1	wh2_main_hef_barracks_2
wh2_main_hef_barracks_2	wh2_main_hef_barracks_3
wh2_main_hef_court_1	wh2_main_hef_court_2
wh2_main_hef_defence_major_1	wh2_main_hef_defence_major_2
wh2_main_hef_defence_major_2	wh2_main_hef_defence_major_3
wh2_main_hef_defence_minor_1	wh2_main_hef_defence_minor_2
wh2_main_hef_dragons_1	wh2_main_hef_dragons_2
wh2_main_hef_farm_1	wh2_main_hef_farm_2
wh2_main_hef_farm_2	wh2_main_hef_farm_3
wh2_main_hef_hunters_1	wh2_main_hef_hunters_2
wh2_main_hef_hunters_2	wh2_dlc10_hef_hunters_3
wh2_main_hef_industry_1	wh2_main_hef_industry_2
wh2_main_hef_industry_2	wh2_main_hef_industry_3
wh2_main_hef_mages_1	wh2_main_hef_mages_2
wh2_main_hef_mages_2	wh2_main_hef_mages_3
wh2_main_hef_order_1	wh2_main_hef_order_2
wh2_main_hef_order_2	wh2_main_hef_order_3
wh2_main_hef_order_3	wh2_main_hef_order_4
wh2_main_hef_order_4	wh2_main_hef_order_5
wh2_main_hef_port_1	wh2_main_hef_port_2
wh2_main_hef_port_2	wh2_main_hef_port_3
wh2_main_hef_port_ruin	wh2_main_hef_port_1
wh2_main_hef_resource_animals_1	wh2_main_hef_resource_animals_2
wh2_main_hef_resource_animals_2	wh2_main_hef_resource_animals_3
wh2_main_hef_resource_dyes_1	wh2_main_hef_resource_dyes_2
wh2_main_hef_resource_dyes_2	wh2_main_hef_resource_dyes_3
wh2_main_hef_resource_furs_1	wh2_main_hef_resource_furs_2
wh2_main_hef_resource_furs_2	wh2_main_hef_resource_furs_3
wh2_main_hef_resource_gems_1	wh2_main_hef_resource_gems_2
wh2_main_hef_resource_gems_2	wh2_main_hef_resource_gems_3
wh2_main_hef_resource_gold_1	wh2_main_hef_resource_gold_2
wh2_main_hef_resource_gold_2	wh2_main_hef_resource_gold_3
wh2_main_hef_resource_iron_1	wh2_main_hef_resource_iron_2
wh2_main_hef_resource_iron_2	wh2_main_hef_resource_iron_3
wh2_main_hef_resource_marble_1	wh2_main_hef_resource_marble_2
wh2_main_hef_resource_marble_2	wh2_main_hef_resource_marble_3
wh2_main_hef_resource_medicine_1	wh2_main_hef_resource_medicine_2
wh2_main_hef_resource_medicine_2	wh2_main_hef_resource_medicine_3
wh2_main_hef_resource_obsidian_1	wh2_main_hef_resource_obsidian_2
wh2_main_hef_resource_obsidian_2	wh2_main_hef_resource_obsidian_3
wh2_main_hef_resource_pasture_1	wh2_main_hef_resource_pasture_2
wh2_main_hef_resource_pasture_2	wh2_main_hef_resource_pasture_3
wh2_main_hef_resource_pottery_1	wh2_main_hef_resource_pottery_2
wh2_main_hef_resource_pottery_2	wh2_main_hef_resource_pottery_3
wh2_main_hef_resource_salt_1	wh2_main_hef_resource_salt_2
wh2_main_hef_resource_salt_2	wh2_main_hef_resource_salt_3
wh2_main_hef_resource_spices_1	wh2_main_hef_resource_spices_2
wh2_main_hef_resource_spices_2	wh2_main_hef_resource_spices_3
wh2_main_hef_resource_wine_1	wh2_main_hef_resource_wine_2
wh2_main_hef_resource_wine_2	wh2_main_hef_resource_wine_3
wh2_main_hef_resource_wood_1	wh2_main_hef_resource_wood_2
wh2_main_hef_resource_wood_2	wh2_main_hef_resource_wood_3
wh2_main_hef_settlement_major_1	wh2_main_hef_settlement_major_2
wh2_main_hef_settlement_major_2	wh2_main_hef_settlement_major_3
wh2_main_hef_settlement_major_3	wh2_main_hef_settlement_major_4
wh2_main_hef_settlement_major_4	wh2_main_hef_settlement_major_5
wh2_main_hef_settlement_major_ruin	wh2_main_hef_settlement_major_1
wh2_main_hef_settlement_minor_1	wh2_main_hef_settlement_minor_2
wh2_main_hef_settlement_minor_2	wh2_main_hef_settlement_minor_3
wh2_main_hef_settlement_minor_ruin	wh2_main_hef_settlement_minor_1
wh2_main_hef_smith_1	wh2_main_hef_smith_2
wh2_main_hef_stables_1	wh2_main_hef_stables_2
wh2_main_hef_worship_1	wh2_main_hef_worship_2
wh2_main_hef_worship_2	wh2_main_hef_worship_3
wh2_main_horde_def_beasts_1	wh2_main_horde_def_beasts_2
wh2_main_horde_def_beasts_2	wh2_main_horde_def_beasts_3
wh2_main_horde_def_bombardment_a_1	wh2_main_horde_def_bombardment_a_2
wh2_main_horde_def_bombardment_b_1	wh2_main_horde_def_bombardment_b_2
wh2_main_horde_def_bombardment_c_1	wh2_main_horde_def_bombardment_c_2
wh2_main_horde_def_entertainment_1	wh2_main_horde_def_entertainment_2
wh2_main_horde_def_entertainment_2	wh2_main_horde_def_entertainment_3
wh2_main_horde_def_military_1	wh2_main_horde_def_military_2
wh2_main_horde_def_military_2	wh2_main_horde_def_military_3
wh2_main_horde_def_settlement_1	wh2_main_horde_def_settlement_2
wh2_main_horde_def_settlement_2	wh2_main_horde_def_settlement_3
wh2_main_horde_def_settlement_3	wh2_main_horde_def_settlement_4
wh2_main_horde_def_settlement_4	wh2_main_horde_def_settlement_5
wh2_main_horde_def_slavery_1	wh2_main_horde_def_slavery_2
wh2_main_horde_def_slavery_2	wh2_main_horde_def_slavery_3
wh2_main_horde_def_sorcery_1	wh2_main_horde_def_sorcery_2
wh2_main_horde_def_special_blessed_dread_1	wh2_main_horde_def_special_blessed_dread_2
wh2_main_horde_def_worship_1	wh2_main_horde_def_worship_2
wh2_main_horde_rogue_settlement_1	wh2_main_horde_rogue_settlement_2
wh2_main_lzd_beasts_1	wh2_main_lzd_beasts_2
wh2_main_lzd_beasts_2	wh2_main_lzd_beasts_3
wh2_main_lzd_beasts_3	wh2_main_lzd_beasts_4
wh2_main_lzd_defence_major_1	wh2_main_lzd_defence_major_2
wh2_main_lzd_defence_major_2	wh2_main_lzd_defence_major_3
wh2_main_lzd_defence_minor_1	wh2_main_lzd_defence_minor_2
wh2_main_lzd_energy_1	wh2_main_lzd_energy_2
wh2_main_lzd_energy_3	wh2_main_lzd_energy_4
wh2_main_lzd_energy_4	wh2_main_lzd_energy_5
wh2_main_lzd_farm_1	wh2_main_lzd_farm_2
wh2_main_lzd_farm_2	wh2_main_lzd_farm_3
wh2_main_lzd_industry_1	wh2_main_lzd_industry_2
wh2_main_lzd_industry_2	wh2_main_lzd_industry_3
wh2_main_lzd_order_1	wh2_main_lzd_order_2
wh2_main_lzd_order_2	wh2_main_lzd_order_3
wh2_main_lzd_port_1	wh2_main_lzd_port_2
wh2_main_lzd_port_2	wh2_main_lzd_port_3
wh2_main_lzd_port_ruin	wh2_main_lzd_port_1
wh2_main_lzd_resource_animals_1	wh2_main_lzd_resource_animals_2
wh2_main_lzd_resource_animals_2	wh2_main_lzd_resource_animals_3
wh2_main_lzd_resource_dyes_1	wh2_main_lzd_resource_dyes_2
wh2_main_lzd_resource_dyes_2	wh2_main_lzd_resource_dyes_3
wh2_main_lzd_resource_furs_1	wh2_main_lzd_resource_furs_2
wh2_main_lzd_resource_furs_2	wh2_main_lzd_resource_furs_3
wh2_main_lzd_resource_gems_1	wh2_main_lzd_resource_gems_2
wh2_main_lzd_resource_gems_2	wh2_main_lzd_resource_gems_3
wh2_main_lzd_resource_gold_1	wh2_main_lzd_resource_gold_2
wh2_main_lzd_resource_gold_2	wh2_main_lzd_resource_gold_3
wh2_main_lzd_resource_iron_1	wh2_main_lzd_resource_iron_2
wh2_main_lzd_resource_iron_2	wh2_main_lzd_resource_iron_3
wh2_main_lzd_resource_marble_1	wh2_main_lzd_resource_marble_2
wh2_main_lzd_resource_marble_2	wh2_main_lzd_resource_marble_3
wh2_main_lzd_resource_medicine_1	wh2_main_lzd_resource_medicine_2
wh2_main_lzd_resource_medicine_2	wh2_main_lzd_resource_medicine_3
wh2_main_lzd_resource_obsidian_1	wh2_main_lzd_resource_obsidian_2
wh2_main_lzd_resource_obsidian_2	wh2_main_lzd_resource_obsidian_3
wh2_main_lzd_resource_pasture_1	wh2_main_lzd_resource_pasture_2
wh2_main_lzd_resource_pasture_2	wh2_main_lzd_resource_pasture_3
wh2_main_lzd_resource_pottery_1	wh2_main_lzd_resource_pottery_2
wh2_main_lzd_resource_pottery_2	wh2_main_lzd_resource_pottery_3
wh2_main_lzd_resource_salt_1	wh2_main_lzd_resource_salt_2
wh2_main_lzd_resource_salt_2	wh2_main_lzd_resource_salt_3
wh2_main_lzd_resource_spices_1	wh2_main_lzd_resource_spices_2
wh2_main_lzd_resource_spices_2	wh2_main_lzd_resource_spices_3
wh2_main_lzd_resource_wine_1	wh2_main_lzd_resource_wine_2
wh2_main_lzd_resource_wine_2	wh2_main_lzd_resource_wine_3
wh2_main_lzd_resource_wood_1	wh2_main_lzd_resource_wood_2
wh2_main_lzd_resource_wood_2	wh2_main_lzd_resource_wood_3
wh2_main_lzd_saurus_1	wh2_main_lzd_saurus_2
wh2_main_lzd_saurus_2	wh2_main_lzd_saurus_3
wh2_main_lzd_settlement_major_1	wh2_main_lzd_settlement_major_2
wh2_main_lzd_settlement_major_2	wh2_main_lzd_settlement_major_3
wh2_main_lzd_settlement_major_3	wh2_main_lzd_settlement_major_4
wh2_main_lzd_settlement_major_4	wh2_main_lzd_settlement_major_5
wh2_main_lzd_settlement_major_ruin	wh2_main_lzd_settlement_major_1
wh2_main_lzd_settlement_minor_1	wh2_main_lzd_settlement_minor_2
wh2_main_lzd_settlement_minor_2	wh2_main_lzd_settlement_minor_3
wh2_main_lzd_settlement_minor_ruin	wh2_main_lzd_settlement_minor_1
wh2_main_lzd_skinks_1	wh2_main_lzd_skinks_2
wh2_main_lzd_skinks_2	wh2_main_lzd_skinks_3
wh2_main_lzd_terradons_1_tiktakto	wh2_main_lzd_terradons_2_tiktakto
wh2_main_lzd_terradons_1	wh2_dlc12_lzd_terradons_2
wh2_main_lzd_worship_oldones_1	wh2_main_lzd_worship_oldones_2
wh2_main_lzd_worship_oldones_2	wh2_main_lzd_worship_oldones_3
wh2_main_lzd_worship_sotek_1	wh2_main_lzd_worship_sotek_2
wh2_main_lzd_worship_sotek_2	wh2_main_lzd_worship_sotek_3
wh2_main_rogue_port_1	wh2_main_rogue_port_2
wh2_main_rogue_port_ruin	wh2_main_rogue_port_1
wh2_main_rogue_settlement_major_1	wh2_main_rogue_settlement_major_2
wh2_main_rogue_settlement_major_2	wh2_main_rogue_settlement_major_3
wh2_main_rogue_settlement_minor_1	wh2_main_rogue_settlement_minor_2
wh2_main_rogue_settlement_minor_2	wh2_main_rogue_settlement_minor_3
wh2_main_rogue_settlement_minor_ruin	wh2_main_rogue_settlement_minor_1
wh2_main_rogue_settlement_ruin	wh2_main_rogue_settlement_major_1
wh2_main_skv_assassins_1	wh2_main_skv_assassins_2
wh2_main_skv_assassins_2	wh2_main_skv_assassins_3
wh2_main_skv_clanrats_1	wh2_main_skv_clanrats_2
wh2_main_skv_clanrats_2	wh2_main_skv_clanrats_3
wh2_main_skv_defence_major_1	wh2_main_skv_defence_major_2
wh2_main_skv_defence_major_2	wh2_main_skv_defence_major_3
wh2_main_skv_defence_minor_1	wh2_main_skv_defence_minor_2
wh2_main_skv_energy_3	wh2_main_skv_energy_4
wh2_main_skv_energy_4	wh2_main_skv_energy_5
wh2_main_skv_engineers_1	wh2_main_skv_engineers_2
wh2_main_skv_engineers_2	wh2_main_skv_engineers_3
wh2_main_skv_farm_1	wh2_main_skv_farm_2
wh2_main_skv_farm_2	wh2_main_skv_farm_3
wh2_main_skv_monsters_1	wh2_main_skv_monsters_2
wh2_main_skv_monsters_2	wh2_main_skv_monsters_3
wh2_main_skv_monsters_3	wh2_main_skv_monsters_4
wh2_main_skv_order_1	wh2_main_skv_order_2
wh2_main_skv_order_2	wh2_main_skv_order_3
wh2_main_skv_order_3	wh2_main_skv_temple_1
wh2_main_skv_plagues_1	wh2_main_skv_plagues_2
wh2_main_skv_plagues_2	wh2_main_skv_plagues_3
