deal_component	personality_component	best_friends_value	bitter_enemies_value	friendly_value	neutral_value	total_war_balance_factor	last_stand_balance_factor	unfriendly_value	very_friendly_value	very_unfriendly_value	war_balance_factor	tension_balance_factor	peace_balance_factor	treachery_value	opponent_treachery_modifier	opponent_respect_modifier	main_threat	have_common_threat	long_distance_penalty_min	long_distance_penalty_max	main_threat_ally	diplomatic_score_bound_lower	diplomatic_score_bound_upper	same_subculture_modifier	war_losses_multiplier	war_losses_value_cap	existing_treaties_multiplier	recent_ultimatum_penalty_modifier	recent_ultimatum_penalty_max_turns	vassal_master_strength_multiplier
ULTIMATUM_ISSUING	wh3_deal_eval_chaos	-19.0	-8.0	-15.0	-11.0	10.0	10.0	-10.0	-17.0	-9.0	10.0	10.0	10.0	0.0	1.0	1.0	5.0	-5.0	0.0	-5.0	5.0	-5.0	5.0	-15.0	0.0	0.0	0.0	30.0	10	1.0
ULTIMATUM_RECEIVING	wh3_deal_eval_chaos	-10.0	-10.0	-10.0	-10.0	20.0	20.0	-10.0	-10.0	-10.0	20.0	20.0	20.0	2.0	1.0	1.0	5.0	-5.0	0.0	-5.0	5.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
WAR	wh3_deal_eval_chaos	-100.0	8.0	-10.0	-2.0	-30.0	-35.0	0.0	-20.0	4.0	0.0	12.0	25.0	-0.15	1.0	1.0	10.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
OFFER_JOIN_CONFEDERATION	wh3_deal_eval_chaos_minor	-40.0	-135.0	-100.0	-105.0	48.0	51.0	-135.0	-50.0	-135.0	45.0	40.0	35.0	0.0	1.0	1.0	0.0	10.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_VASSALAGE	wh3_deal_eval_chaos_minor	-65.0	-200.0	-80.0	-85.0	60.0	75.0	-85.0	-75.0	-150.0	50.0	50.0	50.0	0.75	1.0	1.0	-12.0	10.0	0.0	-15.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
WAR	wh3_deal_eval_chaos_minor	-100.0	8.0	-6.0	-1.0	-30.0	-35.0	2.0	-20.0	4.0	-10.0	10.0	35.0	-0.15	1.0	1.0	10.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
BREAK_DEFENSIVE_ALLIANCE	wh3_deal_eval_darkelf	-75.0	25.0	-15.0	7.0	25.0	35.0	15.0	-45.0	20.0	15.0	15.0	10.0	-1.0	1.0	1.0	15.0	-12.0	0.0	7.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
BREAK_MILITARY_ALLIANCE	wh3_deal_eval_darkelf	-75.0	25.0	-15.0	7.0	25.0	35.0	15.0	-45.0	20.0	15.0	15.0	10.0	-1.0	1.0	1.0	15.0	-12.0	0.0	7.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
BREAK_NON_AGGRESSION_PACT	wh3_deal_eval_darkelf	-50.0	19.0	-10.0	0.0	9.0	12.0	5.0	-25.0	15.0	7.0	5.0	4.0	-1.0	1.0	1.0	15.0	-10.0	0.0	0.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_CLIENT_STATE	wh3_deal_eval_darkelf	-75.0	20.0	-35.0	-20.0	25.0	30.0	0.0	-45.0	2.0	15.0	15.0	15.0	-1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_MILITARY_ACCESS	wh3_deal_eval_darkelf	-50.0	15.0	-25.0	-8.0	8.0	10.0	0.0	-30.0	10.0	6.0	5.0	4.0	-1.0	1.0	1.0	15.0	-10.0	0.0	0.0	10.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_TRADE_AGREEMENT	wh3_deal_eval_darkelf	-40.0	25.0	-20.0	-5.0	8.0	10.0	9.0	-30.0	20.0	6.0	5.0	4.0	-1.0	1.0	1.0	15.0	0.0	0.0	0.0	10.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_VASSALAGE	wh3_deal_eval_darkelf	-200.0	-200.0	-200.0	-200.0	25.0	30.0	-200.0	-200.0	-200.0	15.0	15.0	15.0	-1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
DEFENSIVE_ALLIANCE	wh3_deal_eval_darkelf	-11.0	-300.0	-23.0	-35.0	25.0	25.0	-45.0	-15.0	-60.0	25.0	20.0	20.0	0.3	1.0	1.0	-15.0	6.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
MILITARY_ACCESS	wh3_deal_eval_darkelf	-10.0	-300.0	-19.0	-30.0	25.0	25.0	-40.0	-14.0	-60.0	25.0	15.0	15.0	1.0	1.0	1.0	-4.0	5.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
MILITARY_ALLIANCE	wh3_deal_eval_darkelf	-22.0	-500.0	-36.0	-58.0	32.0	35.0	-65.0	-27.0	-200.0	23.0	23.0	23.0	1.0	1.0	1.0	-15.0	6.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
NON_AGGRESSION_PACT	wh3_deal_eval_darkelf	-2.0	-40.0	-3.0	-5.0	12.0	14.0	-7.0	-2.0	-14.0	8.0	8.0	8.0	0.25	1.0	1.0	-2.0	5.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_DIPLOMATIC_MARRIAGE	wh3_deal_eval_darkelf	-3.0	-40.0	-5.0	-10.0	4.0	5.0	-15.0	-5.0	-25.0	3.0	3.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_GIFT	wh3_deal_eval_darkelf	3.0	-50.0	1.0	-7.0	1.0	1.0	-10.0	2.0	-20.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_JOIN_WAR	wh3_deal_eval_darkelf	-45.0	-2.0	-25.0	-19.0	-30.0	-35.0	-14.0	-30.0	-9.0	-14.0	15.0	65.0	-0.5	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_VASSALAGE	wh3_deal_eval_darkelf	-75.0	-55.0	-65.0	-65.0	45.0	50.0	-65.0	-70.0	-60.0	40.0	35.0	35.0	0.0	1.0	1.0	-12.0	8.0	0.0	-10.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
PEACE	wh3_deal_eval_darkelf	-5.0	-28.0	-9.0	-13.0	50.0	50.0	-19.0	-7.0	-23.0	33.0	20.0	15.0	2.0	1.0	1.0	-6.0	12.0	0.0	-7.0	0.0	-5.0	5.0	0.0	0.00040000002	15.0	0.0	0.0	0	1.0
REQUEST_CLIENT_STATE	wh3_deal_eval_darkelf	-10.0	-10.0	-10.0	-10.0	40.0	50.0	-10.0	-10.0	-10.0	30.0	20.0	10.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_DECLARE_WAR	wh3_deal_eval_darkelf	-3.0	-1.0	-3.0	-2.0	10.0	10.0	-2.0	-3.0	-1.0	8.0	6.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_DIPLOMATIC_MARRIAGE	wh3_deal_eval_darkelf	-1.0	-40.0	-2.0	-6.0	5.0	5.0	-15.0	-2.0	-25.0	5.0	5.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_JOIN_WAR	wh3_deal_eval_darkelf	-5.0	-2.0	-5.0	-5.0	8.0	10.0	-4.0	-5.0	-2.0	7.0	6.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_VASSALAGE	wh3_deal_eval_darkelf	-10.0	-10.0	-10.0	-10.0	40.0	50.0	-10.0	-10.0	-10.0	30.0	20.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
STRATEGIC_BALANCE_CHANGE	wh3_deal_eval_darkelf	0.0	0.0	0.0	0.0	70.0	90.0	0.0	0.0	0.0	55.0	40.0	35.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
TRADE_AGREEMENT	wh3_deal_eval_darkelf	-3.0	-70.0	-6.0	-11.0	9.0	9.0	-25.0	-4.0	-55.0	9.0	10.0	10.0	1.0	1.0	1.0	-3.0	2.0	0.0	-2.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_DECLARE_WAR	wh3_deal_eval_darkelf_major	-35.0	5.0	-17.0	-10.0	-30.0	-35.0	-5.0	-23.0	0.0	10.0	20.0	65.0	-0.5	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
OFFER_JOIN_WAR	wh3_deal_eval_darkelf_major	-35.0	5.0	-17.0	-10.0	-30.0	-35.0	-5.0	-23.0	0.0	10.0	20.0	65.0	-0.5	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
PEACE	wh3_deal_eval_darkelf_major	-5.0	-40.0	-9.0	-16.0	40.0	50.0	-25.0	-7.0	-35.0	17.0	10.0	5.0	2.0	1.0	1.0	-6.0	12.0	0.0	-7.0	0.0	-5.0	5.0	0.0	0.00040000002	15.0	0.0	0.0	0	1.0
STRATEGIC_BALANCE_CHANGE	wh3_deal_eval_darkelf_major	0.0	0.0	0.0	0.0	50.0	60.0	0.0	0.0	0.0	35.0	30.0	20.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
WAR	wh3_deal_eval_darkelf_major	-100.0	10.0	-10.0	-2.0	-30.0	-35.0	0.0	-20.0	5.0	0.0	12.0	25.0	-0.15	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
OFFER_JOIN_CONFEDERATION	wh3_deal_eval_darkelf_minor	-40.0	-135.0	-100.0	-105.0	48.0	51.0	-135.0	-50.0	-135.0	45.0	40.0	35.0	0.0	1.0	1.0	0.0	10.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
WAR	wh3_deal_eval_darkelf_minor	-100.0	10.0	-6.0	-1.0	-30.0	-35.0	2.0	-20.0	5.0	-10.0	10.0	35.0	-0.15	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
DEFENSIVE_ALLIANCE	wh3_deal_eval_darkelf_unfriendly	-18.0	-300.0	-29.0	-40.0	25.0	25.0	-50.0	-22.0	-60.0	25.0	20.0	20.0	0.3	1.0	1.0	-15.0	6.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
MILITARY_ACCESS	wh3_deal_eval_darkelf_unfriendly	-14.0	-300.0	-23.0	-34.0	25.0	25.0	-40.0	-18.0	-60.0	25.0	15.0	15.0	1.0	1.0	1.0	-4.0	5.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
MILITARY_ALLIANCE	wh3_deal_eval_darkelf_unfriendly	-28.0	-500.0	-42.0	-58.0	32.0	35.0	-65.0	-33.0	-200.0	23.0	23.0	23.0	1.0	1.0	1.0	-15.0	6.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
NON_AGGRESSION_PACT	wh3_deal_eval_darkelf_unfriendly	-4.0	-40.0	-5.0	-6.0	8.0	8.0	-10.0	-4.0	-14.0	8.0	8.0	8.0	0.25	1.0	1.0	-2.0	5.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
TRADE_AGREEMENT	wh3_deal_eval_darkelf_unfriendly	-5.0	-70.0	-8.0	-13.0	9.0	9.0	-25.0	-6.0	-55.0	9.0	10.0	10.0	1.0	1.0	1.0	-3.0	2.0	0.0	-2.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
BREAK_DEFENSIVE_ALLIANCE	wh3_deal_eval_default	-26.0	20.0	-16.0	0.0	10.0	10.0	4.0	-21.0	10.0	15.0	20.0	25.0	-0.1	1.0	1.0	15.0	-12.0	0.0	7.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
BREAK_MILITARY_ALLIANCE	wh3_deal_eval_default	-24.0	20.0	-15.0	0.0	15.0	15.0	4.0	-20.0	10.0	15.0	15.0	15.0	-0.1	1.0	1.0	15.0	-12.0	0.0	7.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
BREAK_NON_AGGRESSION_PACT	wh3_deal_eval_default	-31.0	1.0	-14.0	-10.0	6.0	6.0	-6.0	-18.0	0.0	6.0	12.0	15.0	-0.2	1.0	1.0	15.0	-10.0	0.0	0.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_CLIENT_STATE	wh3_deal_eval_default	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_MILITARY_ACCESS	wh3_deal_eval_default	-27.0	1.0	-14.0	-10.0	10.0	10.0	-6.0	-18.0	-2.0	10.0	15.0	15.0	-0.2	1.0	1.0	15.0	-10.0	0.0	0.0	10.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_TRADE_AGREEMENT	wh3_deal_eval_default	-30.0	1.0	-14.0	-10.0	8.0	8.0	-6.0	-18.0	-2.0	8.0	12.0	12.0	0.0	1.0	1.0	15.0	0.0	0.0	0.0	10.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
CANCEL_VASSALAGE	wh3_deal_eval_default	-20.0	-30.0	-20.0	-25.0	30.0	30.0	-25.0	-20.0	-30.0	20.0	20.0	20.0	0.3	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
DEFENSIVE_ALLIANCE	wh3_deal_eval_default	-3.0	-100.0	-25.0	-27.0	18.0	18.0	-34.0	-12.0	-50.0	16.0	16.0	14.0	0.3	1.0	1.0	-15.0	6.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
MILITARY_ACCESS	wh3_deal_eval_default	0.0	-100.0	-3.0	-7.0	8.0	8.0	-15.0	-1.0	-20.0	4.0	4.0	4.0	0.2	1.0	1.0	-4.0	5.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
MILITARY_ALLIANCE	wh3_deal_eval_default	-4.0	-100.0	-45.0	-70.0	18.0	18.0	-100.0	-19.0	-100.0	16.0	16.0	14.0	0.5	1.0	1.0	-15.0	6.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
NON_AGGRESSION_PACT	wh3_deal_eval_default	2.0	-100.0	-1.0	-4.0	7.0	7.0	-10.0	1.0	-15.0	4.0	4.0	4.0	0.1	1.0	1.0	-2.0	5.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_BREAK_DEFENSIVE_ALLIANCE	wh3_deal_eval_default	-75.0	25.0	-15.0	7.0	20.0	20.0	15.0	-45.0	20.0	15.0	15.0	15.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_BREAK_MILITARY_ALLIANCE	wh3_deal_eval_default	-100.0	25.0	-15.0	7.0	20.0	20.0	15.0	-60.0	20.0	15.0	15.0	15.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_BREAK_NON_AGGRESSION_PACT	wh3_deal_eval_default	-50.0	19.0	-10.0	0.0	5.0	5.0	10.0	-25.0	15.0	5.0	5.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_CANCEL_CLIENT_STATE	wh3_deal_eval_default	-75.0	20.0	-35.0	-20.0	20.0	20.0	0.0	-45.0	2.0	15.0	15.0	15.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_CANCEL_MILITARY_ACCESS	wh3_deal_eval_default	-50.0	15.0	-25.0	-20.0	5.0	5.0	-5.0	-30.0	10.0	5.0	5.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_CANCEL_TRADE_AGREEMENT	wh3_deal_eval_default	-40.0	25.0	-20.0	-5.0	5.0	5.0	12.0	-30.0	20.0	5.0	5.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_CANCEL_VASSALAGE	wh3_deal_eval_default	-100.0	15.0	-40.0	-25.0	20.0	20.0	-20.0	-60.0	0.0	15.0	15.0	15.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_CLIENT_STATE	wh3_deal_eval_default	-100.0	-100.0	-100.0	-100.0	1.0	1.0	-100.0	-100.0	-100.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_DECLARE_WAR	wh3_deal_eval_default	-100.0	9.0	-6.0	0.0	-30.0	-35.0	4.0	-20.0	6.0	-20.0	10.0	15.0	-0.5	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
OFFER_DIPLOMATIC_MARRIAGE	wh3_deal_eval_default	-100.0	-100.0	-100.0	-100.0	1.0	1.0	-100.0	-100.0	-100.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_GIFT	wh3_deal_eval_default	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_JOIN_CONFEDERATION	wh3_deal_eval_default	-40.0	-160.0	-100.0	-120.0	28.0	33.0	-160.0	-70.0	-160.0	23.0	18.0	10.0	0.0	1.0	1.0	0.0	10.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_JOIN_WAR	wh3_deal_eval_default	-100.0	9.0	-6.0	0.0	-30.0	-35.0	4.0	-20.0	6.0	-20.0	10.0	15.0	-0.5	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
OFFER_REGION	wh3_deal_eval_default	4.0	-10.0	0.0	0.0	2.0	10.0	-10.0	2.0	-10.0	0.0	0.0	0.0	1.0	1.0	1.0	-5.0	5.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
OFFER_VASSALAGE	wh3_deal_eval_default	-40.0	-200.0	-80.0	-85.0	60.0	62.0	-85.0	-60.0	-150.0	60.0	55.0	55.0	0.75	1.0	1.0	-12.0	8.0	0.0	-10.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
PEACE	wh3_deal_eval_default	-35.0	-49.0	-35.0	-35.0	40.0	50.0	-38.0	-35.0	-41.0	25.0	20.0	15.0	0.4	1.0	1.0	-6.0	12.0	0.0	-7.0	0.0	-5.0	5.0	0.0	0.00040000002	15.0	0.0	0.0	0	1.0
REQUEST_BREAK_DEFENSIVE_ALLIANCE	wh3_deal_eval_default	-12.0	4.0	-3.0	0.0	40.0	50.0	1.0	-6.0	2.0	30.0	20.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_BREAK_MILITARY_ALLIANCE	wh3_deal_eval_default	-12.0	4.0	-3.0	0.0	40.0	50.0	1.0	-6.0	2.0	30.0	20.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_BREAK_NON_AGGRESSION_PACT	wh3_deal_eval_default	-12.0	4.0	-3.0	0.0	65.0	75.0	1.0	-6.0	2.0	40.0	20.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_CANCEL_CLIENT_STATE	wh3_deal_eval_default	-12.0	4.0	-3.0	0.0	40.0	50.0	1.0	-6.0	2.0	30.0	20.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_CANCEL_MILITARY_ACCESS	wh3_deal_eval_default	-12.0	4.0	-3.0	0.0	40.0	50.0	1.0	-6.0	2.0	30.0	20.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_CANCEL_TRADE_AGREEMENT	wh3_deal_eval_default	-12.0	4.0	-3.0	0.0	8.0	10.0	1.0	-6.0	2.0	6.0	5.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_CANCEL_VASSALAGE	wh3_deal_eval_default	-12.0	8.0	-3.0	0.0	40.0	50.0	2.0	-6.0	4.0	30.0	20.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_CLIENT_STATE	wh3_deal_eval_default	-100.0	-100.0	-100.0	-100.0	1.0	1.0	-100.0	-100.0	-100.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_DECLARE_WAR	wh3_deal_eval_default	-3.0	1.0	-1.0	0.0	8.0	10.0	0.0	-2.0	0.0	6.0	4.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_DIPLOMATIC_MARRIAGE	wh3_deal_eval_default	-100.0	-100.0	-100.0	-100.0	1.0	1.0	-100.0	-100.0	-100.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_GIFT	wh3_deal_eval_default	2.0	5.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_JOIN_CONFEDERATION	wh3_deal_eval_default	10.0	10.0	10.0	10.0	30.0	30.0	10.0	10.0	10.0	30.0	30.0	30.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_JOIN_WAR	wh3_deal_eval_default	-3.0	1.0	-1.0	0.0	8.0	10.0	0.0	-2.0	0.0	6.0	4.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_REGION	wh3_deal_eval_default	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-5.0	5.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
REQUEST_VASSALAGE	wh3_deal_eval_default	10.0	0.0	6.0	5.0	30.0	30.0	4.0	8.0	2.0	30.0	25.0	25.0	0.3	1.0	1.0	0.0	0.0	0.0	-6.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
STRATEGIC_BALANCE_CHANGE	wh3_deal_eval_default	0.0	0.0	0.0	0.0	25.0	25.0	0.0	0.0	0.0	25.0	25.0	25.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
TRADE_AGREEMENT	wh3_deal_eval_default	1.0	-50.0	-1.0	-4.0	3.0	3.0	-9.0	0.0	-18.0	3.0	3.0	3.0	0.1	1.0	1.0	-3.0	2.0	0.0	-2.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
ULTIMATUM_ISSUING	wh3_deal_eval_default	-100.0	20.0	-5.0	2.0	-30.0	-35.0	12.0	-13.0	17.0	-20.0	10.0	15.0	0.0	1.0	1.0	8.0	-12.0	-5.0	-20.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	30.0	10	1.0
ULTIMATUM_RECEIVING	wh3_deal_eval_default	-5.0	30.0	-5.0	10.0	-15.0	-35.0	20.0	-5.0	25.0	0.0	20.0	25.0	2.0	1.0	1.0	8.0	-12.0	0.0	-15.0	0.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
WAR	wh3_deal_eval_default	-100.0	9.0	-6.0	0.0	-30.0	-35.0	4.0	-20.0	6.0	-20.0	10.0	15.0	0.0	1.0	1.0	8.0	-12.0	-3.0	-20.0	0.0	-5.0	5.0	-5.0	0.0	0.0	0.0	30.0	10	1.0
BREAK_DEFENSIVE_ALLIANCE	wh3_deal_eval_dwarf	-95.0	20.0	-30.0	-20.0	35.0	45.0	5.0	-55.0	10.0	15.0	15.0	10.0	-2.0	1.0	1.0	15.0	-12.0	0.0	7.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
BREAK_MILITARY_ALLIANCE	wh3_deal_eval_dwarf	-95.0	20.0	-25.0	-5.0	35.0	45.0	5.0	-55.0	10.0	15.0	15.0	10.0	-2.0	1.0	1.0	15.0	-12.0	0.0	7.0	15.0	-5.0	5.0	0.0	0.0	0.0	0.0	0.0	0	1.0
