character_name	character_level	forename	magic_lore	num_men	surname	unit_type	agent_type	agent_subtype	portrait	character_model	skillset	male
wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	1	2147360173		100	2147344030	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	spy	wh2_dlc13_emp_hunter_doctor_hertwig_van_hal	ui/portraits/portholes/wh_main_emp_empire/emp_witch_hunter_hertwig_ror_0.png	828905430	wh_main_skill_node_set_all_spy	true
wh2_dlc13_emp_cha_hunter_jorek_grimm_0	1	1226380347		100	2147354469	wh2_dlc13_emp_cha_hunter_jorek_grimm_0	engineer	wh2_dlc13_emp_hunter_jorek_grimm	ui/portraits/portholes/wh_main_emp_empire/dwf_master_engineer_jorek_ror_0.png	717155617		true
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	1	159761477		100	984595467	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	spy	wh2_dlc13_emp_hunter_kalara_of_wydrioth	ui/portraits/portholes/wh_main_emp_empire/wef_glade_female_lord_kalara_sword_bow_ror_01_0.png	1037575464		true
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	12	2013931711		100	1021442703	wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	champion	wh2_dlc13_emp_hunter_rodrik_l_anguille	ui/portraits/portholes/wh_main_emp_empire/emp_paladin_rodrik_0.png	963180308		true
wh2_dlc13_emp_cha_huntsmarshal_0	1	2147344126		100	2147344136	wh2_dlc13_emp_cha_huntsmarshal_0	general	wh2_dlc13_emp_cha_huntsmarshal	ui/portraits/portholes/wh_main_emp_empire/emp_huntsmarshal_campaign_01_0.png	1814920193		true
wh2_dlc13_emp_cha_markus_wulfhart_0	1	2147343956		100	2147343965	wh2_dlc13_emp_cha_markus_wulfhart_0	general	wh2_dlc13_emp_cha_markus_wulfhart	ui/portraits/portholes/wh_main_emp_empire/emp_markus_0.png	1373046027		true
wh2_dlc13_emp_cha_markus_wulfhart_0_final_battle	20	2147343956		100	2147343965	wh2_dlc13_emp_cha_markus_wulfhart_0	general	wh2_dlc13_emp_cha_markus_wulfhart	ui/portraits/portholes/wh_main_emp_empire/emp_markus_0.png	1373046027		true
wh2_dlc13_emp_final_battle_huntsmarshal_nakai_harass	10	2147344022		100	2147344079	wh2_dlc13_emp_cha_huntsmarshal_0	general	wh2_dlc13_emp_cha_huntsmarshal	ui/portraits/portholes/wh_main_emp_empire/emp_huntsmarshal_campaign_03_0.png	1495041978		true
wh2_dlc13_emp_final_battle_huntsmarshal_reinforcement	10	1734216942		100	1763457087	wh2_dlc13_emp_cha_huntsmarshal_0	general	wh2_dlc13_emp_cha_huntsmarshal	ui/portraits/portholes/wh_main_emp_empire/emp_huntsmarshal_campaign_03_0.png	1495041978		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1_slann	10	1016390767	wh_main_lore_fire	100	2147360514	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	general	wh2_dlc13_lzd_slann_mage_priest_fire	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_01_0.png	5596		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2_saurus_old_blood	10	1042552047		100	2147360514	wh2_main_lzd_cha_saurus_old_blood_0	general	wh2_main_lzd_saurus_old_blood	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_saurus_old_blood_campaign_01_0.png	5584		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3_red_crested_skink_chief	10	1081703090		100	2147360514	wh2_dlc12_lzd_cha_skink_chief_red_crested_0	general	wh2_dlc12_lzd_red_crested_skink_chief	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_chief_red_crested_campaign_01_0.png	1201533219	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1_general	10	2147344112		100	2000661064	wh_main_emp_cha_general_0	general	wh_main_emp_lord	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_02_0.png	4898		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2_general	10	868930187		100	2147360722	wh_main_emp_cha_general_0	general	wh_main_emp_lord	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_01_0.png	3463		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player_hertwig	10	2147344037		100	1353890747	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	spy	wh2_dlc13_emp_hunter_doctor_hertwig_van_hal	ui/portraits/portholes/wh_main_emp_empire/emp_witch_hunter_hertwig_ror_0.png	828905430		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player_kalara	10	159761477		100	984595467	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	spy	wh2_dlc13_emp_hunter_kalara_of_wydrioth	ui/portraits/portholes/wh_main_emp_empire/wef_glade_female_lord_kalara_sword_bow_ror_01_0.png	1037575464		true
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player_wulfhart	15	2147343956		100	2147343965	wh2_dlc13_emp_cha_markus_wulfhart_0	general	wh2_dlc13_emp_cha_markus_wulfhart	ui/portraits/portholes/wh_main_emp_empire/emp_markus_0.png	1373046027		true
wh2_dlc13_final_battle_bright_wizard	20	2147343941	wh_main_lore_fire	100	2147343989	wh_main_emp_cha_wizard_fire_2	wizard	wh_main_emp_bright_wizard	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	3554		true
wh2_dlc13_final_battle_emp_cha_hunter_doctor_hertwig_van_hal_0	12	2147344037		100	1353890747	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	spy	wh2_dlc13_emp_hunter_doctor_hertwig_van_hal	ui/portraits/portholes/wh_main_emp_empire/emp_witch_hunter_hertwig_ror_0.png	828905430		true
wh2_dlc13_final_battle_emp_cha_hunter_jorek_grimm_0	12	1226380347		100	2147354469	wh2_dlc13_emp_cha_hunter_jorek_grimm_0	engineer	wh2_dlc13_emp_hunter_jorek_grimm	ui/portraits/portholes/wh_main_emp_empire/dwf_master_engineer_jorek_ror_0.png	717155617		true
wh2_dlc13_final_battle_emp_cha_hunter_kalara_of_wydrioth_0	12	159761477		100	984595467	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	spy	wh2_dlc13_emp_hunter_kalara_of_wydrioth	ui/portraits/portholes/wh_main_emp_empire/wef_glade_female_lord_kalara_sword_bow_ror_01_0.png	1037575464		true
wh2_dlc13_final_battle_emp_cha_hunter_rodrik_l_anguille_0	12	2013931711		100	1021442703	wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	champion	wh2_dlc13_emp_hunter_rodrik_l_anguille	ui/portraits/portholes/wh_main_emp_empire/emp_paladin_rodrik_0.png	963180308		true
wh2_dlc13_final_battle_slann_life	15	1398505952	wh_dlc05_lore_life	100	2147360514	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	general	wh2_dlc13_lzd_slann_mage_priest_life	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_03_0.png	1341918476		true
wh2_dlc13_lzd_cha_gor_rok_0	1	62528749		100	2147360514	wh2_dlc13_lzd_cha_gor_rok_0	general	wh2_dlc13_lzd_gor_rok	ui/portraits/portholes/wh_main_emp_empire/emp_ch_karl_0.png	285610576		true
wh2_dlc13_lzd_cha_kroxigor_ancient_0	1	1264733026		100	1390612454	wh2_dlc13_lzd_cha_kroxigor_ancient_0	general	wh2_dlc13_lzd_kroxigor_ancient	ui/portraits/portholes/wh_main_emp_empire/emp_ch_karl_0.png	466338280		true
wh2_dlc13_lzd_cha_nakai_0	1	1218338993		100	2147360514	wh2_dlc13_lzd_cha_nakai_0	general	wh2_dlc13_lzd_nakai	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_nakai_0.png	1405880853		true
wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	1	1264733026	wh_main_lore_fire	100	1390612454	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	general	wh2_main_lzd_slann_mage_priest	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_02_0.png	853860698		true
wh2_dlc13_lzd_cha_slann_mage_priest_life_0	1	1264733026	wh_dlc05_lore_life	100	2147360514	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	general	wh2_main_lzd_slann_mage_priest	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_03_0.png	1341918476		true
wh2_dlc13_lzd_cha_slann_mage_priest_light_0	1	1264733026	wh_main_lore_light	100	2147360514	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	general	wh2_main_lzd_slann_mage_priest	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_04_0.png	424054019		true
wh2_dlc13_lzd_gorrok_qb	16	62528749		100	2147360514	wh2_dlc13_lzd_cha_gor_rok_0	general	wh2_dlc13_lzd_gor_rok	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_gor_rok_0.png	285610576		true
wh2_dlc13_lzd_lord_kroak_gorrok	16	62528749		100	1390612454	wh2_dlc13_lzd_cha_gor_rok_0	general	wh2_dlc13_lzd_gor_rok	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_gor_rok_0.png	285610576		true
wh2_dlc13_lzd_lord_kroak_nakai	20	1218338993		100	1390612454	wh2_dlc13_lzd_cha_nakai_0	general	wh2_dlc13_lzd_nakai	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_nakai_0.png	1405880853	wh2_dlc13_skill_node_set_lzd_nakai	true
wh2_dlc13_lzd_nakai_qb	16	1218338993		100	1390612454	wh2_dlc13_lzd_cha_nakai_0	general	wh2_dlc13_lzd_nakai	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_nakai_0.png	1405880853		true
wh2_dlc13_lzd_shield_of_aeons_gorrok_saurus_scar_veteran	10	1264733026		100	1390612454	wh2_main_lzd_cha_saurus_scar_veteran_1	champion	wh2_main_lzd_saurus_scar_veteran	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_hero_saurus_scar_veteran_campaign_01_0.png	5601		true
wh2_dlc13_qb_chs_exalted_hero_nakai_albion_the_ogham_shard	7	2147353733		100	2147353499	wh_main_chs_cha_exalted_hero_0	champion	wh_main_chs_exalted_hero	ui/portraits/portholes/wh_main_chs_chaos/chs_exalted_hero_campaign_05_0.png	5051		true
wh2_dlc14_brt_cha_repanse_de_lyonesse_0	1	202782467		100	651241916	wh2_dlc14_brt_cha_repanse_de_lyonesse_0	general	wh2_dlc14_brt_repanse	ui/portraits/portholes/wh_main_brt_bretonnia/brt_repanse_de_lyonesse_0.png	3254		false
wh2_dlc14_brt_henri_le_massif_0	1	1774059156		100	1069020046	wh2_dlc14_brt_cha_henri_le_massif_0	champion	wh2_dlc14_brt_henri_le_massif	ui/portraits/portholes/wh_main_brt_bretonnia/brt_henri_le_massif_0.png	2058163817		true
wh2_dlc14_brt_henri_le_massif_3	1	1774059156		100	1069020046	wh2_dlc14_brt_cha_henri_le_massif_3	champion	wh2_dlc14_brt_henri_le_massif	ui/portraits/portholes/wh_main_brt_bretonnia/brt_henri_le_massif_0.png	2058163817		true
wh2_dlc14_brt_henri_le_massif_4	1	1774059156		100	1069020046	wh2_dlc14_brt_cha_henri_le_massif_4	champion	wh2_dlc14_brt_henri_le_massif	ui/portraits/portholes/wh_main_brt_bretonnia/brt_henri_le_massif_0.png	2058163817		true
wh2_dlc14_def_cha_high_beastmaster_0	1	2147359455		100	1129600977	wh2_dlc14_def_cha_high_beastmaster_0	general	wh2_dlc14_def_high_beastmaster	ui/portraits/portholes/wh2_main_def_dark_elves/def_beastmaster_campaign_01_0.png	655553553		true
wh2_dlc14_def_cha_malus_darkblade_0_mp	1	685590403		100	1134931908	wh2_dlc14_def_cha_malus_darkblade_0_mp	general	wh2_dlc14_def_malus_darkblade_mp	ui/portraits/portholes/wh2_main_def_dark_elves/def_malus_0.png	252408971		true
wh2_dlc14_def_cha_master_0	1	2147359455		100	1129600977	wh2_dlc14_def_cha_master_0	champion	wh2_dlc14_def_master	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png	5590		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_brt_lord	12	2147345451		100	2147352780	wh_main_brt_cha_lord_4	general		ui/portraits/portholes/wh_main_brt_bretonnia/brt_lords_campaign_02_0.png	4879		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_damsel_heavens	20	1195331532	wh_main_lore_heavens	100	2147357877	wh_main_brt_cha_damsel_3	wizard	wh_main_brt_damsel_heavens	ui/portraits/portholes/wh_main_brt_bretonnia/brt_damsel_campaign_01_0.png	3598	wh_main_skill_node_set_brt_damsel	false
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_green_knight	20	2147358939		100	651241916	wh_dlc07_brt_cha_green_knight_0	champion		ui/portraits/portholes/wh_main_brt_bretonnia/brt_ch_green_knight_0.png	5255		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_henri	20	1774059156		100	651241916	wh2_dlc14_brt_cha_henri_le_massif_4	champion	wh2_dlc14_brt_henri_le_massif	ui/portraits/portholes/wh_main_brt_bretonnia/brt_henri_le_massif_0.png	2058163817		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_khalida	12	29274214		100	2080915970	wh2_dlc09_tmb_cha_khalida_1	general	wh2_dlc09_tmb_khalida	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khalida_0.png	942038784		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_khatep	12	743554178		100	2080915970	wh2_dlc09_tmb_cha_khatep_3	general	wh2_dlc09_tmb_khatep	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khatep_0.png	242444387		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_prophetess_life	12	71266346	wh_dlc05_lore_life	100	2147357883	wh_dlc07_brt_cha_prophetess_2	general		ui/portraits/portholes/wh_main_brt_bretonnia/brt_prophetess_campaign_02_0.png	5729		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_repanse	30	202782467		100	651241916	wh2_dlc14_brt_cha_repanse_de_lyonesse_1	general	wh2_dlc14_brt_repanse	ui/portraits/portholes/wh_main_brt_bretonnia/brt_repanse_de_lyonesse_0.png	1492325762		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_settra	14	1906048114		100	2080915970	wh2_dlc09_tmb_cha_settra_2	general	wh2_dlc09_tmb_settra	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png	1034628616		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_tomb_king	12	112147774		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_1	general	wh2_dlc09_tmb_tomb_king	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	1187086529		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_aranessa	20	1340289195		100	250811476	wh2_dlc11_cst_cha_aranessa_0	general	wh2_dlc11_cst_aranessa	ui/portraits/portholes/wh2_dlc11_cst_vampire_coast/cst_cha_aranessa_saltspite_0.png	1702132749	wh2_dlc11_skill_node_set_cst_aranessa	true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_brt_lord	20	736951379		100	651241916	wh_main_brt_cha_lord_4	general	wh_main_brt_lord	ui/portraits/portholes/wh_main_brt_bretonnia/brt_lords_campaign_03_0.png	4884		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_cylostra	20	143098456	wh2_dlc11_lore_deep	100	758220496	wh2_dlc11_cst_cha_cylostra_direfin_0	general	wh2_dlc11_cst_cylostra	ui/portraits/portholes/wh2_dlc11_cst_vampire_coast/cst_cylostra_0.png	1692004273		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_damsel_heavens	20	1195331532	wh_main_lore_heavens	100	2147357877	wh_main_brt_cha_damsel_3	wizard	wh_main_brt_damsel_heavens	ui/portraits/portholes/wh_main_brt_bretonnia/brt_damsel_campaign_01_0.png	3598	wh_main_skill_node_set_brt_damsel	false
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_green_knight	20	2147358939		100	651241916	wh_dlc07_brt_cha_green_knight_0	champion	wh_dlc07_brt_green_knight	ui/portraits/portholes/wh_main_brt_bretonnia/brt_ch_green_knight_0.png	5255		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_harkon	20	242277685		100	1053168049	wh2_dlc11_cst_cha_luthor_harkon_0	general	wh2_dlc11_cst_harkon	ui/portraits/portholes/wh2_dlc11_cst_vampire_coast/cst_cha_luthor_harkon_0.png	1165794969		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_henri	20	1774059156		100	651241916	wh2_dlc14_brt_cha_henri_le_massif_4	champion	wh2_dlc14_brt_henri_le_massif	ui/portraits/portholes/wh_main_brt_bretonnia/brt_henri_le_massif_0.png	2058163817		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_noctilus	20	227765640	wh2_dlc11_lore_noctilus	100	2147358913	wh2_dlc11_cst_inf_count_noctilus_0	general	wh2_dlc11_cst_noctilus	ui/portraits/portholes/wh2_dlc11_cst_vampire_coast/cst_cha_count_noctilus_0.png	721920362		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_prophetess_life	20	71266346	wh_dlc05_lore_life	100	2147357883	wh_dlc07_brt_cha_prophetess_1	general	wh_dlc07_brt_prophetess_life	ui/portraits/portholes/wh_main_brt_bretonnia/brt_prophetess_campaign_02_0.png	5729		true
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_repanse	30	202782467		100	651241916	wh2_dlc14_brt_cha_repanse_de_lyonesse_1	general	wh2_dlc14_brt_repanse	ui/portraits/portholes/wh_main_brt_bretonnia/brt_repanse_de_lyonesse_0.png	1492325762		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_damsel_heavens	20	1195331532	wh_main_lore_heavens	100	2147357877	wh_main_brt_cha_damsel_1	wizard	wh_main_brt_damsel_heavens	ui/portraits/portholes/wh_main_brt_bretonnia/brt_damsel_campaign_01_0.png	3598	wh_main_skill_node_set_brt_damsel	false
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_dwf_lord_1	20	2147354339		100	2147353890	wh_main_dwf_cha_lord_0	general	wh_main_dwf_lord	ui/portraits/portholes/wh_main_dwf_dwarfs/dwf_lord_campaign_01_0.png	3447	wh_main_skill_node_set_dwf_lord	true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_dwf_lord_2	20	2147354467		100	2147344191	wh_main_dwf_cha_lord_0	general	wh_main_dwf_lord	ui/portraits/portholes/wh_main_dwf_dwarfs/dwf_lord_campaign_02_0.png	4635	wh_main_skill_node_set_dwf_lord	true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_dwf_runelord	20	2147354256		100	2147354056	wh_dlc06_dwf_cha_runelord_0	general	wh_dlc06_dwf_runelord	ui/portraits/portholes/wh_main_dwf_dwarfs/dwf_ch_runelord_campaign_02_0.png	5469		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_henri	20	1774059156		100	651241916	wh2_dlc14_brt_cha_henri_le_massif_4	champion	wh2_dlc14_brt_henri_le_massif	ui/portraits/portholes/wh_main_brt_bretonnia/brt_henri_le_massif_0.png	2058163817		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_repanse	30	202782467		100	651241916	wh2_dlc14_brt_cha_repanse_de_lyonesse_1	general	wh2_dlc14_brt_repanse	ui/portraits/portholes/wh_main_brt_bretonnia/brt_repanse_de_lyonesse_0.png	1492325762		false
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_1	20	144566126		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_0	general	wh2_dlc09_tmb_tomb_king	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	1187086529		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_2	20	533762515		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_0	general	wh2_dlc09_tmb_tomb_king	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_02_0.png	25169735		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_3	20	1863416117		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_0	general	wh2_dlc09_tmb_tomb_king	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_03_0.png	768029943		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_4	20	321792222		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_1	general	wh2_dlc09_tmb_tomb_king	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_04_0.png	148388651		true
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_priest	20	1402379112	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	general	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc14_qb_def_malus_final_battle_def_beastmaster	15	119315689		100	1192091246	wh2_dlc14_def_cha_high_beastmaster_2	general	wh2_dlc14_def_high_beastmaster	ui/portraits/portholes/wh2_main_def_dark_elves/def_beastmaster_campaign_03_0.png	1885784875		true
wh2_dlc14_qb_def_malus_final_battle_def_malus	23	685590403		100	1134931908	wh2_dlc14_def_cha_malus_darkblade_1	general	wh2_dlc14_def_malus_darkblade	ui/portraits/portholes/wh2_main_def_dark_elves/def_malus_0.png	252408971		true
wh2_dlc14_qb_def_malus_final_battle_def_master	20	847757873		100	2147360508	wh2_dlc14_def_cha_master_3	champion	wh2_dlc14_def_master	ui/portraits/portholes/wh2_main_def_dark_elves/def_master_campaign_03_0.png	504490678		true
wh2_dlc14_qb_def_malus_final_battle_def_sorceress_dark	17	1126820639	wh2_main_lore_dark_magic	100	2147360508	wh2_main_def_cha_sorceress_dark_3	wizard	wh2_main_def_sorceress_dark	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	1084043446		false
wh2_dlc14_qb_def_malus_final_battle_skv_eshin_sorcerer	15	2147360702	wh2_dlc14_lore_stealth	100	972178884	wh2_dlc14_skv_cha_eshin_sorcerer_0	wizard	wh2_dlc14_skv_eshin_sorcerer	ui/portraits/portholes/wh2_main_skv_skaven/skv_sorcerer_campaign_01_0.png	594922698		true
wh2_dlc14_qb_def_malus_final_battle_skv_master_assassin	15	1467166071		100	816768077	wh2_dlc14_skv_cha_master_assassin_0	general	wh2_dlc14_skv_master_assassin	ui/portraits/portholes/wh2_main_skv_skaven/skv_assassin_master_campaign_01_0.png	5647		true
wh2_dlc14_qb_def_malus_final_battle_skv_snikch	20	840626619		100	560963109	wh2_dlc14_skv_cha_deathmaster_snikch_0	general	wh2_dlc14_skv_deathmaster_snikch	ui/portraits/portholes/wh2_main_skv_skaven/skv_snikch_0.png	1721108995		true
wh2_dlc14_qb_def_malus_warpsword_of_khaine_chs_lord_metal	18	2147345975	wh_main_lore_metal	100	2147350938	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	general	wh_dlc01_chs_sorcerer_lord_metal	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	5135		true
wh2_dlc14_qb_def_malus_warpsword_of_khaine_chs_sorcerer_shadows	10	2147346149	wh_dlc05_lore_shadows	100	2147350329	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	wizard	wh_dlc07_chs_chaos_sorcerer_shadow	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_01_0.png	5658		true
wh2_dlc14_qb_def_malus_warpsword_of_khaine_def_sorceress_dark	11	1126820639	wh2_main_lore_dark_magic	100	2147360508	wh2_main_def_cha_sorceress_dark_1	wizard	wh2_main_def_sorceress_dark	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	1084043446		false
wh2_dlc14_qb_def_malus_warpsword_of_khaine_kholek	12	2147345931		100	2147345934	wh_dlc01_chs_cha_kholek	general	wh_dlc01_chs_kholek_suneater	ui/portraits/portholes/wh_main_chs_chaos/chs_kholek_suneater_0.png	3920		true
wh2_dlc14_qb_def_malus_warpsword_of_khaine_malus	15	685590403		100	1134931908	wh2_dlc14_def_cha_malus_darkblade_0	general	wh2_dlc14_def_malus_darkblade	ui/portraits/portholes/wh2_main_def_dark_elves/def_malus_0.png	252408971		true
wh2_dlc14_qb_def_malus_warpsword_of_khaine_master	13	847757873		100	2147360508	wh2_dlc14_def_cha_master_3	champion	wh2_dlc14_def_master	ui/portraits/portholes/wh2_main_def_dark_elves/def_master_campaign_03_0.png	504490678		true
wh2_dlc14_qb_def_snikch_final_battle_def_malus	23	685590403		100	1134931908	wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle	general	wh2_dlc14_def_malus_darkblade	ui/portraits/portholes/wh2_main_def_dark_elves/def_malus_tzarkan_0.png	415363939		true
wh2_dlc14_qb_skv_snikch_final_battle_def_beastmaster	15	1596458280		100	1592492457	wh2_dlc14_def_cha_high_beastmaster_0	general	wh2_dlc14_def_high_beastmaster	ui/portraits/portholes/wh2_main_def_dark_elves/def_beastmaster_campaign_02_0.png	1311496714		true
wh2_dlc14_qb_skv_snikch_final_battle_skv_snikch	20	840626619		100	560963109	wh2_dlc14_skv_cha_deathmaster_snikch_0	general	wh2_dlc14_skv_deathmaster_snikch	ui/portraits/portholes/wh2_main_skv_skaven/skv_snikch_0.png	1721108995		true
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_assassin	10	1770277747		100	2147360732	wh2_main_skv_cha_assassin	spy	wh2_main_skv_assassin	ui/portraits/portholes/wh2_main_skv_skaven/skv_assassin_campaign_01_0.png	5647		true
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_dreadlord	12	2147359501		100	45858417	wh2_dlc14_def_cha_high_beastmaster_0	general	wh2_dlc14_def_high_beastmaster	ui/portraits/portholes/wh2_main_def_dark_elves/def_beastmaster_campaign_01_0.png	655553553		true
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_eshin_sorcerer	10	1340115279	wh2_dlc14_lore_stealth	100	1752261233	wh2_dlc14_skv_cha_eshin_sorcerer_0	wizard	wh2_dlc14_skv_eshin_sorcerer	ui/portraits/portholes/wh2_main_skv_skaven/skv_sorcerer_campaign_01_0.png	594922698		true
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_master_assassin	14	1990004139		100	730251231	wh2_dlc14_skv_cha_master_assassin_0	general	wh2_dlc14_skv_master_assassin	ui/portraits/portholes/wh2_main_skv_skaven/skv_assassin_master_campaign_02_0.png	2146616086		true
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_master_assassin_patrol	14	1984445384		100	35287628	wh2_main_skv_cha_warlord_0	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	5625		true
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_master_assassin_patrol_2	14	1316657022		100	1289169483	wh2_main_skv_cha_warlord_0	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	735095170		true
