select_context	over_context	tooltip_line	advice_line	main_line
army	non_player_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_non_player_blark
army	non_player_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh3_main_tltip_non_player_fixed_camp
army	non_player_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_province_capital
army	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
army	non_player_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_minor_settlement
army	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
army	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
army	non_player_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army	non_player_region_without_access	rome2_tltip_right_clk_move	rome2_tltip_warning_no_access	rome2_tltip_main_province
army	own_sea_region	rome2_tltip_right_clk_embark		
army	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_general
army	player_army_containing_agent	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_general
army	player_blark	rome2_tltip_right_clk_transfer_units_left_clk_select_army		wh2_main_tltip_player_blark
army	player_major_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
army	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
army	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
army	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_province_capital
army	player_major_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
army	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
army	player_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_admiral
army	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
army	player_navy_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general_on_sea
army	region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army	sea_region	rome2_tltip_right_clk_embark	rome2_tltip_hostile_sea_region_self	
army	shared_sea_region	rome2_tltip_right_clk_embark		
blark	abandonded_region	rome2_tltip_move_to_coast		rome2_tltip_main_province
blark	abandoned_major_settlement	rome2_tltip_left_clk_select	wh2_main_tltip_ruins	rome2_tltip_abandoned_major_region
blark	abandoned_minor_settlement	rome2_tltip_left_clk_select	wh2_main_tltip_ruins	rome2_tltip_abandoned_minor_region
blark	allied_army	rome2_tltip_left_clk_inspect_right_declare_war		rome2_tltip_main_allied_general
blark	allied_blark	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_allied_blark
blark	allied_major_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_allied_province_capital
blark	allied_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_allied_province_capital
blark	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_province_capital
blark	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
blark	allied_minor_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_allied_minor_settlement
blark	allied_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_allied_minor_settlement
blark	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_minor_settlement
blark	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
blark	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
blark	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
blark	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
blark	contested_sea_region	rome2_tltip_right_clk_move		
blark	enemy_army	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_general
blark	enemy_blark	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		wh2_main_tltip_enemy_blark
blark	enemy_major_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_province_capital
blark	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_province_capital
blark	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
blark	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
blark	enemy_minor_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_minor_settlement
blark	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_minor_settlement
blark	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
blark	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
blark	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
blark	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
blark	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
blark	enemy_region	rome2_tltip_move_to_coast		rome2_tltip_main_province
blark	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
blark	non_player_army	rome2_tltip_left_clk_inspect_right_declare_war		rome2_tltip_main_non_player_general
blark	non_player_blark	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_non_player_blark
blark	non_player_major_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_province_capital
blark	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_province_capital
blark	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
blark	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
blark	non_player_minor_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_minor_settlement
blark	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_minor_settlement
blark	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
blark	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
blark	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
blark	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
blark	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
blark	non_player_region	rome2_tltip_move_to_coast		rome2_tltip_main_province
blark	non_player_region_without_access	rome2_tltip_move_to_coast		rome2_tltip_main_province
blark	own_sea_region	rome2_tltip_right_clk_move		
blark	player_army	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_general
blark	player_army_containing_agent	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_general
blark	player_major_settlement_land_besieged	rome2_tltip_left_clk_select_right_clk_move_to_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
blark	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_province_capital
blark	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_province_capital
blark	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
blark	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
blark	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
blark	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_warning_port_occupied		rome2_tltip_main_player_province_capital
blark	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
blark	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_right_clk_move_to_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
blark	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_minor_settlement
blark	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_minor_settlement
blark	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
blark	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
blark	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
blark	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_warning_port_occupied		rome2_tltip_main_enemy_minor_settlement
blark	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
blark	player_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
blark	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_admiral
blark	player_navy_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general_on_sea
blark	region	rome2_tltip_move_to_coast		rome2_tltip_main_province
blark	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
blark	shared_sea_region	rome2_tltip_right_clk_move		
navy_escorting_horde_permanent	abandonded_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting_horde_permanent	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
navy_escorting_horde_permanent	allied_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_escorting_horde_permanent	allied_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_escorting_horde_permanent	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_province_capital
navy_escorting_horde_permanent	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
navy_escorting_horde_permanent	allied_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_escorting_horde_permanent	allied_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_escorting_horde_permanent	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_minor_settlement
navy_escorting_horde_permanent	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
navy_escorting_horde_permanent	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_escorting_horde_permanent	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_escorting_horde_permanent	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
navy_escorting_horde_permanent	contested_sea_region	rome2_tltip_right_clk_move		
navy_escorting_horde_permanent	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_escorting_horde_permanent	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_escorting_horde_permanent	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_escorting_horde_permanent	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_escorting_horde_permanent	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_escorting_horde_permanent	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_escorting_horde_permanent	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_escorting_horde_permanent	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy_escorting_horde_permanent	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy_escorting_horde_permanent	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_escorting_horde_permanent	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_escorting_horde_permanent	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy_escorting_horde_permanent	enemy_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting_horde_permanent	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_escorting_horde_permanent	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
navy_escorting_horde_permanent	non_player_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_escorting_horde_permanent	non_player_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_escorting_horde_permanent	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy_escorting_horde_permanent	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy_escorting_horde_permanent	non_player_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_escorting_horde_permanent	non_player_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_escorting_horde_permanent	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy_escorting_horde_permanent	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy_escorting_horde_permanent	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_escorting_horde_permanent	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_escorting_horde_permanent	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_escorting_horde_permanent	non_player_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting_horde_permanent	non_player_region_without_access	rome2_tltip_right_clk_disembark	rome2_tltip_warning_no_access	rome2_tltip_main_province
navy_escorting_horde_permanent	own_sea_region	rome2_tltip_right_clk_move		
navy_escorting_horde_permanent	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_escorting_horde_permanent	player_army_containing_agent	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_escorting_horde_permanent	player_major_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
navy_escorting_horde_permanent	player_minor_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_escorting_horde_permanent	player_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
navy_escorting_horde_permanent	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
navy_escorting_horde_permanent	region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting_horde_permanent	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_escorting_horde	abandonded_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting_horde	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
navy_escorting_horde	allied_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_escorting_horde	allied_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_escorting_horde	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_province_capital
navy_escorting_horde	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
navy_escorting_horde	allied_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_escorting_horde	allied_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_escorting_horde	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_minor_settlement
navy_escorting_horde	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
navy_escorting_horde	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_escorting_horde	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_escorting_horde	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
navy_escorting_horde	contested_sea_region	rome2_tltip_right_clk_move		
navy_escorting_horde	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_escorting_horde	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_escorting_horde	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_escorting_horde	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_escorting_horde	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_escorting_horde	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_escorting_horde	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
