template_key	unit_group_key	ratio
WH_Norsca_land_2	wh3_default_land_melee_infantry_main_frontline_spears	5
WH_Norsca_land_2	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Norsca_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Norsca_land_2	wh3_default_land_monsters	5
WH_Norsca_land_2	wh3_default_land_monsters_flanking_strong	15
WH_Norsca_land_2	wh3_default_land_monsters_heavy	10
WH_Norsca_land_2	wh3_default_land_ranged_cavalry	20
WH_Norsca_land_2	wh3_default_land_ranged_infantry	10
WH_Norsca_land_3	wh3_default_land_characters	5
WH_Norsca_land_3	wh3_default_land_melee_infantry	5
WH_Norsca_land_3	wh3_default_land_melee_infantry_main_frontline_spears	5
WH_Norsca_land_3	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Norsca_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Norsca_land_3	wh3_default_land_monsters	10
WH_Norsca_land_3	wh3_default_land_monsters_flanking_strong	25
WH_Norsca_land_3	wh3_default_land_monsters_heavy	15
WH_Norsca_land_3	wh3_default_land_ranged_cavalry	10
WH_Norsca_land_3	wh3_default_land_ranged_infantry	10
WH_Norsca_land_SurthaEk	wh3_default_land_characters	10
WH_Norsca_land_SurthaEk	wh3_default_land_melee_cavalry_main_chariots	80
WH_Norsca_land_SurthaEk	wh3_default_land_melee_infantry	10
WH_Norsca_land_SurthaEk	wh3_default_land_ranged_cavalry	10
WH_Norsca_land	wh3_default_land_characters	5
WH_Norsca_land	wh3_default_land_melee_infantry	10
WH_Norsca_land	wh3_default_land_melee_infantry_main_frontline_spears	5
WH_Norsca_land	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Norsca_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Norsca_land	wh3_default_land_monsters	5
WH_Norsca_land	wh3_default_land_monsters_flanking_strong	20
WH_Norsca_land	wh3_default_land_monsters_heavy	10
WH_Norsca_land	wh3_default_land_ranged_cavalry	10
WH_Norsca_land	wh3_default_land_ranged_infantry	10
WH_Nurgle_land_2	wh3_default_land_characters	10
WH_Nurgle_land_2	wh3_default_land_melee_cavalry	10
WH_Nurgle_land_2	wh3_default_land_melee_cavalry_main_chariots	5
WH_Nurgle_land_2	wh3_default_land_melee_cavalry_main_shock	15
WH_Nurgle_land_2	wh3_default_land_melee_infantry	5
WH_Nurgle_land_2	wh3_default_land_melee_infantry_main_flanking	15
WH_Nurgle_land_2	wh3_default_land_melee_infantry_main_frontline	10
WH_Nurgle_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Nurgle_land_2	wh3_default_land_monsters_flanking_strong	15
WH_Nurgle_land_2	wh3_default_land_monsters_heavy	5
WH_Nurgle_land_3	wh3_default_land_characters	10
WH_Nurgle_land_3	wh3_default_land_melee_cavalry	10
WH_Nurgle_land_3	wh3_default_land_melee_cavalry_main_chariots	10
WH_Nurgle_land_3	wh3_default_land_melee_cavalry_main_shock	15
WH_Nurgle_land_3	wh3_default_land_melee_infantry_main_flanking	10
WH_Nurgle_land_3	wh3_default_land_melee_infantry_main_frontline	20
WH_Nurgle_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Nurgle_land_3	wh3_default_land_monsters_flanking_strong	10
WH_Nurgle_land_3	wh3_default_land_monsters_heavy	5
WH_Nurgle_land_4	wh3_default_land_characters	10
WH_Nurgle_land_4	wh3_default_land_melee_cavalry	5
WH_Nurgle_land_4	wh3_default_land_melee_cavalry_main_chariots	10
WH_Nurgle_land_4	wh3_default_land_melee_cavalry_main_shock	10
WH_Nurgle_land_4	wh3_default_land_melee_infantry_main_flanking	10
WH_Nurgle_land_4	wh3_default_land_melee_infantry_main_frontline	15
WH_Nurgle_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Nurgle_land_4	wh3_default_land_monsters_flanking_strong	15
WH_Nurgle_land_4	wh3_default_land_monsters_heavy	15
WH_Nurgle_land	wh3_default_land_characters	5
WH_Nurgle_land	wh3_default_land_melee_cavalry	5
WH_Nurgle_land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Nurgle_land	wh3_default_land_melee_cavalry_main_shock	10
WH_Nurgle_land	wh3_default_land_melee_infantry	5
WH_Nurgle_land	wh3_default_land_melee_infantry_main_flanking	10
WH_Nurgle_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Nurgle_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Nurgle_land	wh3_default_land_monsters_flanking_strong	15
WH_Nurgle_land	wh3_default_land_monsters_heavy	5
WH_Ogre_Kingdoms_land	Default_land_artillery	5
WH_Ogre_Kingdoms_land	Default_land_cavalry_shock	20
WH_Ogre_Kingdoms_land	Default_land_infantry_melee	30
WH_Ogre_Kingdoms_land	Default_land_infantry_melee_low_quality	10
WH_Ogre_Kingdoms_land	Default_land_infantry_missile	10
WH_Ogre_Kingdoms_land	Default_land_infantry_spearmen	10
WH_Ogre_Kingdoms_land	Default_land_magic	5
WH_Ogre_Kingdoms_land	Default_land_monster	10
WH_Ogre_Kingdoms_land_2	Default_land_artillery	10
WH_Ogre_Kingdoms_land_2	Default_land_cavalry_shock	5
WH_Ogre_Kingdoms_land_2	Default_land_infantry_melee	25
WH_Ogre_Kingdoms_land_2	Default_land_infantry_melee_low_quality	10
WH_Ogre_Kingdoms_land_2	Default_land_infantry_missile	25
WH_Ogre_Kingdoms_land_2	Default_land_infantry_spearmen	15
WH_Ogre_Kingdoms_land_2	Default_land_magic	5
WH_Ogre_Kingdoms_land_2	Default_land_monster	5
WH_Ogre_Kingdoms_land_3	Default_land_cavalry_shock	30
WH_Ogre_Kingdoms_land_3	Default_land_infantry_melee	35
WH_Ogre_Kingdoms_land_3	Default_land_infantry_missile	10
WH_Ogre_Kingdoms_land_3	Default_land_infantry_spearmen	15
WH_Ogre_Kingdoms_land_3	Default_land_magic	5
WH_Ogre_Kingdoms_land_3	Default_land_monster	5
WH_Ogre_Kingdoms_land_4	Default_land_cavalry_shock	10
WH_Ogre_Kingdoms_land_4	Default_land_infantry_melee	35
WH_Ogre_Kingdoms_land_4	Default_land_infantry_missile	10
WH_Ogre_Kingdoms_land_4	Default_land_infantry_spearmen	15
WH_Ogre_Kingdoms_land_4	Default_land_magic	5
WH_Ogre_Kingdoms_land_4	Default_land_monster	25
WH_Skaven_land_2	wh3_default_land_artillery	10
WH_Skaven_land_2	wh3_default_land_characters	10
WH_Skaven_land_2	wh3_default_land_melee_infantry_main	15
WH_Skaven_land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Skaven_land_2	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	10
WH_Skaven_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Skaven_land_2	wh3_default_land_monsters	5
WH_Skaven_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Skaven_land_2	wh3_default_land_monsters_heavy	10
WH_Skaven_land_2	wh3_default_land_ranged_infantry_main_heavy_long_range	10
WH_Skaven_land_2	wh3_default_land_ranged_infantry_main_light	10
WH_Skaven_land_3	wh3_default_land_characters	10
WH_Skaven_land_3	wh3_default_land_melee_infantry_main	15
WH_Skaven_land_3	wh3_default_land_melee_infantry_main_flanking	5
WH_Skaven_land_3	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	10
WH_Skaven_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Skaven_land_3	wh3_default_land_monsters	10
WH_Skaven_land_3	wh3_default_land_monsters_flanking_strong	15
WH_Skaven_land_3	wh3_default_land_monsters_heavy	15
WH_Skaven_land_3	wh3_default_land_ranged_infantry_main_heavy	10
WH_Skaven_land_3	wh3_default_land_ranged_infantry_main_light	10
WH_Skaven_land_4	wh3_default_land_artillery	10
WH_Skaven_land_4	wh3_default_land_artillery_long_range	10
WH_Skaven_land_4	wh3_default_land_characters	10
WH_Skaven_land_4	wh3_default_land_melee_infantry	20
WH_Skaven_land_4	wh3_default_land_melee_infantry_main_flanking	10
WH_Skaven_land_4	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	10
WH_Skaven_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Skaven_land_4	wh3_default_land_monsters	5
WH_Skaven_land_4	wh3_default_land_monsters_flanking_strong	5
WH_Skaven_land_4	wh3_default_land_monsters_heavy	5
WH_Skaven_land_4	wh3_default_land_ranged_infantry_main_heavy_long_range	10
WH_Skaven_land_4	wh3_default_land_ranged_infantry_main_light	5
WH_Skaven_land_5	wh3_default_land_artillery	5
WH_Skaven_land_5	wh3_default_land_artillery_long_range	10
WH_Skaven_land_5	wh3_default_land_characters	10
WH_Skaven_land_5	wh3_default_land_melee_infantry_main_flanking	15
WH_Skaven_land_5	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	10
WH_Skaven_land_5	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Skaven_land_5	wh3_default_land_monsters_flanking_strong	10
WH_Skaven_land_5	wh3_default_land_monsters_heavy	10
WH_Skaven_land_5	wh3_default_land_ranged_infantry_main_heavy_long_range	10
WH_Skaven_land_5	wh3_default_land_ranged_infantry_main_heavy_short_range	5
WH_Skaven_land_5	wh3_default_land_ranged_infantry_main_light	10
WH_Skaven_land	wh3_default_land_artillery	10
WH_Skaven_land	wh3_default_land_artillery_long_range	5
WH_Skaven_land	wh3_default_land_characters	10
WH_Skaven_land	wh3_default_land_melee_infantry_main_flanking	15
WH_Skaven_land	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Skaven_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Skaven_land	wh3_default_land_monsters_flanking_strong	10
WH_Skaven_land	wh3_default_land_monsters_heavy	10
WH_Skaven_land	wh3_default_land_ranged_infantry_main_heavy_long_range	15
WH_Skaven_land	wh3_default_land_ranged_infantry_main_heavy_short_range	10
WH_Slaanesh_land_2	wh3_default_land_characters	10
WH_Slaanesh_land_2	wh3_default_land_melee_cavalry_main_chariots	10
WH_Slaanesh_land_2	wh3_default_land_melee_cavalry_main_shock	5
WH_Slaanesh_land_2	wh3_default_land_melee_infantry	15
WH_Slaanesh_land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Slaanesh_land_2	wh3_default_land_melee_infantry_main_frontline	10
WH_Slaanesh_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Slaanesh_land_2	wh3_default_land_monsters	5
WH_Slaanesh_land_2	wh3_default_land_monsters_flanking_strong	20
WH_Slaanesh_land_2	wh3_default_land_monsters_heavy	10
WH_Slaanesh_land_3	wh3_default_land_characters	10
WH_Slaanesh_land_3	wh3_default_land_melee_cavalry_main_chariots	10
WH_Slaanesh_land_3	wh3_default_land_melee_cavalry_main_shock	20
WH_Slaanesh_land_3	wh3_default_land_melee_infantry	10
WH_Slaanesh_land_3	wh3_default_land_melee_infantry_main_flanking	5
WH_Slaanesh_land_3	wh3_default_land_melee_infantry_main_frontline	15
WH_Slaanesh_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Slaanesh_land_3	wh3_default_land_monsters	5
WH_Slaanesh_land_3	wh3_default_land_monsters_flanking_strong	5
WH_Slaanesh_land_3	wh3_default_land_monsters_heavy	10
WH_Slaanesh_land_4	wh3_default_land_characters	10
WH_Slaanesh_land_4	wh3_default_land_melee_cavalry_main_chariots	10
WH_Slaanesh_land_4	wh3_default_land_melee_cavalry_main_shock	10
WH_Slaanesh_land_4	wh3_default_land_melee_infantry	10
WH_Slaanesh_land_4	wh3_default_land_melee_infantry_main_flanking	10
WH_Slaanesh_land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Slaanesh_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Slaanesh_land_4	wh3_default_land_monsters	10
WH_Slaanesh_land_4	wh3_default_land_monsters_flanking_strong	5
WH_Slaanesh_land_4	wh3_default_land_monsters_heavy	15
WH_Slaanesh_land	wh3_default_land_characters	10
WH_Slaanesh_land	wh3_default_land_melee_cavalry_main_chariots	10
WH_Slaanesh_land	wh3_default_land_melee_cavalry_main_shock	10
WH_Slaanesh_land	wh3_default_land_melee_infantry	15
WH_Slaanesh_land	wh3_default_land_melee_infantry_main_flanking	10
WH_Slaanesh_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Slaanesh_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Slaanesh_land	wh3_default_land_monsters	5
WH_Slaanesh_land	wh3_default_land_monsters_flanking_strong	10
WH_Slaanesh_land	wh3_default_land_monsters_heavy	10
WH_TEB_land	Default_land_artillery	1
WH_TEB_land	Default_land_cavalry_melee	1
WH_TEB_land	Default_land_cavalry_missile	25
WH_TEB_land	Default_land_cavalry_shock	1
WH_TEB_land	Default_land_infantry_melee	25
WH_TEB_land	Default_land_infantry_missile	25
WH_TEB_land	Default_land_infantry_spearmen	25
WH_TEB_land	Default_land_magic	1
WH_TEB_land	Default_land_vehicle	1
WH_Tomb_Kings_land	Default_land_artillery	10
WH_Tomb_Kings_land	Default_land_cavalry_melee	10
WH_Tomb_Kings_land	Default_land_infantry_melee	45
WH_Tomb_Kings_land	Default_land_infantry_missile	10
WH_Tomb_Kings_land	Default_land_magic	10
WH_Tomb_Kings_land	Default_land_monster	5
WH_Tomb_Kings_land	Default_land_support	15
WH_Tomb_Kings_land_2	Default_land_artillery	0
WH_Tomb_Kings_land_2	Default_land_cavalry_melee	15
WH_Tomb_Kings_land_2	Default_land_infantry_melee	50
WH_Tomb_Kings_land_2	Default_land_infantry_missile	5
WH_Tomb_Kings_land_2	Default_land_magic	10
WH_Tomb_Kings_land_2	Default_land_monster	10
WH_Tomb_Kings_land_2	Default_land_support	20
WH_Tomb_Kings_land_3	Default_land_artillery	10
WH_Tomb_Kings_land_3	Default_land_cavalry_melee	5
WH_Tomb_Kings_land_3	Default_land_infantry_melee	45
WH_Tomb_Kings_land_3	Default_land_infantry_missile	20
WH_Tomb_Kings_land_3	Default_land_magic	10
WH_Tomb_Kings_land_3	Default_land_monster	5
WH_Tomb_Kings_land_3	Default_land_support	15
WH_Tomb_Kings_land_4	Default_land_artillery	5
WH_Tomb_Kings_land_4	Default_land_cavalry_melee	35
WH_Tomb_Kings_land_4	Default_land_infantry_melee	40
WH_Tomb_Kings_land_4	Default_land_infantry_missile	5
WH_Tomb_Kings_land_4	Default_land_magic	10
WH_Tomb_Kings_land_4	Default_land_monster	5
WH_Tomb_Kings_land_4	Default_land_support	10
WH_Tzeentch_land_2	wh3_default_land_characters	10
WH_Tzeentch_land_2	wh3_default_land_melee_cavalry_main	10
WH_Tzeentch_land_2	wh3_default_land_melee_cavalry_main_shock	10
WH_Tzeentch_land_2	wh3_default_land_melee_infantry	5
WH_Tzeentch_land_2	wh3_default_land_melee_infantry_main_flanking	5
WH_Tzeentch_land_2	wh3_default_land_melee_infantry_main_frontline	10
WH_Tzeentch_land_2	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Tzeentch_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Tzeentch_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Tzeentch_land_2	wh3_default_land_monsters_heavy	10
WH_Tzeentch_land_2	wh3_default_land_ranged_infantry_main	5
WH_Tzeentch_land_2	wh3_default_land_ranged_infantry_main_heavy	5
WH_Tzeentch_land_2	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Tzeentch_land_3	wh3_default_land_characters	10
WH_Tzeentch_land_3	wh3_default_land_melee_cavalry_main	5
WH_Tzeentch_land_3	wh3_default_land_melee_cavalry_main_shock	5
WH_Tzeentch_land_3	wh3_default_land_melee_infantry_main_flanking	5
WH_Tzeentch_land_3	wh3_default_land_melee_infantry_main_frontline	10
WH_Tzeentch_land_3	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Tzeentch_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Tzeentch_land_3	wh3_default_land_monsters_flanking_strong	10
WH_Tzeentch_land_3	wh3_default_land_monsters_heavy	10
WH_Tzeentch_land_3	wh3_default_land_ranged_infantry_main	5
WH_Tzeentch_land_3	wh3_default_land_ranged_infantry_main_heavy	10
WH_Tzeentch_land_3	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Tzeentch_land_4	wh3_default_land_characters	10
WH_Tzeentch_land_4	wh3_default_land_melee_cavalry_main	5
WH_Tzeentch_land_4	wh3_default_land_melee_cavalry_main_shock	5
WH_Tzeentch_land_4	wh3_default_land_melee_infantry	5
WH_Tzeentch_land_4	wh3_default_land_melee_infantry_main_flanking	10
WH_Tzeentch_land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Tzeentch_land_4	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Tzeentch_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Tzeentch_land_4	wh3_default_land_monsters	10
WH_Tzeentch_land_4	wh3_default_land_monsters_flanking_strong	10
WH_Tzeentch_land_4	wh3_default_land_monsters_heavy	10
WH_Tzeentch_land_4	wh3_default_land_ranged_infantry_main	5
WH_Tzeentch_land_4	wh3_default_land_ranged_infantry_main_heavy	10
WH_Tzeentch_land_4	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Tzeentch_land	wh3_default_land_characters	10
WH_Tzeentch_land	wh3_default_land_melee_cavalry_main	10
WH_Tzeentch_land	wh3_default_land_melee_infantry	5
WH_Tzeentch_land	wh3_default_land_melee_infantry_main_flanking	5
WH_Tzeentch_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Tzeentch_land	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Tzeentch_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Tzeentch_land	wh3_default_land_monsters_flanking_strong	10
WH_Tzeentch_land	wh3_default_land_monsters_heavy	10
WH_Tzeentch_land	wh3_default_land_ranged_infantry_main	5
WH_Tzeentch_land	wh3_default_land_ranged_infantry_main_heavy	5
WH_Tzeentch_land	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Valkia_Land_2	wh3_default_land_artillery_long_range	10
WH_Valkia_Land_2	wh3_default_land_aura	5
WH_Valkia_Land_2	wh3_default_land_melee_cavalry	5
WH_Valkia_Land_2	wh3_default_land_melee_cavalry_main	15
WH_Valkia_Land_2	wh3_default_land_melee_cavalry_main_chariots	10
WH_Valkia_Land_2	wh3_default_land_melee_infantry	10
WH_Valkia_Land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Valkia_Land_2	wh3_default_land_melee_infantry_main_frontline	10
WH_Valkia_Land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Valkia_Land_2	wh3_default_land_monsters_flanking_strong	5
WH_Valkia_Land_2	wh3_default_land_monsters_heavy	10
WH_Valkia_Land_3	wh3_default_land_aura	5
WH_Valkia_Land_3	wh3_default_land_melee_cavalry	5
WH_Valkia_Land_3	wh3_default_land_melee_cavalry_main	10
WH_Valkia_Land_3	wh3_default_land_melee_cavalry_main_chariots	5
WH_Valkia_Land_3	wh3_default_land_melee_infantry	10
WH_Valkia_Land_3	wh3_default_land_melee_infantry_main_flanking	10
WH_Valkia_Land_3	wh3_default_land_melee_infantry_main_frontline	10
WH_Valkia_Land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Valkia_Land_3	wh3_default_land_monsters	5
WH_Valkia_Land_3	wh3_default_land_monsters_flanking_strong	10
WH_Valkia_Land_3	wh3_default_land_monsters_heavy	10
WH_Valkia_Land_3	wh3_default_land_ranged_cavalry	10
WH_Valkia_Land_4	wh3_default_land_artillery_long_range	5
WH_Valkia_Land_4	wh3_default_land_aura	5
WH_Valkia_Land_4	wh3_default_land_melee_cavalry	5
WH_Valkia_Land_4	wh3_default_land_melee_cavalry_main	10
WH_Valkia_Land_4	wh3_default_land_melee_cavalry_main_chariots	5
WH_Valkia_Land_4	wh3_default_land_melee_infantry	10
WH_Valkia_Land_4	wh3_default_land_melee_infantry_main_flanking	5
WH_Valkia_Land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Valkia_Land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Valkia_Land_4	wh3_default_land_monsters	10
WH_Valkia_Land_4	wh3_default_land_monsters_flanking_strong	15
WH_Valkia_Land_4	wh3_default_land_monsters_heavy	10
WH_Valkia_Land	wh3_default_land_artillery_long_range	10
WH_Valkia_Land	wh3_default_land_aura	5
WH_Valkia_Land	wh3_default_land_melee_cavalry	5
WH_Valkia_Land	wh3_default_land_melee_cavalry_main	10
WH_Valkia_Land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Valkia_Land	wh3_default_land_melee_infantry	10
WH_Valkia_Land	wh3_default_land_melee_infantry_main_flanking	10
WH_Valkia_Land	wh3_default_land_melee_infantry_main_frontline	10
WH_Valkia_Land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Valkia_Land	wh3_default_land_monsters	5
WH_Valkia_Land	wh3_default_land_monsters_flanking_strong	10
WH_Valkia_Land	wh3_default_land_monsters_heavy	10
WH_Vampire_Coast_land	Default_land_artillery	15
WH_Vampire_Coast_land	Default_land_cavalry_missile	5
WH_Vampire_Coast_land	Default_land_infantry_melee	10
WH_Vampire_Coast_land	Default_land_infantry_melee_low_quality	10
WH_Vampire_Coast_land	Default_land_infantry_missile	35
WH_Vampire_Coast_land	Default_land_magic	10
WH_Vampire_Coast_land	Default_land_monster	25
WH_Vampire_Coast_land_2	Default_land_artillery	15
WH_Vampire_Coast_land_2	Default_land_cavalry_missile	5
WH_Vampire_Coast_land_2	Default_land_infantry_melee	15
WH_Vampire_Coast_land_2	Default_land_infantry_melee_low_quality	10
WH_Vampire_Coast_land_2	Default_land_infantry_missile	35
WH_Vampire_Coast_land_2	Default_land_magic	10
WH_Vampire_Coast_land_2	Default_land_monster	25
WH_Vampire_Counts_land_2	wh3_default_land_aura	10
WH_Vampire_Counts_land_2	wh3_default_land_characters	10
WH_Vampire_Counts_land_2	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Vampire_Counts_land_2	wh3_default_land_melee_cavalry_main_shock_medium	10
WH_Vampire_Counts_land_2	wh3_default_land_melee_infantry	5
WH_Vampire_Counts_land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Vampire_Counts_land_2	wh3_default_land_melee_infantry_main_frontline_spears	10
WH_Vampire_Counts_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Vampire_Counts_land_2	wh3_default_land_monsters_flanking_strong	25
WH_Vampire_Counts_land_2	wh3_default_land_monsters_heavy	10
WH_Vampire_Counts_land_3	wh3_default_land_characters	10
WH_Vampire_Counts_land_3	wh3_default_land_melee_cavalry	10
WH_Vampire_Counts_land_3	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Vampire_Counts_land_3	wh3_default_land_melee_cavalry_main_shock_medium	10
WH_Vampire_Counts_land_3	wh3_default_land_melee_infantry	10
WH_Vampire_Counts_land_3	wh3_default_land_melee_infantry_main_frontline	25
WH_Vampire_Counts_land_3	wh3_default_land_monsters_flanking_strong	20
WH_Vampire_Counts_land_3	wh3_default_land_monsters_heavy	15
WH_Vampire_Counts_land	wh3_default_land_aura	10
WH_Vampire_Counts_land	wh3_default_land_characters	10
WH_Vampire_Counts_land	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Vampire_Counts_land	wh3_default_land_melee_cavalry_main_shock_medium	10
WH_Vampire_Counts_land	wh3_default_land_melee_infantry	15
WH_Vampire_Counts_land	wh3_default_land_melee_infantry_main_flanking	10
WH_Vampire_Counts_land	wh3_default_land_melee_infantry_main_frontline_spears	10
WH_Vampire_Counts_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	25
WH_Vampire_Counts_land	wh3_default_land_monsters_flanking_strong	5
WH_Vampire_Counts_land	wh3_default_land_monsters_heavy	5
WH_Vilitch_Land_2	wh3_default_land_aura	5
WH_Vilitch_Land_2	wh3_default_land_melee_cavalry	5
WH_Vilitch_Land_2	wh3_default_land_melee_cavalry_main	10
WH_Vilitch_Land_2	wh3_default_land_melee_cavalry_main_chariots	5
WH_Vilitch_Land_2	wh3_default_land_melee_infantry	10
WH_Vilitch_Land_2	wh3_default_land_melee_infantry_main_flanking	5
WH_Vilitch_Land_2	wh3_default_land_melee_infantry_main_frontline	10
WH_Vilitch_Land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Vilitch_Land_2	wh3_default_land_monsters_flanking_strong	15
WH_Vilitch_Land_2	wh3_default_land_monsters_heavy	5
WH_Vilitch_Land_2	wh3_default_land_ranged_cavalry	10
WH_Vilitch_Land_2	wh3_default_land_ranged_infantry	10
WH_Vilitch_Land_3	wh3_default_land_aura	5
WH_Vilitch_Land_3	wh3_default_land_melee_cavalry	5
WH_Vilitch_Land_3	wh3_default_land_melee_cavalry_main	10
WH_Vilitch_Land_3	wh3_default_land_melee_cavalry_main_chariots	10
WH_Vilitch_Land_3	wh3_default_land_melee_infantry	10
WH_Vilitch_Land_3	wh3_default_land_melee_infantry_main_flanking	5
WH_Vilitch_Land_3	wh3_default_land_melee_infantry_main_frontline	5
WH_Vilitch_Land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Vilitch_Land_3	wh3_default_land_monsters_flanking_strong	15
WH_Vilitch_Land_3	wh3_default_land_monsters_heavy	10
WH_Vilitch_Land_3	wh3_default_land_ranged_cavalry	15
WH_Vilitch_Land_3	wh3_default_land_ranged_infantry	10
WH_Vilitch_Land_4	wh3_default_land_aura	5
WH_Vilitch_Land_4	wh3_default_land_melee_cavalry	5
WH_Vilitch_Land_4	wh3_default_land_melee_cavalry_main	10
WH_Vilitch_Land_4	wh3_default_land_melee_cavalry_main_chariots	5
WH_Vilitch_Land_4	wh3_default_land_melee_infantry	10
WH_Vilitch_Land_4	wh3_default_land_melee_infantry_main_flanking	5
WH_Vilitch_Land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Vilitch_Land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Vilitch_Land_4	wh3_default_land_monsters	5
WH_Vilitch_Land_4	wh3_default_land_monsters_flanking_strong	20
WH_Vilitch_Land_4	wh3_default_land_monsters_heavy	5
WH_Vilitch_Land_4	wh3_default_land_ranged_infantry	10
WH_Vilitch_Land	wh3_default_land_aura	5
WH_Vilitch_Land	wh3_default_land_melee_cavalry	5
WH_Vilitch_Land	wh3_default_land_melee_cavalry_main	10
WH_Vilitch_Land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Vilitch_Land	wh3_default_land_melee_infantry	10
WH_Vilitch_Land	wh3_default_land_melee_infantry_main_flanking	5
WH_Vilitch_Land	wh3_default_land_melee_infantry_main_frontline	10
WH_Vilitch_Land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Vilitch_Land	wh3_default_land_monsters	5
WH_Vilitch_Land	wh3_default_land_monsters_flanking_strong	15
WH_Vilitch_Land	wh3_default_land_monsters_heavy	10
WH_Vilitch_Land	wh3_default_land_ranged_infantry	10
WH_Wood_Elves_land	Default_land_cavalry_melee	10
WH_Wood_Elves_land	Default_land_cavalry_missile	5
WH_Wood_Elves_land	Default_land_infantry_melee	30
WH_Wood_Elves_land	Default_land_infantry_missile	35
WH_Wood_Elves_land	Default_land_magic	10
WH_Wood_Elves_land	Default_land_monster	20
WH_Wood_Elves_land_2	Default_land_cavalry_melee	10
WH_Wood_Elves_land_2	Default_land_cavalry_missile	5
WH_Wood_Elves_land_2	Default_land_infantry_melee	35
