key	group	region
1939558315	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_numas
1944449994	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_averheim
194849759	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_blackstone_post
1951378565	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_bolgasgrad
1951780607	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_ka_sabar
1952594434	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_tower_of_lysean
1964241587	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_gnashraks_lair
1971816898	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_novchozy
1972036973	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_nan_li
1973999239	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_longship_graveyard
1978067619	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_grey_rock_point
1979011088	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_zoishenk
1981294744	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_eschen
1985010361	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_antoch
1985425985	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_brass_keep
1988884276	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_lybaras
1993352404	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_wurzen
1996949630	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_mount_grimfang
2008793981	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_glut_port
2009903143	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_grung_zint
2016167336	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_hergig
2022940055	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_grimhold
2023561689	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_zhanshi
2026988816	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_blood_haven
2028023598	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_the_tower_of_gorgoth
2028494332	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_tor_dranil
2033357993	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_griffon_gate
2038455872	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_carroburg
204578319	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_khemri
2046793534	wh2_main_grand_rogue_spawn_lustria_east	wh3_dlc20_combi_region_glacier_encampment
2048557440	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_hanyu_port
2051441903	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_the_great_arena
2053687351	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_fort_straghov
2056074674	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_tor_yvresse
2061777137	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_kraz_und
2062289950	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_ekrund
2064168284	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_kaiax
2064833955	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_dragon_fang_mount
2066330050	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_karak_ungor
2066683045	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_zarakzil
2069021667	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_mine_of_the_bearded_skulls
2076216249	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_karak_azgal
2076899546	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_pillars_of_unseen_constellations
209102440	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_tor_anroc
2094009805	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_ice_rock_gorge
2097723646	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_citadel_of_dusk
2103399295	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_doomkeep
2106756006	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_brionne
2107612163	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_mines_of_gorgoth
211242325	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_castle_von_rauken
2114458660	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_the_black_forests
2114483446	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_bilbali
2116525436	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_spitepeak
2118024845	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_forest_of_arnheim
2119324399	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_skrap_towers
212370280	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_doom_glade
2134964797	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_foul_fortress
21365164	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_zerulous
2144023702	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_black_gulch
2146338087	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_bridge_of_brass
2147192934	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_mahrak
216966757	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_tai_tzu
218581962	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_mount_arachnos
221421625	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_tower_of_torment
236071719	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_monument_of_the_moon
240291085	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_cuexotl
242081448	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_waldenhof
242838956	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_crag_halls_of_findol
252467771	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_bechafen
257408437	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_foundry_of_bones
258251443	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_kappelburg
261747361	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_karag_dromar
275855350	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_vauls_anvil_ulthuan
27780089	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_mount_gunbad
279564602	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_the_star_tower
28026326	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_sudenburg
285881664	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_mount_grey_hag
289436907	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_bridge_of_heaven
293959091	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_volksgrad
294823388	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_vauls_anvil_loren
302923734	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_ironspike
304139668	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_tower_of_grief
307569945	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_middenheim
310410214	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_wurtbad
31594223	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_dharko_wharf
338190120	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_grenzstadt
33999917	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_jade_wind_mountain
350118953	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_dushyka
359069977	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_brass_glacier
362528436	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_teotiqua
363725796	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_ashrak
365373014	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_karak_eight_peaks
367549585	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_dietershafen
36937707	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_marks_of_the_old_ones
369463332	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_kraka_dorden
369580021	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_fort_dolganyeir
369914924	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_frozen_landing
371928675	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_elisia
373404888	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_nuln
378613045	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_po_mei
380051488	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_darkhold
384770892	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_monolith_of_borkill_the_bloody_handed
386175309	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_the_tower_of_khrakk
387697856	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_nagrar
388711600	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_pack_ice_bay
390610941	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_zavastra
390679251	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_aquitaine
392617543	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_citadel_of_lead
394735830	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_talabheim
41451842	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_fort_dorznye_vort
414524220	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_wissenburg
41515993	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_shrine_of_khaine
41967842	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_tower_of_ashshair
424806626	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_chasm_of_torment
424849742	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_shambletown
432019495	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_hualotal
432386521	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_twisted_towers
433994950	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_praag
437794442	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_sunken_sewers
440636191	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_oreons_camp
441939337	wh3_main_chaos_rogue_spawn_empire	wh3_dlc20_chaos_region_grung_zint
444288059	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_zanbaijin
444460055	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_grimtop
445526867	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_vulture_mountain
451156190	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_black_fang
461765114	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_montfort
462003441	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_the_dust_gate
464897070	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_subatuun
465465914	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_fortress_of_the_damned
470797757	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_laurelorn_forest
473181048	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_monolith_of_the_void
479692495	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_amblepeak
483371427	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_shattered_stone_bay
492332474	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_uzkulak
493417089	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_dargoth
493810039	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_the_silver_pinnacle
497060741	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_vale_of_nightmares
497181539	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_nuln
499729823	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_crystal_spires
499864683	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_infernius
500684187	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_longship_graveyard
504625875	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_gerslev
516809184	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_chupayotl
519282610	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_fire_mouth
522990934	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_red_abyss
523739973	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_nahuontl
528117009	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_great_desert_of_araby
52907462	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_drackla_spire
534392714	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_palace_of_ruin
539436659	wh3_main_chaos_rogue_spawn_empire	wh3_dlc20_chaos_region_wreckers_point
543026583	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_yuatek
54607267	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_zhufbar
547304024	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_praag
555910137	wh3_main_chaos_rogue_spawn_empire	wh3_dlc20_chaos_region_fort_sollace
556310149	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_cragroth_deep
556904316	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_norden
558151691	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_fort_soll
558862970	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_sjoktraken
55897217	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_caverns_of_sotek
560416547	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_zlatlan
562774626	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_kradtommen
564786322	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_altar_of_spawns
566272932	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_karak_kadrin
566835777	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_xen_wu
582423251	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_khazid_irkulaz
595137083	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_tower_of_flies
597887414	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_the_gates_of_zharr
601216027	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_tor_finu
607476695	wh3_main_chaos_rogue_spawn_empire	wh3_dlc20_chaos_region_chantillon
609998405	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_misty_mountain
612555915	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_black_iron_mine
622817530	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_tor_koruali
624439325	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_karak_azorn
63350732	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_tlanxla
635670729	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_volcanos_heart
636422427	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_ubersreik
641807868	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_sulpharets
645437325	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_wreckers_point
648997089	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_hexoatl
651465546	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_iron_rock
662833366	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_agrul_migdhal
665193385	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_ancient_city_of_quintex
669294287	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_hag_graef
673632022	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_kemperbad
679873337	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_palace_of_princes
686449507	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_plain_of_spiders
687175703	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_phoenix_gate
687992419	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_konigstein_tower
688333789	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_fort_bergbres
688658294	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_miragliano
690393192	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_pack_ice_bay
694668278	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_wizard_caliphs_palace
694669340	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_parravon
696652138	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_waldenhof
699281212	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_port_elistor
701736999	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_shrine_of_asuryan
703167286	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_the_golden_colossus
705969846	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_the_moon_shard
711077570	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_fortress_of_the_damned
715916684	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_bloodpeak
715985023	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_fallen_gates
717455747	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_waterfall_palace
719281499	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_altar_of_spawns
720615487	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_swamp_town
727159461	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_sabre_mountain
72797318	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_myrmidens
728820288	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_nonchang
730874042	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_dagraks_end
732732667	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_karak_raziak
735456561	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_deff_gorge
73744147	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_eldar_spire
739178663	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_scarpels_lair
740353568	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_igerov
740869715	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_doomkeep
741160485	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_altdorf
753299127	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_salzenmund
753418162	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_wellsprings_of_eternity
757461449	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_altar_of_the_crimson_harvest
763482040	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_ssildra_tor
763540596	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_kraka_drak
768213785	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_the_black_pit
770429030	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_fallen_city
776967850	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_bloodwind_keep
778444182	wh2_main_grand_rogue_spawn_oldworld_central	wh3_dlc20_combi_region_krudenwald
778591225	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_khazid_bordkarag
788556375	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_the_blood_swamps
789392864	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_axlotl
792139009	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_granite_massif
796510458	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_troll_fjord
798675882	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_unicorn_gate
804021660	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_mist_gorge
804845463	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_tor_saroir
811070522	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_shrine_of_ladrielle
811954068	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_great_hall_of_greasus
813774247	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_zharr_naggrund
8138634	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_serpent_jetty
824140685	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_dok_karaz
825358749	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_black_rock
831746100	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_storag_kor
833875846	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_mangrove_coast
834678304	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_hell_pit
836467184	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_varenka_hills
836479479	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_kislev
837279801	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_sorcerers_islands
842096025	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_weng_chang
847528543	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_helmgart
848545808	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_steingart
851861572	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_bleeding_spire
857600810	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_brass_keep
864343837	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_fort_oberstyre
867518617	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_sartosa
868192385	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_kislev
874933131	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_the_tower_of_khrakk
875407434	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_icespewer
876828658	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_castle_carcassonne
88059684	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_plain_of_dogs
880949230	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_karond_kar
88789920	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_shagrath
894023092	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_tlaqua
8941372	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_black_tower_of_arkhan
895296643	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_sarl_encampment
902362503	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_yhetee_peak
90842952	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_palace_of_princes
909178722	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_bay_of_blades
910648894	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_lost_plateau
910914736	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_tor_anlec
915787328	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_couronne
917022936	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_pigbarter
922876816	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_gisoreux
92469196	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_nagenhof
932199475	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_shroktak_mount
933980631	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_karak_azgaraz
93463272	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_al_haikk
942397523	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_tobaro
94669067	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_xlanzec
951783833	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_deaths_head_monoliths
952608975	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_mount_squighorn
952784983	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_burning_monolith
95294081	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_gor_gazan
953684710	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_floating_pyramid
954066154	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_xahutec
956321960	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_krudenwald
96474022	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_the_oak_of_ages
96498632	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_marienburg
967701990	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_dietershafen
972819621	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_teotiqua
973135208	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_eilhart
973329133	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_tor_sethai
974114690	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_bitterstone_mine
982301030	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_weismund
982595449	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_monument_of_izzatal
988243458	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_crookback_mountain
990868453	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_altar_of_the_crimson_harvest
993975708	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_ironfrost
994733649	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_cairn_thel
