member	context	subculture
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Glothal_Brood_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_NUR_Faction_The_Putrid_Swarm_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_OGR_Faction_The_Challenge_Stone_Pact_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionBeastmen	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionBretonnia	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionChaos	ACTOR	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDarkElves	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDwarf	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionEmpire	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionGreenskin	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionHighElves	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionLizardmen	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionSkaven	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionTombKings	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionVamp	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionWoodElves	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_GreyPointScuttlers_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBeastmen	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBretonnia	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos	ACTOR	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDarkElves	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDwarf	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionEmpire	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionGreenskin	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionHighElves	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionLizardmen	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionSkaven	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionTombKings	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionVamp	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionWoodElves	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_SKV_Faction_MorrsliebsHowlers_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Baleful_Princes_Muses_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Rogue_SLA_Faction_The_Convent_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
