invalid_target	special_ability
ground_unit	wh_main_banner_passive_scarecrow_banner
living_unit	wh_main_character_passive_master_of_the_dead
cannot_perform_missile_attack	wh_main_hero_passive_extra_powder
flying_currently	wh_main_item_abilities_fiery_ring_of_thori
on_a_platform	wh_main_item_abilities_fiery_ring_of_thori
ground_unit	wh_main_item_passive_featherfoe_torc
ground_unit	wh_main_item_passive_pidgeon_plucker_pendant
grounded	wh_main_lore_passive_roiling_skies
living_unit	wh_main_lore_passive_the_curse_of_undeath
hasnt_casting_ability	wh_main_mount_abilities_locus_of_hysh
flying_currently	wh_main_rune_abilities_rune_of_wrath_and_ruin
on_a_platform	wh_main_rune_abilities_rune_of_wrath_and_ruin
flying_currently	wh_main_spell_big_waaagh_brain_bursta_upgraded
flying_currently	wh_main_spell_big_waaagh_brain_bursta
flying_currently	wh_main_spell_big_waaagh_eadbutt_upgraded
on_a_platform	wh_main_spell_big_waaagh_eadbutt_upgraded
flying_currently	wh_main_spell_big_waaagh_eadbutt
on_a_platform	wh_main_spell_big_waaagh_eadbutt
flying_currently	wh_main_spell_big_waaagh_foot_of_gork_upgraded
flying_currently	wh_main_spell_big_waaagh_foot_of_gork
on_a_platform	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
on_a_platform	wh_main_spell_death_the_purple_sun_of_xereus
on_a_platform	wh_main_spell_fire_flame_storm_upgraded
on_a_platform	wh_main_spell_fire_flame_storm
flying_currently	wh_main_spell_fire_the_burning_head_upgraded
on_a_platform	wh_main_spell_fire_the_burning_head_upgraded
flying_currently	wh_main_spell_fire_the_burning_head
on_a_platform	wh_main_spell_fire_the_burning_head
on_a_platform	wh_main_spell_heavens_chain_lightning
flying_currently	wh_main_spell_heavens_wind_blast_upgraded
on_a_platform	wh_main_spell_heavens_wind_blast_upgraded
flying_currently	wh_main_spell_heavens_wind_blast
on_a_platform	wh_main_spell_heavens_wind_blast
on_a_platform	wh_main_spell_light_banishment_upgraded
on_a_platform	wh_main_spell_light_banishment
on_a_platform	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded
on_a_platform	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
flying_currently	wh_main_spell_metal_gehennas_golden_hounds_upgraded
on_a_platform	wh_main_spell_metal_gehennas_golden_hounds_upgraded
flying_currently	wh_main_spell_metal_gehennas_golden_hounds
on_a_platform	wh_main_spell_metal_gehennas_golden_hounds
hp_replenish_cap_reached	wh_main_spell_vampires_invocation_of_nehek_upgraded
living_unit	wh_main_spell_vampires_invocation_of_nehek_upgraded
on_a_platform	wh_main_spell_vampires_invocation_of_nehek_upgraded
hp_replenish_cap_reached	wh_main_spell_vampires_invocation_of_nehek
living_unit	wh_main_spell_vampires_invocation_of_nehek
on_a_platform	wh_main_spell_vampires_invocation_of_nehek
climbing_manning_eq_on_platform	wh_main_spell_vampires_raise_dead_upgraded
climbing_manning_eq_on_platform	wh_main_spell_vampires_raise_dead
flying_currently	wh_main_spell_vampires_wind_of_death_upgraded
on_a_platform	wh_main_spell_vampires_wind_of_death_upgraded
flying_currently	wh_main_spell_vampires_wind_of_death
on_a_platform	wh_main_spell_vampires_wind_of_death
climbing	wh_main_unit_abilities_entrenchment
flying_currently	wh_main_unit_abilities_entrenchment
manning_equipment	wh_main_unit_abilities_entrenchment
climbing	wh_main_unit_abilities_spinning_loons
flying_currently	wh_main_unit_abilities_spinning_loons
on_a_platform	wh_main_unit_abilities_spinning_loons
flying_currently	wh_main_weapon_abilities_skabscrath
on_a_platform	wh_main_weapon_abilities_skabscrath
unit_is_not_commander_class	wh_pro02_item_abilities_blood_chalice_of_bathori
climbing_manning_eq_on_platform	wh_pro03_lord_abilities_lord_of_undeath_0
climbing_manning_eq_on_platform	wh_pro03_lord_abilities_lord_of_undeath_1
climbing_manning_eq_on_platform	wh_pro03_lord_abilities_lord_of_undeath_2
climbing_manning_eq_on_platform	wh_pro03_lord_abilities_lord_of_undeath_3
climbing_manning_eq_on_platform	wh_pro03_lord_abilities_lord_of_undeath_4
climbing_manning_eq_on_platform	wh_pro03_lord_abilities_lord_of_undeath
unit_is_not_commander_class	wh_pro04_unit_passive_guardian
