armory_item	variant	ui_info	battle_animation	campaign_animation	use_as_default
wh3_main_dae_cha_daemon_prince_legs_beast_7	wh3_main_dae_cha_daemon_prince_legs_beast_7	wh3_main_dae_cha_daemon_prince_legs_beast_07			true
wh3_main_dae_cha_daemon_prince_legs_beast_8	wh3_main_dae_cha_daemon_prince_legs_beast_8	wh3_main_dae_cha_daemon_prince_legs_beast_08			true
wh3_main_dae_cha_daemon_prince_legs_bird_1	wh3_main_dae_cha_daemon_prince_legs_bird_01	wh3_main_dae_cha_daemon_prince_legs_bird_01			true
wh3_main_dae_cha_daemon_prince_legs_bird_2	wh3_main_dae_cha_daemon_prince_legs_bird_02	wh3_main_dae_cha_daemon_prince_legs_bird_02			true
wh3_main_dae_cha_daemon_prince_legs_bird_3	wh3_main_dae_cha_daemon_prince_legs_bird_03	wh3_main_dae_cha_daemon_prince_legs_bird_03			true
wh3_main_dae_cha_daemon_prince_legs_bird_4	wh3_main_dae_cha_daemon_prince_legs_bird_04	wh3_main_dae_cha_daemon_prince_legs_bird_04			true
wh3_main_dae_cha_daemon_prince_legs_bird_5	wh3_main_dae_cha_daemon_prince_legs_bird_05	wh3_main_dae_cha_daemon_prince_legs_bird_05			true
wh3_main_dae_cha_daemon_prince_legs_bird_6	wh3_main_dae_cha_daemon_prince_legs_bird_06	wh3_main_dae_cha_daemon_prince_legs_bird_06			true
wh3_main_dae_cha_daemon_prince_legs_bird_7	wh3_main_dae_cha_daemon_prince_legs_bird_7	wh3_main_dae_cha_daemon_prince_legs_bird_07			true
wh3_main_dae_cha_daemon_prince_legs_bird_8	wh3_main_dae_cha_daemon_prince_legs_bird_8	wh3_main_dae_cha_daemon_prince_legs_bird_08			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_1	wh3_main_dae_cha_daemon_prince_legs_corpulent_01	wh3_main_dae_cha_daemon_prince_legs_corpulent_01			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_2	wh3_main_dae_cha_daemon_prince_legs_corpulent_02	wh3_main_dae_cha_daemon_prince_legs_corpulent_02			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_3	wh3_main_dae_cha_daemon_prince_legs_corpulent_03	wh3_main_dae_cha_daemon_prince_legs_corpulent_03			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_4	wh3_main_dae_cha_daemon_prince_legs_corpulent_04	wh3_main_dae_cha_daemon_prince_legs_corpulent_04			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_5	wh3_main_dae_cha_daemon_prince_legs_corpulent_05	wh3_main_dae_cha_daemon_prince_legs_corpulent_05			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_6	wh3_main_dae_cha_daemon_prince_legs_corpulent_06	wh3_main_dae_cha_daemon_prince_legs_corpulent_06			true
wh3_main_dae_cha_daemon_prince_legs_corpulent_7	wh3_main_dae_cha_daemon_prince_legs_corpulent_7	wh3_main_dae_cha_daemon_prince_legs_corpulent_07			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_1	wh3_main_dae_cha_daemon_prince_legs_daemonette_01	wh3_main_dae_cha_daemon_prince_legs_daemonette_01			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_2	wh3_main_dae_cha_daemon_prince_legs_daemonette_02	wh3_main_dae_cha_daemon_prince_legs_daemonette_02			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_3	wh3_main_dae_cha_daemon_prince_legs_daemonette_03	wh3_main_dae_cha_daemon_prince_legs_daemonette_03			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_4	wh3_main_dae_cha_daemon_prince_legs_daemonette_04	wh3_main_dae_cha_daemon_prince_legs_daemonette_04			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_5	wh3_main_dae_cha_daemon_prince_legs_daemonette_05	wh3_main_dae_cha_daemon_prince_legs_daemonette_05			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_6	wh3_main_dae_cha_daemon_prince_legs_daemonette_06	wh3_main_dae_cha_daemon_prince_legs_daemonette_06			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_7	wh3_main_dae_cha_daemon_prince_legs_daemonette_7	wh3_main_dae_cha_daemon_prince_legs_daemonette_07			true
wh3_main_dae_cha_daemon_prince_legs_daemonette_8	wh3_main_dae_cha_daemon_prince_legs_daemonette_8	wh3_main_dae_cha_daemon_prince_legs_daemonette_08			true
wh3_main_dae_cha_daemon_prince_tail_base_1	wh3_main_dae_cha_daemon_prince_tail_base_01	wh3_main_dae_cha_daemon_prince_tail_base_01			true
wh3_main_dae_cha_daemon_prince_tail_base_2	wh3_main_dae_cha_daemon_prince_tail_base_02	wh3_main_dae_cha_daemon_prince_tail_base_02			true
wh3_main_dae_cha_daemon_prince_tail_base_3	wh3_main_dae_cha_daemon_prince_tail_base_03	wh3_main_dae_cha_daemon_prince_tail_base_03			true
wh3_main_dae_cha_daemon_prince_tail_base_4	wh3_main_dae_cha_daemon_prince_tail_base_04	wh3_main_dae_cha_daemon_prince_tail_base_04			true
wh3_main_dae_cha_daemon_prince_tail_base_5	wh3_main_dae_cha_daemon_prince_tail_base_05	wh3_main_dae_cha_daemon_prince_tail_base_05			true
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_cha_daemon_prince_tail_base_06	wh3_main_dae_cha_daemon_prince_tail_base_06			true
wh3_main_dae_cha_daemon_prince_tail_corpulent_1	wh3_main_dae_cha_daemon_prince_tail_corpulent_01	wh3_main_dae_cha_daemon_prince_tail_corpulent_01			true
wh3_main_dae_cha_daemon_prince_tail_corpulent_2	wh3_main_dae_cha_daemon_prince_tail_corpulent_02	wh3_main_dae_cha_daemon_prince_tail_corpulent_02			true
wh3_main_dae_cha_daemon_prince_tail_corpulent_3	wh3_main_dae_cha_daemon_prince_tail_corpulent_03	wh3_main_dae_cha_daemon_prince_tail_corpulent_03			true
wh3_main_dae_cha_daemon_prince_tail_corpulent_4	wh3_main_dae_cha_daemon_prince_tail_corpulent_04	wh3_main_dae_cha_daemon_prince_tail_corpulent_04			true
wh3_main_dae_cha_daemon_prince_tail_corpulent_5	wh3_main_dae_cha_daemon_prince_tail_corpulent_05	wh3_main_dae_cha_daemon_prince_tail_corpulent_05			true
wh3_main_dae_cha_daemon_prince_tail_corpulent_6	wh3_main_dae_cha_daemon_prince_tail_corpulent_06	wh3_main_dae_cha_daemon_prince_tail_corpulent_06			true
wh3_main_dae_cha_daemon_prince_tail_fiend_1	wh3_main_dae_cha_daemon_prince_tail_fiend_01	wh3_main_dae_cha_daemon_prince_tail_fiend_01			true
wh3_main_dae_cha_daemon_prince_tail_fiend_2	wh3_main_dae_cha_daemon_prince_tail_fiend_02	wh3_main_dae_cha_daemon_prince_tail_fiend_02			true
wh3_main_dae_cha_daemon_prince_tail_fiend_3	wh3_main_dae_cha_daemon_prince_tail_fiend_03	wh3_main_dae_cha_daemon_prince_tail_fiend_03			true
wh3_main_dae_cha_daemon_prince_tail_fiend_4	wh3_main_dae_cha_daemon_prince_tail_fiend_04	wh3_main_dae_cha_daemon_prince_tail_fiend_04			true
wh3_main_dae_cha_daemon_prince_tail_fiend_5	wh3_main_dae_cha_daemon_prince_tail_fiend_05	wh3_main_dae_cha_daemon_prince_tail_fiend_05			true
wh3_main_dae_cha_daemon_prince_tail_fiend_6	wh3_main_dae_cha_daemon_prince_tail_fiend_06	wh3_main_dae_cha_daemon_prince_tail_fiend_06			true
wh3_main_dae_cha_daemon_prince_tail_living_1	wh3_main_dae_cha_daemon_prince_tail_living_01	wh3_main_dae_cha_daemon_prince_tail_living_01			true
wh3_main_dae_cha_daemon_prince_tail_living_2	wh3_main_dae_cha_daemon_prince_tail_living_02	wh3_main_dae_cha_daemon_prince_tail_living_02			true
wh3_main_dae_cha_daemon_prince_tail_living_3	wh3_main_dae_cha_daemon_prince_tail_living_03	wh3_main_dae_cha_daemon_prince_tail_living_03			true
wh3_main_dae_cha_daemon_prince_tail_living_4	wh3_main_dae_cha_daemon_prince_tail_living_04	wh3_main_dae_cha_daemon_prince_tail_living_04			true
wh3_main_dae_cha_daemon_prince_tail_living_5	wh3_main_dae_cha_daemon_prince_tail_living_05	wh3_main_dae_cha_daemon_prince_tail_living_05			true
wh3_main_dae_cha_daemon_prince_tail_living_6	wh3_main_dae_cha_daemon_prince_tail_living_06	wh3_main_dae_cha_daemon_prince_tail_living_06			true
wh3_main_dae_cha_daemon_prince_tail_snapping_1	wh3_main_dae_cha_daemon_prince_tail_flamer_01	wh3_main_dae_cha_daemon_prince_tail_snapping_01			true
wh3_main_dae_cha_daemon_prince_tail_snapping_2	wh3_main_dae_cha_daemon_prince_tail_flamer_02	wh3_main_dae_cha_daemon_prince_tail_snapping_02			true
wh3_main_dae_cha_daemon_prince_tail_snapping_3	wh3_main_dae_cha_daemon_prince_tail_flamer_03	wh3_main_dae_cha_daemon_prince_tail_snapping_03			true
wh3_main_dae_cha_daemon_prince_tail_snapping_4	wh3_main_dae_cha_daemon_prince_tail_flamer_04	wh3_main_dae_cha_daemon_prince_tail_snapping_04			true
wh3_main_dae_cha_daemon_prince_tail_snapping_5	wh3_main_dae_cha_daemon_prince_tail_flamer_05	wh3_main_dae_cha_daemon_prince_tail_snapping_05			true
wh3_main_dae_cha_daemon_prince_tail_snapping_6	wh3_main_dae_cha_daemon_prince_tail_flamer_06	wh3_main_dae_cha_daemon_prince_tail_snapping_06			true
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_1	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_01	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_01			true
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_2	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_02	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_02			true
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_3	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_03	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_03			true
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_4	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_04	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_04			true
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_5	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_05	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_05			true
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_6	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_06	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_06			true
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_cha_daemon_prince_torso_base_10			true
wh3_main_dae_cha_daemon_prince_torso_base_1	wh3_main_dae_cha_daemon_prince_torso_base_01	wh3_main_dae_cha_daemon_prince_torso_base_01			true
wh3_main_dae_cha_daemon_prince_torso_base_2	wh3_main_dae_cha_daemon_prince_torso_base_02	wh3_main_dae_cha_daemon_prince_torso_base_02			true
wh3_main_dae_cha_daemon_prince_torso_base_3	wh3_main_dae_cha_daemon_prince_torso_base_03	wh3_main_dae_cha_daemon_prince_torso_base_03			true
wh3_main_dae_cha_daemon_prince_torso_base_4	wh3_main_dae_cha_daemon_prince_torso_base_04	wh3_main_dae_cha_daemon_prince_torso_base_04			true
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_cha_daemon_prince_torso_base_05	wh3_main_dae_cha_daemon_prince_torso_base_05			true
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_cha_daemon_prince_torso_base_06	wh3_main_dae_cha_daemon_prince_torso_base_06			true
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_cha_daemon_prince_torso_base_07	wh3_main_dae_cha_daemon_prince_torso_base_07			true
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_cha_daemon_prince_torso_base_08	wh3_main_dae_cha_daemon_prince_torso_base_08			true
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_cha_daemon_prince_torso_base_09	wh3_main_dae_cha_daemon_prince_torso_base_09			true
wh3_main_dae_cha_daemon_prince_torso_bird_1	wh3_main_dae_cha_daemon_prince_torso_bird_01	wh3_main_dae_cha_daemon_prince_torso_bird_01			true
wh3_main_dae_cha_daemon_prince_torso_bird_2	wh3_main_dae_cha_daemon_prince_torso_bird_02	wh3_main_dae_cha_daemon_prince_torso_bird_02			true
wh3_main_dae_cha_daemon_prince_torso_bird_3	wh3_main_dae_cha_daemon_prince_torso_bird_03	wh3_main_dae_cha_daemon_prince_torso_bird_03			true
wh3_main_dae_cha_daemon_prince_torso_bird_4	wh3_main_dae_cha_daemon_prince_torso_bird_04	wh3_main_dae_cha_daemon_prince_torso_bird_04			true
wh3_main_dae_cha_daemon_prince_torso_bird_5	wh3_main_dae_cha_daemon_prince_torso_bird_05	wh3_main_dae_cha_daemon_prince_torso_bird_05			true
wh3_main_dae_cha_daemon_prince_torso_bird_6	wh3_main_dae_cha_daemon_prince_torso_bird_06	wh3_main_dae_cha_daemon_prince_torso_bird_06			true
wh3_main_dae_cha_daemon_prince_torso_brasscollar_1	wh3_main_dae_cha_daemon_prince_torso_brasscollar_01	wh3_main_dae_cha_daemon_prince_torso_brasscollar_01			true
wh3_main_dae_cha_daemon_prince_torso_brasscollar_2	wh3_main_dae_cha_daemon_prince_torso_brasscollar_02	wh3_main_dae_cha_daemon_prince_torso_brasscollar_02			true
wh3_main_dae_cha_daemon_prince_torso_brasscollar_3	wh3_main_dae_cha_daemon_prince_torso_brasscollar_03	wh3_main_dae_cha_daemon_prince_torso_brasscollar_03			true
wh3_main_dae_cha_daemon_prince_torso_brasscollar_4	wh3_main_dae_cha_daemon_prince_torso_brasscollar_04	wh3_main_dae_cha_daemon_prince_torso_brasscollar_04			true
wh3_main_dae_cha_daemon_prince_torso_brasscollar_5	wh3_main_dae_cha_daemon_prince_torso_brasscollar_05	wh3_main_dae_cha_daemon_prince_torso_brasscollar_05			true
wh3_main_dae_cha_daemon_prince_torso_brasscollar_6	wh3_main_dae_cha_daemon_prince_torso_brasscollar_06	wh3_main_dae_cha_daemon_prince_torso_brasscollar_06			true
wh3_main_dae_cha_daemon_prince_torso_corpulent_1	wh3_main_dae_cha_daemon_prince_torso_corpulent_01	wh3_main_dae_cha_daemon_prince_torso_corpulent_01			true
wh3_main_dae_cha_daemon_prince_torso_corpulent_2	wh3_main_dae_cha_daemon_prince_torso_corpulent_02	wh3_main_dae_cha_daemon_prince_torso_corpulent_02			true
wh3_main_dae_cha_daemon_prince_torso_corpulent_3	wh3_main_dae_cha_daemon_prince_torso_corpulent_03	wh3_main_dae_cha_daemon_prince_torso_corpulent_03			true
wh3_main_dae_cha_daemon_prince_torso_corpulent_4	wh3_main_dae_cha_daemon_prince_torso_corpulent_04	wh3_main_dae_cha_daemon_prince_torso_corpulent_04			true
wh3_main_dae_cha_daemon_prince_torso_corpulent_5	wh3_main_dae_cha_daemon_prince_torso_corpulent_05	wh3_main_dae_cha_daemon_prince_torso_corpulent_05			true
wh3_main_dae_cha_daemon_prince_torso_corpulent_6	wh3_main_dae_cha_daemon_prince_torso_corpulent_06	wh3_main_dae_cha_daemon_prince_torso_corpulent_06			true
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_1	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_1	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_01			true
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_2	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_2	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_02			true
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_3	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_3	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_03			true
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_4	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_4	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_04			true
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_5	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_5	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_06			true
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_6	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_6	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_05			true
wh3_main_dae_cha_daemon_prince_torso_magical_medium_1	wh3_main_dae_cha_daemon_prince_torso_magical_medium_1	wh3_main_dae_cha_daemon_prince_torso_magical_medium_01			true
wh3_main_dae_cha_daemon_prince_torso_magical_medium_2	wh3_main_dae_cha_daemon_prince_torso_magical_medium_2	wh3_main_dae_cha_daemon_prince_torso_magical_medium_02			true
wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	wh3_main_dae_cha_daemon_prince_torso_magical_medium_03			true
wh3_main_dae_cha_daemon_prince_torso_magical_medium_4	wh3_main_dae_cha_daemon_prince_torso_magical_medium_4	wh3_main_dae_cha_daemon_prince_torso_magical_medium_04			true
wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	wh3_main_dae_cha_daemon_prince_torso_magical_medium_06			true
wh3_main_dae_cha_daemon_prince_torso_magical_medium_6	wh3_main_dae_cha_daemon_prince_torso_magical_medium_6	wh3_main_dae_cha_daemon_prince_torso_magical_medium_05			true
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_1	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_01	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_01	hu10e_wh3_daemon_prince_2h_sword	cam_lord_hu10e_wh3_daemon_prince_2handed_sword	true
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_2	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_02	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_02	hu10e_wh3_daemon_prince_2h_sword	cam_lord_hu10e_wh3_daemon_prince_2handed_sword	true
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_3	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_03	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_03	hu10e_wh3_daemon_prince_2h_sword	cam_lord_hu10e_wh3_daemon_prince_2handed_sword	true
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_1	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_01	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_2	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_02	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_3	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_03	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_1	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_01	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_01	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_2	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_02	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_02	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_3	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_03	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_03	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_01	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_02	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_03	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_01	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_02	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_03	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_01	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_02	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_03	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_01	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_02	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_03	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_01	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_02	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_03	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_01	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_02	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_03	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_4	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_04	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_04	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_5	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_05	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_05	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_1	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_01	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_01	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_2	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_02	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_02	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_3	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_03	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_03	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_cultist_club_1	wh3_main_dae_cha_daemon_prince_weapon_cultist_club_01	wh3_main_dae_cha_daemon_prince_weapon_cultist_club_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_cultist_club_2	wh3_main_dae_cha_daemon_prince_weapon_cultist_club_02	wh3_main_dae_cha_daemon_prince_weapon_cultist_club_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
