key	type	battle_start	battle_stop	battle_rtpc	distance_battle	campaign_start	campaign_stop	campaign_rtpc	distance_campaign	min_time	max_time	random_position	flatten_rtpc_to_2d	doppler_rtpc_name	reverb	obstruction
Sound_Environment_Corruption_Fire_Skull_Khorne_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Skull_Khorne_Play	Cam_Env_Corruption_Fire_Skull_Khorne_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Skull_Nurgle_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Skull_Nurgle_Play	Cam_Env_Corruption_Fire_Skull_Nurgle_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Skull_Slaanesh_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Skull_Slaanesh_Play	Cam_Env_Corruption_Fire_Skull_Slaanesh_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Skull_Tzeentch_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Skull_Tzeentch_Play	Cam_Env_Corruption_Fire_Skull_Tzeentch_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Slaanesh_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Slaanesh_Play	Cam_Env_Corruption_Fire_Slaanesh_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Small_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Small_Play	Cam_Env_Corruption_Fire_Small_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Steam_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Steam_Play	Cam_Env_Corruption_Fire_Steam_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Fire_Vamp_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Vamp_Coast_Play	Cam_Env_Corruption_Fire_Vamp_Coast_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Lava_Chaos_Loop	looping_sound				0.0000	Cam_Env_Corruption_Lava_Chaos_Play	Cam_Env_Corruption_Lava_Chaos_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Lava_Khorne_Loop	looping_sound				0.0000	Cam_Env_Corruption_Lava_Khorne_Play	Cam_Env_Corruption_Lava_Khorne_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Lava_Nurgle_Loop	looping_sound				0.0000	Cam_Env_Corruption_Lava_Nurgle_Play	Cam_Env_Corruption_Lava_Nurgle_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Lava_Slaanesh_Loop	looping_sound				0.0000	Cam_Env_Corruption_Lava_Slaanesh_Play	Cam_Env_Corruption_Lava_Slaanesh_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Lava_Tzeentch_Loop	looping_sound				0.0000	Cam_Env_Corruption_Lava_Tzeentch_Play	Cam_Env_Corruption_Lava_Tzeentch_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Nurgle_Boil_Loop	looping_sound				0.0000	Cam_Env_Corruption_Nurgle_Boil_Play	Cam_Env_Corruption_Nurgle_Boil_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Nurgle_Pod_Loop	looping_sound				0.0000	Cam_Env_Corruption_Nurgle_Pod_Play	Cam_Env_Corruption_Nurgle_Pod_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Nurgle_Spores_Loop	looping_sound				0.0000	Cam_Env_Corruption_Nurgle_Spores_Play	Cam_Env_Corruption_Nurgle_Spores_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Ooze_Khorne_Loop	looping_sound				0.0000	Cam_Env_Corruption_Ooze_Khorne_Play	Cam_Env_Corruption_Ooze_Khorne_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Ooze_Nurgle_Loop	looping_sound				0.0000	Cam_Env_Corruption_Ooze_Nurgle_Play	Cam_Env_Corruption_Ooze_Nurgle_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Ooze_Slaanesh_Loop	looping_sound				0.0000	Cam_Env_Corruption_Ooze_Slaanesh_Play	Cam_Env_Corruption_Ooze_Slaanesh_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Ooze_Tzeentch_Loop	looping_sound				0.0000	Cam_Env_Corruption_Ooze_Tzeentch_Play	Cam_Env_Corruption_Ooze_Tzeentch_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Skaven_Warpstone_Loop	looping_sound				0.0000	Cam_Env_Corruption_Skaven_Warpstone_Play	Cam_Env_Corruption_Skaven_Warpstone_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Tzeentch_Crystal_Loop	looping_sound				0.0000	Cam_Env_Corruption_Tzeentch_Crystal_Play	Cam_Env_Corruption_Tzeentch_Crystal_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Corruption_Vamp_Coast_Ghost	looping_sound				0.0000	Cam_Env_Corruption_Vamp_Coast_Ghost_Play	Cam_Env_Corruption_Vamp_Coast_Ghost_Stop		20.0000	0.3000	1.0000	false	false		true	false
Sound_Environment_Crimson_Skull_Area_Drone	looping_sound	Battle_Environment_Lizardmen_Crimson_Skull_Area_Drone_Play	Battle_Environment_Lizardmen_Crimson_Skull_Area_Drone_Stop		855.0000	Campaign_Environment_Lizardmen_Temple_Settlement_Area_Drone_Play	Campaign_Environment_Lizardmen_Temple_Settlement_Area_Drone_Stop		25.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Crimson_Skull_Magic_Flame	looping_sound	Battle_Environment_Lizardmen_Crimson_Skull_Magic_Flame_Play	Battle_Environment_Lizardmen_Crimson_Skull_Magic_Flame_Stop		550.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_DLC12_Mask_Of_Heavens_River_Large	looping_sound	Battle_Environment_Element_Water_River_Large_3D_Play	Battle_Environment_Element_Water_River_Large_3D_Stop		250.0000				30.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_DLC12_Mask_Of_Heavens_Warpstone_Cavern	looping_sound	Battle_Environment_DLC12_Lizardmen_QB_Mask_Of_Heavens_Warpstone_Cavern_Play	Battle_Environment_DLC12_Lizardmen_QB_Mask_Of_Heavens_Warpstone_Cavern_Stop		250.0000				30.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_DLC12_QB_Lord_Kroak_Terradon_Fauna	one_shot_sound	Battle_Environment_DLC12_Lzd_Lord_Kroak_Terradon_Fauna_Play	Battle_Environment_DLC12_Lzd_Lord_Kroak_Terradon_Fauna_Stop		500.0000				30.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_DLC15_Volcano_Shaft_long	looping_sound	Battle_Environment_Element_Fire_Volcano_Shaft_long_DLC15_Play	Battle_Environment_Element_Fire_Volcano_Shaft_long_DLC15_Stop		140.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_DLC15_Volcano_Shaft_short	looping_sound	Battle_Environment_Element_Fire_Volcano_Shaft_short_DLC15_Play	Battle_Environment_Element_Fire_Volcano_Shaft_short_DLC15_Stop		75.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_DLC20_Altar_Of_Battle_Flying_Rocks	looping_sound	Battle_Environment_Altar_Of_Battle_Rocks_Floating_Start	Battle_Environment_Altar_Of_Battle_Rocks_Floating_Stop		4000.0000				500.0000	0.0000	1.0000	false	false	Campaign_Doppler	false	false
Sound_Environment_DLC20_Altar_Of_Battle_Vortex	looping_sound	Battle_Environment_Altar_Of_Battle_Vortex_Start	Battle_Environment_Altar_Of_Battle_Vortex_Stop		4000.0000				500.0000	0.0000	1.0000	false	false	Campaign_Doppler	false	false
Sound_Environment_DLC20_Zanbaijin_Altar	looping_sound				75.0000	Campaign_Environment_Element_Magic_DLC20_Zanbaijin_Altar_Play	Campaign_Environment_Element_Magic_DLC20_Zanbaijin_Altar_Stop		40.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Dark_Elf_Black_Ark_Large_Onsehot	one_shot_sound	Battle_Environment_Dark_Elves_Black_Ark_Mech_Large_One_Shot			850.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Dark_Elf_Black_Ark_Long_Oneshot	one_shot_sound	Battle_Environment_Dark_Elves_Black_Ark_Mech_Long_One_Shot			850.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Dark_Elf_Black_Ark_Small_Oneshot	one_shot_sound	Battle_Environment_Dark_Elves_Black_Ark_Mech_Small_One_Shot			850.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Dark_Elf_Portal	looping_sound	Battle_Environment_Dark_Elves_Portal_Play	Battle_Environment_Dark_Elves_Portal_Stop		850.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Dark_Elves_Altar_Floor	looping_sound	Battle_Environment_Dark_Elves_Altar_Floor_Start	Battle_Environment_Dark_Elves_Altar_Floor_Stop		150.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Dark_Elves_Fire_Large	looping_sound				850.0000	Campaign_Environment_Dark_Elves_Magic_Fire_Large_Play	Campaign_Environment_Dark_Elves_Magic_Fire_Large_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Dark_Elves_Fire_Small	looping_sound				850.0000	Campaign_Environment_Dark_Elves_Magic_Fire_Small_Play	Campaign_Environment_Dark_Elves_Magic_Fire_Small_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Dark_Elves_Magic_Rune_Pillar	looping_sound				850.0000	Campaign_Environment_Dark_Elves_Rune_Stone_Play	Campaign_Environment_Dark_Elves_Rune_Stone_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Dark_Elves_Purple_Steam	looping_sound	Battle_Environment_Element_Purple_Steam_Start	Battle_Environment_Element_Purple_Steam_Stop		150.0000				30.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Darklands_Skull_Swamp	looping_sound				0.0000	Campaign_Environment_Element_Water_Darkolands_Skull_Swamp_Play	Campaign_Environment_Element_Water_Darkolands_Skull_Swamp_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Darklands_Steam_Lake	looping_sound				0.0000	Campaign_Environment_Element_Wind_Darklands_Steam_Lake_Play	Campaign_Environment_Element_Wind_Darklands_Steam_Lake_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Darklands_Steam_Vents	looping_sound				0.0000	Campaign_Environment_Element_Wind_Darklands_Steam_Vents_Play	Campaign_Environment_Element_Wind_Darklands_Steam_Vents_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Desert_Oasis	looping_sound	Battle_Environment_Dark_Elves_Desert_Oasis_Loop_Play	Battle_Environment_Dark_Elves_Desert_Oasis_Loop_Stop		100.0000				36.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Desert_Rock_Debris	one_shot_sound				700.0000	Campaign_Environment_Generic_Desert_Rock_Debris_Play			40.0000	10.0000	30.0000	false	false		true	false
Sound_Environment_Dwarf_Prop_Cog_Large	looping_sound				25.0000	Campaign_Environment_Dwarf_Cog_Large_Loop_Play	Campaign_Environment_Dwarf_Cog_Large_Loop_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Earth_Moving_Mountain	looping_sound				0.0000	Campaign_Environment_Element_Earth_Moving_Mountain_Play	Campaign_Environment_Element_Earth_Moving_Mountain_Stop		30.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Earth_Moving_Rocks_Small	looping_sound				0.0000	Campaign_Environment_Element_Earth_Moving_Rocks_Small_Play	Campaign_Environment_Element_Earth_Moving_Rocks_Small_Stop		20.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Earth_Pod_Large	looping_sound	Battle_Environment_Element_Earth_Tumour_Large_Pod_Start	Battle_Environment_Element_Earth_Tumour_Large_Pod_Stop		150.0000				20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Electric_Stone_Tower	looping_sound	Battle_Individual_Artillery_Wall_Tower_Lizardmen_Electricity_Start	Battle_Individual_Artillery_Wall_Tower_Lizardmen_Electricity_Stop		800.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Empire_Dragon_Cave	looping_sound				0.0000	Campaign_Environment_Empire_Dragon_Cave_Play	Campaign_Environment_Empire_Dragon_Cave_Stop		40.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Empire_Shrine_Of_Ill_Omen	looping_sound				0.0000	Campaign_Environment_Empire_Shrine_Of_Ill_Omen_Play	Campaign_Environment_Empire_Shrine_Of_Ill_Omen_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Fire_Cauldron_Small	looping_sound	Battle_Environment_Element_Fire_Cauldron_Small_Play	Battle_Environment_Element_Fire_Cauldron_Small_Stop		75.0000				10.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Fire_Khorne_Portal	looping_sound				800.0000	Campaign_Environment_Khorne_Fire_Portal_Play	Campaign_Environment_Khorne_Fire_Portal_Stop		30.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Fire_Khorne_Tower	looping_sound				100.0000	Campaign_Environment_Khorne_Tower_Fire_Play	Campaign_Environment_Khorne_Tower_Fire_Stop		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Fire_Rock_Skull	looping_sound				100.0000	Cam_Fire_Rock_Skull_Play	Cam_Fire_Rock_Skull_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Fire_Small_Blue	looping_sound	Battle_Environment_Element_Fire_Blue_Play	Battle_Environment_Element_Fire_Blue_Stop		100.0000				10.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Fire_Small_Torch	looping_sound	Battle_Environment_Element_Fire_Torch_Play	Battle_Environment_Element_Fire_Torch_Stop		50.0000	Cam_Fire_Torch_Play	Cam_Fire_Torch_Stop		20.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Fire_Tzeentch	looping_sound				100.0000	Campaign_Environment_Tzeentch_Fire_Play	Campaign_Environment_Tzeentch_Fire_Stop		15.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Forge_Of_Souls_Chain_Cog	looping_sound	Battle_Environment_Forge_Of_Souls_Chain_Cog_Start	Battle_Environment_Forge_Of_Souls_Chain_Cog_Stop		100.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Forge_Of_Souls_Fire_Large	looping_sound	Battle_Environment_Forge_Of_Souls_Fire_Large_Play	Battle_Environment_Forge_Of_Souls_Fire_Large_Stop		200.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Forge_Of_Souls_Rotating_Skull	looping_sound	Battle_Environment_Forge_Of_Souls_Roatating_Skull_Start	Battle_Environment_Forge_Of_Souls_Roatating_Skull_Stop		100.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Forge_Of_Souls_Vortex_Exterior_Main	looping_sound	Battle_Environment_Forge_of_Souls_Vortex_Exterior_Main_Play	Battle_Environment_Forge_of_Souls_Vortex_Exterior_Main_Stop		2000.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Forge_Of_Souls_Vortex_Exterior_Tail	looping_sound	Battle_Environment_Forge_of_Souls_Vortex_Exterior_Tail_Play	Battle_Environment_Forge_of_Souls_Vortex_Exterior_Tail_Stop		550.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Forge_Of_Souls_Vortex_Interior	looping_sound	Battle_Environment_Forge_of_Souls_Vortex_Interior_Play	Battle_Environment_Forge_of_Souls_Vortex_Interior_Stop		550.0000				0.0000	5.0000	15.0000	false	false		false	false
Sound_Environment_Fountain_Small	looping_sound	Battle_Environment_Element_Water_Fountain_Small_Play	Battle_Environment_Element_Water_Fountain_Small_Stop		200.0000				0.0000	0.0000	1.0000	false	false	Campaign_Doppler	false	false
Sound_Environment_Geezer	one_shot_sound	Battle_Environment_Element_Water_Geezer			50.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Generic_Blood_Waterfalls_Large	looping_sound	Battle_Environment_Element_Water_Waterfall_Blood_Large_Play	Battle_Environment_Element_Water_Waterfall_Blood_Large_Stop		350.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Generic_Blood_Waterfalls_Small	looping_sound	Battle_Environment_Element_Water_Waterfall_Blood_Small_Play	Battle_Environment_Element_Water_Waterfall_Blood_Small_Stop		200.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Generic_Magic	looping_sound	Battle_Environment_Magic_Generic_Magic_Loop_Play	Battle_Environment_Magic_Generic_Magic_Loop_Stop		75.0000				15.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Generic_Metal_Chains_Large	looping_sound	Battle_Environment_Element_Metal_Chains_Large_Oneshot_Play	Battle_Environment_Element_Metal_Chains_Large_Oneshot_Stop		150.0000	Campaign_Environment_Element_Metal_Large_Chains_Play	Campaign_Environment_Element_Metal_Large_Chains_Stop		30.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Generic_Metal_Chains_Medium	looping_sound	Battle_Environment_Element_Metal_Chains_Medium_Oneshot_Play	Battle_Environment_Element_Metal_Chains_Medium_Oneshot_Stop		100.0000				0.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Generic_Metal_Chains_Small	looping_sound	Battle_Environment_Element_Metal_Chains_Small_Oneshot_Play	Battle_Environment_Element_Metal_Chains_Small_Oneshot_Stop		100.0000				0.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Generic_Metal_Groans_Large	looping_sound	Battle_Environment_Element_Metal_Groans_Large_Oneshot_Play	Battle_Environment_Element_Metal_Groans_Large_Oneshot_Stop		350.0000				0.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Generic_Metal_Groans_Medium	looping_sound	Battle_Environment_Element_Metal_Groans_Medium_Oneshot_Play	Battle_Environment_Element_Metal_Groans_Medium_Oneshot_Stop		200.0000				0.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Generic_Metal_Groans_Small	looping_sound	Battle_Environment_Element_Metal_Groans_Small_Oneshot_Play	Battle_Environment_Element_Metal_Groans_Small_Oneshot_Stop		150.0000				0.0000	10.0000	20.0000	false	false		false	false
Sound_Environment_Generic_Swamp_Moderate	looping_sound				0.0000	Cam_Generic_Swamp_Moderate	Campaign_Stop_Ambiences		40.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Generic_Tree_Creaks_Large_Oneshot_Wood_Large	one_shot_sound	Battle_Environment_Generic_Tree_Creaks_Large_Oneshot_Wood_Large_Play	Battle_Environment_Generic_Tree_Creaks_Large_Oneshot_Wood_Large_Stop		200.0000				25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Generic_Tree_Creaks_Large_Oneshot_Wood_Movement	one_shot_sound	Battle_Environment_Generic_Tree_Creaks_Large_Oneshot_Wood_Movement_Play	Battle_Environment_Generic_Tree_Creaks_Large_Oneshot_Wood_Movement_Stop		100.0000				25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Generic_Tree_Creaks_Oneshot_Creature_Large	one_shot_sound	Battle_Environment_Generic_Tree_Creaks_Oneshot_Creature_Large_Play	Battle_Environment_Generic_Tree_Creaks_Oneshot_Creature_Large_Stop		200.0000				25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Generic_Tree_Creaks_Oneshot_Small	one_shot_sound	Battle_Environment_Generic_Tree_Creaks_Oneshot_Small_Play	Battle_Environment_Generic_Tree_Creaks_Oneshot_Small_Stop		100.0000				25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Greenskin_Pillar_of_Bone	looping_sound				4000.0000	Campaign_Environment_Greenskins_Pillar_Of_Bone_Play	Campaign_Environment_Greenskins_Pillar_Of_Bone_Stop		40.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Heart_of_the_Dark_Fire_Herdstone	looping_sound	Battle_Environment_DLC17_Herd_Stone_Fire_Play	Battle_Environment_DLC17_Herd_Stone_Fire_Stop		800.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Heart_of_the_Dark_Fire_Large	looping_sound	Battle_Environment_Element_Fire_Heart_of_The_Dark_Large_Play	Battle_Environment_Element_Fire_Heart_of_The_Dark_Large_Stop		130.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Heart_of_the_Dark_Fire_Medium	looping_sound	Battle_Environment_Element_Fire_Heart_of_The_Dark_Medium_Play	Battle_Environment_Element_Fire_Heart_of_The_Dark_Medium_Stop		100.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Heart_of_the_Dark_Fire_Small	looping_sound	Battle_Environment_Element_Fire_Heart_of_The_Dark_Small_Play	Battle_Environment_Element_Fire_Heart_of_The_Dark_Small_Stop		50.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Hef_Heart_Magic_Level_02	looping_sound	Battle_Environment_High_Elves_Elves_Heart_Magic_Level_02_Play	Battle_Environment_High_Elves_Elves_Heart_Magic_Level_02_Stop		550.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Hef_Heart_Magic_Level_03	looping_sound	Battle_Environment_High_Elves_Elves_Heart_Magic_Level_03_Play	Battle_Environment_High_Elves_Elves_Heart_Magic_Level_03_Stop		550.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Hef_Heart_Magic_Level_04	looping_sound	Battle_Environment_High_Elves_Elves_Heart_Magic_Level_04_Play	Battle_Environment_High_Elves_Elves_Heart_Magic_Level_04_Stop		550.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Hef_Magic_Building_Blue_Glow	looping_sound	Battle_Environment_High_Elves_Elves_Magic_Building_Blue_Glow_Play	Battle_Environment_High_Elves_Elves_Magic_Building_Blue_Glow_Stop		200.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Hef_Magic_Tower	looping_sound	Battle_Environment_High_Elves_Elves_Magic_Tower_Play	Battle_Environment_High_Elves_Elves_Magic_Tower_Stop		550.0000	Cam_Generic_Rune_Stone	Campaign_Stop_Ambiences		50.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Hef_Magic_Tower_Small	looping_sound	Battle_Environment_High_Elves_Elves_Magic_Tower_Small_Play	Battle_Environment_High_Elves_Elves_Magic_Tower_Small_Stop		200.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_High_Elves_Waystone	looping_sound	Battle_Environment_Magic_High_Elves_Waystone_Start	Battle_Environment_Magic_High_Elves_Waystone_Stop		150.0000				50.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Hot_Spring	looping_sound	Battle_Environment_Element_Water_Hot_Spring_Lake_Play	Battle_Environment_Element_Water_Hot_Spring_Lake_Stop		140.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Howling_Citadel	looping_sound				0.0000	Campaign_Environment_Chaos_Howling_Citadel_Play	Campaign_Environment_Chaos_Howling_Citadel_Stop		60.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Howling_Citadel_Prologue	looping_sound	Battle_Environment_Howling_Citadel_Loop_Play	Battle_Environment_Howling_Citadel_Loop_Stop		550.0000	Campaign_Environment_Chaos_Howling_Citadel_Prologue_Play	Campaign_Environment_Chaos_Howling_Citadel_Prologue_Stop		100.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Ice_Creaks	one_shot_sound	Battle_Environment_Element_Ice_Creaks			50.0000	Cam_Ice_Creaks			35.0000	7.0000	15.0000	false	false		true	false
Sound_Environment_Ice_Creaks_Large	one_shot_sound	Battle_Environment_Element_Ice_Creaks_Large			200.0000				35.0000	7.0000	15.0000	false	false		true	false
Sound_Environment_Ice_Creaks_Medium	one_shot_sound	Battle_Environment_Element_Ice_Creaks_Medium			140.0000				35.0000	7.0000	15.0000	false	false		true	false
Sound_Environment_Ice_Slides	one_shot_sound	Battle_Environment_Element_Ice_Slides			50.0000				20.0000	5.0000	10.0000	false	false		false	false
Sound_Environment_Kislev_Charmon_Dharek	looping_sound				25.0000	Campaign_Environment_Kislev_Charmon_Dharek_Play	Campaign_Environment_Kislev_Charmon_Dharek_Stop		40.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Kislev_Frozen_Falls_One_Shots	one_shot_sound				25.0000	Campaign_Environment_Kislev_Frozen_Falls_Play			35.0000	10.0000	30.0000	false	false		true	false
Sound_Environment_Kislev_River_Small	looping_sound				25.0000	Campaign_Environment_Kislev_River_Small_Play	Campaign_Environment_Kislev_River_Small_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Lake_Cold	looping_sound				0.0000	Cam_Env_Lake_Cold_Play	Cam_Env_Lake_Cold_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Lake_Hot	looping_sound				0.0000	Cam_Env_Lake_Hot_Play	Cam_Env_Lake_Hot_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Lake_Moderate	looping_sound				0.0000	Cam_Env_Lake_Moderate_Play	Cam_Env_Lake_Moderate_Stop		30.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Large_Ice_Crack	looping_sound				25.0000	Cam_Ice_Creaks_Large_Play	Cam_Ice_Creaks_Large_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Lava_Burst	looping_sound				140.0000	Cam_Lava_Burst	Campaign_Stop_Ambiences		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Lava_Distant	looping_sound	Battle_Environment_Brazen_Altar_Lava_Distant_Play	Battle_Environment_Brazen_Altar_Lava_Distant_Stop		550.0000				35.0000	7.0000	15.0000	false	false		true	false
Sound_Environment_Lava_Fall	looping_sound	Battle_Environment_Element_Fire_Lava_Fall_Play	Battle_Environment_Element_Fire_Lava_Fall_Stop		140.0000	Cam_Lava_Fall	Campaign_Stop_Ambiences		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Lava_Fall_Large	looping_sound	Battle_Environment_Element_Fire_Lava_Fall_Large_Play	Battle_Environment_Element_Fire_Lava_Fall_Large_Stop		550.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Lava_Lake	looping_sound	Battle_Environment_Element_Fire_Lava_Lake_Play	Battle_Environment_Element_Fire_Lava_Lake_Stop		140.0000	Cam_Lava_Lake	Campaign_Stop_Ambiences		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Lava_Large	looping_sound	Battle_Environment_Element_Fire_Lava_Large_Play	Battle_Environment_Element_Fire_Lava_Large_Stop		2000.0000	Cam_Lava_Lake	Campaign_Stop_Ambiences		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Lava_Pit	looping_sound	Battle_Environment_Element_Fire_Lava_Pit_Play	Battle_Environment_Element_Fire_Lava_Pit_Stop		300.0000	Cam_Lava_Lake	Campaign_Stop_Ambiences		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Lava_River	looping_sound	Battle_Environment_Element_Fire_Lava_River_Play	Battle_Environment_Element_Fire_Lava_River_Stop		140.0000	Cam_Lava_River	Campaign_Stop_Ambiences		20.0000	0.0000	1.0000	false	false		true	false
