member	climate
wh3_climate_dwf_grombrindal_regular_wasteland	climate_wasteland
wh3_climate_emp_volkmar_regular_chaotic	climate_chaotic
wh3_climate_emp_volkmar_regular_desert	climate_desert
wh3_climate_emp_volkmar_regular_frozen	climate_frozen
wh3_climate_emp_volkmar_regular_island	climate_island
wh3_climate_emp_volkmar_regular_jungle	climate_jungle
wh3_climate_emp_volkmar_regular_magicforest	climate_magicforest
wh3_climate_emp_volkmar_regular_mountain	climate_mountain
wh3_climate_emp_volkmar_regular_ocean	climate_ocean
wh3_climate_emp_volkmar_regular_savannah	climate_savannah
wh3_climate_emp_volkmar_regular_temperate	climate_temperate
wh3_climate_emp_volkmar_regular_wasteland	climate_wasteland
wh3_climate_grn_da_cage_breakaz_frozen	climate_frozen
wh3_climate_grn_grimgor_frozen	climate_frozen
wh3_climate_kho_regular_chaotic	climate_chaotic
wh3_climate_kho_regular_desert	climate_desert
wh3_climate_kho_regular_frozen	climate_frozen
wh3_climate_kho_regular_island	climate_island
wh3_climate_kho_regular_jungle	climate_jungle
wh3_climate_kho_regular_magicforest	climate_magicforest
wh3_climate_kho_regular_mountain	climate_mountain
wh3_climate_kho_regular_ocean	climate_ocean
wh3_climate_kho_regular_savannah	climate_savannah
wh3_climate_kho_regular_temperate	climate_temperate
wh3_climate_kho_regular_wasteland	climate_wasteland
wh3_climate_ksl_boris_chaotic	climate_chaotic
wh3_climate_ksl_boris_wasteland	climate_wasteland
wh3_climate_ksl_regular_chaotic	climate_chaotic
wh3_climate_ksl_regular_desert	climate_desert
wh3_climate_ksl_regular_frozen	climate_frozen
wh3_climate_ksl_regular_island	climate_island
wh3_climate_ksl_regular_jungle	climate_jungle
wh3_climate_ksl_regular_magicforest	climate_magicforest
wh3_climate_ksl_regular_mountain	climate_mountain
wh3_climate_ksl_regular_ocean	climate_ocean
wh3_climate_ksl_regular_savannah	climate_savannah
wh3_climate_ksl_regular_temperate	climate_temperate
wh3_climate_ksl_regular_wasteland	climate_wasteland
wh3_climate_nur_regular_chaotic	climate_chaotic
wh3_climate_nur_regular_desert	climate_desert
wh3_climate_nur_regular_frozen	climate_frozen
wh3_climate_nur_regular_island	climate_island
wh3_climate_nur_regular_jungle	climate_jungle
wh3_climate_nur_regular_magicforest	climate_magicforest
wh3_climate_nur_regular_mountain	climate_mountain
wh3_climate_nur_regular_ocean	climate_ocean
wh3_climate_nur_regular_savannah	climate_savannah
wh3_climate_nur_regular_temperate	climate_temperate
wh3_climate_nur_regular_wasteland	climate_wasteland
wh3_climate_ogr_regular_chaotic	climate_chaotic
wh3_climate_ogr_regular_desert	climate_desert
wh3_climate_ogr_regular_frozen	climate_frozen
wh3_climate_ogr_regular_island	climate_island
wh3_climate_ogr_regular_jungle	climate_jungle
wh3_climate_ogr_regular_magicforest	climate_magicforest
wh3_climate_ogr_regular_mountain	climate_mountain
wh3_climate_ogr_regular_ocean	climate_ocean
wh3_climate_ogr_regular_savannah	climate_savannah
wh3_climate_ogr_regular_temperate	climate_temperate
wh3_climate_ogr_regular_wasteland	climate_wasteland
wh3_climate_sla_regular_chaotic	climate_chaotic
wh3_climate_sla_regular_desert	climate_desert
wh3_climate_sla_regular_frozen	climate_frozen
wh3_climate_sla_regular_island	climate_island
wh3_climate_sla_regular_jungle	climate_jungle
wh3_climate_sla_regular_magicforest	climate_magicforest
wh3_climate_sla_regular_mountain	climate_mountain
wh3_climate_sla_regular_ocean	climate_ocean
wh3_climate_sla_regular_savannah	climate_savannah
wh3_climate_sla_regular_temperate	climate_temperate
wh3_climate_sla_regular_wasteland	climate_wasteland
wh3_climate_tze_kairos_desert	climate_desert
wh3_climate_tze_kairos_jungle	climate_jungle
wh3_climate_tze_kairos_savannah	climate_savannah
wh3_climate_tze_regular_chaotic	climate_chaotic
wh3_climate_tze_regular_desert	climate_desert
wh3_climate_tze_regular_frozen	climate_frozen
wh3_climate_tze_regular_island	climate_island
wh3_climate_tze_regular_jungle	climate_jungle
wh3_climate_tze_regular_magicforest	climate_magicforest
wh3_climate_tze_regular_mountain	climate_mountain
wh3_climate_tze_regular_ocean	climate_ocean
wh3_climate_tze_regular_savannah	climate_savannah
wh3_climate_tze_regular_temperate	climate_temperate
wh3_climate_tze_regular_wasteland	climate_wasteland
wh3_climate_vmp_ghorst_regular_chaotic	climate_chaotic
wh3_climate_vmp_ghorst_regular_desert	climate_desert
wh3_climate_vmp_ghorst_regular_frozen	climate_frozen
wh3_climate_vmp_ghorst_regular_island	climate_island
wh3_climate_vmp_ghorst_regular_jungle	climate_jungle
wh3_climate_vmp_ghorst_regular_magicforest	climate_magicforest
wh3_climate_vmp_ghorst_regular_mountain	climate_mountain
wh3_climate_vmp_ghorst_regular_ocean	climate_ocean
wh3_climate_vmp_ghorst_regular_savannah	climate_savannah
wh3_climate_vmp_ghorst_regular_temperate	climate_temperate
wh3_climate_vmp_ghorst_regular_wasteland	climate_wasteland
