choice_key	dilemma_key	associated_audio_trigger
FIRST	wh2_dlc13_wulfhart_dilemma_A_D_H	
SECOND	wh2_dlc13_wulfhart_dilemma_A_D_H	
THIRD	wh2_dlc13_wulfhart_dilemma_A_D_H	
FIRST	wh2_dlc13_wulfhart_dilemma_A_E_I	
SECOND	wh2_dlc13_wulfhart_dilemma_A_E_I	
THIRD	wh2_dlc13_wulfhart_dilemma_A_E_I	
FIRST	wh2_dlc13_wulfhart_dilemma_A_F_J	
SECOND	wh2_dlc13_wulfhart_dilemma_A_F_J	
THIRD	wh2_dlc13_wulfhart_dilemma_A_F_J	
FIRST	wh2_dlc13_wulfhart_dilemma_A_G_H	
SECOND	wh2_dlc13_wulfhart_dilemma_A_G_H	
THIRD	wh2_dlc13_wulfhart_dilemma_A_G_H	
FIRST	wh2_dlc13_wulfhart_dilemma_B_D_I	
SECOND	wh2_dlc13_wulfhart_dilemma_B_D_I	
THIRD	wh2_dlc13_wulfhart_dilemma_B_D_I	
FIRST	wh2_dlc13_wulfhart_dilemma_B_E_J	
SECOND	wh2_dlc13_wulfhart_dilemma_B_E_J	
THIRD	wh2_dlc13_wulfhart_dilemma_B_E_J	
FIRST	wh2_dlc13_wulfhart_dilemma_B_F_H	
SECOND	wh2_dlc13_wulfhart_dilemma_B_F_H	
THIRD	wh2_dlc13_wulfhart_dilemma_B_F_H	
FIRST	wh2_dlc13_wulfhart_dilemma_B_G_I	
SECOND	wh2_dlc13_wulfhart_dilemma_B_G_I	
THIRD	wh2_dlc13_wulfhart_dilemma_B_G_I	
FIRST	wh2_dlc13_wulfhart_dilemma_C_D_J	
SECOND	wh2_dlc13_wulfhart_dilemma_C_D_J	
THIRD	wh2_dlc13_wulfhart_dilemma_C_D_J	
FIRST	wh2_dlc13_wulfhart_dilemma_C_E_H	
SECOND	wh2_dlc13_wulfhart_dilemma_C_E_H	
THIRD	wh2_dlc13_wulfhart_dilemma_C_E_H	
FIRST	wh2_dlc13_wulfhart_dilemma_C_F_I	
SECOND	wh2_dlc13_wulfhart_dilemma_C_F_I	
THIRD	wh2_dlc13_wulfhart_dilemma_C_F_I	
FIRST	wh2_dlc13_wulfhart_dilemma_C_G_J	
SECOND	wh2_dlc13_wulfhart_dilemma_C_G_J	
THIRD	wh2_dlc13_wulfhart_dilemma_C_G_J	
FIRST	wh2_dlc13_wulfhart_dilemma_D_H_A	
SECOND	wh2_dlc13_wulfhart_dilemma_D_H_A	
THIRD	wh2_dlc13_wulfhart_dilemma_D_H_A	
FIRST	wh2_dlc13_wulfhart_dilemma_D_I_B	
SECOND	wh2_dlc13_wulfhart_dilemma_D_I_B	
THIRD	wh2_dlc13_wulfhart_dilemma_D_I_B	
FIRST	wh2_dlc13_wulfhart_dilemma_D_J_C	
SECOND	wh2_dlc13_wulfhart_dilemma_D_J_C	
THIRD	wh2_dlc13_wulfhart_dilemma_D_J_C	
FIRST	wh2_dlc13_wulfhart_dilemma_E_H_B	
SECOND	wh2_dlc13_wulfhart_dilemma_E_H_B	
THIRD	wh2_dlc13_wulfhart_dilemma_E_H_B	
FIRST	wh2_dlc13_wulfhart_dilemma_E_I_C	
SECOND	wh2_dlc13_wulfhart_dilemma_E_I_C	
THIRD	wh2_dlc13_wulfhart_dilemma_E_I_C	
FIRST	wh2_dlc13_wulfhart_dilemma_E_J_A	
SECOND	wh2_dlc13_wulfhart_dilemma_E_J_A	
THIRD	wh2_dlc13_wulfhart_dilemma_E_J_A	
FIRST	wh2_dlc13_wulfhart_dilemma_F_H_C	
SECOND	wh2_dlc13_wulfhart_dilemma_F_H_C	
THIRD	wh2_dlc13_wulfhart_dilemma_F_H_C	
FIRST	wh2_dlc13_wulfhart_dilemma_F_I_A	
SECOND	wh2_dlc13_wulfhart_dilemma_F_I_A	
THIRD	wh2_dlc13_wulfhart_dilemma_F_I_A	
FIRST	wh2_dlc13_wulfhart_dilemma_F_J_B	
SECOND	wh2_dlc13_wulfhart_dilemma_F_J_B	
THIRD	wh2_dlc13_wulfhart_dilemma_F_J_B	
FIRST	wh2_dlc13_wulfhart_dilemma_G_H_A	
SECOND	wh2_dlc13_wulfhart_dilemma_G_H_A	
THIRD	wh2_dlc13_wulfhart_dilemma_G_H_A	
FIRST	wh2_dlc13_wulfhart_dilemma_G_I_B	
SECOND	wh2_dlc13_wulfhart_dilemma_G_I_B	
THIRD	wh2_dlc13_wulfhart_dilemma_G_I_B	
FIRST	wh2_dlc13_wulfhart_dilemma_G_J_C	
SECOND	wh2_dlc13_wulfhart_dilemma_G_J_C	
THIRD	wh2_dlc13_wulfhart_dilemma_G_J_C	
FIRST	wh2_dlc13_wulfhart_dilemma_H_A_E	
SECOND	wh2_dlc13_wulfhart_dilemma_H_A_E	
THIRD	wh2_dlc13_wulfhart_dilemma_H_A_E	
FIRST	wh2_dlc13_wulfhart_dilemma_H_B_F	
SECOND	wh2_dlc13_wulfhart_dilemma_H_B_F	
THIRD	wh2_dlc13_wulfhart_dilemma_H_B_F	
FIRST	wh2_dlc13_wulfhart_dilemma_H_C_G	
SECOND	wh2_dlc13_wulfhart_dilemma_H_C_G	
THIRD	wh2_dlc13_wulfhart_dilemma_H_C_G	
FIRST	wh2_dlc13_wulfhart_dilemma_I_A_D	
SECOND	wh2_dlc13_wulfhart_dilemma_I_A_D	
THIRD	wh2_dlc13_wulfhart_dilemma_I_A_D	
FIRST	wh2_dlc13_wulfhart_dilemma_I_B_E	
SECOND	wh2_dlc13_wulfhart_dilemma_I_B_E	
THIRD	wh2_dlc13_wulfhart_dilemma_I_B_E	
FIRST	wh2_dlc13_wulfhart_dilemma_I_C_F	
SECOND	wh2_dlc13_wulfhart_dilemma_I_C_F	
THIRD	wh2_dlc13_wulfhart_dilemma_I_C_F	
FIRST	wh2_dlc13_wulfhart_dilemma_J_A_G	
SECOND	wh2_dlc13_wulfhart_dilemma_J_A_G	
THIRD	wh2_dlc13_wulfhart_dilemma_J_A_G	
FIRST	wh2_dlc13_wulfhart_dilemma_J_B_D	
SECOND	wh2_dlc13_wulfhart_dilemma_J_B_D	
THIRD	wh2_dlc13_wulfhart_dilemma_J_B_D	
FIRST	wh2_dlc13_wulfhart_dilemma_J_C_E	
SECOND	wh2_dlc13_wulfhart_dilemma_J_C_E	
THIRD	wh2_dlc13_wulfhart_dilemma_J_C_E	
FIRST	wh2_dlc13_wulfhart_hertwig_van_hal_stage_4_dilemma	
SECOND	wh2_dlc13_wulfhart_hertwig_van_hal_stage_4_dilemma	
FIRST	wh2_dlc13_wulfhart_imperial_guards_st_1	
FOURTH	wh2_dlc13_wulfhart_imperial_guards_st_1	
SECOND	wh2_dlc13_wulfhart_imperial_guards_st_1	
THIRD	wh2_dlc13_wulfhart_imperial_guards_st_1	
FIRST	wh2_dlc13_wulfhart_imperial_guards_st_2	
FOURTH	wh2_dlc13_wulfhart_imperial_guards_st_2	
SECOND	wh2_dlc13_wulfhart_imperial_guards_st_2	
THIRD	wh2_dlc13_wulfhart_imperial_guards_st_2	
FIRST	wh2_dlc13_wulfhart_imperial_guards_st_3	
FOURTH	wh2_dlc13_wulfhart_imperial_guards_st_3	
SECOND	wh2_dlc13_wulfhart_imperial_guards_st_3	
THIRD	wh2_dlc13_wulfhart_imperial_guards_st_3	
FIRST	wh2_dlc13_wulfhart_jorek_grimm_stage_5_dilemma	
SECOND	wh2_dlc13_wulfhart_jorek_grimm_stage_5_dilemma	
THIRD	wh2_dlc13_wulfhart_jorek_grimm_stage_5_dilemma	
FIRST	wh2_dlc13_wulfhart_rodrik_languille_stage_2_dilemma	
SECOND	wh2_dlc13_wulfhart_rodrik_languille_stage_2_dilemma	
FIRST	wh2_dlc13_wulfhart_rodrik_languille_stage_4_dilemma	
SECOND	wh2_dlc13_wulfhart_rodrik_languille_stage_4_dilemma	
FIRST	wh2_dlc14_brt_confederation_knights_of_origo	
SECOND	wh2_dlc14_brt_confederation_knights_of_origo	
FIRST	wh2_dlc14_brt_confederation_knights_of_the_flame	
SECOND	wh2_dlc14_brt_confederation_knights_of_the_flame	
FIRST	wh2_dlc14_brt_repanse_dilemma_mirage	
SECOND	wh2_dlc14_brt_repanse_dilemma_mirage	
FIRST	wh2_dlc14_brt_repanse_dilemma_trees_greens	
SECOND	wh2_dlc14_brt_repanse_dilemma_trees_greens	
FIRST	wh2_dlc14_def_witch_king_agent_select	
FOURTH	wh2_dlc14_def_witch_king_agent_select	
SECOND	wh2_dlc14_def_witch_king_agent_select	
THIRD	wh2_dlc14_def_witch_king_agent_select	
FIRST	wh2_dlc14_main_brt_repanse_final_battle_choice	
SECOND	wh2_dlc14_main_brt_repanse_final_battle_choice	
FIRST	wh2_dlc14_malus_start_dilemma	
SECOND	wh2_dlc14_malus_start_dilemma	
FIRST	wh2_dlc15_dilemma_dragon_encounter_generic_black	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_generic_black	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_generic_black	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_generic_black	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_generic_forest	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_generic_forest	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_generic_forest	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_generic_forest	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_generic_moon	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_generic_moon	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_generic_moon	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_generic_moon	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_generic_star	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_generic_star	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_generic_star	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_generic_star	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_generic_sun	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_generic_sun	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_generic_sun	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_generic_sun	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_special_black	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_special_black	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_special_black	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_special_black	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_special_forest	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_special_forest	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_special_forest	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_special_forest	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_special_moon	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_special_moon	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_special_moon	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_special_moon	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_special_star	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_special_star	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_special_star	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_special_star	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_dragon_encounter_special_sun	Play_hef_imrik_dragon_taming_consult
FOURTH	wh2_dlc15_dilemma_dragon_encounter_special_sun	Play_hef_imrik_dragon_taming_leave
SECOND	wh2_dlc15_dilemma_dragon_encounter_special_sun	Play_hef_imrik_dragon_taming_bargain
THIRD	wh2_dlc15_dilemma_dragon_encounter_special_sun	Play_hef_imrik_dragon_taming_challenge
FIRST	wh2_dlc15_dilemma_food_merchant_10	
FOURTH	wh2_dlc15_dilemma_food_merchant_10	
SECOND	wh2_dlc15_dilemma_food_merchant_10	
THIRD	wh2_dlc15_dilemma_food_merchant_10	
FIRST	wh2_dlc15_dilemma_food_merchant_11	
FOURTH	wh2_dlc15_dilemma_food_merchant_11	
SECOND	wh2_dlc15_dilemma_food_merchant_11	
THIRD	wh2_dlc15_dilemma_food_merchant_11	
FIRST	wh2_dlc15_dilemma_food_merchant_12	
FOURTH	wh2_dlc15_dilemma_food_merchant_12	
SECOND	wh2_dlc15_dilemma_food_merchant_12	
THIRD	wh2_dlc15_dilemma_food_merchant_12	
FIRST	wh2_dlc15_dilemma_food_merchant_13	
FOURTH	wh2_dlc15_dilemma_food_merchant_13	
SECOND	wh2_dlc15_dilemma_food_merchant_13	
THIRD	wh2_dlc15_dilemma_food_merchant_13	
FIRST	wh2_dlc15_dilemma_food_merchant_14	
FOURTH	wh2_dlc15_dilemma_food_merchant_14	
SECOND	wh2_dlc15_dilemma_food_merchant_14	
THIRD	wh2_dlc15_dilemma_food_merchant_14	
FIRST	wh2_dlc15_dilemma_food_merchant_15	
FOURTH	wh2_dlc15_dilemma_food_merchant_15	
SECOND	wh2_dlc15_dilemma_food_merchant_15	
THIRD	wh2_dlc15_dilemma_food_merchant_15	
FIRST	wh2_dlc15_dilemma_food_merchant_16	
FOURTH	wh2_dlc15_dilemma_food_merchant_16	
SECOND	wh2_dlc15_dilemma_food_merchant_16	
THIRD	wh2_dlc15_dilemma_food_merchant_16	
FIRST	wh2_dlc15_dilemma_food_merchant_17	
FOURTH	wh2_dlc15_dilemma_food_merchant_17	
SECOND	wh2_dlc15_dilemma_food_merchant_17	
THIRD	wh2_dlc15_dilemma_food_merchant_17	
FIRST	wh2_dlc15_dilemma_food_merchant_18	
FOURTH	wh2_dlc15_dilemma_food_merchant_18	
SECOND	wh2_dlc15_dilemma_food_merchant_18	
THIRD	wh2_dlc15_dilemma_food_merchant_18	
FIRST	wh2_dlc15_dilemma_food_merchant_19	
FOURTH	wh2_dlc15_dilemma_food_merchant_19	
SECOND	wh2_dlc15_dilemma_food_merchant_19	
THIRD	wh2_dlc15_dilemma_food_merchant_19	
FIRST	wh2_dlc15_dilemma_food_merchant_1	
FOURTH	wh2_dlc15_dilemma_food_merchant_1	
SECOND	wh2_dlc15_dilemma_food_merchant_1	
THIRD	wh2_dlc15_dilemma_food_merchant_1	
FIRST	wh2_dlc15_dilemma_food_merchant_20	
FOURTH	wh2_dlc15_dilemma_food_merchant_20	
SECOND	wh2_dlc15_dilemma_food_merchant_20	
THIRD	wh2_dlc15_dilemma_food_merchant_20	
FIRST	wh2_dlc15_dilemma_food_merchant_21	
FOURTH	wh2_dlc15_dilemma_food_merchant_21	
SECOND	wh2_dlc15_dilemma_food_merchant_21	
THIRD	wh2_dlc15_dilemma_food_merchant_21	
FIRST	wh2_dlc15_dilemma_food_merchant_22	
FOURTH	wh2_dlc15_dilemma_food_merchant_22	
SECOND	wh2_dlc15_dilemma_food_merchant_22	
THIRD	wh2_dlc15_dilemma_food_merchant_22	
FIRST	wh2_dlc15_dilemma_food_merchant_23	
FOURTH	wh2_dlc15_dilemma_food_merchant_23	
SECOND	wh2_dlc15_dilemma_food_merchant_23	
THIRD	wh2_dlc15_dilemma_food_merchant_23	
FIRST	wh2_dlc15_dilemma_food_merchant_24	
FOURTH	wh2_dlc15_dilemma_food_merchant_24	
SECOND	wh2_dlc15_dilemma_food_merchant_24	
THIRD	wh2_dlc15_dilemma_food_merchant_24	
FIRST	wh2_dlc15_dilemma_food_merchant_25	
FOURTH	wh2_dlc15_dilemma_food_merchant_25	
SECOND	wh2_dlc15_dilemma_food_merchant_25	
THIRD	wh2_dlc15_dilemma_food_merchant_25	
FIRST	wh2_dlc15_dilemma_food_merchant_2	
FOURTH	wh2_dlc15_dilemma_food_merchant_2	
SECOND	wh2_dlc15_dilemma_food_merchant_2	
THIRD	wh2_dlc15_dilemma_food_merchant_2	
FIRST	wh2_dlc15_dilemma_food_merchant_3	
FOURTH	wh2_dlc15_dilemma_food_merchant_3	
SECOND	wh2_dlc15_dilemma_food_merchant_3	
THIRD	wh2_dlc15_dilemma_food_merchant_3	
FIRST	wh2_dlc15_dilemma_food_merchant_4	
FOURTH	wh2_dlc15_dilemma_food_merchant_4	
SECOND	wh2_dlc15_dilemma_food_merchant_4	
THIRD	wh2_dlc15_dilemma_food_merchant_4	
FIRST	wh2_dlc15_dilemma_food_merchant_5	
FOURTH	wh2_dlc15_dilemma_food_merchant_5	
SECOND	wh2_dlc15_dilemma_food_merchant_5	
THIRD	wh2_dlc15_dilemma_food_merchant_5	
FIRST	wh2_dlc15_dilemma_food_merchant_6	
FOURTH	wh2_dlc15_dilemma_food_merchant_6	
SECOND	wh2_dlc15_dilemma_food_merchant_6	
THIRD	wh2_dlc15_dilemma_food_merchant_6	
FIRST	wh2_dlc15_dilemma_food_merchant_7	
FOURTH	wh2_dlc15_dilemma_food_merchant_7	
SECOND	wh2_dlc15_dilemma_food_merchant_7	
THIRD	wh2_dlc15_dilemma_food_merchant_7	
FIRST	wh2_dlc15_dilemma_food_merchant_8	
FOURTH	wh2_dlc15_dilemma_food_merchant_8	
SECOND	wh2_dlc15_dilemma_food_merchant_8	
THIRD	wh2_dlc15_dilemma_food_merchant_8	
FIRST	wh2_dlc15_dilemma_food_merchant_9	
FOURTH	wh2_dlc15_dilemma_food_merchant_9	
SECOND	wh2_dlc15_dilemma_food_merchant_9	
THIRD	wh2_dlc15_dilemma_food_merchant_9	
FIRST	wh2_dlc15_dilemma_food_merchant_all_unlocked	
SECOND	wh2_dlc15_dilemma_food_merchant_all_unlocked	
THIRD	wh2_dlc15_dilemma_food_merchant_all_unlocked	
FIRST	wh2_dlc15_hef_grom_invasion_offer	
SECOND	wh2_dlc15_hef_grom_invasion_offer	
FIRST	wh2_dlc15_hef_imrik_confederation_caledor	
FOURTH	wh2_dlc15_hef_imrik_confederation_caledor	
SECOND	wh2_dlc15_hef_imrik_confederation_caledor	
THIRD	wh2_dlc15_hef_imrik_confederation_caledor	
FIRST	wh2_dlc15_hef_mistwalker_recruitment	
FOURTH	wh2_dlc15_hef_mistwalker_recruitment	
SECOND	wh2_dlc15_hef_mistwalker_recruitment	
THIRD	wh2_dlc15_hef_mistwalker_recruitment	
FIRST	wh2_dlc16_dilemma_wef_encounter_athel_loren_bretonnians	
SECOND	wh2_dlc16_dilemma_wef_encounter_athel_loren_bretonnians	
THIRD	wh2_dlc16_dilemma_wef_encounter_athel_loren_bretonnians	
FIRST	wh2_dlc16_dilemma_wef_encounter_athel_loren_dwarfs	
SECOND	wh2_dlc16_dilemma_wef_encounter_athel_loren_dwarfs	
THIRD	wh2_dlc16_dilemma_wef_encounter_athel_loren_dwarfs	
FIRST	wh2_dlc16_dilemma_wef_encounter_athel_loren_greenskins	
SECOND	wh2_dlc16_dilemma_wef_encounter_athel_loren_greenskins	
THIRD	wh2_dlc16_dilemma_wef_encounter_athel_loren_greenskins	
FIRST	wh2_dlc16_dilemma_wef_encounter_athel_loren_tree_spirits	
SECOND	wh2_dlc16_dilemma_wef_encounter_athel_loren_tree_spirits	
THIRD	wh2_dlc16_dilemma_wef_encounter_athel_loren_tree_spirits	
FIRST	wh2_dlc16_dilemma_wef_encounter_gaean_vale_druchii_v_moulder	
SECOND	wh2_dlc16_dilemma_wef_encounter_gaean_vale_druchii_v_moulder	
THIRD	wh2_dlc16_dilemma_wef_encounter_gaean_vale_druchii_v_moulder	
FIRST	wh2_dlc16_dilemma_wef_encounter_gaean_vale_high_elves	
SECOND	wh2_dlc16_dilemma_wef_encounter_gaean_vale_high_elves	
THIRD	wh2_dlc16_dilemma_wef_encounter_gaean_vale_high_elves	
FIRST	wh2_dlc16_dilemma_wef_encounter_gryphon_wood_vampires	
SECOND	wh2_dlc16_dilemma_wef_encounter_gryphon_wood_vampires	
THIRD	wh2_dlc16_dilemma_wef_encounter_gryphon_wood_vampires	
FIRST	wh2_dlc16_dilemma_wef_encounter_heart_of_the_jungle_bowmen_v_dinosaurs	
SECOND	wh2_dlc16_dilemma_wef_encounter_heart_of_the_jungle_bowmen_v_dinosaurs	
THIRD	wh2_dlc16_dilemma_wef_encounter_heart_of_the_jungle_bowmen_v_dinosaurs	
FIRST	wh2_dlc16_dilemma_wef_encounter_heart_of_the_jungle_tomb_kings	
SECOND	wh2_dlc16_dilemma_wef_encounter_heart_of_the_jungle_tomb_kings	
THIRD	wh2_dlc16_dilemma_wef_encounter_heart_of_the_jungle_tomb_kings	
FIRST	wh2_dlc16_dilemma_wef_encounter_jungles_of_chian	
SECOND	wh2_dlc16_dilemma_wef_encounter_jungles_of_chian	
THIRD	wh2_dlc16_dilemma_wef_encounter_jungles_of_chian	
FIRST	wh2_dlc16_dilemma_wef_encounter_laurelorn_empire	
SECOND	wh2_dlc16_dilemma_wef_encounter_laurelorn_empire	
THIRD	wh2_dlc16_dilemma_wef_encounter_laurelorn_empire	
FIRST	wh2_dlc16_dilemma_wef_encounter_laurelorn_norsca	
SECOND	wh2_dlc16_dilemma_wef_encounter_laurelorn_norsca	
THIRD	wh2_dlc16_dilemma_wef_encounter_laurelorn_norsca	
FIRST	wh2_dlc16_dilemma_wef_encounter_lustria_lizardmen	
SECOND	wh2_dlc16_dilemma_wef_encounter_lustria_lizardmen	
THIRD	wh2_dlc16_dilemma_wef_encounter_lustria_lizardmen	
FIRST	wh2_dlc16_dilemma_wef_encounter_naggarond_dark_elves	
SECOND	wh2_dlc16_dilemma_wef_encounter_naggarond_dark_elves	
THIRD	wh2_dlc16_dilemma_wef_encounter_naggarond_dark_elves	
FIRST	wh2_dlc16_dilemma_wef_encounter_sacred_pools_pestilens	
SECOND	wh2_dlc16_dilemma_wef_encounter_sacred_pools_pestilens	
THIRD	wh2_dlc16_dilemma_wef_encounter_sacred_pools_pestilens	
FIRST	wh2_dlc16_dilemma_wef_encounter_special_the_blood_fane	
SECOND	wh2_dlc16_dilemma_wef_encounter_special_the_blood_fane	
FIRST	wh2_dlc16_dilemma_wef_encounter_the_haunted_forest	
SECOND	wh2_dlc16_dilemma_wef_encounter_the_haunted_forest	
THIRD	wh2_dlc16_dilemma_wef_encounter_the_haunted_forest	
FIRST	wh2_dlc16_dilemma_wef_encounter_vale_of_webs_spiders	
SECOND	wh2_dlc16_dilemma_wef_encounter_vale_of_webs_spiders	
THIRD	wh2_dlc16_dilemma_wef_encounter_vale_of_webs_spiders	
FIRST	wh2_dlc16_dilemma_wef_encounter_witchwood_greenskins_v_druchii	
SECOND	wh2_dlc16_dilemma_wef_encounter_witchwood_greenskins_v_druchii	
THIRD	wh2_dlc16_dilemma_wef_encounter_witchwood_greenskins_v_druchii	
FIRST	wh2_dlc16_skv_throt_final_battle_dilemma	
SECOND	wh2_dlc16_skv_throt_final_battle_dilemma	
FIRST	wh2_dlc16_wef_confederation_dilemma_argwylon	
SECOND	wh2_dlc16_wef_confederation_dilemma_argwylon	
FIRST	wh2_dlc16_wef_confederation_dilemma_bowmen_of_oreon	
SECOND	wh2_dlc16_wef_confederation_dilemma_bowmen_of_oreon	
FIRST	wh2_dlc16_wef_confederation_dilemma_drycha	
SECOND	wh2_dlc16_wef_confederation_dilemma_drycha	
FIRST	wh2_dlc16_wef_confederation_dilemma_laurelorn	
SECOND	wh2_dlc16_wef_confederation_dilemma_laurelorn	
FIRST	wh2_dlc16_wef_confederation_dilemma_sisters	
SECOND	wh2_dlc16_wef_confederation_dilemma_sisters	
FIRST	wh2_dlc16_wef_confederation_dilemma_talsyn	
SECOND	wh2_dlc16_wef_confederation_dilemma_talsyn	
FIRST	wh2_dlc16_wef_confederation_dilemma_torgovann	
SECOND	wh2_dlc16_wef_confederation_dilemma_torgovann	
FIRST	wh2_dlc16_wef_confederation_dilemma_wydrioth	
SECOND	wh2_dlc16_wef_confederation_dilemma_wydrioth	
FIRST	wh2_dlc16_wef_drycha_ancient_bark	
SECOND	wh2_dlc16_wef_drycha_ancient_bark	
FIRST	wh2_dlc16_wef_drycha_asari_awaits	
SECOND	wh2_dlc16_wef_drycha_asari_awaits	
FIRST	wh2_dlc16_wef_drycha_bewitchment_enrichment	
SECOND	wh2_dlc16_wef_drycha_bewitchment_enrichment	
FIRST	wh2_dlc16_wef_drycha_corrupted_river	
SECOND	wh2_dlc16_wef_drycha_corrupted_river	
FIRST	wh2_dlc16_wef_drycha_different_green	
SECOND	wh2_dlc16_wef_drycha_different_green	
FIRST	wh2_dlc16_wef_drycha_hidden_lake	
SECOND	wh2_dlc16_wef_drycha_hidden_lake	
FIRST	wh2_dlc16_wef_drycha_inferno	
SECOND	wh2_dlc16_wef_drycha_inferno	
FIRST	wh2_dlc16_wef_drycha_wood_defilers	
SECOND	wh2_dlc16_wef_drycha_wood_defilers	
FIRST	wh2_dlc17_threat_map_region_raze	
SECOND	wh2_dlc17_threat_map_region_raze	
FIRST	wh2_dlc17_threat_map_sanctum_attack	
SECOND	wh2_dlc17_threat_map_sanctum_attack	
FIRST	wh2_main_def_names_of_power_ar_1_sacrifice	
SECOND	wh2_main_def_names_of_power_ar_1_sacrifice	
FIRST	wh2_main_def_names_of_power_ar_2_caravan	
SECOND	wh2_main_def_names_of_power_ar_2_caravan	
FIRST	wh2_main_def_names_of_power_ar_3_battle	
SECOND	wh2_main_def_names_of_power_ar_3_battle	
FIRST	wh2_main_def_names_of_power_ar_4_beast	
SECOND	wh2_main_def_names_of_power_ar_4_beast	
FIRST	wh2_main_def_names_of_power_ar_5_tideofbattle	
SECOND	wh2_main_def_names_of_power_ar_5_tideofbattle	
FIRST	wh2_main_def_names_of_power_ar_6_raid	
SECOND	wh2_main_def_names_of_power_ar_6_raid	
FIRST	wh2_main_def_names_of_power_ca_1_ambush	
SECOND	wh2_main_def_names_of_power_ca_1_ambush	
FIRST	wh2_main_def_names_of_power_ca_2_spoils	
SECOND	wh2_main_def_names_of_power_ca_2_spoils	
FIRST	wh2_main_def_names_of_power_ca_3_siege	
SECOND	wh2_main_def_names_of_power_ca_3_siege	
FIRST	wh2_main_def_names_of_power_ca_4_sorceress	
SECOND	wh2_main_def_names_of_power_ca_4_sorceress	
FIRST	wh2_main_def_names_of_power_ca_5_draft	
SECOND	wh2_main_def_names_of_power_ca_5_draft	
FIRST	wh2_main_def_names_of_power_ca_6_captive	
SECOND	wh2_main_def_names_of_power_ca_6_captive	
FIRST	wh2_main_def_names_of_power_co_1_potion	
SECOND	wh2_main_def_names_of_power_co_1_potion	
FIRST	wh2_main_def_names_of_power_co_2_dragon	
SECOND	wh2_main_def_names_of_power_co_2_dragon	
FIRST	wh2_main_def_names_of_power_co_3_smith	
SECOND	wh2_main_def_names_of_power_co_3_smith	
