ability	default_amount	max_amount	inverse	intensity_source	intensity_type
wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_pit_of_shades	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_pit_of_shades_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_enfeebling_foe	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_penumbral_pendulum	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_withering	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_withering_branchwraith	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_the_withering_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_lord_passive_rage	0.0000	100.0000	false	time_in_melee	linear_multiplier
wh_dlc08_spell_death_aspect_of_the_dreadknight_arzik	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_death_soulblight_arzik	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_death_the_fate_of_bjuna_arzik	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_fire_fireball_kihar	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_metal_final_transmutation_arzik	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_metal_gehennas_golden_hounds_arzik	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_metal_plague_of_rust_kihar	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_metal_searing_doom_arzik	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_metal_transmutation_of_lead_kihar	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_shadow_pit_of_shades_kihar	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_spell_shadow_the_penumbral_pendulum_kihar	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc08_unit_passive_berserk	0.0000	100.0000	false	time_in_melee	linear_multiplier
wh_dlc08_unit_passive_rage	0.0000	100.0000	false	time_in_melee	linear_multiplier
wh_dlc15_quest_passive_primal_rage	0.0000	100.0000	false	time_in_melee	linear_multiplier
wh_main_spell_big_waaagh_brain_bursta	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_brain_bursta_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_eadbutt	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_eadbutt_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_ere_we_go	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_fists_of_gork	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_foot_of_gork	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_foot_of_gork_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_gaze_of_mork	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_big_waaagh_gaze_of_mork_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_aspect_of_the_dreadknight	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_aspect_of_the_dreadknight_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_doom_and_darkness	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_doom_and_darkness_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_soulblight	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_soulblight_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_spirit_leech	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_spirit_leech_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_the_fate_of_bjuna	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_the_purple_sun_of_xereus	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_death_the_purple_sun_of_xereus_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_cascading_fire_cloak	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_fireball	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_fireball_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_flame_storm	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_flame_storm_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_flaming_sword_of_rhuin	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_piercing_bolts_of_burning	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_piercing_bolts_of_burning_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_the_burning_head	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_fire_the_burning_head_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_chain_lightning	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_comet_of_casandora	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_comet_of_casandora_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_curse_of_the_midnight_wind	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_harmonic_convergence	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_harmonic_convergence_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_urannons_thunderbolt	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_urannons_thunderbolt_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_wind_blast	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_heavens_wind_blast_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_banishment	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_banishment_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_bironas_timewarp	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_bironas_timewarp_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_light_of_battle	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_light_of_battle_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_net_of_amyntok	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_net_of_amyntok_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_phas_protection	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_phas_protection_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_shems_burning_gaze	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_shems_burning_gaze_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_light_shems_burning_gaze_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_gorkll_fix_it	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_itchy_nuisance	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_night_shroud	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_night_shroud_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_sneaky_stabbin	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_vindictive_glare	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_lil_waaagh_vindictive_glare_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_final_transmutation	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_final_transmutation_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_gehennas_golden_hounds	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_gehennas_golden_hounds_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_glittering_robe	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_glittering_robe_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_plague_of_rust	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_plague_of_rust_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_searing_doom	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_searing_doom_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_transmutation_of_lead	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_metal_transmutation_of_lead_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_curse_of_years	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_gaze_of_nagash	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_gaze_of_nagash_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_invocation_of_nehek	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_invocation_of_nehek_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_vanhels_danse_macabre	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_wind_of_death	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_main_spell_vampires_wind_of_death_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
