name	can_weather_disable	event	max_distance	max_height	max_time	min_distance	min_height	min_time	required_intensity	probability
WH3_Generic_Volcanic_Primary_Oneshot_Thunder	true	Battle_Environment_Generic_Volcanic_Primary_Oneshot_Thunder	200.0000	100.0000	20.0000	20.0000	60.0000	5.0000	0.2000	1.0000
WH3_Generic_Volcanic_Wildlife_Oneshot_Boar	true	Battle_Environment_Generic_Volcanic_Wildlife_Oneshot_Boar	100.0000	30.0000	45.0000	30.0000	0.0000	15.0000	0.4000	1.0000
WH3_Generic_Volcanic_Wildlife_Oneshot_Scream	true	Battle_Environment_Generic_Volcanic_Wildlife_Oneshot_Scream	100.0000	100.0000	30.0000	30.0000	60.0000	10.0000	0.4000	1.0000
WH3_Generic_Volcanic_Wildlife_Oneshot_Serpent	true	Battle_Environment_Generic_Volcanic_Wildlife_Oneshot_Serpent	100.0000	100.0000	40.0000	30.0000	60.0000	20.0000	0.4000	1.0000
WH3_Generic_Volcanic_Wildlife_Oneshot_Vulture	true	Battle_Environment_Generic_Volcanic_Wildlife_Oneshot_Vulture	100.0000	100.0000	40.0000	30.0000	60.0000	15.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Beast	true	Battle_Environment_Generic_Wildlife_Oneshot_Beast	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Beetle	true	Battle_Environment_Generic_Wildlife_Oneshot_Bettle	100.0000	60.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Bird_Misc	true	Battle_Environment_Generic_Wildlife_Oneshot_Bird_Misc	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Blackbird	true	Battle_Environment_Generic_Wildlife_Oneshot_Blackbird	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Chaffinch	true	Battle_Environment_Generic_Wildlife_Oneshot_Chaffinch	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Chat	true	Battle_Environment_Generic_Wildlife_Oneshot_Chat	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Creature	true	Battle_Environment_Generic_Wildlife_Oneshot_Creatures_Outdoors	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Cricket	true	Battle_Environment_Generic_Wildlife_Oneshot_Cricket	100.0000	60.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Crow	true	Battle_Environment_Generic_Wildlife_Oneshot_Crow	100.0000	100.0000	40.0000	20.0000	60.0000	10.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Dog	true	Battle_Environment_Generic_Wildlife_Oneshot_Dog	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Fish_Splash	true	Battle_Environment_Generic_Wildlife_Oneshot_Fish_Splash	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Flies	true	Battle_Environment_Generic_Wildlife_Oneshot_Flies	100.0000	100.0000	60.0000	20.0000	50.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Fox	true	Battle_Environment_Generic_Wildlife_Oneshot_Fox	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Frog	true	Battle_Environment_Generic_Wildlife_Oneshot_Frog	100.0000	30.0000	40.0000	20.0000	0.0000	20.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Goat	true	Battle_Environment_Generic_Wildlife_Oneshot_Goat	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Goldfinch	true	Battle_Environment_Generic_Wildlife_Oneshot_Goldfinch	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Grasshopper	true	Battle_Environment_Generic_Wildlife_Oneshot_Grasshooper	100.0000	60.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Hawk	true	Battle_Environment_Generic_Wildlife_Oneshot_Hawk	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Moan	true	Battle_Environment_Generic_Wildlife_Oneshot_Moan	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Robin	true	Battle_Environment_Generic_Wildlife_Oneshot_Robin	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Seagull	true	Battle_Environment_Generic_Wildlife_Oneshot_Seagull	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Songbird	true	Battle_Environment_Generic_Wildlife_Oneshot_Songbird	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Sparrow	true	Battle_Environment_Generic_Wildlife_Oneshot_Sparrow	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Squirrel	true	Battle_Environment_Generic_Wildlife_Oneshot_Squirrel	100.0000	30.0000	60.0000	20.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Startled_Birds	true	Battle_Environment_Generic_Wildlife_Oneshot_Startled_Birds	100.0000	100.0000	60.0000	20.0000	50.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Thrush	true	Battle_Environment_Generic_Wildlife_Oneshot_Thrush	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Tit	true	Battle_Environment_Generic_Wildlife_Oneshot_Tit	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Generic_Wildlife_Oneshot_Woodpecker	true	Battle_Environment_Generic_Wildlife_Oneshot_Woodpecker	100.0000	100.0000	60.0000	20.0000	60.0000	30.0000	0.4000	1.0000
WH3_Map_Forge_Of_Souls_Oneshot_Lightning_Strike	true	Battle_Environment_Forge_Of_Souls_Ext_Lightning_Strike_Play	200.0000	100.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Map_Forge_Of_Souls_Oneshot_Thunder_Rumble	true	Battle_Environment_Forge_Of_Souls_Ext_Lightning_Rumble_Play	200.0000	100.0000	45.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Storms_Of_Magic_Oneshot_Lightning_Strike	true	Battle_Environment_Storms_of_Magic_Lightning_Strike_Play	350.0000	100.0000	60.0000	50.0000	0.0000	20.0000	0.2000	1.0000
WH3_Storms_Of_Magic_Oneshot_Thunder_Rumble	true	Battle_Environment_Storms_of_Magic_Lightning_Rumble_Play	200.0000	100.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
beastmen_wildlife	true	Battle_Environment_Beastmen_Wildlife_One_Shot	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
dark_elves_beach_forest_nature_one_shots	true	Battle_Environment_Dark_Elves_Beach_Forest_Nature_One_Shot	40.0000	40.0000	4.0000	20.0000	5.0000	2.0000	0.4000	1.0000
dark_elves_beach_forest_wildlife_birds	true	Battle_Environment_Dark_Elves_Beach_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	4.0000	20.0000	1.0000	2.0000	0.4000	1.0000
dark_elves_beach_forest_wildlife_distant	true	Battle_Environment_Dark_Elves_Beach_Forest_Wildlife_One_Shot_Distant	40.0000	50.0000	4.0000	20.0000	1.0000	2.0000	0.4000	1.0000
dark_elves_beach_forest_wildlife_insects	true	Battle_Environment_Dark_Elves_Beach_Forest_Wildlife_One_Shot_Insects	40.0000	30.0000	3.0000	20.0000	1.0000	1.0000	0.4000	1.0000
dark_elves_beach_forest_wildlife_mammals	true	Battle_Environment_Dark_Elves_Beach_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
dark_elves_beach_primary_wildlife_birds	true	Battle_Environment_Dark_Elves_Beach_Primary_Wildlife_One_Shot_Birds	100.0000	40.0000	10.0000	20.0000	10.0000	5.0000	0.2000	1.0000
dark_elves_beach_primary_wildlife_insects	true	Battle_Environment_Dark_Elves_Beach_Primary_Wildlife_One_Shot_Insect	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
dark_elves_cold_forest_nature_one_shots	true	Battle_Environment_Dark_Elves_Cold_Forest_Nature_One_Shot	40.0000	40.0000	4.0000	20.0000	5.0000	2.0000	0.4000	1.0000
dark_elves_cold_forest_wildlife_birds	true	Battle_Environment_Dark_Elves_Cold_Forest_Wildlife_One_Shot_Birds	60.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_cold_forest_wildlife_close	true	Battle_Environment_Dark_Elves_Cold_Forest_Wildlife_One_Shot_Close	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_cold_forest_wildlife_mammals	true	Battle_Environment_Dark_Elves_Cold_Forest_Wildlife_One_Shot_Mammals	60.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_cold_primary_nature_one_shots_01	true	Battle_Environment_Dark_Elves_Cold_Primary_Nature_One_Shot_01	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_cold_primary_nature_one_shots_02	false	Battle_Environment_Dark_Elves_Cold_Primary_Nature_One_Shot_02	40.0000	30.0000	10.0000	20.0000	1.0000	5.0000	0.4000	1.0000
dark_elves_cold_primary_wildlife_birds	true	Battle_Environment_Dark_Elves_Cold_Primary_Wildlife_One_Shot_Birds	60.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_cold_primary_wildlife_mammals	true	Battle_Environment_Dark_Elves_Cold_Primary_Wildlife_One_Shot_Mammals	60.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_desert_forest_nature_one_shots	true	Battle_Environment_Dark_Elves_Desert_Forest_Nature_One_Shot	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_desert_forest_wildlife_birds	true	Battle_Environment_Dark_Elves_Desert_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_desert_forest_wildlife_insects	true	Battle_Environment_Dark_Elves_Desert_Forest_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_desert_forest_wildlife_mammals	true	Battle_Environment_Dark_Elves_Desert_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_desert_primary_nature_one_shots	true	Battle_Environment_Dark_Elves_Desert_Primary_Nature_One_Shot	40.0000	30.0000	10.0000	20.0000	1.0000	4.0000	0.4000	1.0000
dark_elves_desert_primary_wildlife_birds	true	Battle_Environment_Dark_Elves_Desert_Primary_Wildlife_One_Shot_Birds	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_desert_primary_wildlife_insects	true	Battle_Environment_Dark_Elves_Desert_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.2000	1.0000
dark_elves_desert_primary_wildlife_mammals	true	Battle_Environment_Dark_Elves_Desert_Primary_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_hills_forest_nature_one_shots	true	Battle_Environment_Dark_Elves_Hills_Forest_Nature_One_Shot	40.0000	40.0000	4.0000	20.0000	5.0000	2.0000	0.4000	1.0000
dark_elves_hills_forest_wildlife_birds	true	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
dark_elves_hills_forest_wildlife_distant	true	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Distant	40.0000	50.0000	4.0000	20.0000	1.0000	2.0000	0.4000	1.0000
dark_elves_hills_forest_wildlife_insects	true	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Insects	40.0000	30.0000	3.0000	20.0000	1.0000	1.0000	0.4000	1.0000
dark_elves_hills_forest_wildlife_mammals	true	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
dark_elves_hills_primary_wildlife_birds	true	Battle_Environment_Dark_Elves_Hills_Primary_Wildlife_One_Shot_Birds	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
dark_elves_marsh_forest_nature_one_shots	true	Battle_Environment_Dark_Elves_Marsh_Forest_Nature_One_Shot	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_marsh_forest_wildlife_birds	true	Battle_Environment_Dark_Elves_Marsh_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_marsh_forest_wildlife_insects	true	Battle_Environment_Dark_Elves_Marsh_Forest_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_marsh_forest_wildlife_mammals	true	Battle_Environment_Dark_Elves_Marsh_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_marsh_primary_nature_one_shots	true	Battle_Environment_Dark_Elves_Marsh_Primary_Nature_One_Shot	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_marsh_primary_wildlife_birds	true	Battle_Environment_Dark_Elves_Marsh_Primary_Wildlife_One_Shot_Birds	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_marsh_primary_wildlife_insects	true	Battle_Environment_Dark_Elves_Marsh_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.2000	1.0000
dark_elves_marsh_primary_wildlife_mammals	true	Battle_Environment_Dark_Elves_Marsh_Primary_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_volcanic_forest_nature_one_shots	true	Battle_Environment_Dark_Elves_Desert_Forest_Nature_One_Shot	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_volcanic_forest_wildlife_birds	true	Battle_Environment_Dark_Elves_Volcanic_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_volcanic_forest_wildlife_mammals	true	Battle_Environment_Dark_Elves_Volcanic_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_volcanic_primary_nature_one_shots_01	true	Battle_Environment_Dark_Elves_Volcanic_Primary_Nature_One_Shot_01	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_volcanic_primary_nature_one_shots_02	true	Battle_Environment_Dark_Elves_Volcanic_Primary_Nature_One_Shot_02	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
dark_elves_volcanic_primary_wildlife_birds	true	Battle_Environment_Dark_Elves_Volcanic_Primary_Wildlife_One_Shot_Birds	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dark_elves_volcanic_primary_wildlife_mammals	true	Battle_Environment_Dark_Elves_Volcanic_Primary_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
dwarf_wildlife	true	Battle_Environment_Dwarf_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
empire_wildlife	true	Battle_Environment_Empire_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
generic_frog	true	Battle_Environment_Generic_Wildlife_Oneshot_Frog	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
generic_seagull	true	Battle_Environment_Generic_Wildlife_Oneshot_Seagull	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
greenskin_wildlife	true	Battle_Environment_Greenskin_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
high_elves_beach_forest_nature_one_shots	true	Battle_Environment_High_Elves_Beach_Forest_Nature_One_Shot	40.0000	40.0000	4.0000	20.0000	5.0000	2.0000	0.4000	1.0000
high_elves_beach_forest_wildlife_birds	true	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
high_elves_beach_forest_wildlife_distant	true	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Distant	40.0000	50.0000	4.0000	20.0000	1.0000	2.0000	0.4000	1.0000
high_elves_beach_forest_wildlife_insects	true	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Close	40.0000	30.0000	3.0000	20.0000	1.0000	1.0000	0.4000	1.0000
high_elves_beach_forest_wildlife_mammals	true	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
high_elves_beach_primary_wildlife_birds	true	Battle_Environment_High_Elves_Beach_Primary_Wildlife_One_Shot_Birds	100.0000	40.0000	10.0000	20.0000	10.0000	5.0000	0.2000	1.0000
high_elves_beach_primary_wildlife_insects	true	Battle_Environment_High_Elves_Beach_Primary_Wildlife_One_Shot_Insect	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
high_elves_hills_forest_nature_one_shots	true	Battle_Environment_High_Elves_Hills_Forest_Nature_One_Shot	40.0000	40.0000	4.0000	20.0000	5.0000	2.0000	0.4000	1.0000
high_elves_hills_forest_wildlife_birds	true	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
high_elves_hills_forest_wildlife_distant	true	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Distant	40.0000	50.0000	4.0000	20.0000	1.0000	2.0000	0.4000	1.0000
high_elves_hills_forest_wildlife_insects	true	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Close	40.0000	30.0000	3.0000	20.0000	1.0000	1.0000	0.4000	1.0000
high_elves_hills_forest_wildlife_mammals	true	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Mammal	40.0000	40.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
high_elves_hills_primary_wildlife_birds	true	Battle_Environment_High_Elves_Hills_Primary_Wildlife_One_Shot_Birds	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
lava_distant_oneshots	false	Battle_Environment_Element_Fire_Lava_Distant_Oneshots	200.0000	100.0000	9.0000	50.0000	0.0000	5.0000	0.0000	1.0000
lizardmen_jungle_forest_nature_one_shots	true	Battle_Environment_Lizardmen_Jungle_Forest_Nature_One_Shot	40.0000	40.0000	4.0000	20.0000	5.0000	2.0000	0.4000	1.0000
lizardmen_jungle_forest_wildlife_birds	true	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Birds_One_Shot	40.0000	50.0000	0.7500	20.0000	1.0000	0.2500	0.4000	1.0000
lizardmen_jungle_forest_wildlife_distant	true	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Distant_One_Shot	40.0000	50.0000	4.0000	20.0000	1.0000	2.0000	0.4000	1.0000
lizardmen_jungle_forest_wildlife_insects	true	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Close_One_Shot	40.0000	30.0000	3.0000	20.0000	1.0000	1.0000	0.4000	1.0000
lizardmen_jungle_forest_wildlife_mammals	true	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Mammal_One_Shot	40.0000	40.0000	2.0000	20.0000	1.0000	1.0000	0.4000	1.0000
lizardmen_jungle_primary_wildlife_birds	true	Battle_Environment_Lizardmen_Jungle_Primary_Wildlife_Birds_One_Shot	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
lizardmen_jungle_primary_wildlife_insects	true	Battle_Environment_Lizardmen_Jungle_Primary_Wildlife_Close_One_Shot	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
lizardmen_mountain_forest_wildife_one_shots	true	Battle_Environment_Lizardmen_Mountain_Forest_Wildlife_One_Shot	40.0000	40.0000	2.0000	20.0000	10.0000	1.0000	0.2000	1.0000
lizardmen_mountain_primary_wildlife_one_shots	true	Battle_Environment_Lizardmen_Mountain_Primary_Wildlife_One_Shot	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
lizardmen_swamp_forest_wildlife_one_shots	true	Battle_Environment_Lizardmen_Swamp_Forest_Wildlife_One_Shot	40.0000	40.0000	1.5000	20.0000	10.0000	1.0000	0.2000	1.0000
lizardmen_swamp_primary_wildlife_one_shots	true	Battle_Environment_Lizardmen_Swamp_Primary_Wildlife_One_Shot	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
nordic_wildlife	true	Battle_Environment_Nordic_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
plains	false	Battle_Environment_Element_Fire_Lava_Distant_Oneshots	200.0000	50.0000	9.0000	50.0000	0.0000	6.0000	0.0000	1.0000
skaven_cavern_primary_nature_one_shots	true	Battle_Environment_Skaven_Cavern_Primary_Nature_One_Shot	40.0000	30.0000	10.0000	20.0000	1.0000	7.0000	0.4000	1.0000
skaven_cavern_primary_wildlife_birds	true	Battle_Environment_Skaven_Cavern_Primary_Wildlife_One_Shot_Birds	40.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
skaven_cavern_primary_wildlife_insects	true	Battle_Environment_Skaven_Cavern_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	9.0000	20.0000	1.0000	6.0000	0.2000	1.0000
skaven_cavern_primary_wildlife_mammals	true	Battle_Environment_Skaven_Cavern_Primary_Wildlife_One_Shot_Mammals	40.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
skaven_desert_forest_nature_one_shots	true	Battle_Environment_Skaven_Desert_Forest_Nature_One_Shot	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_desert_forest_wildlife_birds	true	Battle_Environment_Skaven_Desert_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_desert_forest_wildlife_insects	true	Battle_Environment_Skaven_Desert_Forest_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_desert_forest_wildlife_mammals	true	Battle_Environment_Skaven_Desert_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_desert_primary_nature_one_shots	true	Battle_Environment_Skaven_Desert_Primary_Nature_One_Shot	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_desert_primary_wildlife_birds	true	Battle_Environment_Skaven_Desert_Primary_Wildlife_One_Shot_Birds	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
skaven_desert_primary_wildlife_insects	true	Battle_Environment_Skaven_Desert_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.2000	1.0000
skaven_desert_primary_wildlife_mammals	true	Battle_Environment_Skaven_Desert_Primary_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
skaven_marsh_forest_nature_one_shots	true	Battle_Environment_Skaven_Marsh_Forest_Nature_One_Shot	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_marsh_forest_wildlife_birds	true	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Birds	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_marsh_forest_wildlife_insects	true	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_marsh_forest_wildlife_mammals	true	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
skaven_marsh_primary_wildlife_birds	true	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Birds	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
skaven_marsh_primary_wildlife_insects	true	Battle_Environment_Skaven_Marsh_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.2000	1.0000
skaven_marsh_primary_wildlife_mammals	true	Battle_Environment_Skaven_Marsh_Primary_Wildlife_One_Shot_Mammals	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
tomb_kings_cavern_primary_nature_one_shots	true	Battle_Environment_Tomb_Kings_Cavern_Primary_Nature_One_Shot	40.0000	30.0000	10.0000	20.0000	1.0000	7.0000	0.4000	1.0000
tomb_kings_cavern_primary_wildlife_insects	true	Battle_Environment_Tomb_Kings_Cavern_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	9.0000	20.0000	1.0000	6.0000	0.2000	1.0000
tomb_kings_cavern_secondary_nature_one_shots	true	Battle_Environment_Tomb_Kings_Cavern_Secondary_Nature_One_Shot	40.0000	30.0000	10.0000	20.0000	1.0000	7.0000	0.4000	1.0000
tomb_kings_desert_primary_nature_one_shots	true	Battle_Environment_Tomb_Kings_Desert_Primary_Nature_One_Shot	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
tomb_kings_desert_primary_wildlife_birds	true	Battle_Environment_Tomb_Kings_Desert_Primary_Wildlife_One_Shot_Birds	40.0000	40.0000	15.0000	20.0000	10.0000	10.0000	0.2000	1.0000
tomb_kings_desert_primary_wildlife_insects	true	Battle_Environment_Tomb_Kings_Desert_Primary_Wildlife_One_Shot_Insects	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.2000	1.0000
tomb_kings_desert_secondary_nature_one_shots	true	Battle_Environment_Tomb_Kings_Desert_Secondary_Nature_One_Shot	40.0000	30.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
tomb_kings_desert_secondary_wildlife_insects	true	Battle_Environment_Tomb_Kings_Desert_Secondary_Wildlife_One_Shot_Insects	40.0000	30.0000	20.0000	20.0000	1.0000	10.0000	0.2000	1.0000
