key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time
wh2_dlc17_dwf_master_engineer_rifle_bullet_shotgun_magical	musket	artillery_default		none	5	low	55	0	88	110.0	70.0	8.0	5	70	false	false	0.1	11.0	40.0	2.0	0	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	2.0	false	wh2_dlc12_unit_contact_suppressive_fire	-1.0	1	0.0	25.0			0.0	true	true	true	45	medium	100	false	false	false	false	1	false	false	true	false	1.0		false	2.0	0.4
wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper	musket	artillery_default		none	1	low	230	0	88	190.0	70.0	0.0	60	180	false	false	0.1	8.0	190.0	1.0	150	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	-1.0	false		-1.0	1	0.0	25.0			0.0	false	true	true	45	medium_3	-1	false	false	false	false	1	false	false	false	false	1.0		false	2.0	0.4
wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper_magical	musket	artillery_default		none	1	low	230	0	88	190.0	70.0	0.0	60	180	false	false	0.1	8.0	190.0	1.0	150	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	-1.0	false		-1.0	1	0.0	25.0			0.0	true	true	true	45	medium_3	-1	false	false	false	false	1	false	false	false	false	1.0		false	2.0	0.4
wh2_dlc17_emp_free_company_pistol_bullet_blessed	musket	small_arm_default		none	1	low	90	0	45	90.0	10.0	0.0	4	10	false	false	0.050000004	9.0	65.0	2.0	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0	false		-1.0	1	0.0	1.0			0.0	true	true	true	45	low	200	false	false	false	false	1	false	false	false	false	1.0		false	0.47	0.4
wh2_dlc17_hero_abilities_cinderblast_shell	misc	artillery_explosive	wh2_dlc13_lord_abilities_fire_arrow	none	1	dual_low_fixed	200	0	88	90.0	100.0	0.0	320	210	false	false	1.0	8.0	200.0	0.5	0	133	wh2_dlc17_weapon_abilities_cinderblast_shell		wh2_dlc13_ability_arrow_of_aqshy	3.0	false		5.0	1	1.0	25.0	wh_main_magic_missile		10.0	false	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	2.0		false	0.47	0.4
wh2_dlc17_lzd_blowpipe_chamelon_stalkers	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0	20.0	0.0	9	3	false	false	0.1	6.0	50.0	3.0	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0	false		-1.0	1	0.0	1.0			1.0	false	true	true	50	low	140	false	false	false	false	1	false	false	false	false	2.0		false	0.0	0.4
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0	20.0	0.0	9	3	false	false	0.1	6.0	50.0	3.0	0	10	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0	false		-1.0	1	0.0	1.0	wh_main_generic		1.0	true	true	true	50	low	140	false	false	false	true	1	false	false	false	false	2.0		false	0.0	0.4
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0	20.0	0.0	9	3	false	false	0.1	6.0	50.0	3.0	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0	false	wh2_dlc12_unit_contact_sundered_armour	-1.0	1	0.0	1.0			1.0	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	2.0		false	0.0	0.4
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0	20.0	0.0	9	3	false	false	0.1	6.0	50.0	3.0	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0	false	wh2_dlc17_unit_contact_slow_death	-1.0	1	0.0	1.0			1.0	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	2.0	wh2_dlc17_lzd_slow_death	false	0.0	0.4
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0	20.0	0.0	9	3	false	false	0.1	6.0	50.0	3.0	10	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0	false	wh_dlc06_unit_contact_discouraged	-1.0	1	0.0	1.0			1.0	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	2.0		false	0.0	0.4
wh2_dlc17_lzd_blowpipe_oxyotl	musket	small_arm_default		none	1	low	120	0	75	80.0	100.0	1.0	24	72	false	false	0.25	6.0	100.0	0.2	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1.0	false	wh_main_unit_contact_poison	-1.0	1	0.0	5.0			0.0	true	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	1.0	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5249999	0.4
wh2_dlc17_lzd_blowpipe_oxyotl_daemonbane	musket	small_arm_default		none	1	low	120	0	75	80.0	100.0	1.0	24	72	false	false	0.25	6.0	100.0	0.2	0	20	wh2_lzd_blowpipe_daemonbane		wh2_dart_normal	-1.0	false		-1.0	1	0.0	5.0	wh_main_generic		0.0	true	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	1.0	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5249999	0.4
wh2_dlc17_lzd_blowpipe_oxyotl_fireblood	musket	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	120	0	75	80.0	100.0	1.0	24	72	false	false	0.25	6.0	100.0	0.2	0	0	wh2_lzd_blowpipe_fireblood		wh2_dart_normal	-1.0	false	wh2_dlc12_unit_contact_sundered_armour	-1.0	1	0.0	5.0			1.0	false	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	2.0	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5249999	0.4
wh2_dlc17_lzd_blowpipe_oxyotl_slow_death	musket	small_arm_default		none	1	low	120	0	75	80.0	100.0	1.0	24	72	false	false	0.25	6.0	100.0	0.2	0	0	wh2_lzd_blowpipe_slow_death		wh2_dart_normal	-1.0	false	wh2_dlc17_unit_contact_slow_death	-1.0	1	0.0	5.0			0.0	false	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	1.0	wh2_dlc17_lzd_blowpipe_oxyotl_slow_death	false	0.5249999	0.4
wh2_dlc17_lzd_blowpipe_oxyotl_toadskin	musket	small_arm_default		none	1	low	120	0	75	80.0	100.0	1.0	24	72	false	false	0.25	6.0	100.0	0.2	30	0	wh2_lzd_blowpipe_toadskin		wh2_dart_normal	-1.0	false	wh_dlc06_unit_contact_discouraged	-1.0	1	0.0	5.0			0.0	false	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	1.0	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5249999	0.4
wh2_dlc17_lzd_troglodon_spit	artillery	artillery_default	wh2_dlc17_lzd_troglodon_spit	none	1	dual_low_fixed	120	5	88	80.0	25.0	0.0	100	320	false	false	0.5	8.0	100.0	0.5	0	150	wh2_dlc17_lzd_troglodon_spit		wh2_dlc17_lzd_troglodon_spit	2.0	false	wh_main_unit_contact_poison	-1.0	1	0.0	10.0			0.0	false	true	true	25	low	200	false	false	false	true	1	true	false	true	true	1.0		false	0.44	0.4
wh2_dlc17_nor_javelin_anti_large	javelin	small_arm_default		none	1	dual_low_fixed	80	0	75	46.0	10.0	0.0	15	7	false	false	0.1	9.0	50.0	2.3	0	15	wh_chs_javelin		wh_javelin	-1.0	false		-1.0	1	0.0	1.0			0.0	false	true	true	50	low	140	false	false	false	false	1	false	false	false	false	1.0		false	0.91	0.4
wh2_dlc17_nor_javelin_heavy_anti_large	javelin	small_arm_default		none	1	dual_low_fixed	90	0	75	46.0	20.0	0.0	18	8	false	false	0.1	8.0	55.0	2.3	0	25	wh_chs_javelin		wh_javelin	-1.0	false		-1.0	1	0.0	1.0			0.0	false	true	true	50	low	150	false	false	false	false	1	false	false	false	false	1.0		false	0.91	0.4
wh2_dlc17_rune_abilities_master_rune_of_flight	axe	small_arm_default		axe_spin	1	dual_low_fixed	100	0	60	40.0	90.0	0.0	150	350	false	false	1.0	15.0	100.0	1.0	0	0	wh2_dlc17_dwf_rune_of_flight		wh3_dlc21_rune_of_flight	1.3	true		0.2	1	0.0	6.0			1.0	true	true	true	45	very_high	130	false	false	false	true	1	false	false	true	true	2.0		false	0.42	0.4
wh2_dlc17_rune_abilities_master_rune_of_immolation	misc	small_arm_default	wh2_dlc17_rune_abilities_master_rune_of_immolation	shell_spin	1	low	40	0	88	10.0	0.0	5.0	0	48	false	false	0.5	1.0	250.0	1.0	0	0	wh_main_spell_fire_piercing_bolts_of_burning			1.0	false		10.0	1	0.0	25.0			1.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	2.0		false	4.2	0.4
wh2_dlc17_weapon_abilities_the_golden_blowpipe_of_ptoohee	musket	small_arm_default		none	3	low	200	0	75	80.0	100.0	3.0	44	132	false	false	0.25	6.0	100.0	0.2	0	0	wh2_dlc17_lzd_blowpipe_dart_hero		wh2_dlc17_ability_golden_blowpipe_dart	-1.0	false	wh_main_unit_contact_poison	-1.0	1	0.0	1.0			0.0	true	true	true	50	large_3	300	false	false	false	false	3	false	false	false	false	1.0		false	0.7	0.4
wh2_main_army_abilities_bloodwrack_cauldron	misc	artillery_explosive	wh2_main_army_abilities_bloodwrack_cauldron	shell_spin	1	low	200	0	50	75.0	30.0	0.0	864	216	false	false	2.0	1.0	250.0	1.0	0	0	wh2_main_army_abilities_bloodwrack_cauldron		wh2_main_ability_bloodwrack_cauldron	3.5	true		-1.0	1	0.0	1000.0			0.0	true	true	true	45	all	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.56	0.4
wh2_main_army_abilities_bolt_of_spite	misc	artillery_explosive	wh2_main_army_abilities_bolt_of_spite	shell_spin	1	low	200	0	50	40.0	30.0	0.0	864	216	false	false	2.0	1.0	250.0	1.0	0	0	wh2_main_army_abilities_bolt_of_spite		wh2_main_ability_bolt_of_spite	3.5	true		0.1	1	0.0	1000.0	wh2_main_army_abilities_bolt_of_spite		0.0	true	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	1.0499998	0.4
wh2_main_army_abilities_brazen_cauldron	misc	artillery_explosive	wh2_main_army_abilities_brazen_cauldron	shell_spin	1	low	200	0	50	75.0	30.0	0.0	864	216	false	false	2.0	1.0	250.0	1.0	0	0	wh2_main_army_abilities_brazen_cauldron		wh2_main_ability_brazen_cauldron	3.5	true		-1.0	1	0.0	1000.0			0.0	true	true	true	45	all	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.56	0.4
wh2_main_army_abilities_khaines_flail	misc	artillery_explosive	wh2_main_army_abilities_khaines_flail	shell_spin	1	low	200	0	50	160.0	30.0	0.0	0	672	false	false	2.0	1.0	75.0	0.1	0	0	wh2_main_army_abilities_khaines_flail		wh_magic_urannons_thunderbolt	2.0	true		0.85	1	0.0	100.0			0.0	true	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.26	0.4
wh2_main_army_abilities_khaines_lash	misc	artillery_explosive	wh2_main_army_abilities_khaines_lash	shell_spin	1	low	200	0	50	160.0	30.0	0.0	0	672	false	false	2.0	1.0	75.0	0.1	0	0	wh2_main_army_abilities_khaines_lash		wh_magic_urannons_thunderbolt	2.0	true		0.85	1	0.0	100.0			0.0	true	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.26	0.4
wh2_main_army_abilities_khaines_scourge	misc	artillery_explosive	wh2_main_army_abilities_khaines_scourge	shell_spin	1	low	200	0	50	160.0	30.0	0.0	0	672	false	false	2.0	1.0	75.0	0.1	0	0	wh2_main_army_abilities_khaines_scourge		wh_magic_urannons_thunderbolt	2.0	true		0.85	1	0.0	100.0			0.0	true	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.26	0.4
wh2_main_army_abilities_shatterstone	misc	artillery_explosive	wh2_dlc17_army_abilities_shatterstone	none	1	low	10	0	5	100.0	5.0	0.0	100	100	false	true	0.3	27.0	1.0	1.0	0	0	wh2_main_army_abilities_vauls_hammer		wh_copter_bomb	5.0	true		-1.0	1	0.0	10.0			0.0	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	100.0		false	0.0	0.4
wh2_main_army_abilities_skaven_bomb	misc	artillery_explosive	wh2_main_army_abilities_vortic_blast	none	1	low	50	0	5	-1.0	5.0	1.0	1	1	false	false	0.5	27.0	1.0	1.0	0	0	wh2_main_no_visual		wh_copter_bomb	0.5	true		-1.0	1	0.0	10.0			1.0	false	false	true	45	very_low_magic	-1	false	false	false	false	1	false	false	true	true	2.0		false	1.2	0.4
wh2_main_army_abilities_sky_cauldron	misc	artillery_explosive	wh2_main_army_abilities_sky_cauldron	shell_spin	1	low	200	0	50	75.0	30.0	0.0	864	216	false	false	2.0	1.0	250.0	1.0	0	0	wh2_main_army_abilities_sky_cauldron		wh2_main_ability_sky_cauldron	3.5	true		-1.0	1	0.0	1000.0			0.0	true	true	true	45	all	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.56	0.4
wh2_main_army_abilities_soul_rain	misc	small_arm_default	wh2_main_army_abilities_soul_rain	shell_spin	1	low	40	0	88	30.0	0.0	5.0	52	26	false	false	0.5	1.0	250.0	10.0	0	0	wh2_main_army_abilities_soul_rain		wh2_main_ability_soul_rain	1.0	false		10.0	1	0.0	25.0			0.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	1.4	0.4
wh2_main_army_abilities_soul_storm	misc	small_arm_default	wh2_main_army_abilities_soul_storm	shell_spin	1	low	40	0	88	30.0	0.0	5.0	52	26	false	false	0.5	1.0	250.0	10.0	0	0	wh2_main_army_abilities_soul_storm		wh2_main_ability_soul_storm	1.0	false		10.0	1	0.0	25.0			0.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	1.4	0.4
wh2_main_army_abilities_soul_torrent	misc	small_arm_default	wh2_main_army_abilities_soul_torrent	shell_spin	1	low	40	0	88	30.0	0.0	5.0	52	26	false	false	0.5	1.0	250.0	10.0	0	0	wh2_main_army_abilities_soul_torrent		wh2_main_ability_soul_torrent	1.0	false		10.0	1	0.0	25.0			0.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	1.4	0.4
wh2_main_army_abilities_vauls_hammer	misc	artillery_explosive	wh2_main_army_abilities_vauls_hammer	none	1	low	10	0	5	100.0	5.0	0.0	100	100	false	true	0.3	27.0	1.0	1.0	0	0	wh2_main_army_abilities_vauls_hammer		wh_copter_bomb	5.0	true		-1.0	1	0.0	10.0			0.0	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	100.0		false	0.0	0.4
wh2_main_army_abilities_vortic_blast_shrapnel	artillery	artillery_default	wh2_main_army_abilities_vortic_blast_shrapnel	shell_spin	1	low	50	0	88	23.0	100.0	40.0	1	1	false	false	0.5	23.0	100.0	100.0	0	0	wh2_main_army_abilities_vortic_blast_shrapnel		wh2_main_ability_vortic_blast_shrapnel	0.5	true		-1.0	1	0.0	20.0			1.0	false	false	true	50	high	-1	false	false	false	true	1	false	false	true	true	2.0		false	1.8299999	0.4
wh2_main_army_abilities_vortic_enrichment	misc	artillery_explosive	wh2_main_army_abilities_vortic_enrichment	none	1	low	50	0	5	-1.0	5.0	1.0	0	0	false	false	0.5	27.0	1.0	1.0	0	0	wh2_main_no_visual			0.5	false		-1.0	1	0.0	10.0			0.0	false	false	true	45	very_low_magic	-1	false	false	false	false	1	false	false	false	true	1.0		false	1.2	0.4
wh2_main_army_abilities_vortic_enrichment_shrapnel	misc	artillery_default	wh2_main_army_abilities_vortic_enrichment_shrapnel	shell_spin	1	low	50	0	60	23.0	100.0	40.0	0	0	false	false	0.5	23.0	100.0	100.0	0	0	wh2_main_army_abilities_vortic_enrichment_shrapnel		wh2_main_ability_vortic_enrichment_shrapnel	0.5	false		-1.0	1	0.0	20.0			0.0	false	false	true	50	high	-1	false	false	false	true	1	false	false	false	true	1.0		false	1.8299999	0.4
wh2_main_army_abilities_warpbomb	misc	artillery_explosive	wh2_main_army_abilities_warpbomb	none	1	low	10	0	5	-1.0	5.0	0.0	0	0	false	true	1.0	27.0	2.0	6.0	0	0			wh_copter_bomb	1.0	true		-1.0	1	0.0	10.0			0.0	false	false	true	45		-1	false	false	false	false	1	false	false	true	true	1.0		false	1.2	0.4
wh2_main_bound_doombolt	misc	artillery_explosive	wh2_main_spell_dark_magic_doombolt	shell_spin	1	low	300	25	50	85.0	30.0	0.0	0	224	false	false	1.0	1.0	75.0	0.1	0	0	wh2_main_spell_dark_magic_doombolt		wh_magic_dark_magic_doombolt	3.0	true		0.85	1	0.0	250.0	wh2_main_army_abilities_bolt_of_spite		0.0	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.49	0.4
wh2_main_bound_shems_burning_gaze	misc	small_arm_default	wh2_main_bound_shems_burning_gaze	shell_spin	15	low	250	10	88	60.0	30.0	5.0	20	50	false	false	0.25	1.0	100.0	0.75	0	33	wh_main_spell_light_shems_burning_gaze		wh_magic_burning_gaze	0.25	false		5.0	1	1.0	50.0	wh_main_magic_missile		1.0	true	true	true	25	medium_magic	-1	false	false	false	true	1	false	false	false	true	2.0		true	0.7	0.4
wh2_main_bound_urannons_thunderbolt	misc	artillery_explosive	wh2_main_bound_urannons_thunderbolt	shell_spin	1	low	200	25	50	120.0	30.0	0.0	0	672	false	false	2.0	1.0	75.0	0.1	0	0	wh_main_spell_heavens_urannons_thunderbolt		wh_magic_urannons_thunderbolt	2.0	true		0.85	1	0.0	100.0			0.0	true	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true	1.0		true	0.35	0.4
wh2_main_character_abilities_volley_of_dark_arrows	misc	small_arm_default	wh2_main_character_abilities_volley_of_dark_arrows	none	3	fixed	200	0	65	100.0	100.0	15.0	0	120	false	false	1.0	20.0	150.0	0.1	0	0	wh2_main_character_abilities_volley_of_dark_arrows		wh2_main_ability_volley_of_dark_arrows	0.5	false		20.0	1	0.0	300.0	wh_dlc05_spell_arrow_of_kurnous		0.0	false	true	true	30	very_high_magic	500	false	false	false	false	1	false	false	false	true	1.0		false	0.42	0.4
wh2_main_character_abilities_volley_of_high_arrows	misc	small_arm_default	wh2_main_character_abilities_volley_of_high_arrows	none	3	fixed	200	0	65	100.0	100.0	15.0	0	120	false	false	1.0	20.0	150.0	0.1	0	0	wh2_main_character_abilities_volley_of_high_arrows		wh2_main_ability_volley_of_high_arrows	0.5	false		20.0	1	0.0	300.0	wh_dlc05_spell_arrow_of_kurnous		0.0	false	true	true	30	very_high_magic	500	false	false	false	false	1	false	false	false	true	1.0		false	0.42	0.4
wh2_main_chs_chaos_dragon_breath	misc	artillery_explosive	wh2_main_chs_chaos_dragon_explosion	none	1	low	90	0	88	52.0	60.0	0.0	32	50	false	false	1.0	6.0	80.0	14.0	0	0	wh2_chs_chaos_dragon_breath		wh2_dragon_breath_dark	1.0	true		3.0	1	0.0	45.0			1.0	false	true	true	45	medium	140	false	true	false	true	15	true	true	true	true	2.0		false	0.81	0.4
wh2_main_def_black_dragon_breath	misc	artillery_explosive	wh2_main_def_black_dragon_explosion	none	1	low	90	0	88	42.0	60.0	0.0	77	32	false	false	1.0	6.0	80.0	33.0	0	0	wh2_def_black_dragon_breath		wh2_dragon_breath_poison	1.0	true		3.0	1	0.0	45.0			0.0	false	true	true	45	medium	140	false	true	false	true	15	true	true	true	true	1.0		false	1.0	0.4
wh2_main_def_crossbow_bolt	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	45.0	10.0	1.65	3	11	false	false	0.1	14.0	90.0	3.4	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_def_crossbow_bolt_chariot	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	45.0	30.0	1.7	8	24	false	false	0.1	7.0	85.0	2.6	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	true		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	2	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_def_crossbow_bolt_dreadlord	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	60.0	70.0	1.65	40	140	false	false	0.1	12.0	100.0	0.5	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal_LH	0.1	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	medium	300	false	false	false	false	1	false	false	false	true	1.0		false	0.7	0.4
wh2_main_def_crossbow_bolt_horse	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	45.0	10.0	1.75	3	11	false	false	0.1	14.0	85.0	4.0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_def_crossbow_bolt_pegasus_ror_0	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	45.0	30.0	1.75	6	22	false	false	0.1	14.0	85.0	4.0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_def_crossbow_bolt_ror_0	arrow	small_arm_default		none	2	dual_low_fixed	145	0	88	45.0	10.0	1.0	3	11	false	false	0.1	14.0	90.0	3.4	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_def_crossbow_bolt_shades	arrow	small_arm_default		none	2	dual_low_fixed	130	0	88	48.0	20.0	1.65	3	12	false	false	0.1	10.0	95.0	3.4	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.88	0.4
wh2_main_def_handbow_bolt	arrow	small_arm_default		none	2	low	70	0	88	45.0	10.0	2.8	9	3	false	false	0.1	12.0	40.0	4.0	0	0	wh2_main_def_handbow_bolt		wh_crossbow_bolt_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	170	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_def_handbow_bolt_khainite_assassin	arrow	small_arm_default		none	2	low	70	0	88	55.0	70.0	2.0	140	40	false	false	0.1	5.0	50.0	0.8	0	0	wh2_main_def_handbow_bolt		wh_crossbow_bolt_normal	-1.0	false	wh_main_unit_contact_poison	-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	170	false	false	false	false	1	false	false	false	true	1.0		false	0.76	0.4
wh2_main_def_reaper_bolt_thrower_bolt	artillery	artillery_default		none	1	low	350	8	45	80.0	40.0	0.0	30	120	false	false	0.1	11.0	275.0	4.0	0	50	wh2_main_def_reaper_bolt		wh2_bolt_thrower_eagle_claw	-1.0	true		-1.0	1	0.0	50.0			0.0	false	true	true	45	large_2	700	false	false	false	false	1	false	false	false	true	1.0		false	0.0	0.4
wh2_main_def_reaper_bolt_thrower_bolt_spread	artillery	artillery_canister		none	16	low	350	8	45	68.0	10.0	3.5	3	8	false	false	0.1	11.0	275.0	15.0	11	0	wh2_main_def_reaper_bolt_spread		wh2_bolt_thrower_eagle_claw_spread	0.3	true		-1.0	1	0.0	13.0			0.0	false	true	true	45	medium	700	false	false	false	false	1	false	false	false	true	1.0		false	0.0	0.4
wh2_main_def_war_hydra_breath	misc	artillery_default	wh2_main_def_war_hydra_explosion	none	1	low	90	15	88	50.0	60.0	0.0	54	32	false	false	1.0	6.0	80.0	22.0	0	0	wh2_def_hydra_dragon_breath		wh2_dragon_breath_flame_multi	1.0	false		6.0	1	0.0	45.0			1.0	false	true	true	45	medium	100	false	true	false	true	12	false	true	true	true	2.0		false	0.84	0.4
wh2_main_hef_bow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	45.0	10.0	0.0	16	3	false	false	0.1	11.0	120.0	4.7	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1.0	false		-1.0	1	0.0	3.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_hef_bow_arrow_mounted	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	45.0	10.0	0.0	16	3	false	false	0.1	11.0	85.0	3.4	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1.0	false		-1.0	1	0.0	3.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_hef_eagle_claw_bolt	artillery	artillery_default		none	1	low	380	8	45	80.0	40.0	0.0	30	120	false	false	0.1	12.0	275.0	4.0	0	50	wh2_main_eagleclaw_bolt		wh2_bolt_thrower_eagle_claw	-1.0	true		-1.0	1	0.0	50.0			0.0	false	true	true	45	large_2	700	false	false	false	false	1	false	false	false	true	1.0		false	0.0	0.4
wh2_main_hef_eagle_claw_bolt_spread	artillery	artillery_canister		none	16	low	380	8	45	68.0	10.0	3.5	3	8	false	false	0.1	12.0	275.0	15.0	11	0	wh2_main_eagleclaw_bolt_spread		wh2_bolt_thrower_eagle_claw_spread	0.3	true		-1.0	1	0.0	13.0			0.0	false	true	true	45	medium	700	false	false	false	false	1	false	false	false	true	1.0		false	0.0	0.4
wh2_main_hef_longbow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	45.0	10.0	0.0	16	3	false	false	0.1	11.0	140.0	5.7	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1.0	false		-1.0	1	0.0	3.0			0.0	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	1.0		false	0.93000007	0.4
wh2_main_hef_longbow_arrow_princess	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	60.0	100.0	0.0	190	80	false	false	0.1	8.0	150.0	1.0	0	0	wh2_main_hef_bow_arrow		wh_crossbow_bolt_normal_LH	0.1	false		-1.0	1	0.0	10.0			0.0	false	true	true	45	medium	300	false	false	false	false	1	false	false	false	true	1.0		false	0.7	0.4
