additional_effect_list	initiative	technology	visible_in_ui
wh3_dlc20_initiative_upgrade_all_tze_diplomacy	wh3_dlc20_faction_initiative_chs_tzeentch_3_characters_marking	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	false
wh3_dlc20_initiative_upgrade_all_tze_diplomacy	wh3_dlc20_faction_initiative_chs_tzeentch_3_units_flamers	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	false
wh3_dlc20_initiative_upgrade_all_tze_diplomacy	wh3_dlc20_faction_initiative_chs_tzeentch_3_units_warshrine	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	false
wh3_dlc20_initiative_upgrade_all_tze_diplomacy	wh3_dlc20_faction_initiative_chs_tzeentch_5_units_lord_of_Change	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	false
wh3_dlc20_initiative_upgrade_all_tze_diplomacy	wh3_dlc20_faction_initiative_chs_tzeentch_5_units_soul_grinder	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	false
wh3_dlc20_initiative_upgrade_tzeentch_1_units_blue_horrors	wh3_dlc20_faction_initiative_chs_tzeentch_1_units_pink_horrors	wh3_dlc20_chs_tze_shared_gift_upgrade_summons	true
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_1_army_winds	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_1_economy_technology	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_1_units_pink_horrors	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_1_units_screamers	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_2_army_upgrades	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_3_characters_marking	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_3_units_flamers	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_3_units_warshrine	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_5_units_lord_of_Change	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_all_tze_physical_resistance	wh3_dlc20_faction_initiative_chs_tzeentch_5_units_soul_grinder	wh3_dlc20_chs_tze_vilitch_military_1	false
wh3_dlc20_initiative_upgrade_tzeentch_1_feature_vilitch_teleport	wh3_dlc20_faction_initiative_chs_tzeentch_1_economy_technology	wh3_dlc20_chs_tze_vilitch_teleport	true
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_1_economy_building	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_1_units_furies	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_3_army_elites	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_3_units_hellcannons	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_corruption	wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	wh3_dlc20_chs_und_shared_corruption	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_1_economy_building	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_1_units_furies	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_3_army_elites	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_3_units_hellcannons	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_all_und_diplomacy	wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	wh3_dlc20_chs_und_shared_diplomacy	false
wh3_dlc20_initiative_upgrade_undivided_1_army_marauders	wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	wh3_dlc20_chs_und_shared_marauders	true
wh3_dlc20_initiative_upgrade_undivided_3_elites	wh3_dlc20_faction_initiative_chs_undivided_3_army_elites	wh3_dlc20_chs_und_shared_souls	true
wh3_dlc20_initiative_upgrade_undivided_1_vassals	wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_chs_und_shared_vassals	true
